,,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME
BP8,WEEKENDS/HOLIDAY,0.0,32.6,44.3,52.3,63.0,66.3,84.3,94.8,94.3,79.0,95.1,81.9,85.3,91.0,98.3,94.8,77.0,66.4,58.9,18.7,0.0,14.8,36.4,56.9,67.8,76.9,66.1,65.2,70.0,83.2,75.6,74.9,74.2,83.8,101.0,78.0,72.7,66.6,65.0,38.4
BP9,WEEKDAY,0.0,89.8,295.0,365.2,223.1,160.0,135.0,132.4,130.0,135.8,225.0,146.2,117.8,182.9,195.3,95.8,61.7,54.5,21.9,5.3,0.0,41.6,155.3,403.4,168.2,87.4,68.5,63.2,86.7,121.6,92.8,110.2,128.0,189.2,297.4,247.4,144.0,103.1,89.7,39.4
BP9,WEEKENDS/HOLIDAY,0.0,37.6,66.9,91.7,136.9,182.7,205.4,225.4,185.2,143.7,132.7,121.4,89.8,103.9,92.6,67.8,52.6,37.8,29.2,7.4,0.0,17.8,21.9,58.7,117.4,102.9,111.0,96.3,119.6,116.6,101.0,88.8,89.3,92.1,106.1,88.4,81.7,69.9,79.4,35.0
CC1-NE6-NS24,WEEKDAY,17.6,22.0,163.2,464.6,1102.1,472.0,486.0,798.8,1170.2,1783.5,1464.2,1508.1,1731.4,2578.1,3562.9,2686.8,2382.4,2750.0,1872.2,585.2,11.8,20.8,467.0,1614.2,2443.0,1757.0,1362.0,1487.6,2059.8,1560.7,1381.6,1383.8,1391.6,1741.6,3254.2,2067.4,1012.8,601.1,370.2,168.4
CC1-NE6-NS24,WEEKENDS/HOLIDAY,14.2,137.9,188.3,196.9,314.6,372.9,585.9,923.7,1275.7,1638.9,1854.0,2093.6,2300.1,2389.4,2438.2,2087.9,1972.2,2158.3,1605.2,608.4,19.0,6.7,248.0,593.3,1027.1,1439.0,1645.7,1769.8,2026.2,2246.0,1977.1,1937.1,1844.7,1818.9,1795.3,1441.8,962.2,585.4,399.8,185.0
CC10,WEEKDAY,5.3,132.7,824.6999999999999,1344.6,1433.1,773.4,560.1,589.4,722.8,553.0,488.20000000000005,509.20000000000005,600.6,1542.0,2988.4,1223.3,534.8,345.4,255.7,93.8,46.9,19.2,332.4,990.8,2855.8,1557.8,516.5,360.20000000000005,446.9,706.7,572.9,518.8,540.0,790.3,1269.2,997.4,680.8,631.5999999999999,563.2,308.2
CC10,WEEKENDS/HOLIDAY,7.0,60.099999999999994,289.9,454.7,545.5,637.5,615.7,616.0,752.9,738.7,626.0,576.9,634.4,737.5,676.3,524.5,335.5,251.6,220.3,98.5,44.7,6.6,149.0,313.5,587.1999999999999,525.0,459.40000000000003,432.5,528.2,623.7,564.1,545.7,577.1,561.3,564.8,520.3,506.20000000000005,544.1,553.0999999999999,337.0
CC11,WEEKDAY,5.0,81.8,683.2,742.2,536.0,288.6,271.0,441.4,663.2,530.4,472.0,667.8,799.7,2556.1,4308.1,2021.6,916.4,555.8,312.9,169.6,36.8,40.6,716.4,2347.0,4669.0,2341.4,842.2,488.4,491.0,627.7,546.9,391.8,328.7,486.3,776.7,780.2,386.2,367.8,426.6,142.3
CC11,WEEKENDS/HOLIDAY,4.8,53.9,447.6,497.1,289.4,198.4,229.2,303.0,438.9,577.8,454.8,509.9,500.4,690.4,638.7,565.4,382.7,282.0,162.2,103.2,28.7,13.9,342.0,548.9,730.3,551.6,425.0,350.7,327.7,368.9,367.1,319.0,330.1,419.0,418.3,494.0,370.1,325.6,318.2,149.2
CC12,WEEKDAY,3.5,27.5,313.2,717.0,726.8,346.2,184.9,201.2,200.6,588.2,631.9,460.3,469.4,538.6,497.4,225.4,134.0,89.4,63.6,23.8,29.0,5.8,486.2,1096.2,274.2,134.6,105.9,102.9,138.8,246.3,234.0,244.6,220.2,299.2,535.0,479.8,300.0,245.4,185.3,81.6
CC12,WEEKENDS/HOLIDAY,3.1,12.7,57.1,118.9,176.8,204.4,221.7,233.3,322.0,288.2,180.4,222.4,192.1,199.8,222.0,163.4,101.9,83.4,46.2,32.4,29.3,0.4,31.6,162.0,138.7,114.6,150.1,130.0,155.9,205.8,200.9,195.9,156.6,187.2,197.2,204.9,175.1,173.9,150.1,76.0
CC14,WEEKDAY,2.0,44.2,397.8,865.7,974.4,457.2,267.2,308.3,408.3,401.0,302.2,589.9,619.0,684.0,620.8,362.6,186.4,102.6,82.6,25.3,17.2,12.7,156.2,791.2,1244.2,235.3,110.7,152.0,208.4,332.8,340.2,331.9,360.5,446.8,768.9,643.7,352.4,274.1,229.0,113.6
CC14,WEEKENDS/HOLIDAY,1.8,14.4,84.7,165.9,255.6,296.2,331.1,316.2,353.3,282.7,228.8,212.8,211.9,247.9,248.7,187.8,100.9,85.8,87.4,28.4,19.2,3.9,34.8,103.6,134.4,152.4,156.2,168.3,219.4,256.9,265.8,259.0,261.7,282.2,310.0,278.3,231.0,211.7,200.9,105.4
CC16,WEEKDAY,2.6,86.1,563.8,1086.6,1151.0,545.6,275.7,298.1,444.0,433.0,406.8,589.5,545.8,944.0,1460.0,746.2,328.9,288.2,186.8,51.9,25.7,21.6,339.9,1660.4,1313.0,704.2,275.1,195.4,313.0,441.4,344.4,354.0,379.8,563.4,1088.8,864.2,504.9,374.5,306.4,142.5
CC16,WEEKENDS/HOLIDAY,2.3,36.0,169.4,231.2,277.6,310.9,313.9,350.2,414.1,451.1,374.3,337.2,310.7,349.0,376.0,318.2,188.9,221.4,162.3,56.7,26.3,4.7,109.9,337.9,441.7,404.4,324.0,284.9,264.4,304.7,309.9,287.8,300.7,324.1,370.6,333.6,289.2,247.9,257.6,136.8
CC17,WEEKDAY,0.4,64.8,329.0,705.1,586.0,284.6,133.6,113.0,122.8,179.8,117.5,204.4,168.8,286.8,460.2,226.0,85.6,71.0,42.3,11.6,17.4,7.0,130.1,540.6,459.1,231.3,75.3,68.4,84.4,130.8,118.4,141.8,169.6,315.6,616.2,364.0,195.4,163.0,119.8,56.6
CC17,WEEKENDS/HOLIDAY,0.3,23.0,93.7,118.2,118.4,120.9,124.4,113.6,117.7,103.2,105.2,92.6,106.0,113.3,143.1,102.2,50.3,49.7,34.9,15.8,20.6,2.7,40.3,163.6,128.4,94.2,77.1,78.2,99.9,105.6,110.9,104.0,108.1,115.4,106.1,107.2,95.0,103.2,88.1,54.7
CC19,WEEKDAY,3.2,13.2,168.8,474.70000000000005,456.3,278.8,190.5,248.7,323.9,320.9,340.70000000000005,402.8,412.90000000000003,603.0,792.6,522.3,290.2,267.8,186.2,63.7,12.0,21.2,302.59999999999997,790.8000000000001,762.1999999999999,494.6,378.3,407.09999999999997,332.40000000000003,317.8,340.6,367.2,381.8,463.8,688.5999999999999,467.29999999999995,210.10000000000002,146.79999999999998,110.0,50.199999999999996
CC19,WEEKENDS/HOLIDAY,4.0,4.8,35.8,76.7,147.60000000000002,222.0,290.6,373.7,434.3,498.4,455.5,479.5,519.5,558.5,513.8,488.29999999999995,301.5,218.0,151.7,67.7,16.799999999999997,8.799999999999999,124.1,309.4,385.4,488.40000000000003,557.1,553.7,525.8,511.59999999999997,489.9,454.8,489.1,450.90000000000003,376.8,258.3,156.1,117.1,99.19999999999999,47.8
CC2,WEEKDAY,3.0,1.6,14.6,37.3,73.8,73.9,82.2,196.6,260.6,220.0,195.6,307.8,294.4,580.0,930.2,526.2,284.8,281.6,272.4,128.9,2.5,0.0,88.4,351.2,937.2,646.3,353.6,426.4,333.2,404.0,274.8,277.5,166.2,182.6,305.6,194.6,93.2,76.3,55.8,20.4
CC2,WEEKENDS/HOLIDAY,1.9,1.6,10.4,17.6,34.4,63.8,100.4,166.1,220.4,201.9,204.2,213.7,245.3,280.1,306.3,219.4,119.2,119.1,111.0,71.3,2.7,0.1,48.3,96.6,269.9,273.9,238.2,232.4,250.8,269.3,247.9,229.2,173.0,170.2,130.6,109.2,73.8,70.2,65.4,24.8
CC20,WEEKDAY,0.8,37.7,289.1,614.2,549.3,322.0,182.9,164.4,181.4,288.4,392.8,255.3,264.3,401.3,507.8,271.2,158.4,110.2,65.2,24.6,8.6,14.7,265.0,645.4,436.8,213.7,131.8,139.2,173.4,187.6,204.7,272.3,320.1,397.0,561.8,448.0,249.6,190.2,143.4,65.6
CC20,WEEKENDS/HOLIDAY,1.7,11.4,65.9,105.0,170.4,219.0,221.7,254.2,245.2,291.1,201.6,190.2,205.1,214.2,221.4,200.2,120.6,97.3,65.8,20.9,10.6,8.2,56.7,147.0,182.0,193.6,177.9,201.2,199.3,214.0,204.9,193.7,202.4,225.7,227.0,206.1,163.0,143.9,121.3,61.3
CC21,WEEKDAY,9.4,49.6,246.0,557.2,641.4,364.2,244.6,266.2,356.0,517.0,387.8,540.8,440.6,506.8,557.8,501.8,452.6,471.4,396.6,168.6,15.9,4.6,123.9,528.9,414.3,411.2,350.4,392.0,526.6,382.0,392.4,462.8,527.4,665.0,1151.5,895.4,478.2,336.2,236.6,110.3
CC21,WEEKENDS/HOLIDAY,8.9,19.7,78.8,122.2,189.1,246.0,294.6,320.3,406.8,414.4,433.9,411.0,381.1,421.6,414.2,404.8,360.6,367.8,346.1,164.1,14.7,0.4,59.4,140.0,255.0,398.8,424.1,429.1,420.9,473.9,397.4,392.4,368.4,426.4,482.0,472.2,333.0,283.3,215.7,108.3
CC23,WEEKDAY,3.8,14.2,42.0,168.2,186.1,140.2,156.3,391.7,623.4,575.2,454.2,704.8,930.4,2621.6,3416.3,1905.2,907.9,592.0,303.4,105.4,5.5,36.6,769.4,1900.2,3499.8,2990.9,1016.0,477.8,596.2,706.7,422.2,234.3,208.4,232.1,346.4,239.6,102.8,80.2,34.4,18.8
CC23,WEEKENDS/HOLIDAY,1.6,3.9,22.6,63.8,65.0,53.3,79.2,124.3,191.1,165.9,177.9,184.0,227.4,298.4,227.8,219.6,183.0,172.7,112.4,36.2,6.6,2.0,148.9,314.8,289.6,231.6,176.6,166.2,164.9,184.0,162.2,125.8,96.7,91.7,108.9,114.2,80.0,47.4,29.2,15.7
CC24,WEEKDAY,2.8,7.2,42.4,180.4,304.4,294.4,423.9,725.8,950.6,737.7,723.0,988.2,1510.2,3337.2,3831.9,1933.3,1166.6,956.2,450.2,123.3,7.0,33.6,815.4,2493.4,4255.8,2955.2,1343.7,1151.8,983.1,1130.3,773.4,560.0,335.3,426.6,571.6,380.2,176.4,133.8,100.6,42.4
CC24,WEEKENDS/HOLIDAY,1.1,4.1,18.3,125.0,163.0,130.7,138.8,188.7,308.8,315.2,330.2,369.7,391.0,430.3,346.3,365.3,342.1,324.3,135.6,45.9,6.2,6.0,327.0,377.2,482.8,344.0,245.0,279.9,390.6,252.2,218.6,204.1,184.4,171.0,217.3,233.2,162.0,132.3,106.2,46.1
CC25,WEEKDAY,2.4,44.7,246.6,513.0,596.4,338.4,212.4,228.7,231.0,200.2,177.6,245.4,322.9,947.0,1090.1,590.4,295.2,165.6,116.6,52.1,8.8,12.0,411.8,867.1,1135.6,498.7,156.2,145.9,151.2,188.0,214.4,188.9,204.6,288.9,543.3,430.2,274.0,232.0,157.5,85.8
CC25,WEEKENDS/HOLIDAY,2.0,35.0,102.7,177.1,197.7,200.4,229.7,245.2,278.9,262.6,235.1,254.6,235.4,284.8,278.1,327.4,173.8,84.3,92.0,38.4,9.4,5.8,231.1,322.2,206.8,165.0,135.4,150.9,153.4,197.6,204.8,185.7,184.0,181.2,250.8,209.2,182.4,200.2,148.6,79.3
CC26,WEEKDAY,1.4,19.4,83.4,282.0,264.2,157.8,104.3,127.3,162.7,124.8,114.4,169.5,240.7,826.8,1127.8,716.0,289.2,127.8,122.5,55.2,8.8,21.6,584.0,983.7,1075.8,546.8,165.0,110.0,128.6,147.8,143.8,114.0,111.0,173.6,343.2,233.7,132.3,138.2,80.2,34.4
CC26,WEEKENDS/HOLIDAY,1.1,13.1,42.6,193.4,165.9,100.2,93.3,104.3,117.8,115.9,98.3,143.0,148.7,189.1,176.8,322.0,145.9,58.9,77.7,44.2,12.1,7.2,260.1,339.1,161.0,115.6,82.3,81.3,87.7,106.4,109.7,104.7,91.2,125.0,252.1,167.8,116.6,123.6,84.3,35.9
CC27,WEEKDAY,0.3,5.5,30.7,43.2,71.0,50.4,58.6,134.0,217.4,137.0,136.2,164.2,304.8,1235.0,2151.8,1021.1,436.0,228.1,112.0,29.2,1.8,2.9,187.5,808.2,2527.8,1509.3,333.0,152.3,141.8,239.0,173.8,99.7,87.7,124.2,145.0,92.2,40.4,28.4,17.3,10.4
CC27,WEEKENDS/HOLIDAY,0.1,4.0,18.8,19.7,26.1,23.0,41.4,49.1,73.2,81.3,73.0,85.6,99.1,130.1,112.1,94.3,75.2,89.8,56.1,16.7,1.3,0.2,29.3,113.2,155.7,135.3,101.9,78.6,78.2,69.2,74.8,67.1,64.7,76.3,71.1,60.3,31.9,23.2,15.0,8.3
CC28,WEEKDAY,0.3,71.5,332.0,486.7,505.8,272.6,143.6,141.9,141.9,129.2,114.2,112.7,126.0,243.0,355.6,176.6,101.4,69.8,44.8,18.9,4.7,2.8,66.0,170.8,401.8,397.3,131.0,82.0,100.8,113.4,124.1,136.1,180.3,280.3,488.6,369.8,240.0,197.2,158.8,88.8
CC28,WEEKENDS/HOLIDAY,0.3,24.6,90.7,104.8,130.8,175.2,176.0,178.4,179.8,154.6,155.3,146.0,149.3,166.8,165.3,117.0,88.7,65.7,46.9,18.7,5.1,1.0,26.6,57.8,85.1,81.7,93.0,99.1,121.8,133.9,146.2,153.9,147.9,162.0,169.1,166.3,158.9,165.8,145.7,84.1
CC3,WEEKDAY,2.5,2.4,11.0,29.0,70.6,56.2,65.9,110.9,171.2,229.6,233.4,252.5,326.7,583.8,877.5,603.3,504.7,595.5,464.6,178.3,1.1,1.5,157.8,335.8,830.0,721.9,414.0,307.2,331.2,255.6,216.7,219.2,183.8,235.0,391.9,272.4,123.4,75.6,44.3,12.0
CC3,WEEKENDS/HOLIDAY,3.8,2.1,17.1,17.1,42.7,45.2,72.4,125.7,221.4,250.9,313.3,365.8,429.8,447.3,412.6,466.1,439.7,640.4,632.4,229.2,1.6,0.8,100.7,158.4,249.7,435.7,451.7,362.7,371.8,354.1,348.6,369.3,383.0,378.0,408.6,298.6,153.9,92.3,53.4,22.4
CC4-DT15,WEEKDAY,11.5,22.9,48.0,103.9,228.1,178.8,203.4,382.6,584.5,729.8,552.2,571.6,733.4,1670.9,3191.0,1708.5,1151.4,1214.0,823.4,278.4,6.8,9.6,415.6,917.4,3203.4,2362.6,944.2,740.2,938.2,763.8,617.3,499.4,449.0,609.8,1043.6,647.6,288.2,137.7,87.4,36.8
CC4-DT15,WEEKENDS/HOLIDAY,12.3,15.4,63.6,52.1,66.9,93.1,153.6,225.3,292.9,371.9,488.7,604.2,681.4,720.4,740.8,691.0,738.8,1224.1,1127.0,350.7,5.9,1.8,159.7,248.1,368.9,595.3,766.2,693.2,711.3,735.6,728.2,713.4,688.8,770.0,827.4,621.0,327.6,157.0,108.6,48.3
CC5,WEEKDAY,2.0,18.1,74.2,103.8,172.8,131.5,103.3,132.6,199.0,185.2,151.8,150.0,181.2,522.2,800.1,419.5,250.0,211.2,180.2,75.0,2.4,1.2,70.0,222.0,857.3,535.4,199.3,149.8,196.2,217.5,166.2,145.6,149.8,184.3,336.4,268.2,174.8,139.2,114.6,62.8
CC5,WEEKENDS/HOLIDAY,2.0,13.0,46.6,44.7,62.3,88.8,110.8,125.4,171.3,202.1,208.8,209.4,241.8,297.8,281.2,331.7,239.0,205.4,216.2,84.7,3.4,0.1,44.8,77.1,128.7,139.7,162.0,198.0,250.7,273.7,255.7,207.2,262.4,210.6,209.3,194.9,154.8,133.3,122.8,79.9
CC6,WEEKDAY,3.4,4.0,71.4,191.0,363.1,228.2,158.2,211.6,333.1,373.2,280.8,315.0,335.6,444.2,650.8,483.4,524.8,628.9,514.4,139.0,2.8,2.0,143.2,269.4,467.1,441.4,304.0,292.0,441.0,366.5,398.4,394.1,414.2,483.4,972.7,673.4,262.6,123.2,73.6,31.0
CC6,WEEKENDS/HOLIDAY,5.7,3.2,20.3,46.7,126.1,191.4,295.2,354.6,413.4,424.7,420.2,450.4,507.8,552.4,613.4,491.6,459.1,508.7,463.3,162.9,3.0,1.3,142.7,349.9,331.2,382.8,411.4,417.9,456.1,499.4,504.0,511.1,465.0,486.1,445.2,377.2,229.1,135.0,76.6,34.3
CC7,WEEKDAY,2.6,61.4,395.6,558.0,696.0,331.4,201.2,226.4,418.9,301.7,351.6,308.9,459.9,621.1,740.2,461.5,211.3,185.8,202.3,67.2,22.4,10.2,161.6,803.7,730.8,340.3,173.6,164.0,235.6,327.2,328.8,321.8,326.0,441.0,802.1,636.0,373.2,319.4,246.6,129.8
CC7,WEEKENDS/HOLIDAY,0.8,23.2,118.3,168.7,212.4,250.6,296.3,290.1,306.9,305.6,282.1,252.4,254.1,323.2,319.0,240.2,180.2,147.2,138.8,84.2,25.8,4.8,78.3,164.6,231.0,206.4,207.2,229.3,257.4,301.1,297.7,309.4,298.4,366.0,364.4,321.3,293.4,290.9,233.1,137.7
