PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
BP10,3158.0,3512.0
BP11,3371.0,2813.0
BP12,2781.0,2160.0
BP13,1451.0,972.0
BP2,3305.0,2575.0
BP3,4080.0,3497.0
BP4,4196.0,4052.0
BP5,2082.0,1627.0
BP6,10151.0,12775.0
BP7,1122.0,1177.0
BP8,2143.0,1934.0
BP9,2536.0,2313.0
CC1-NE6-NS24,26843.0,25478.0
CC10,13621.0,12917.0
CC11,14015.0,14119.0
CC12,5400.0,4635.0
CC14,6473.0,6046.0
CC16,8826.0,8707.0
CC17,3434.0,3322.0
CC19,6200.0,6852.0
CC2,4127.0,4503.0
CC20,4473.0,4470.0
CC21,7096.0,7689.0
CC23,10632.0,10392.0
CC24,14278.0,14237.0
CC25,5722.0,5329.0
CC26,4259.0,4404.0
CC27,4891.0,5026.0
CC28,3200.0,3260.0
CC3,5309.0,5088.0
CC4-DT15,12627.0,13030.0
CC5,3790.0,3857.0
CC6,6334.0,6464.0
CC7,5994.0,6188.0
CC8,6911.0,6136.0
CE1,19018.0,18873.0
CG1,10947.0,11218.0
CG2,14553.0,13373.0
DT1,24354.0,23492.0
DT10,4334.0,3447.0
DT11,23168.0,23469.0
DT13,7782.0,8238.0
DT17,13128.0,13395.0
DT18,11674.0,12549.0
DT2,2520.0,1801.0
DT20,5512.0,5950.0
DT21,5595.0,5668.0
DT22,6224.0,6714.0
DT23,3359.0,3402.0
DT24,4326.0,4187.0
DT25,3380.0,3486.0
DT27,6579.0,6451.0
DT28,8949.0,8443.0
DT29,6019.0,5431.0
DT3,6056.0,5340.0
DT30,6111.0,5860.0
DT31,6521.0,6939.0
DT32,16914.0,17984.0
DT33,14668.0,13747.0
DT34,3803.0,3514.0
DT5,10844.0,10786.0
DT6,5991.0,5292.0
DT7,3467.0,4343.0
DT8,4013.0,3799.0
EW1,25821.0,24703.0
EW10,9718.0,9875.0
EW11,15259.0,15466.0
EW12,40562.0,42076.0
EW13-NS25,31372.0,32157.0
EW14-NS26,36322.0,35925.0
EW15,31164.0,32611.0
EW16,21783.0,21013.0
EW17,22369.0,23316.0
EW18,14358.0,14718.0
EW19,11876.0,11049.0
EW2,26680.0,27276.0
EW20,12834.0,12313.0
EW21,21080.0,19729.0
EW22,11485.0,11541.0
EW23,37348.0,38235.0
EW24-NS1,64694.0,68373.0
EW25,7732.0,6701.0
EW26,28143.0,24594.0
EW27,40827.0,46313.0
EW28,26160.0,20041.0
EW29,14760.0,15106.0
EW3,14352.0,14520.0
EW30,3207.0,2790.0
EW31,3585.0,2884.0
EW32,3330.0,3442.0
EW33,2994.0,3146.0
EW4,13828.0,12469.0
EW5,28154.0,27881.0
EW6,8916.0,10371.0
EW7,11868.0,13724.0
EW8,36705.0,37562.0
EW9,17680.0,17326.0
NE1,30490.0,30670.0
NE10,12106.0,12240.0
NE11,4756.0,4382.0
NE12,45909.0,47534.0
NE13,16936.0,17059.0
NE14,26052.0,24949.0
NE15,13724.0,12865.0
NE16-STC,34568.0,36008.0
NE17-PTC,30956.0,30274.0
NE4,34358.0,34104.0
NE5,10731.0,11946.0
NE7,22481.0,24007.0
NE8,20825.0,23014.0
NE9,18732.0,16638.0
NS10,40693.0,34994.0
NS11,34987.0,34965.0
NS13,44225.0,46238.0
NS14,28170.0,24574.0
NS15,23564.0,22183.0
NS16,42238.0,45918.0
NS17,38924.0,37064.0
NS18,13068.0,11750.0
NS19,31826.0,33357.0
NS2,23030.0,23990.0
NS20,29140.0,29033.0
NS21,24494.0,26002.0
NS22,41568.0,44978.0
NS23,23656.0,25495.0
NS27,3819.0,3949.0
NS28,1554.0,1416.0
NS3,16471.0,15637.0
NS4,32858.0,35635.0
NS5,26949.0,25630.0
NS7,19171.0,17713.0
NS8,21874.0,17201.0
NS9,33674.0,43453.0
PE1,2934.0,2872.0
PE2,4456.0,4177.0
PE3,4645.0,4766.0
PE4,1259.0,1210.0
PE5,4438.0,4187.0
PE6,5150.0,4961.0
PE7,3334.0,3170.0
PW1,619.0,669.0
PW3,559.0,557.0
PW4,405.0,436.0
PW5,2718.0,2977.0
PW6,916.0,806.0
PW7,1830.0,1995.0
SE1,3698.0,3662.0
SE2,4706.0,4367.0
SE3,2632.0,2463.0
SE4,3046.0,2927.0
SE5,2362.0,2392.0
SW1,1488.0,1556.0
SW2,2972.0,2752.0
SW3,2031.0,1941.0
SW4,1180.0,1204.0
SW5,6280.0,5777.0
SW6,2969.0,2800.0
SW7,2351.0,2103.0
SW8,1783.0,1789.0
