PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
BP10,3125.0,3424.0
BP11,3311.0,2675.0
BP12,2443.0,1903.0
BP13,1519.0,1001.0
BP2,3118.0,2422.0
BP3,4084.0,3380.0
BP4,1966.0,1786.0
BP5,1997.0,1574.0
BP6,9901.0,12670.0
BP7,1132.0,1190.0
BP8,2082.0,1858.0
BP9,2271.0,1988.0
CC1-NE6-NS24,35708.0,34847.0
CC10,14516.0,13667.0
CC11,15080.0,15193.0
CC12,4270.0,3800.0
CC14,5684.0,5289.0
CC16,7847.0,7618.0
CC17,2977.0,2872.0
CC19,5859.0,6445.0
CC2,4080.0,4304.0
CC20,4106.0,4132.0
CC21,7001.0,7550.0
CC23,10093.0,9996.0
CC24,13494.0,13224.0
CC25,6075.0,5576.0
CC26,4625.0,4741.0
CC27,5097.0,5163.0
CC28,3376.0,3430.0
CC3,9055.0,8541.0
CC4-DT15,17483.0,18625.0
CC5,4475.0,4672.0
CC6,9369.0,9571.0
CC7,5788.0,6223.0
CC8,6156.0,5779.0
CE1,36559.0,37106.0
CG1,13359.0,13935.0
CG2,23578.0,23457.0
DT1,25757.0,24192.0
DT10,3744.0,3042.0
DT11,25200.0,25441.0
DT13,8129.0,8533.0
DT17,15278.0,15660.0
DT18,12019.0,13002.0
DT2,2165.0,1579.0
DT20,6379.0,7476.0
DT21,5764.0,5816.0
DT22,7331.0,7918.0
DT23,3558.0,3612.0
DT24,4550.0,4300.0
DT25,3348.0,3420.0
DT27,6746.0,6580.0
DT28,9519.0,8906.0
DT29,6153.0,5531.0
DT3,6193.0,5257.0
DT30,6255.0,5834.0
DT31,6588.0,6899.0
DT32,18231.0,19484.0
DT33,15020.0,13746.0
DT34,3986.0,3573.0
DT5,10847.0,10851.0
DT6,4909.0,4490.0
DT7,2764.0,3437.0
DT8,2579.0,2567.0
EW1,27712.0,25869.0
EW10,11509.0,11690.0
EW11,18312.0,18801.0
EW12,55074.0,58384.0
EW13-NS25,44592.0,45399.0
EW14-NS26,42210.0,41673.0
EW15,33668.0,35694.0
EW16,24688.0,24331.0
EW17,24398.0,25514.0
EW18,14535.0,15148.0
EW19,12422.0,11535.0
EW2,30530.0,30856.0
EW20,13452.0,12944.0
EW21,19926.0,19182.0
EW22,7517.0,7798.0
EW23,38603.0,38823.0
EW24-NS1,77118.0,81073.0
EW25,8259.0,7249.0
EW26,29769.0,25175.0
EW27,45547.0,50540.0
EW28,26199.0,19755.0
EW29,15629.0,15904.0
EW3,15664.0,15502.0
EW30,3256.0,2795.0
EW31,3806.0,2993.0
EW32,3635.0,3694.0
EW33,3409.0,3645.0
EW4,14040.0,12797.0
EW5,31859.0,31443.0
EW6,9711.0,10927.0
EW7,13076.0,14761.0
EW8,41680.0,42887.0
EW9,21067.0,20843.0
NE1,49728.0,50401.0
NE10,11910.0,12120.0
NE11,4814.0,4459.0
NE12,51894.0,53644.0
NE13,18371.0,18068.0
NE14,28297.0,26808.0
NE15,14511.0,13327.0
NE16-STC,37989.0,38796.0
NE17-PTC,35228.0,34203.0
NE4,52765.0,52732.0
NE5,13462.0,15713.0
NE7,26475.0,28677.0
NE8,27406.0,29880.0
NE9,20545.0,18066.0
NS10,41866.0,35597.0
NS11,36708.0,36351.0
NS13,49338.0,51396.0
NS14,29507.0,25578.0
NS15,20584.0,19288.0
NS16,45759.0,49186.0
NS17,40993.0,39109.0
NS18,13436.0,12172.0
NS19,35148.0,36482.0
NS2,24209.0,24982.0
NS20,34996.0,34687.0
NS21,26268.0,28956.0
NS22,68576.0,73716.0
NS23,36394.0,38744.0
NS27,4916.0,5719.0
NS28,2253.0,2187.0
NS3,17030.0,15826.0
NS4,33563.0,36030.0
NS5,27169.0,25589.0
NS7,20998.0,19323.0
NS8,22574.0,17681.0
NS9,39427.0,48316.0
PE1,2920.0,2797.0
PE2,4406.0,3997.0
PE3,4719.0,4682.0
PE4,1293.0,1251.0
PE5,4428.0,3997.0
PE6,5473.0,5135.0
PE7,3445.0,3184.0
PW1,696.0,711.0
PW3,653.0,656.0
PW4,448.0,432.0
PW5,2566.0,2911.0
PW6,1007.0,854.0
PW7,1811.0,1892.0
SE1,3559.0,3457.0
SE2,4801.0,4351.0
SE3,2752.0,2457.0
SE4,3240.0,3034.0
SE5,2147.0,2084.0
SW1,1824.0,1812.0
SW2,3323.0,3012.0
SW3,1899.0,1778.0
SW4,1248.0,1210.0
SW5,6711.0,6222.0
SW6,2838.0,2579.0
SW7,2383.0,2100.0
SW8,1741.0,1687.0
