DAY_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
WEEKDAY,BP10,3378.9,3633.6
WEEKDAY,BP11,3599.2999999999997,2884.0000000000005
WEEKDAY,BP12,2688.5,2074.4
WEEKDAY,BP13,1625.9,1087.9000000000003
WEEKDAY,BP2,3378.2000000000003,2577.7
WEEKDAY,BP3,4399.400000000001,3621.7999999999997
WEEKDAY,BP4,2225.9,2025.3000000000002
WEEKDAY,BP5,2144.2,1668.6999999999996
WEEKDAY,BP6,10461.2,13499.1
WEEKDAY,BP7,1293.8,1296.6000000000001
WEEKDAY,BP8,2308.2000000000003,2071.7999999999997
WEEKDAY,BP9,2367.6,2148.1000000000004
WEEKDAY,CC1-NE6-NS24,36566.600000000006,35745.00000000001
WEEKDAY,CC10,16309.100000000002,15348.000000000002
WEEKDAY,CC11,18288.100000000002,18509.9
WEEKDAY,CC12,4611.700000000001,4054.4
WEEKDAY,CC14,6108.7,5608.7
WEEKDAY,CC16,8816.5,8509.999999999998
WEEKDAY,CC17,3521.9,3358.1
WEEKDAY,CC19,5801.3,6371.5
WEEKDAY,CC2,4505.799999999999,4732.599999999999
WEEKDAY,CC20,4379.1,4428.6
WEEKDAY,CC21,7514.2,8180.0
WEEKDAY,CC23,13659.799999999997,13512.099999999999
WEEKDAY,CC24,17653.3,17255.3
WEEKDAY,CC25,6836.0,6306.800000000001
WEEKDAY,CC26,5550.5,5676.6
WEEKDAY,CC27,6877.299999999999,6959.2
WEEKDAY,CC28,3702.4999999999995,3832.4000000000005
WEEKDAY,CC3,8468.9,8035.3
WEEKDAY,CC4-DT15,19087.299999999996,20277.699999999997
WEEKDAY,CC5,4765.9,5024.1
WEEKDAY,CC6,7648.1,7859.499999999999
WEEKDAY,CC7,6179.5,6656.3
WEEKDAY,CC8,6493.4,6044.599999999999
WEEKDAY,CE1,32510.2,34093.299999999996
WEEKDAY,CG1,14496.499999999998,15124.999999999996
WEEKDAY,CG2,22281.500000000007,22352.400000000005
WEEKDAY,DT1,27452.200000000004,25578.000000000004
WEEKDAY,DT10,4076.2,3336.7
WEEKDAY,DT11,26275.199999999993,26851.4
