,,,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS
TIME_PER_HOUR,,,0.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0
DAY_TYPE,ORIGIN_PT_CODE,DESTINATION_PT_CODE,,,,,,,,,,,,,,,,,,,,
WEEKDAY,BP10,BP11,,132.0,399.0,451.0,242.0,177.0,164.0,147.0,155.0,169.0,119.0,118.0,118.0,152.0,170.0,114.0,76.0,61.0,45.0,19.0
WEEKDAY,BP10,BP9,,62.0,137.0,163.0,97.0,51.0,10.0,11.0,10.0,10.0,9.0,9.0,11.0,45.0,53.0,40.0,8.0,3.0,4.0,1.0
WEEKDAY,BP11,BP10,,33.0,84.0,119.0,76.0,37.0,9.0,8.0,6.0,8.0,6.0,6.0,7.0,36.0,38.0,27.0,4.0,1.0,1.0,1.0
WEEKDAY,BP11,BP12,,283.0,800.0,889.0,458.0,325.0,271.0,240.0,261.0,270.0,189.0,185.0,180.0,238.0,250.0,161.0,102.0,78.0,53.0,19.0
WEEKDAY,BP12,BP11,,24.0,84.0,122.0,108.0,64.0,39.0,49.0,70.0,82.0,91.0,101.0,137.0,267.0,331.0,227.0,152.0,125.0,76.0,18.0
WEEKDAY,BP12,BP13,,375.0,1032.0,1152.0,627.0,409.0,357.0,305.0,364.0,382.0,320.0,263.0,268.0,335.0,320.0,188.0,115.0,86.0,54.0,19.0
WEEKDAY,BP13,BP12,,23.0,205.0,267.0,141.0,83.0,55.0,74.0,98.0,121.0,137.0,152.0,207.0,413.0,512.0,354.0,216.0,175.0,119.0,28.0
WEEKDAY,BP13,DT1,,448.0,1204.0,1300.0,717.0,465.0,393.0,350.0,402.0,413.0,350.0,283.0,292.0,377.0,354.0,205.0,116.0,96.0,56.0,19.0
WEEKDAY,BP2,BP3,,314.0,915.0,1476.0,1224.0,854.0,584.0,589.0,725.0,704.0,645.0,668.0,831.0,1477.0,1604.0,850.0,680.0,566.0,342.0,52.0
WEEKDAY,BP2,NS4,,504.0,1722.0,1870.0,958.0,591.0,522.0,636.0,728.0,697.0,715.0,795.0,941.0,1253.0,1177.0,737.0,530.0,516.0,350.0,103.0
WEEKDAY,BP3,BP2,,471.0,1606.0,1672.0,850.0,540.0,495.0,617.0,718.0,684.0,737.0,822.0,975.0,1305.0,1262.0,821.0,594.0,592.0,411.0,119.0
WEEKDAY,BP3,BP4,,361.0,1051.0,1683.0,1330.0,920.0,620.0,612.0,733.0,688.0,606.0,619.0,774.0,1374.0,1457.0,751.0,591.0,492.0,298.0,46.0
WEEKDAY,BP4,BP3,,401.0,1364.0,1384.0,699.0,466.0,441.0,572.0,673.0,680.0,752.0,824.0,985.0,1328.0,1345.0,901.0,657.0,651.0,451.0,129.0
WEEKDAY,BP4,BP5,,377.0,1099.0,1579.0,1140.0,774.0,588.0,612.0,674.0,668.0,622.0,673.0,864.0,1409.0,1431.0,732.0,571.0,481.0,282.0,43.0
WEEKDAY,BP5,BP4,,382.0,1294.0,1387.0,806.0,534.0,439.0,500.0,616.0,650.0,691.0,675.0,767.0,1190.0,1377.0,945.0,690.0,672.0,474.0,137.0
WEEKDAY,BP5,DT1,,382.0,1170.0,1674.0,1164.0,807.0,620.0,649.0,713.0,691.0,654.0,704.0,894.0,1438.0,1471.0,762.0,588.0,482.0,287.0,53.0
WEEKDAY,BP7,BP8,,42.0,261.0,338.0,238.0,168.0,155.0,163.0,206.0,235.0,261.0,295.0,374.0,546.0,601.0,402.0,313.0,262.0,178.0,53.0
WEEKDAY,BP7,DT1,,214.0,448.0,514.0,263.0,156.0,130.0,131.0,159.0,149.0,159.0,116.0,108.0,170.0,188.0,120.0,68.0,35.0,21.0,2.0
WEEKDAY,BP8,BP7,,154.0,329.0,365.0,201.0,136.0,124.0,124.0,148.0,140.0,147.0,107.0,97.0,150.0,166.0,110.0,63.0,35.0,21.0,1.0
