DAY_TYPE,ORIGIN_PT_CODE,DESTINATION_PT_CODE,TOTAL_TRIPS
WEEKDAY,BP10,BP11,3028.0
WEEKDAY,BP10,BP9,734.0
WEEKDAY,BP11,BP10,507.0
WEEKDAY,BP11,BP12,5252.0
WEEKDAY,BP12,BP11,2167.0
WEEKDAY,BP12,BP13,6971.0
WEEKDAY,BP13,BP12,3380.0
WEEKDAY,BP13,DT1,7840.0
WEEKDAY,BP2,BP3,15100.0
WEEKDAY,BP2,NS4,15345.0
WEEKDAY,BP3,BP2,15291.0
WEEKDAY,BP3,BP4,15006.0
WEEKDAY,BP4,BP3,14703.0
WEEKDAY,BP4,BP5,14619.0
WEEKDAY,BP5,BP4,14226.0
WEEKDAY,BP5,DT1,15203.0
WEEKDAY,BP7,BP8,5091.0
WEEKDAY,BP7,DT1,3151.0
WEEKDAY,BP8,BP7,2618.0
WEEKDAY,BP8,BP9,4657.0
WEEKDAY,BP9,BP10,3490.0
WEEKDAY,BP9,BP8,1999.0
WEEKDAY,CC10,CC11,31324.0
WEEKDAY,CC10,DT25,33860.0
WEEKDAY,CC10,DT27,50751.0
WEEKDAY,CC10,EW8,47943.0
WEEKDAY,CC11,CC10,33207.0
WEEKDAY,CC11,CC12,33612.0
WEEKDAY,CC12,CC11,36036.0
WEEKDAY,CC12,NE12,34678.0
WEEKDAY,CC14,NE12,42267.0
WEEKDAY,CC14,NS17,41445.0
WEEKDAY,CC16,CC17,29865.0
WEEKDAY,CC16,NS17,27713.0
WEEKDAY,CC17,CC16,27485.0
WEEKDAY,CC17,CC19,30943.0
WEEKDAY,CC19,CC17,28474.0
WEEKDAY,CC19,CC20,58894.0
WEEKDAY,CC19,DT10,59155.0
WEEKDAY,CC19,DT8,31805.0
WEEKDAY,CC2,CC3,3029.0
WEEKDAY,CC2,NS24,4202.0
WEEKDAY,CC20,CC19,58403.0
WEEKDAY,CC20,CC21,58423.0
WEEKDAY,CC21,CC20,58069.0
WEEKDAY,CC21,EW21,57662.0
WEEKDAY,CC23,CC24,18310.0
WEEKDAY,CC23,EW21,22362.0
WEEKDAY,CC24,CC23,17870.0
WEEKDAY,CC24,CC25,10654.0
WEEKDAY,CC25,CC24,10060.0
WEEKDAY,CC25,CC26,9259.0
WEEKDAY,CC26,CC25,8454.0
WEEKDAY,CC26,CC27,8535.0
WEEKDAY,CC27,CC26,8006.0
WEEKDAY,CC27,CC28,8453.0
WEEKDAY,CC28,CC27,8138.0
WEEKDAY,CC28,NE1,8932.0
WEEKDAY,CC3,CC2,3206.0
WEEKDAY,CC3,CC4,2609.0
WEEKDAY,CC4,CC3,2542.0
