ORIGIN_PT_CODE,DESTINATION_PT_CODE,TOTAL_TRIPS,multiplier
BP10,EW31,4.0,168
BP10,EW32,8.0,371
BP10,EW33,2.0,349
BP10,EW4,0.0,154
BP10,EW5,0.0,128
BP10,EW6,0.0,40
BP10,EW7,0.0,49
BP10,EW8,1.0,212
BP10,EW9,0.0,128
BP10,NE1,1.0,324
BP10,NE12,1.0,225
BP10,NE14,0.0,110
BP10,NE15,0.0,18
BP10,NE16-STC,0.0,44
BP10,NE17-PTC,0.0,22
BP10,NE4,0.0,177
BP10,NE5,0.0,53
BP10,NE7,1.0,230
BP10,NE8,0.0,18
BP10,NE9,0.0,44
BP10,NS10,18.0,580
BP10,NS11,18.0,549
BP10,NS13,17.0,558
BP10,NS14,7.0,558
BP10,NS15,31.0,580
BP10,NS16,17.0,580
BP10,NS17,3.0,565
BP10,NS18,1.0,181
BP10,NS19,2.0,460
BP10,NS2,45.0,589
BP10,NS20,1.0,260
BP10,NS21,0.0,31
BP10,NS22,1.0,160
BP10,NS23,0.0,40
BP10,NS27,0.0,9
BP10,NS28,0.0,9
BP10,NS3,31.0,580
BP10,NS4,268.0,1178
BP10,NS5,49.0,589
BP10,NS7,38.0,589
BP10,NS8,9.0,571
BP10,NS9,33.0,558
BP10,PE3,0.0,22
BP10,PW5,0.0,22
BP10,SW1,0.0,22
BP10,SW5,0.0,22
BP11,BP10,131.0,589
BP11,BP12,81.0,580
BP11,BP13,85.0,589
BP11,BP2,63.0,589
BP11,BP3,81.0,589
BP11,BP4,104.0,589
BP11,BP5,143.0,589
BP11,BP6,1525.0,589
BP11,BP7,88.0,589
BP11,BP8,309.0,589
BP11,BP9,213.0,589
BP11,CC1-NE6-NS24,0.0,93
BP11,CC10,0.0,44
BP11,CC11,0.0,176
BP11,CC12,0.0,44
BP11,CC14,0.0,31
BP11,CC16,0.0,128
BP11,CC19,0.0,44
BP11,CC2,0.0,88
BP11,CC20,0.0,44
BP11,CC21,0.0,27
BP11,CC23,1.0,185
BP11,CC24,2.0,349
BP11,CC25,0.0,132
BP11,CC26,0.0,110
BP11,CC27,0.0,88
BP11,CC28,0.0,31
BP11,CC3,0.0,62
BP11,CC4-DT15,0.0,124
BP11,CC5,0.0,40
BP11,CC6,0.0,22
BP11,CC7,0.0,44
BP11,CC8,0.0,18
BP11,CE1,1.0,208
BP11,CG1,0.0,62
BP11,CG2,0.0,133
BP11,DT1,0.0,106
BP11,DT10,0.0,31
BP11,DT11,1.0,252
BP11,DT13,0.0,168
BP11,DT17,0.0,75
BP11,DT18,0.0,84
BP11,DT2,0.0,44
BP11,DT20,0.0,31
BP11,DT23,0.0,9
BP11,DT27,0.0,22
BP11,DT28,0.0,18
BP11,DT3,0.0,80
BP11,DT34,0.0,22
BP11,DT5,2.0,283
BP11,DT6,1.0,150
BP11,DT7,1.0,75
BP11,DT8,2.0,150
BP11,EW1,0.0,40
BP11,EW10,0.0,71
BP11,EW11,1.0,221
BP11,EW12,1.0,402
BP11,EW13-NS25,1.0,253
BP11,EW14-NS26,0.0,172
BP11,EW15,4.0,407
BP11,EW16,1.0,362
BP11,EW17,8.0,549
BP11,EW18,12.0,527
BP11,EW19,10.0,469
BP11,EW2,0.0,133
BP11,EW20,14.0,522
BP11,EW21,7.0,716
BP11,EW22,33.0,500
BP11,EW23,59.0,558
BP11,EW24-NS1,308.0,567
BP11,EW25,3.0,403
BP11,EW26,28.0,558
BP11,EW27,65.0,589
BP11,EW28,31.0,558
BP11,EW29,38.0,571
BP11,EW3,0.0,97
BP11,EW30,5.0,256
BP11,EW31,4.0,199
BP11,EW32,5.0,243
BP11,EW33,2.0,270
BP11,EW4,1.0,84
BP11,EW5,1.0,221
BP11,EW6,0.0,31
BP11,EW7,0.0,203
BP11,EW8,1.0,283
BP11,EW9,1.0,155
BP11,NE1,2.0,460
BP11,NE10,0.0,44
BP11,NE12,0.0,76
BP11,NE13,0.0,31
BP11,NE14,0.0,150
BP11,NE15,0.0,9
BP11,NE16-STC,0.0,93
BP11,NE17-PTC,0.0,71
BP11,NE4,1.0,133
BP11,NE5,0.0,80
BP11,NE7,0.0,150
BP11,NE8,0.0,71
BP11,NE9,0.0,137
BP11,NS10,24.0,571
BP11,NS11,21.0,558
BP11,NS13,24.0,580
BP11,NS14,9.0,558
BP11,NS15,37.0,540
BP11,NS16,15.0,558
BP11,NS17,2.0,393
BP11,NS18,0.0,132
BP11,NS19,1.0,345
BP11,NS2,56.0,580
BP11,NS20,1.0,221
BP11,NS21,0.0,31
BP11,NS22,0.0,124
BP11,NS23,0.0,53
BP11,NS28,0.0,62
BP11,NS3,39.0,589
BP11,NS4,327.0,1178
BP11,NS5,60.0,580
BP11,NS7,32.0,558
BP11,NS8,15.0,558
BP11,NS9,50.0,589
BP11,PE1,0.0,9
BP11,PE2,0.0,9
BP11,SE1,0.0,22
BP11,SE4,0.0,9
BP12,BP10,139.0,589
BP12,BP11,66.0,571
BP12,BP13,50.0,580
BP12,BP2,66.0,589
BP12,BP3,88.0,589
BP12,BP4,73.0,589
BP12,BP5,99.0,589
BP12,BP6,1465.0,589
BP12,BP7,39.0,580
BP12,BP8,161.0,589
BP12,BP9,176.0,580
BP12,CC1-NE6-NS24,0.0,106
BP12,CC10,0.0,22
BP12,CC11,1.0,194
BP12,CC14,0.0,22
BP12,CC16,0.0,53
BP12,CC17,0.0,22
BP12,CC19,0.0,80
BP12,CC2,0.0,141
BP12,CC20,0.0,44
BP12,CC21,0.0,22
BP12,CC23,1.0,185
BP12,CC24,1.0,291
BP12,CC25,0.0,44
BP12,CC26,0.0,22
BP12,CC27,0.0,40
BP12,CC3,0.0,31
BP12,CC4-DT15,0.0,93
BP12,CC5,0.0,22
BP12,CC6,0.0,58
BP12,CC7,0.0,9
BP12,CC8,0.0,22
BP12,CE1,0.0,75
BP12,CG1,0.0,97
BP12,CG2,0.0,133
BP12,DT1,0.0,22
BP12,DT10,1.0,75
BP12,DT11,2.0,248
BP12,DT13,0.0,128
BP12,DT17,0.0,53
BP12,DT18,0.0,128
BP12,DT2,0.0,22
BP12,DT21,0.0,31
BP12,DT23,0.0,22
BP12,DT28,0.0,22
BP12,DT29,0.0,9
BP12,DT3,0.0,44
BP12,DT31,0.0,66
BP12,DT32,0.0,44
BP12,DT33,0.0,22
BP12,DT5,1.0,208
BP12,DT6,1.0,229
BP12,DT7,2.0,71
BP12,DT8,1.0,75
BP12,EW1,1.0,120
BP12,EW10,0.0,40
BP12,EW11,0.0,137
BP12,EW12,1.0,354
BP12,EW13-NS25,1.0,204
BP12,EW14-NS26,2.0,247
BP12,EW15,2.0,300
BP12,EW16,1.0,287
BP12,EW17,8.0,487
BP12,EW18,10.0,456
BP12,EW19,7.0,465
BP12,EW2,0.0,84
BP12,EW20,9.0,482
BP12,EW21,7.0,633
BP12,EW22,24.0,500
BP12,EW23,40.0,580
BP12,EW24-NS1,211.0,589
BP12,EW25,4.0,442
BP12,EW26,20.0,527
BP12,EW27,40.0,558
BP12,EW28,28.0,540
BP12,EW29,32.0,469
BP12,EW3,0.0,66
BP12,EW30,6.0,217
BP12,EW31,2.0,190
BP12,EW32,3.0,239
BP12,EW33,1.0,221
BP12,EW4,0.0,75
BP12,EW5,0.0,163
BP12,EW6,0.0,31
BP12,EW7,0.0,102
BP12,EW8,1.0,257
BP12,EW9,0.0,102
BP12,NE1,1.0,266
BP12,NE10,0.0,97
BP12,NE12,0.0,181
BP12,NE13,0.0,31
BP12,NE14,0.0,84
BP12,NE16-STC,0.0,75
BP12,NE17-PTC,0.0,31
BP12,NE4,0.0,173
BP12,NE5,0.0,62
BP12,NE7,1.0,332
BP12,NE8,0.0,102
BP12,NE9,0.0,44
BP12,NS10,24.0,580
BP12,NS11,29.0,589
BP12,NS13,23.0,589
BP12,NS14,9.0,562
BP12,NS15,31.0,540
BP12,NS16,13.0,589
BP12,NS17,2.0,393
BP12,NS18,1.0,128
BP12,NS19,1.0,265
BP12,NS2,40.0,558
BP12,NS20,1.0,185
BP12,NS21,0.0,97
BP12,NS22,0.0,155
BP12,NS23,0.0,133
BP12,NS28,0.0,31
BP12,NS3,33.0,580
BP12,NS4,246.0,1178
BP12,NS5,44.0,589
BP12,NS7,26.0,580
BP12,NS8,17.0,562
BP12,NS9,50.0,580
BP12,SE5,0.0,9
BP12,SW6,0.0,22
BP13,BP10,114.0,589
BP13,BP11,90.0,589
BP13,BP12,60.0,589
BP13,BP2,45.0,589
BP13,BP3,49.0,589
BP13,BP4,51.0,589
BP13,BP5,32.0,589
BP13,BP6,532.0,589
BP13,BP7,12.0,571
BP13,BP8,53.0,589
BP13,BP9,157.0,589
BP13,CC1-NE6-NS24,0.0,27
BP13,CC11,0.0,88
BP13,CC12,0.0,22
BP13,CC14,0.0,44
BP13,CC16,0.0,66
BP13,CC19,0.0,62
BP13,CC2,0.0,84
BP13,CC20,0.0,31
BP13,CC21,0.0,18
BP13,CC23,0.0,141
BP13,CC24,1.0,198
BP13,CC25,0.0,44
BP13,CC26,0.0,31
BP13,CC27,0.0,66
BP13,CC28,0.0,40
BP13,CC3,0.0,49
BP13,CC4-DT15,0.0,62
BP13,CC6,0.0,18
BP13,CC8,0.0,22
BP13,CE1,0.0,18
BP13,CG1,0.0,53
BP13,CG2,0.0,106
BP13,DT1,0.0,31
BP13,DT10,0.0,44
BP13,DT11,1.0,226
BP13,DT13,0.0,97
BP13,DT17,0.0,31
BP13,DT18,0.0,44
BP13,DT2,0.0,31
BP13,DT22,0.0,9
BP13,DT27,0.0,22
BP13,DT28,0.0,9
BP13,DT33,0.0,9
BP13,DT5,0.0,137
BP13,DT6,1.0,172
BP13,DT7,0.0,22
BP13,DT8,1.0,88
BP13,EW1,0.0,146
BP13,EW10,0.0,49
BP13,EW11,0.0,119
BP13,EW12,1.0,217
BP13,EW13-NS25,1.0,244
BP13,EW14-NS26,1.0,172
BP13,EW15,1.0,212
BP13,EW16,2.0,388
BP13,EW17,7.0,500
BP13,EW18,5.0,487
BP13,EW19,5.0,442
BP13,EW2,0.0,31
BP13,EW20,7.0,456
BP13,EW21,3.0,522
BP13,EW22,24.0,407
BP13,EW23,29.0,540
BP13,EW24-NS1,201.0,567
BP13,EW25,1.0,301
BP13,EW26,6.0,518
BP13,EW27,27.0,558
BP13,EW28,12.0,549
BP13,EW29,21.0,416
BP13,EW3,0.0,31
BP13,EW30,1.0,150
BP13,EW31,3.0,137
BP13,EW32,4.0,261
BP13,EW33,1.0,217
BP13,EW4,0.0,53
BP13,EW5,0.0,71
BP13,EW6,0.0,22
BP13,EW7,0.0,49
BP13,EW8,1.0,173
BP13,EW9,1.0,190
BP13,NE1,1.0,274
BP13,NE10,0.0,53
BP13,NE12,0.0,71
BP13,NE13,0.0,18
BP13,NE14,0.0,71
BP13,NE17-PTC,0.0,9
BP13,NE4,0.0,172
BP13,NE5,0.0,18
BP13,NE7,0.0,124
BP13,NE8,0.0,36
BP13,NS10,16.0,580
BP13,NS11,20.0,558
BP13,NS13,16.0,549
BP13,NS14,8.0,527
BP13,NS15,21.0,522
BP13,NS16,8.0,558
BP13,NS17,1.0,257
BP13,NS18,1.0,84
BP13,NS19,1.0,284
BP13,NS2,23.0,558
BP13,NS20,1.0,151
BP13,NS21,0.0,62
BP13,NS22,0.0,75
BP13,NS23,0.0,115
BP13,NS27,0.0,22
BP13,NS28,0.0,75
BP13,NS3,28.0,558
BP13,NS4,189.0,1178
BP13,NS5,31.0,558
BP13,NS7,11.0,531
BP13,NS8,6.0,518
BP13,NS9,31.0,558
BP13,SE2,0.0,22
BP13,SW7,0.0,9
BP2,BP10,50.0,589
BP2,BP11,52.0,580
BP2,BP12,61.0,527
BP2,BP13,37.0,589
BP2,BP3,49.0,580
BP2,BP4,82.0,589
BP2,BP5,84.0,589
BP2,BP6,1345.0,589
BP2,BP7,33.0,589
BP2,BP8,104.0,589
BP2,BP9,85.0,580
BP2,CC1-NE6-NS24,2.0,310
BP2,CC10,1.0,230
BP2,CC11,4.0,305
BP2,CC12,1.0,133
BP2,CC14,1.0,137
BP2,CC16,1.0,225
BP2,CC17,0.0,44
BP2,CC19,1.0,230
BP2,CC2,1.0,159
BP2,CC20,0.0,159
BP2,CC21,4.0,425
BP2,CC23,15.0,349
BP2,CC24,26.0,496
BP2,CC25,4.0,362
BP2,CC26,7.0,340
BP2,CC27,7.0,256
BP2,CC28,1.0,221
BP2,CC3,1.0,296
BP2,CC4-DT15,3.0,301
BP2,CC5,0.0,106
BP2,CC6,1.0,204
BP2,CC7,0.0,106
BP2,CC8,0.0,66
BP2,CE1,1.0,358
BP2,CG1,2.0,345
BP2,CG2,5.0,491
BP2,DT1,0.0,75
BP2,DT10,1.0,102
BP2,DT11,8.0,447
BP2,DT13,3.0,332
BP2,DT17,4.0,119
BP2,DT18,3.0,212
BP2,DT2,0.0,132
BP2,DT20,0.0,80
BP2,DT21,0.0,53
BP2,DT23,0.0,44
BP2,DT24,0.0,22
BP2,DT25,0.0,53
BP2,DT27,2.0,163
BP2,DT28,0.0,93
BP2,DT29,0.0,22
BP2,DT3,0.0,150
BP2,DT30,0.0,31
BP2,DT31,0.0,66
BP2,DT32,0.0,106
BP2,DT33,0.0,71
BP2,DT34,0.0,66
BP2,DT5,4.0,425
BP2,DT6,1.0,229
BP2,DT7,2.0,216
BP2,DT8,3.0,225
BP2,EW1,2.0,310
BP2,EW10,2.0,270
BP2,EW11,3.0,451
BP2,EW12,7.0,805
BP2,EW13-NS25,10.0,465
BP2,EW14-NS26,23.0,522
BP2,EW15,36.0,487
BP2,EW16,18.0,929
BP2,EW17,18.0,540
BP2,EW18,19.0,540
BP2,EW19,15.0,531
BP2,EW2,2.0,367
BP2,EW20,25.0,527
BP2,EW21,31.0,964
BP2,EW22,42.0,522
BP2,EW23,78.0,571
BP2,EW24-NS1,242.0,589
BP2,EW25,7.0,509
BP2,EW26,24.0,558
BP2,EW27,38.0,580
BP2,EW28,15.0,558
BP2,EW29,32.0,540
BP2,EW3,1.0,190
BP2,EW30,5.0,115
BP2,EW31,6.0,243
BP2,EW32,8.0,287
BP2,EW33,4.0,278
BP2,EW4,5.0,363
BP2,EW5,4.0,460
BP2,EW6,1.0,137
BP2,EW7,3.0,323
BP2,EW8,7.0,576
BP2,EW9,4.0,363
BP2,NE1,19.0,868
BP2,NE10,1.0,106
BP2,NE11,0.0,22
BP2,NE12,2.0,504
BP2,NE13,0.0,89
BP2,NE14,0.0,172
BP2,NE15,0.0,115
BP2,NE16-STC,0.0,146
BP2,NE17-PTC,1.0,212
BP2,NE4,5.0,531
BP2,NE5,2.0,252
BP2,NE7,3.0,526
BP2,NE8,2.0,331
BP2,NE9,1.0,177
BP2,NS10,38.0,589
BP2,NS11,32.0,589
BP2,NS13,52.0,589
BP2,NS14,14.0,580
BP2,NS15,48.0,571
BP2,NS16,30.0,567
BP2,NS17,14.0,880
BP2,NS18,5.0,415
BP2,NS19,11.0,518
BP2,NS2,74.0,589
BP2,NS20,5.0,442
BP2,NS21,1.0,146
BP2,NS22,4.0,407
BP2,NS23,1.0,332
BP2,NS27,0.0,132
BP2,NS28,1.0,177
BP2,NS3,32.0,589
BP2,NS4,290.0,1178
BP2,NS5,108.0,589
BP2,NS7,44.0,589
BP2,NS8,28.0,589
BP2,NS9,79.0,589
BP2,PE2,0.0,22
BP2,PE3,0.0,9
BP2,PE5,0.0,22
BP2,PW1,0.0,22
BP2,PW3,0.0,9
BP2,SW1,0.0,53
BP2,SW2,0.0,9
BP2,SW5,0.0,31
BP2,SW6,0.0,22
BP2,SW7,0.0,22
BP3,BP10,82.0,589
BP3,BP11,71.0,589
BP3,BP12,103.0,589
BP3,BP13,44.0,589
BP3,BP2,44.0,589
BP3,BP4,24.0,589
BP3,BP5,99.0,589
BP3,BP6,1485.0,589
BP3,BP7,37.0,589
BP3,BP8,102.0,589
BP3,BP9,67.0,589
BP3,CC1-NE6-NS24,1.0,235
BP3,CC10,1.0,225
BP3,CC11,3.0,217
BP3,CC12,0.0,22
BP3,CC14,0.0,106
BP3,CC16,1.0,119
BP3,CC17,0.0,31
BP3,CC19,1.0,159
BP3,CC2,0.0,146
BP3,CC20,0.0,119
BP3,CC21,1.0,244
BP3,CC23,18.0,398
BP3,CC24,26.0,504
BP3,CC25,4.0,345
BP3,CC26,8.0,310
BP3,CC27,9.0,309
BP3,CC28,1.0,212
BP3,CC3,0.0,9
BP3,CC4-DT15,0.0,106
BP3,CC5,0.0,53
BP3,CC6,0.0,80
BP3,CC7,0.0,75
BP3,CC8,0.0,75
BP3,CE1,1.0,305
BP3,CG1,0.0,128
BP3,CG2,4.0,416
BP3,DT1,0.0,128
BP3,DT10,1.0,44
BP3,DT11,4.0,328
BP3,DT13,1.0,230
BP3,DT17,0.0,110
BP3,DT18,1.0,185
BP3,DT2,0.0,66
BP3,DT20,0.0,66
BP3,DT21,0.0,22
BP3,DT22,0.0,9
BP3,DT23,0.0,22
BP3,DT24,0.0,31
BP3,DT25,0.0,31
BP3,DT27,0.0,62
BP3,DT28,0.0,97
BP3,DT29,0.0,22
BP3,DT3,0.0,97
BP3,DT30,0.0,53
BP3,DT31,0.0,44
BP3,DT32,0.0,22
BP3,DT33,0.0,66
BP3,DT34,0.0,44
BP3,DT5,1.0,239
BP3,DT6,0.0,106
BP3,DT7,1.0,132
BP3,DT8,2.0,75
BP3,EW1,2.0,337
BP3,EW10,2.0,363
BP3,EW11,3.0,433
BP3,EW12,6.0,765
BP3,EW13-NS25,11.0,465
BP3,EW14-NS26,16.0,394
BP3,EW15,37.0,509
BP3,EW16,21.0,978
BP3,EW17,21.0,580
BP3,EW18,44.0,549
BP3,EW19,20.0,540
BP3,EW2,2.0,336
BP3,EW20,34.0,571
BP3,EW21,40.0,947
BP3,EW22,53.0,531
BP3,EW23,101.0,589
BP3,EW24-NS1,360.0,589
BP3,EW25,10.0,540
BP3,EW26,51.0,580
BP3,EW27,66.0,589
BP3,EW28,24.0,571
BP3,EW29,35.0,549
BP3,EW3,1.0,261
BP3,EW30,8.0,296
BP3,EW31,7.0,256
BP3,EW32,8.0,301
BP3,EW33,2.0,230
BP3,EW4,2.0,318
BP3,EW5,3.0,464
BP3,EW6,1.0,199
BP3,EW7,1.0,336
BP3,EW8,4.0,699
BP3,EW9,2.0,478
BP3,NE1,14.0,961
BP3,NE10,1.0,132
BP3,NE11,0.0,22
BP3,NE12,3.0,712
BP3,NE13,0.0,128
BP3,NE14,0.0,168
BP3,NE15,0.0,58
BP3,NE16-STC,0.0,146
BP3,NE17-PTC,2.0,137
BP3,NE4,4.0,500
BP3,NE5,1.0,212
BP3,NE7,2.0,425
BP3,NE8,1.0,221
BP3,NE9,0.0,137
BP3,NS10,49.0,589
BP3,NS11,54.0,589
BP3,NS13,76.0,589
BP3,NS14,21.0,571
BP3,NS15,60.0,580
BP3,NS16,37.0,589
BP3,NS17,18.0,1088
BP3,NS18,4.0,415
BP3,NS19,8.0,526
BP3,NS2,86.0,589
BP3,NS20,6.0,447
BP3,NS21,1.0,270
BP3,NS22,5.0,372
BP3,NS23,2.0,305
BP3,NS27,0.0,27
BP3,NS28,1.0,168
BP3,NS3,42.0,580
BP3,NS4,512.0,1178
BP3,NS5,162.0,589
BP3,NS7,66.0,589
BP3,NS8,55.0,589
BP3,NS9,147.0,589
BP3,PE1,0.0,22
BP3,PE3,0.0,40
BP3,PE4,0.0,9
BP3,PE6,0.0,31
BP3,PW5,0.0,31
BP3,PW7,0.0,22
BP3,SE1,0.0,22
BP3,SE2,0.0,9
BP3,SW1,0.0,22
BP3,SW2,0.0,9
BP3,SW3,0.0,22
BP3,SW5,0.0,22
BP3,SW6,0.0,9
BP4,BP10,79.0,589
BP4,BP11,82.0,580
BP4,BP12,60.0,558
BP4,BP13,40.0,580
BP4,BP2,78.0,589
BP4,BP3,29.0,589
BP4,BP5,47.0,580
BP4,BP6,1158.0,589
BP4,BP7,45.0,589
BP4,BP8,71.0,589
BP4,BP9,56.0,589
BP4,CC1-NE6-NS24,1.0,265
BP4,CC10,1.0,176
BP4,CC11,1.0,203
BP4,CC12,0.0,22
BP4,CC14,1.0,238
BP4,CC16,0.0,44
BP4,CC17,0.0,75
BP4,CC19,0.0,93
BP4,CC2,0.0,62
BP4,CC20,0.0,53
BP4,CC21,2.0,344
BP4,CC23,1.0,300
BP4,CC24,8.0,407
BP4,CC25,1.0,119
BP4,CC26,0.0,137
BP4,CC27,1.0,155
BP4,CC28,2.0,207
BP4,CC3,0.0,115
BP4,CC4-DT15,1.0,132
BP4,CC6,1.0,159
BP4,CC7,0.0,22
BP4,CE1,1.0,212
BP4,CG1,0.0,132
BP4,CG2,1.0,327
BP4,DT1,0.0,137
BP4,DT10,1.0,88
BP4,DT11,1.0,292
BP4,DT13,1.0,225
BP4,DT17,0.0,53
BP4,DT18,0.0,44
BP4,DT2,0.0,66
BP4,DT20,0.0,40
BP4,DT21,0.0,66
BP4,DT23,0.0,22
BP4,DT24,0.0,22
BP4,DT25,0.0,66
BP4,DT27,0.0,132
BP4,DT28,0.0,53
BP4,DT29,0.0,22
BP4,DT3,0.0,22
BP4,DT30,0.0,75
BP4,DT31,0.0,172
BP4,DT32,0.0,128
BP4,DT33,0.0,97
BP4,DT34,0.0,106
BP4,DT5,0.0,159
BP4,DT6,0.0,154
BP4,DT7,0.0,66
BP4,DT8,1.0,75
BP4,EW1,1.0,261
BP4,EW10,0.0,159
BP4,EW11,2.0,309
BP4,EW12,4.0,548
BP4,EW13-NS25,4.0,389
BP4,EW14-NS26,2.0,344
BP4,EW15,10.0,433
BP4,EW16,5.0,741
BP4,EW17,35.0,549
BP4,EW18,31.0,482
BP4,EW19,18.0,482
BP4,EW2,2.0,260
BP4,EW20,29.0,509
BP4,EW21,18.0,835
BP4,EW22,18.0,495
BP4,EW23,78.0,580
BP4,EW24-NS1,244.0,589
BP4,EW25,2.0,380
BP4,EW26,27.0,562
BP4,EW27,76.0,589
BP4,EW28,25.0,531
BP4,EW29,17.0,482
BP4,EW3,1.0,260
BP4,EW30,1.0,150
BP4,EW31,2.0,115
BP4,EW32,4.0,234
BP4,EW33,1.0,181
BP4,EW4,1.0,344
BP4,EW5,2.0,336
BP4,EW6,0.0,137
BP4,EW7,1.0,256
BP4,EW8,1.0,446
BP4,EW9,1.0,252
BP4,NE1,5.0,681
BP4,NE10,0.0,66
BP4,NE11,0.0,44
BP4,NE12,3.0,458
BP4,NE13,0.0,75
BP4,NE14,0.0,207
BP4,NE15,1.0,132
BP4,NE16-STC,1.0,207
BP4,NE17-PTC,0.0,203
BP4,NE4,1.0,336
BP4,NE5,0.0,154
BP4,NE7,1.0,288
BP4,NE8,0.0,203
BP4,NE9,1.0,176
BP4,NS10,131.0,549
BP4,NS11,109.0,580
BP4,NS13,160.0,549
BP4,NS14,54.0,540
BP4,NS15,50.0,562
BP4,NS16,58.0,567
BP4,NS17,13.0,821
BP4,NS18,4.0,362
BP4,NS19,10.0,451
BP4,NS2,56.0,571
BP4,NS20,2.0,269
BP4,NS21,0.0,154
BP4,NS22,2.0,257
BP4,NS23,1.0,327
BP4,NS28,1.0,204
BP4,NS3,35.0,549
BP4,NS4,397.0,1169
BP4,NS5,133.0,580
BP4,NS7,28.0,558
BP4,NS8,50.0,571
BP4,NS9,231.0,580
BP4,PE1,0.0,53
BP4,PE2,0.0,44
BP4,PE6,0.0,22
BP4,PE7,0.0,9
BP4,PW5,0.0,132
BP4,SW1,0.0,22
BP4,SW5,0.0,22
BP5,BP10,233.0,589
BP5,BP11,202.0,580
BP5,BP12,175.0,589
BP5,BP13,79.0,580
BP5,BP2,60.0,589
BP5,BP3,73.0,589
BP5,BP4,39.0,558
BP5,BP6,552.0,589
BP5,BP7,73.0,589
BP5,BP8,82.0,589
BP5,BP9,160.0,589
BP5,CC1-NE6-NS24,0.0,40
BP5,CC10,0.0,88
BP5,CC11,0.0,75
BP5,CC12,0.0,22
BP5,CC14,0.0,44
BP5,CC16,1.0,66
BP5,CC17,0.0,22
BP5,CC19,0.0,31
BP5,CC2,0.0,66
BP5,CC21,1.0,168
BP5,CC23,0.0,97
BP5,CC24,2.0,260
BP5,CC25,0.0,66
BP5,CC26,0.0,93
BP5,CC27,0.0,66
BP5,CC3,0.0,31
BP5,CC4-DT15,0.0,97
BP5,CC5,0.0,53
BP5,CC6,0.0,31
BP5,CC7,0.0,22
BP5,CC8,0.0,22
BP5,CE1,0.0,31
BP5,CG1,0.0,9
BP5,CG2,1.0,212
BP5,DT1,0.0,66
BP5,DT10,0.0,44
BP5,DT11,1.0,300
BP5,DT13,0.0,146
BP5,DT17,0.0,66
BP5,DT18,0.0,53
BP5,DT2,0.0,22
BP5,DT20,0.0,9
BP5,DT23,0.0,22
BP5,DT25,0.0,22
BP5,DT27,0.0,66
BP5,DT28,0.0,22
BP5,DT29,0.0,44
BP5,DT3,0.0,75
BP5,DT31,0.0,31
BP5,DT32,0.0,88
BP5,DT33,0.0,9
BP5,DT34,0.0,22
BP5,DT5,1.0,243
BP5,DT6,1.0,128
BP5,DT7,0.0,66
BP5,DT8,0.0,62
BP5,EW1,0.0,93
BP5,EW10,0.0,97
BP5,EW11,0.0,199
BP5,EW12,1.0,415
BP5,EW13-NS25,1.0,244
BP5,EW14-NS26,0.0,84
BP5,EW15,4.0,314
BP5,EW16,1.0,286
BP5,EW17,9.0,531
BP5,EW18,8.0,341
BP5,EW19,6.0,456
BP5,EW2,0.0,27
BP5,EW20,7.0,469
BP5,EW21,6.0,667
BP5,EW22,16.0,407
