DAY_TYPE,ORIGIN_PT_CODE,DESTINATION_PT_CODE,TOTAL_TRIPS,multiplier
WEEKDAY,BP10,BP11,121.0,22
WEEKDAY,BP10,BP12,163.0,22
WEEKDAY,BP10,BP13,104.0,22
WEEKDAY,BP10,BP2,49.0,22
WEEKDAY,BP10,BP3,89.0,22
WEEKDAY,BP10,BP4,109.0,22
WEEKDAY,BP10,BP5,144.0,22
WEEKDAY,BP10,BP6,1400.0,22
WEEKDAY,BP10,BP7,138.0,22
WEEKDAY,BP10,BP8,518.0,22
WEEKDAY,BP10,BP9,274.0,22
WEEKDAY,BP10,CC16,1.0,22
WEEKDAY,BP10,CC23,1.0,22
WEEKDAY,BP10,CC24,4.0,22
WEEKDAY,BP10,CC27,1.0,22
WEEKDAY,BP10,CG2,1.0,22
WEEKDAY,BP10,DT11,1.0,22
WEEKDAY,BP10,DT5,1.0,22
WEEKDAY,BP10,DT6,1.0,22
WEEKDAY,BP10,DT7,1.0,22
WEEKDAY,BP10,DT8,1.0,22
WEEKDAY,BP10,EW11,1.0,22
WEEKDAY,BP10,EW12,1.0,22
WEEKDAY,BP10,EW13-NS25,1.0,22
WEEKDAY,BP10,EW14-NS26,1.0,22
WEEKDAY,BP10,EW15,2.0,22
WEEKDAY,BP10,EW16,1.0,22
WEEKDAY,BP10,EW17,4.0,22
WEEKDAY,BP10,EW18,5.0,22
WEEKDAY,BP10,EW19,6.0,22
WEEKDAY,BP10,EW2,1.0,22
WEEKDAY,BP10,EW20,8.0,22
WEEKDAY,BP10,EW21,8.0,22
WEEKDAY,BP10,EW22,40.0,22
WEEKDAY,BP10,EW23,37.0,22
WEEKDAY,BP10,EW24-NS1,248.0,22
WEEKDAY,BP10,EW25,4.0,22
WEEKDAY,BP10,EW26,19.0,22
WEEKDAY,BP10,EW27,64.0,22
WEEKDAY,BP10,EW28,27.0,22
WEEKDAY,BP10,EW29,43.0,22
WEEKDAY,BP10,EW30,11.0,22
WEEKDAY,BP10,EW31,5.0,22
WEEKDAY,BP10,EW32,9.0,22
WEEKDAY,BP10,EW33,2.0,22
WEEKDAY,BP10,EW4,1.0,22
WEEKDAY,BP10,EW5,1.0,22
WEEKDAY,BP10,NE1,1.0,22
WEEKDAY,BP10,NE12,1.0,22
WEEKDAY,BP10,NE7,1.0,22
WEEKDAY,BP10,NS10,20.0,22
WEEKDAY,BP10,NS11,18.0,22
WEEKDAY,BP10,NS13,17.0,22
WEEKDAY,BP10,NS14,5.0,22
WEEKDAY,BP10,NS15,39.0,22
WEEKDAY,BP10,NS16,18.0,22
WEEKDAY,BP10,NS17,4.0,22
WEEKDAY,BP10,NS18,1.0,22
WEEKDAY,BP10,NS19,2.0,22
WEEKDAY,BP10,NS2,47.0,22
WEEKDAY,BP10,NS20,1.0,22
WEEKDAY,BP10,NS3,30.0,22
WEEKDAY,BP10,NS4,277.0,22
WEEKDAY,BP10,NS5,51.0,22
WEEKDAY,BP10,NS7,39.0,22
WEEKDAY,BP10,NS8,9.0,22
WEEKDAY,BP10,NS9,36.0,22
WEEKDAY,BP11,BP10,128.0,22
WEEKDAY,BP11,BP12,85.0,22
WEEKDAY,BP11,BP13,89.0,22
