DAY_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME,multiplier
WEEKDAY,BP10,4325.0,4348.0,22
WEEKDAY,BP11,4590.0,3902.0,22
WEEKDAY,BP12,3944.0,3472.0,22
WEEKDAY,BP13,2099.0,1856.0,22
WEEKDAY,BP2,4191.0,3268.0,22
WEEKDAY,BP3,5157.0,4366.0,22
WEEKDAY,BP4,4976.0,4798.0,22
WEEKDAY,BP5,2675.0,2026.0,22
WEEKDAY,BP6,13324.0,16481.0,22
WEEKDAY,BP7,1900.0,1691.0,22
WEEKDAY,BP8,3218.0,3033.0,22
WEEKDAY,BP9,3369.0,3291.0,22
WEEKDAY,CC1-NE6-NS24,33891.0,31957.0,22
WEEKDAY,CC10,17112.0,16092.0,22
WEEKDAY,CC11,19488.0,19944.0,22
WEEKDAY,CC12,7031.0,5922.0,22
WEEKDAY,CC14,8087.0,7516.0,22
WEEKDAY,CC16,11429.0,10796.0,22
WEEKDAY,CC17,4477.0,4234.0,22
WEEKDAY,CC19,7298.0,7833.0,22
WEEKDAY,CC2,6260.0,6892.0,22
WEEKDAY,CC20,5766.0,5766.0,22
WEEKDAY,CC21,8533.0,9222.0,22
WEEKDAY,CC23,16940.0,16711.0,22
WEEKDAY,CC24,24963.0,24712.0,22
WEEKDAY,CC25,7867.0,7227.0,22
WEEKDAY,CC26,5973.0,6207.0,22
WEEKDAY,CC27,8022.0,8064.0,22
WEEKDAY,CC28,3943.0,4261.0,22
WEEKDAY,CC3,7651.0,7438.0,22
WEEKDAY,CC4-DT15,19212.0,19852.0,22
WEEKDAY,CC5,4994.0,5211.0,22
WEEKDAY,CC6,8197.0,8630.0,22
WEEKDAY,CC7,7746.0,8013.0,22
WEEKDAY,CC8,8792.0,7597.0,22
WEEKDAY,CE1,25894.0,25637.0,22
WEEKDAY,CG1,16974.0,17620.0,22
WEEKDAY,CG2,20518.0,19867.0,22
WEEKDAY,DT1,30535.0,29715.0,22
WEEKDAY,DT10,5461.0,4514.0,22
WEEKDAY,DT11,29056.0,30768.0,22
WEEKDAY,DT13,10155.0,10568.0,22
WEEKDAY,DT17,24416.0,25210.0,22
WEEKDAY,DT18,19023.0,20330.0,22
WEEKDAY,DT2,3058.0,2272.0,22
WEEKDAY,DT20,7317.0,8265.0,22
WEEKDAY,DT21,7821.0,7987.0,22
WEEKDAY,DT22,6936.0,7481.0,22
WEEKDAY,DT23,4788.0,4812.0,22
WEEKDAY,DT24,5451.0,5103.0,22
WEEKDAY,DT25,4124.0,4227.0,22
WEEKDAY,DT27,8079.0,7886.0,22
WEEKDAY,DT28,11150.0,10526.0,22
WEEKDAY,DT29,7457.0,6732.0,22
WEEKDAY,DT3,7980.0,6931.0,22
WEEKDAY,DT30,7830.0,7479.0,22
WEEKDAY,DT31,8407.0,8999.0,22
WEEKDAY,DT32,21078.0,23024.0,22
WEEKDAY,DT33,18788.0,17485.0,22
WEEKDAY,DT34,5226.0,4760.0,22
WEEKDAY,DT5,13599.0,13329.0,22
WEEKDAY,DT6,8484.0,7326.0,22
WEEKDAY,DT7,4056.0,5153.0,22
WEEKDAY,DT8,5183.0,4986.0,22
WEEKDAY,EW1,32789.0,30946.0,22
WEEKDAY,EW10,11699.0,11881.0,22
WEEKDAY,EW11,20344.0,20715.0,22
WEEKDAY,EW12,51792.0,54893.0,22
WEEKDAY,EW13-NS25,41290.0,42510.0,22
WEEKDAY,EW14-NS26,60744.0,59950.0,22
WEEKDAY,EW15,48461.0,50958.0,22
WEEKDAY,EW16,31010.0,30784.0,22
WEEKDAY,EW17,28882.0,29993.0,22
WEEKDAY,EW18,18947.0,19404.0,22
WEEKDAY,EW19,15419.0,14205.0,22
WEEKDAY,EW2,32643.0,33758.0,22
WEEKDAY,EW20,16265.0,15625.0,22
WEEKDAY,EW21,29023.0,27028.0,22
WEEKDAY,EW22,15453.0,15726.0,22
WEEKDAY,EW23,47383.0,48464.0,22
WEEKDAY,EW24-NS1,78541.0,83492.0,22
WEEKDAY,EW25,9594.0,8105.0,22
WEEKDAY,EW26,34982.0,30264.0,22
WEEKDAY,EW27,49868.0,57433.0,22
WEEKDAY,EW28,32794.0,24397.0,22
WEEKDAY,EW29,18225.0,18525.0,22
WEEKDAY,EW3,18307.0,18679.0,22
WEEKDAY,EW30,3649.0,3132.0,22
WEEKDAY,EW31,4260.0,3530.0,22
WEEKDAY,EW32,3988.0,3877.0,22
WEEKDAY,EW33,3376.0,3540.0,22
WEEKDAY,EW4,17811.0,15870.0,22
WEEKDAY,EW5,34964.0,34359.0,22
WEEKDAY,EW6,11283.0,13256.0,22
WEEKDAY,EW7,14736.0,17206.0,22
WEEKDAY,EW8,42969.0,43888.0,22
WEEKDAY,EW9,22380.0,21977.0,22
WEEKDAY,NE1,45425.0,46975.0,22
WEEKDAY,NE10,15206.0,15436.0,22
WEEKDAY,NE11,5970.0,5555.0,22
WEEKDAY,NE12,58136.0,60247.0,22
WEEKDAY,NE13,20533.0,20671.0,22
WEEKDAY,NE14,32385.0,30870.0,22
WEEKDAY,NE15,17318.0,15928.0,22
WEEKDAY,NE16-STC,43552.0,44880.0,22
WEEKDAY,NE17-PTC,38129.0,36638.0,22
WEEKDAY,NE4,52976.0,52939.0,22
WEEKDAY,NE5,15590.0,17300.0,22
WEEKDAY,NE7,28142.0,30563.0,22
WEEKDAY,NE8,26030.0,28495.0,22
WEEKDAY,NE9,23724.0,21143.0,22
WEEKDAY,NS10,49644.0,42739.0,22
WEEKDAY,NS11,44763.0,43836.0,22
WEEKDAY,NS13,57701.0,60974.0,22
WEEKDAY,NS14,34875.0,30487.0,22
WEEKDAY,NS15,31059.0,30731.0,22
WEEKDAY,NS16,51681.0,55704.0,22
WEEKDAY,NS17,49781.0,47404.0,22
WEEKDAY,NS18,16029.0,14411.0,22
WEEKDAY,NS19,39385.0,41330.0,22
WEEKDAY,NS2,28043.0,29053.0,22
WEEKDAY,NS20,40435.0,40679.0,22
WEEKDAY,NS21,31336.0,33014.0,22
WEEKDAY,NS22,53056.0,57613.0,22
WEEKDAY,NS23,32217.0,35180.0,22
WEEKDAY,NS27,6777.0,6618.0,22
WEEKDAY,NS28,1712.0,1684.0,22
WEEKDAY,NS3,19444.0,18199.0,22
WEEKDAY,NS4,39596.0,42747.0,22
WEEKDAY,NS5,32639.0,30680.0,22
WEEKDAY,NS7,21276.0,19833.0,22
WEEKDAY,NS8,26320.0,20589.0,22
WEEKDAY,NS9,44560.0,56190.0,22
WEEKDAY,PE1,3516.0,3477.0,22
WEEKDAY,PE2,5487.0,5110.0,22
WEEKDAY,PE3,5651.0,5776.0,22
WEEKDAY,PE4,1422.0,1331.0,22
WEEKDAY,PE5,5401.0,5037.0,22
WEEKDAY,PE6,6174.0,5911.0,22
WEEKDAY,PE7,3910.0,3743.0,22
WEEKDAY,PW1,601.0,664.0,22
WEEKDAY,PW3,736.0,750.0,22
WEEKDAY,PW4,538.0,560.0,22
WEEKDAY,PW5,2743.0,3273.0,22
WEEKDAY,PW6,1137.0,988.0,22
WEEKDAY,PW7,2147.0,2261.0,22
WEEKDAY,SE1,4285.0,4270.0,22
WEEKDAY,SE2,5566.0,5143.0,22
WEEKDAY,SE3,3167.0,2942.0,22
WEEKDAY,SE4,3567.0,3381.0,22
WEEKDAY,SE5,2726.0,2753.0,22
WEEKDAY,SW1,2094.0,2193.0,22
WEEKDAY,SW2,3590.0,3289.0,22
WEEKDAY,SW3,2284.0,2192.0,22
WEEKDAY,SW4,1262.0,1253.0,22
WEEKDAY,SW5,7325.0,6733.0,22
WEEKDAY,SW6,3581.0,3384.0,22
WEEKDAY,SW7,2737.0,2437.0,22
WEEKDAY,SW8,2089.0,2058.0,22
WEEKENDS/HOLIDAY,BP10,3270.0,3303.0,9
WEEKENDS/HOLIDAY,BP11,3338.0,2922.0,9
WEEKENDS/HOLIDAY,BP12,2455.0,2245.0,9
WEEKENDS/HOLIDAY,BP13,1740.0,1577.0,9
WEEKENDS/HOLIDAY,BP2,2860.0,2320.0,9
WEEKENDS/HOLIDAY,BP3,3663.0,3080.0,9
WEEKENDS/HOLIDAY,BP4,1616.0,1480.0,9
WEEKENDS/HOLIDAY,BP5,1958.0,1513.0,9
