DAY_TYPE,ORIGIN_PT_CODE,DESTINATION_PT_CODE,TOTAL_TRIPS
WEEKDAY,BP10,BP11,107.8
WEEKDAY,BP10,BP12,163.9
WEEKDAY,BP10,BP13,113.30000000000001
WEEKDAY,BP10,BP2,49.49999999999999
WEEKDAY,BP10,BP3,87.9
WEEKDAY,BP10,BP4,99.29999999999998
WEEKDAY,BP10,BP5,133.8
WEEKDAY,BP10,BP6,1381.3999999999999
WEEKDAY,BP10,BP7,82.99999999999999
WEEKDAY,BP10,BP8,290.40000000000003
WEEKDAY,BP10,BP9,117.99999999999999
WEEKDAY,BP10,CC11,0.2
WEEKDAY,BP10,CC23,0.2
WEEKDAY,BP10,CC24,1.9
WEEKDAY,BP10,CC27,0.3
WEEKDAY,BP10,CG2,0.1
WEEKDAY,BP10,DT1,0.1
WEEKDAY,BP10,EW10,0.1
WEEKDAY,BP10,EW11,0.2
WEEKDAY,BP10,EW12,0.2
WEEKDAY,BP10,EW13-NS25,0.2
WEEKDAY,BP10,EW14-NS26,1.1
WEEKDAY,BP10,EW15,2.0
WEEKDAY,BP10,EW16,0.4
WEEKDAY,BP10,EW17,2.900000000000001
WEEKDAY,BP10,EW18,4.6
WEEKDAY,BP10,EW19,8.1
WEEKDAY,BP10,EW2,0.4
WEEKDAY,BP10,EW20,8.8
WEEKDAY,BP10,EW21,8.399999999999999
WEEKDAY,BP10,EW22,46.79999999999999
WEEKDAY,BP10,EW23,37.9
WEEKDAY,BP10,EW24-NS1,231.00000000000003
WEEKDAY,BP10,EW25,3.2000000000000006
WEEKDAY,BP10,EW26,19.2
WEEKDAY,BP10,EW27,52.6
WEEKDAY,BP10,EW28,18.2
WEEKDAY,BP10,EW29,39.20000000000001
WEEKDAY,BP10,EW30,10.9
WEEKDAY,BP10,EW31,3.6
WEEKDAY,BP10,EW32,6.8
WEEKDAY,BP10,EW33,2.7
WEEKDAY,BP10,EW4,0.1
WEEKDAY,BP10,EW5,0.1
WEEKDAY,BP10,EW8,0.1
WEEKDAY,BP10,EW9,0.1
WEEKDAY,BP10,NE1,0.2
WEEKDAY,BP10,NE17-PTC,0.1
WEEKDAY,BP10,NE4,0.1
WEEKDAY,BP10,NS10,21.300000000000004
WEEKDAY,BP10,NS11,17.6
WEEKDAY,BP10,NS13,13.700000000000001
WEEKDAY,BP10,NS14,5.499999999999998
WEEKDAY,BP10,NS15,31.099999999999998
WEEKDAY,BP10,NS16,13.1
WEEKDAY,BP10,NS17,1.9000000000000001
WEEKDAY,BP10,NS18,0.8999999999999999
WEEKDAY,BP10,NS19,1.0999999999999999
WEEKDAY,BP10,NS2,43.0
WEEKDAY,BP10,NS20,0.5
WEEKDAY,BP10,NS23,0.1
WEEKDAY,BP10,NS3,27.7
WEEKDAY,BP10,NS4,279.40000000000003
WEEKDAY,BP10,NS5,51.400000000000006
WEEKDAY,BP10,NS7,31.2
WEEKDAY,BP10,NS8,9.700000000000001
WEEKDAY,BP10,NS9,39.7
WEEKDAY,BP11,BP10,48.199999999999996
WEEKDAY,BP11,BP12,67.99999999999999
WEEKDAY,BP11,BP13,77.9
WEEKDAY,BP11,BP2,55.199999999999996
WEEKDAY,BP11,BP3,82.1
WEEKDAY,BP11,BP4,101.50000000000001
WEEKDAY,BP11,BP5,146.10000000000002
WEEKDAY,BP11,BP6,1603.7
WEEKDAY,BP11,BP7,62.39999999999999
WEEKDAY,BP11,BP8,187.79999999999998
WEEKDAY,BP11,BP9,121.99999999999999
WEEKDAY,BP11,CC10,0.1
WEEKDAY,BP11,CC11,0.5
WEEKDAY,BP11,CC12,0.1
WEEKDAY,BP11,CC23,0.9
WEEKDAY,BP11,CC24,1.3000000000000003
WEEKDAY,BP11,DT5,0.1
WEEKDAY,BP11,EW11,0.4
WEEKDAY,BP11,EW12,0.4
WEEKDAY,BP11,EW13-NS25,1.2
WEEKDAY,BP11,EW14-NS26,0.1
WEEKDAY,BP11,EW15,4.4
WEEKDAY,BP11,EW16,0.2
WEEKDAY,BP11,EW17,5.6
WEEKDAY,BP11,EW18,11.2
WEEKDAY,BP11,EW19,11.499999999999998
WEEKDAY,BP11,EW2,0.2
WEEKDAY,BP11,EW20,14.2
WEEKDAY,BP11,EW21,6.699999999999998
WEEKDAY,BP11,EW22,51.3
WEEKDAY,BP11,EW23,67.0
WEEKDAY,BP11,EW24-NS1,311.09999999999997
WEEKDAY,BP11,EW25,2.4000000000000004
WEEKDAY,BP11,EW26,25.400000000000002
WEEKDAY,BP11,EW27,68.89999999999999
WEEKDAY,BP11,EW28,30.099999999999998
WEEKDAY,BP11,EW29,47.7
WEEKDAY,BP11,EW3,0.1
WEEKDAY,BP11,EW30,6.9
WEEKDAY,BP11,EW31,5.8999999999999995
WEEKDAY,BP11,EW32,5.1
WEEKDAY,BP11,EW33,2.9
WEEKDAY,BP11,EW5,0.1
WEEKDAY,BP11,EW7,0.1
WEEKDAY,BP11,EW8,0.4
WEEKDAY,BP11,EW9,0.2
WEEKDAY,BP11,NE1,0.30000000000000004
WEEKDAY,BP11,NE12,0.1
WEEKDAY,BP11,NE4,0.1
WEEKDAY,BP11,NE8,0.1
WEEKDAY,BP11,NS10,22.400000000000002
WEEKDAY,BP11,NS11,22.999999999999996
WEEKDAY,BP11,NS13,20.4
WEEKDAY,BP11,NS14,8.5
WEEKDAY,BP11,NS15,44.300000000000004
WEEKDAY,BP11,NS16,14.100000000000003
WEEKDAY,BP11,NS17,0.5
WEEKDAY,BP11,NS18,0.2
WEEKDAY,BP11,NS19,1.0
WEEKDAY,BP11,NS2,51.199999999999996
WEEKDAY,BP11,NS20,0.4
WEEKDAY,BP11,NS3,35.599999999999994
WEEKDAY,BP11,NS4,311.79999999999995
WEEKDAY,BP11,NS5,58.9
WEEKDAY,BP11,NS7,35.0
WEEKDAY,BP11,NS8,15.100000000000001
WEEKDAY,BP11,NS9,58.10000000000001
WEEKDAY,BP12,BP10,72.6
WEEKDAY,BP12,BP11,25.400000000000002
WEEKDAY,BP12,BP13,62.699999999999996
WEEKDAY,BP12,BP2,62.8
WEEKDAY,BP12,BP3,95.0
WEEKDAY,BP12,BP4,75.39999999999999
WEEKDAY,BP12,BP5,107.3
WEEKDAY,BP12,BP6,1596.8000000000002
WEEKDAY,BP12,BP7,33.2
WEEKDAY,BP12,BP8,111.80000000000001
WEEKDAY,BP12,BP9,101.6
WEEKDAY,BP12,CC23,1.7999999999999998
WEEKDAY,BP12,CC24,0.5
WEEKDAY,BP12,CC25,0.30000000000000004
WEEKDAY,BP12,CG2,0.1
WEEKDAY,BP12,DT1,0.1
WEEKDAY,BP12,DT5,0.1
WEEKDAY,BP12,DT7,0.1
WEEKDAY,BP12,EW1,0.1
WEEKDAY,BP12,EW11,0.2
WEEKDAY,BP12,EW13-NS25,0.2
WEEKDAY,BP12,EW14-NS26,2.0
WEEKDAY,BP12,EW15,1.2
WEEKDAY,BP12,EW16,1.5000000000000002
WEEKDAY,BP12,EW17,7.199999999999999
WEEKDAY,BP12,EW18,7.8999999999999995
WEEKDAY,BP12,EW19,6.6000000000000005
WEEKDAY,BP12,EW20,11.1
WEEKDAY,BP12,EW21,3.5
WEEKDAY,BP12,EW22,37.4
WEEKDAY,BP12,EW23,39.5
WEEKDAY,BP12,EW24-NS1,213.70000000000002
WEEKDAY,BP12,EW25,2.9
WEEKDAY,BP12,EW26,23.3
WEEKDAY,BP12,EW27,41.599999999999994
WEEKDAY,BP12,EW28,30.700000000000006
WEEKDAY,BP12,EW29,37.7
WEEKDAY,BP12,EW30,3.4000000000000004
WEEKDAY,BP12,EW31,2.6
WEEKDAY,BP12,EW32,2.6
WEEKDAY,BP12,EW33,2.0
WEEKDAY,BP12,EW5,0.1
WEEKDAY,BP12,EW7,0.1
WEEKDAY,BP12,EW9,0.1
WEEKDAY,BP12,NE1,0.1
WEEKDAY,BP12,NE4,0.2
WEEKDAY,BP12,NS10,25.500000000000004
WEEKDAY,BP12,NS11,24.400000000000006
WEEKDAY,BP12,NS13,20.599999999999998
WEEKDAY,BP12,NS14,8.1
WEEKDAY,BP12,NS15,34.5
WEEKDAY,BP12,NS16,13.899999999999997
WEEKDAY,BP12,NS17,1.3
WEEKDAY,BP12,NS18,1.3000000000000003
WEEKDAY,BP12,NS19,0.5
WEEKDAY,BP12,NS2,35.0
WEEKDAY,BP12,NS20,0.2
WEEKDAY,BP12,NS28,0.1
WEEKDAY,BP12,NS3,28.6
WEEKDAY,BP12,NS4,254.59999999999994
WEEKDAY,BP12,NS5,59.400000000000006
WEEKDAY,BP12,NS7,23.299999999999997
WEEKDAY,BP12,NS8,14.399999999999999
WEEKDAY,BP12,NS9,57.0
WEEKDAY,BP13,BP10,57.099999999999994
WEEKDAY,BP13,BP11,39.6
WEEKDAY,BP13,BP12,42.30000000000001
WEEKDAY,BP13,BP2,38.8
WEEKDAY,BP13,BP3,35.49999999999999
WEEKDAY,BP13,BP4,50.199999999999996
WEEKDAY,BP13,BP5,24.400000000000006
WEEKDAY,BP13,BP6,511.30000000000007
WEEKDAY,BP13,BP7,7.999999999999999
WEEKDAY,BP13,BP8,47.800000000000004
WEEKDAY,BP13,BP9,109.29999999999998
WEEKDAY,BP13,CC14,0.1
WEEKDAY,BP13,CC16,0.1
WEEKDAY,BP13,CC21,0.1
WEEKDAY,BP13,CC24,0.4
WEEKDAY,BP13,CG1,0.1
WEEKDAY,BP13,EW12,0.1
WEEKDAY,BP13,EW14-NS26,0.1
WEEKDAY,BP13,EW15,1.1
WEEKDAY,BP13,EW16,0.4
WEEKDAY,BP13,EW17,6.8999999999999995
WEEKDAY,BP13,EW18,4.0
WEEKDAY,BP13,EW19,5.300000000000002
WEEKDAY,BP13,EW20,6.1
WEEKDAY,BP13,EW21,2.4000000000000004
WEEKDAY,BP13,EW22,34.8
WEEKDAY,BP13,EW23,31.800000000000004
WEEKDAY,BP13,EW24-NS1,180.4
WEEKDAY,BP13,EW25,0.4
WEEKDAY,BP13,EW26,7.200000000000001
WEEKDAY,BP13,EW27,25.899999999999995
WEEKDAY,BP13,EW28,12.799999999999999
WEEKDAY,BP13,EW29,24.8
WEEKDAY,BP13,EW30,1.3
WEEKDAY,BP13,EW31,1.8
WEEKDAY,BP13,EW32,5.3
WEEKDAY,BP13,EW33,1.9000000000000001
WEEKDAY,BP13,EW4,0.1
WEEKDAY,BP13,EW7,0.1
WEEKDAY,BP13,NE16-STC,0.1
WEEKDAY,BP13,NS10,16.999999999999996
WEEKDAY,BP13,NS11,14.899999999999999
WEEKDAY,BP13,NS13,12.299999999999999
WEEKDAY,BP13,NS14,4.4
WEEKDAY,BP13,NS15,24.0
WEEKDAY,BP13,NS16,6.200000000000001
WEEKDAY,BP13,NS17,0.4
WEEKDAY,BP13,NS18,1.0
WEEKDAY,BP13,NS19,0.6
WEEKDAY,BP13,NS2,23.7
WEEKDAY,BP13,NS20,0.1
WEEKDAY,BP13,NS22,0.1
WEEKDAY,BP13,NS3,23.1
WEEKDAY,BP13,NS4,185.8
WEEKDAY,BP13,NS5,30.1
WEEKDAY,BP13,NS7,8.9
WEEKDAY,BP13,NS8,4.1000000000000005
WEEKDAY,BP13,NS9,35.7
WEEKDAY,BP2,BP10,62.8
WEEKDAY,BP2,BP11,47.400000000000006
WEEKDAY,BP2,BP12,57.900000000000006
WEEKDAY,BP2,BP13,20.799999999999997
WEEKDAY,BP2,BP3,54.199999999999996
WEEKDAY,BP2,BP4,84.49999999999999
WEEKDAY,BP2,BP5,85.29999999999998
WEEKDAY,BP2,BP6,1426.2
WEEKDAY,BP2,BP7,38.39999999999999
WEEKDAY,BP2,BP8,105.59999999999998
WEEKDAY,BP2,BP9,107.09999999999998
WEEKDAY,BP2,CC1-NE6-NS24,0.6
WEEKDAY,BP2,CC10,0.2
WEEKDAY,BP2,CC11,2.9
WEEKDAY,BP2,CC12,0.1
WEEKDAY,BP2,CC16,0.8
WEEKDAY,BP2,CC19,0.6
WEEKDAY,BP2,CC20,0.2
WEEKDAY,BP2,CC21,3.2000000000000006
WEEKDAY,BP2,CC23,17.5
WEEKDAY,BP2,CC24,34.4
WEEKDAY,BP2,CC25,4.2
WEEKDAY,BP2,CC26,5.500000000000001
WEEKDAY,BP2,CC27,10.3
WEEKDAY,BP2,CC28,0.2
WEEKDAY,BP2,CC5,0.1
WEEKDAY,BP2,CE1,0.2
WEEKDAY,BP2,CG1,0.1
WEEKDAY,BP2,CG2,4.1000000000000005
WEEKDAY,BP2,DT11,0.1
WEEKDAY,BP2,DT13,0.1
WEEKDAY,BP2,DT17,0.1
