PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
BP10,3405.0,3784.0
BP11,3538.0,2938.0
BP12,2949.0,2305.0
BP13,1596.0,1105.0
BP2,3460.0,2740.0
BP3,4344.0,3766.0
BP4,3513.0,3426.0
BP5,2181.0,1689.0
BP6,11210.0,14031.0
BP7,1197.0,1251.0
BP8,2303.0,2065.0
BP9,2777.0,2550.0
CC1-NE6-NS24,28814.0,29532.0
CC10,13801.0,13297.0
CC11,14005.0,14427.0
CC12,5762.0,5026.0
CC14,6268.0,5936.0
CC16,8824.0,8706.0
CC17,3485.0,3405.0
CC19,6726.0,7562.0
CC2,4599.0,5166.0
CC20,4862.0,4906.0
CC21,7370.0,8080.0
CC23,11015.0,10981.0
CC24,15885.0,15952.0
CC25,6216.0,5907.0
CC26,4486.0,4709.0
CC27,5442.0,5603.0
CC28,3417.0,3586.0
CC3,6799.0,6877.0
CC4-DT15,15489.0,16739.0
CC5,4219.0,4483.0
CC6,7674.0,8003.0
CC7,6233.0,6658.0
CC8,7278.0,6624.0
CE1,27936.0,28353.0
CG1,12181.0,13020.0
CG2,19750.0,19395.0
DT1,26616.0,26433.0
DT10,4698.0,3923.0
DT11,26972.0,27939.0
DT13,8836.0,9636.0
DT17,16215.0,16991.0
DT18,12547.0,13902.0
DT2,2669.0,1988.0
DT20,6060.0,7111.0
DT21,6317.0,6823.0
DT22,7335.0,8203.0
DT23,3483.0,3667.0
DT24,4339.0,4362.0
DT25,3424.0,3686.0
DT27,6779.0,6809.0
DT28,9117.0,9079.0
DT29,5979.0,5790.0
DT3,6625.0,5908.0
DT30,6413.0,6442.0
DT31,6907.0,7563.0
DT32,17919.0,19728.0
DT33,15419.0,14715.0
DT34,3875.0,3739.0
DT5,11937.0,12099.0
DT6,6614.0,5939.0
DT7,3347.0,4275.0
DT8,4128.0,4022.0
EW1,27899.0,26765.0
EW10,11096.0,11357.0
EW11,17615.0,18075.0
EW12,50997.0,55081.0
EW13-NS25,38474.0,39841.0
EW14-NS26,42081.0,42107.0
EW15,33610.0,35659.0
EW16,22463.0,24361.0
EW17,24286.0,25648.0
EW18,15359.0,15885.0
EW19,12667.0,11941.0
EW2,29338.0,30044.0
EW20,13639.0,13164.0
EW21,21586.0,20615.0
EW22,12440.0,12728.0
EW23,40093.0,41474.0
EW24-NS1,71727.0,76673.0
EW25,8483.0,7566.0
EW26,29837.0,25952.0
EW27,44671.0,50786.0
EW28,26975.0,20786.0
EW29,14723.0,15254.0
EW3,15726.0,16059.0
EW30,3061.0,2693.0
EW31,3613.0,2832.0
EW32,3392.0,3689.0
EW33,3287.0,3583.0
EW4,14979.0,13604.0
EW5,30549.0,30666.0
EW6,9893.0,11432.0
EW7,12839.0,14731.0
EW8,38873.0,40633.0
EW9,20675.0,20421.0
NE1,43477.0,45839.0
NE10,12087.0,13152.0
NE11,4664.0,4538.0
NE12,49447.0,53709.0
NE13,18077.0,19323.0
NE14,27387.0,27827.0
NE15,14138.0,13885.0
NE16-STC,36407.0,39466.0
NE17-PTC,32276.0,34201.0
NE4,52783.0,56513.0
NE5,12196.0,14679.0
NE7,26660.0,30248.0
NE8,25445.0,29642.0
NE9,20051.0,18642.0
NS10,42128.0,36492.0
NS11,37021.0,37124.0
NS13,47007.0,50065.0
NS14,30295.0,26648.0
NS15,24723.0,23277.0
NS16,45460.0,48726.0
NS17,42065.0,40754.0
NS18,13980.0,12628.0
NS19,34299.0,36125.0
NS2,24344.0,25315.0
NS20,33784.0,33990.0
NS21,28436.0,30941.0
NS22,53273.0,58553.0
NS23,29017.0,31891.0
NS27,4928.0,5409.0
NS28,2176.0,2148.0
NS3,17297.0,16282.0
NS4,34887.0,37637.0
NS5,28203.0,26735.0
NS7,20495.0,19018.0
NS8,22948.0,18212.0
NS9,40402.0,50034.0
PE1,3096.0,3173.0
PE2,4573.0,4583.0
PE3,4863.0,5250.0
PE4,1308.0,1331.0
PE5,4583.0,4542.0
PE6,5203.0,5411.0
PE7,3471.0,3425.0
PW1,562.0,654.0
PW3,568.0,607.0
PW4,436.0,473.0
PW5,2926.0,3373.0
PW6,957.0,878.0
PW7,1851.0,2089.0
SE1,3728.0,3907.0
SE2,4851.0,4759.0
SE3,2756.0,2706.0
SE4,3180.0,3267.0
SE5,2324.0,2555.0
SW1,1661.0,1817.0
SW2,2967.0,2917.0
SW3,2063.0,2063.0
SW4,1225.0,1306.0
SW5,6432.0,6380.0
SW6,3083.0,3037.0
SW7,2327.0,2249.0
SW8,1713.0,1921.0
