,,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME
BP8,WEEKENDS/HOLIDAY,0.0,32.3,38.8,50.1,52.6,77.5,95.6,108.2,132.0,116.8,105.2,105.6,98.7,110.3,109.6,97.2,88.2,82.6,69.1,25.3,0.0,13.7,29.8,50.7,72.8,88.6,71.3,87.9,83.5,99.0,87.8,96.3,84.8,96.7,101.5,79.5,82.3,78.5,72.8,39.4
BP9,WEEKDAY,0.0,88.5,295.5,376.0,252.3,194.6,185.4,163.9,164.2,203.3,222.5,153.5,125.7,180.5,197.6,118.7,79.9,65.5,27.3,7.9,0.0,44.9,182.1,417.6,199.5,119.6,81.8,77.0,104.1,147.2,114.3,125.7,140.6,198.2,300.7,257.5,159.6,123.7,105.1,48.7
BP9,WEEKENDS/HOLIDAY,0.0,35.4,58.3,86.1,129.4,174.8,201.7,215.6,177.5,155.9,137.3,125.8,107.9,123.9,105.2,93.3,73.2,49.5,33.7,8.2,0.0,12.8,21.5,50.8,88.6,97.2,111.0,116.5,109.1,104.7,102.0,111.7,122.4,109.0,118.3,105.3,101.9,95.0,92.0,44.6
CC1-NE6-NS24,WEEKDAY,23.0,25.8,180.3,488.5,1202.6,591.1,629.1,973.7,1436.4,2128.0,1773.6,1894.8,2054.0,2818.7,3890.0,2905.5,2392.5,2789.2,1981.0,629.8,24.6,20.5,484.2,1720.9,2579.0,1962.1,1554.0,1852.3,2468.1,1991.2,1731.4,1701.4,1671.7,2118.1,3752.5,2429.4,1254.4,769.8,514.1,239.5
CC1-NE6-NS24,WEEKENDS/HOLIDAY,20.3,20.8,134.5,171.5,269.3,407.5,656.8,990.6,1259.6,1645.7,1836.7,2080.1,2359.2,2445.1,2369.9,2084.3,1870.3,1954.5,1492.8,556.6,25.7,3.8,226.4,523.3,877.6,1375.9,1655.1,2009.6,2241.1,2458.5,2343.6,2346.0,2216.4,2111.3,1979.2,1621.9,1173.2,782.8,528.4,287.5
CC10,WEEKDAY,10.600000000000001,130.7,821.0,1367.6999999999998,1516.5,832.3,628.3,614.0,816.0999999999999,634.2,525.2,534.5,630.0999999999999,1505.6000000000001,2877.0,1168.9,557.4,398.8,311.9,108.2,65.1,21.3,331.0,959.2,2755.6,1571.1999999999998,546.3,406.2,496.0,758.3,625.1,543.5,579.3,796.0,1309.0,1072.1999999999998,737.0,702.9,662.4,374.3
CC10,WEEKENDS/HOLIDAY,8.1,47.1,272.8,391.8,499.90000000000003,571.7,612.7,649.4000000000001,742.2,715.7,614.8,570.7,670.5,701.3,665.0,518.1,343.1,277.3,236.70000000000002,98.69999999999999,62.6,5.4,131.3,255.20000000000002,476.70000000000005,468.9,426.5,424.9,492.3,581.9000000000001,552.0,567.5999999999999,586.5999999999999,593.0,584.7,566.0,607.0,646.8,641.0,395.3
CC11,WEEKDAY,6.5,76.5,648.4,769.0,564.0,320.2,318.9,535.9,836.6,643.7,544.3,672.1,792.9,2570.5,4266.0,1939.2,902.9,527.1,354.6,169.1,36.4,41.7,715.5,2303.7,4713.8,2443.1,863.0,515.2,538.0,728.9,592.3,402.0,390.0,516.4,858.1,833.3,427.0,385.7,438.9,172.5
CC11,WEEKENDS/HOLIDAY,3.9,30.8,299.5,396.4,282.2,223.3,293.6,351.4,437.2,511.0,449.6,468.5,474.1,653.6,554.3,489.3,346.0,233.1,160.6,95.2,38.0,8.2,309.5,464.0,631.5,495.2,399.6,327.9,313.2,346.7,342.7,300.4,355.4,423.0,427.9,482.3,449.2,397.4,389.6,198.3
CC12,WEEKDAY,4.0,30.1,317.6,769.0,825.9,397.3,281.2,265.5,218.5,668.6,655.0,449.5,370.9,523.1,513.0,256.1,155.6,107.3,81.6,31.2,35.6,6.2,536.3,1074.3,277.7,148.0,127.0,126.3,159.8,296.5,252.1,263.3,238.1,320.0,562.0,518.0,333.9,281.0,234.0,109.8
CC12,WEEKENDS/HOLIDAY,0.6,14.1,54.8,108.5,166.7,211.9,252.6,288.5,337.4,293.2,211.7,216.5,225.0,236.6,240.0,181.9,120.5,83.0,54.5,31.3,38.1,0.5,40.0,151.8,153.0,133.9,152.3,140.4,160.6,204.8,216.1,213.9,191.6,199.4,222.8,238.3,228.0,217.5,184.8,101.2
CC14,WEEKDAY,1.7,46.3,404.3,893.6,1048.9,538.6,365.5,377.1,428.8,414.6,271.3,363.8,407.3,539.6,613.1,326.5,171.0,101.3,81.1,30.1,27.3,12.9,144.2,633.6,760.3,330.0,155.9,152.9,223.1,401.6,359.8,341.9,365.8,468.6,773.3,658.0,373.5,326.9,282.7,141.0
CC14,WEEKENDS/HOLIDAY,3.3,15.6,76.0,157.5,246.7,291.3,315.5,347.0,331.0,298.4,263.5,209.4,258.9,265.6,259.3,206.3,114.8,77.4,73.4,27.2,24.1,3.2,33.6,92.9,133.1,139.4,161.7,169.4,210.3,253.1,273.9,273.4,280.1,284.0,306.4,295.7,279.8,268.4,239.2,120.0
CC16,WEEKDAY,3.8,83.2,563.1,1112.2,1252.2,608.0,367.5,347.8,544.5,478.8,418.9,470.5,460.2,914.6,1394.5,710.3,323.8,274.3,180.6,62.1,28.2,19.4,338.3,1615.2,1204.2,688.0,322.1,226.7,270.6,404.2,384.8,376.1,391.9,575.7,1080.1,902.6,501.1,417.8,350.1,174.2
CC16,WEEKENDS/HOLIDAY,2.8,30.9,141.6,207.9,264.6,316.4,334.8,377.4,394.0,443.5,379.5,328.6,342.0,372.6,362.4,295.8,183.9,174.8,141.9,61.0,27.1,3.3,87.1,255.2,371.9,384.2,335.6,280.3,282.5,328.6,313.2,313.8,305.4,332.5,363.6,350.4,320.2,308.4,290.9,164.8
CC17,WEEKDAY,0.4,60.8,336.3,716.8,634.3,313.6,144.7,125.9,141.7,208.5,121.7,191.0,144.9,274.3,452.3,225.0,89.7,73.1,48.0,14.7,20.8,6.5,141.6,531.5,480.3,240.8,89.6,80.0,102.9,150.4,136.3,138.6,175.5,311.3,622.6,347.6,200.4,166.6,135.5,70.3
CC17,WEEKENDS/HOLIDAY,0.4,17.5,85.7,106.1,112.2,123.1,126.6,116.3,121.3,111.8,119.5,94.5,105.5,123.1,114.7,103.5,58.2,48.7,32.4,14.0,22.9,1.6,36.6,132.7,122.0,85.6,82.4,85.2,105.3,108.8,106.0,100.7,107.7,121.5,110.0,109.3,111.6,114.0,111.5,67.2
CC19,WEEKDAY,4.7,14.7,176.7,482.0,535.5,351.8,241.1,318.2,404.0,379.3,410.0,424.8,447.9,626.6,838.0999999999999,525.0,273.6,245.6,169.5,60.900000000000006,17.4,21.0,292.5,748.1999999999999,797.4,564.9,463.6,466.7,399.0,391.0,407.3,415.5,396.29999999999995,472.20000000000005,693.2,482.29999999999995,233.39999999999998,174.5,134.5,70.7
CC19,WEEKENDS/HOLIDAY,2.6999999999999997,5.7,36.6,75.5,149.3,227.29999999999998,331.09999999999997,446.5,491.90000000000003,559.0,538.1999999999999,582.0,563.5,557.4,554.0,537.7,288.70000000000005,177.20000000000002,117.80000000000001,55.7,18.1,6.6000000000000005,117.2,262.0,379.6,524.3,645.0,710.0999999999999,628.2,617.1999999999999,600.2,577.2,547.6,546.9,427.9,268.8,186.0,158.0,115.4,58.4
CC2,WEEKDAY,2.6,2.6,17.1,39.8,101.4,107.9,129.6,281.0,316.2,286.9,245.8,419.9,335.1,630.4,1037.1,568.8,306.3,297.9,289.0,100.3,4.1,4.1,95.3,487.2,1083.5,692.3,341.3,561.2,340.2,463.6,320.6,340.4,214.3,240.4,388.6,239.7,115.8,112.5,89.7,34.6
CC2,WEEKENDS/HOLIDAY,2.1,1.3,12.0,20.6,44.3,112.0,131.7,195.5,231.9,206.0,207.0,198.1,237.2,263.3,253.4,215.7,114.7,98.1,86.2,42.4,2.1,0.8,47.1,89.4,217.4,253.5,249.4,195.8,230.4,231.2,238.6,240.4,203.7,219.5,144.2,124.9,111.9,106.5,102.4,48.8
CC20,WEEKDAY,1.2,34.7,284.4,621.0,645.0,366.1,254.0,218.3,215.6,339.4,409.4,246.4,283.8,429.0,529.5,290.2,165.5,124.6,74.0,26.0,15.6,15.8,299.0,623.3,439.6,232.3,153.8,170.0,217.3,228.5,251.8,297.4,330.0,416.9,619.1,496.8,272.7,229.0,180.8,85.0
CC20,WEEKENDS/HOLIDAY,1.3,10.0,63.6,109.7,171.1,237.8,277.1,289.8,280.3,301.7,215.0,201.4,213.5,235.8,235.0,227.9,129.4,99.0,71.7,29.4,11.5,5.2,50.0,128.3,179.9,207.1,189.5,243.2,219.5,206.7,226.1,220.6,224.8,286.0,257.7,234.4,204.0,173.6,154.1,79.6
CC21,WEEKDAY,9.8,51.3,265.0,533.4,707.6,420.9,296.0,310.8,445.9,640.9,450.7,546.8,457.1,511.5,581.8,506.1,468.5,438.7,398.1,168.7,20.9,4.8,114.1,466.3,443.2,477.2,385.7,470.7,639.2,453.4,443.6,474.0,530.6,694.5,1180.0,905.7,486.9,366.5,285.2,138.4
CC21,WEEKENDS/HOLIDAY,8.9,16.2,81.1,112.8,184.1,250.2,299.5,336.0,397.8,393.7,418.8,413.9,394.6,429.8,407.7,355.0,338.3,314.9,304.1,150.7,17.6,0.4,54.6,126.3,231.2,343.6,387.1,421.6,421.5,468.0,435.9,399.8,404.1,432.6,495.3,467.3,370.4,315.0,261.5,134.6
CC23,WEEKDAY,5.5,12.8,50.2,171.8,205.3,159.2,192.5,525.9,816.3,710.5,487.1,706.7,973.8,2785.7,3653.8,1875.8,864.5,545.1,315.1,93.6,8.6,29.0,710.5,1830.8,3879.7,3414.9,1093.0,515.0,639.9,780.7,470.8,266.7,218.5,272.1,397.0,275.7,113.8,87.4,46.8,21.3
CC23,WEEKENDS/HOLIDAY,1.0,3.1,23.9,63.0,72.4,49.9,83.1,116.9,164.8,153.9,150.7,160.5,192.6,272.4,200.6,188.8,171.0,126.7,92.4,41.5,8.8,1.4,105.9,256.8,239.1,203.0,172.0,152.3,149.4,172.5,157.8,127.9,98.1,109.4,113.6,123.8,74.5,61.6,38.5,22.3
CC24,WEEKDAY,4.3,4.8,45.2,198.0,333.3,358.9,547.9,945.8,1353.0,1058.1,965.2,1253.9,1790.4,3644.5,4061.8,1919.0,1180.3,1004.1,467.5,125.1,12.5,32.6,804.2,2731.2,4728.2,3335.1,1452.5,1295.5,1058.4,1322.1,966.2,717.1,455.6,583.8,720.4,464.6,211.6,153.1,124.1,56.3
CC24,WEEKENDS/HOLIDAY,2.1,4.0,18.3,128.3,157.7,122.7,140.1,195.2,297.0,310.4,357.1,384.1,398.1,461.6,376.0,384.7,347.8,344.0,123.3,41.4,9.3,3.8,298.5,324.1,407.2,335.6,277.0,318.0,469.1,305.0,297.5,271.8,250.6,234.8,274.8,271.2,185.8,162.2,127.7,55.0
CC25,WEEKDAY,2.9,47.2,249.6,511.7,646.6,390.6,235.5,278.7,296.7,245.3,251.1,266.0,341.1,987.4,1158.5,621.8,299.6,180.6,130.3,53.0,14.3,10.4,411.1,901.3,1233.8,532.8,178.7,168.1,177.4,225.3,260.1,218.3,234.1,318.2,571.1,443.3,288.2,280.3,203.4,106.3
CC25,WEEKENDS/HOLIDAY,1.0,25.9,91.8,167.1,195.2,202.7,245.3,294.2,352.6,309.2,271.9,305.2,300.8,334.8,309.1,345.0,191.3,98.2,86.7,35.2,13.5,2.9,225.1,308.0,190.1,165.5,164.9,193.0,215.4,248.6,287.7,266.0,233.7,238.9,288.1,248.7,227.7,264.6,197.9,100.8
CC26,WEEKDAY,2.4,21.4,89.7,270.4,295.7,172.7,118.3,144.8,204.5,187.1,137.3,193.2,257.8,909.9,1163.3,730.1,287.0,145.9,114.5,55.2,11.9,23.0,608.3,1027.4,1081.5,566.8,182.6,130.2,164.1,179.5,156.8,134.4,141.9,198.9,378.5,262.6,152.2,156.0,99.4,44.6
CC26,WEEKENDS/HOLIDAY,1.7,13.0,39.4,177.7,157.7,124.7,104.8,116.2,119.2,116.5,99.8,148.9,138.2,199.4,153.6,319.9,142.8,66.7,67.7,46.7,14.9,4.5,242.8,296.9,124.3,114.1,89.8,92.6,106.2,132.0,129.7,122.0,113.1,147.5,255.4,197.9,145.8,153.2,94.0,49.8
CC27,WEEKDAY,0.5,4.8,28.9,47.8,72.2,59.1,72.2,165.3,326.3,217.3,168.3,225.6,371.8,1368.9,2424.2,1120.0,424.7,224.5,117.7,35.0,1.4,3.2,184.8,846.4,2853.4,1762.0,384.2,180.0,180.7,307.7,216.0,114.3,101.7,132.5,165.7,105.4,45.3,29.9,21.0,13.0
CC27,WEEKENDS/HOLIDAY,0.4,4.2,17.9,20.2,30.8,31.5,44.5,60.7,92.2,79.5,70.0,84.4,107.1,128.1,94.7,98.0,72.3,71.9,47.9,16.3,1.5,0.4,23.8,100.6,147.8,133.8,96.4,79.2,90.6,85.5,87.6,77.2,76.4,78.2,70.4,65.3,35.4,25.1,22.9,8.6
CC28,WEEKDAY,0.7,69.3,336.2,475.0,555.0,300.0,164.5,167.7,165.8,148.8,125.6,122.6,146.9,253.1,354.7,191.4,104.1,72.5,52.6,20.7,8.7,2.6,61.5,177.7,421.9,439.1,147.8,99.4,119.2,136.8,145.5,154.8,190.7,286.8,497.4,379.5,262.3,225.0,195.5,108.6
CC28,WEEKENDS/HOLIDAY,0.0,16.6,85.7,104.1,126.1,173.1,171.9,195.2,186.7,177.7,176.0,182.5,177.5,192.7,193.3,150.8,100.0,70.2,55.4,19.8,6.3,0.8,26.3,56.5,92.8,90.1,101.0,113.6,146.2,159.2,170.2,171.2,184.1,183.3,191.4,198.2,202.0,201.6,190.2,103.8
CC3,WEEKDAY,15.3,5.0,13.8,28.9,86.6,81.7,110.7,175.8,259.3,326.0,319.7,371.9,458.7,699.1,1059.1,742.6,561.9,683.0,627.1,230.0,2.9,2.6,172.3,379.5,1034.6,883.3,497.3,411.3,425.4,347.1,308.5,311.1,287.0,334.2,568.9,397.2,194.2,131.8,81.1,37.9
CC3,WEEKENDS/HOLIDAY,3.2,1.4,22.4,22.9,51.6,69.2,122.3,188.9,286.3,332.0,409.6,502.1,552.4,638.5,608.8,617.9,571.7,724.3,725.1,227.8,1.8,0.5,97.2,174.1,278.5,510.0,512.6,481.3,527.5,527.4,589.3,562.1,598.7,563.2,542.6,454.9,282.7,157.1,103.8,56.7
CC4-DT15,WEEKDAY,59.7,17.8,43.2,107.7,268.3,235.0,258.5,511.7,828.4,1015.0,748.6,782.6,943.7,1929.4,3737.9,1963.8,1325.8,1529.6,1190.0,406.8,10.3,6.9,458.4,1018.1,3811.9,2854.9,1116.1,1010.0,1232.8,1043.1,835.8,705.0,684.2,899.3,1500.4,910.0,401.1,223.2,133.5,79.4
CC4-DT15,WEEKENDS/HOLIDAY,12.5,4.1,64.6,45.9,66.7,104.3,193.0,274.7,338.4,453.9,622.4,749.0,822.2,851.1,934.2,955.4,958.8,1428.7,1154.2,383.1,9.9,0.8,174.5,287.1,393.3,663.2,854.5,874.4,920.8,1004.0,1053.7,1003.8,1034.7,1089.5,987.9,774.4,535.8,242.7,131.5,92.7
CC5,WEEKDAY,2.4,25.4,75.6,119.8,208.8,173.8,136.1,170.9,268.2,230.2,185.9,170.7,188.9,548.7,843.8,421.5,259.7,246.2,214.5,84.2,6.5,1.9,74.3,247.9,919.4,564.3,223.0,168.1,222.3,271.4,198.3,169.6,172.2,216.9,386.0,309.9,230.5,216.0,164.6,105.1
CC5,WEEKENDS/HOLIDAY,2.6,18.8,58.3,49.5,76.8,105.2,133.0,168.5,189.2,189.2,220.1,223.7,280.8,304.1,291.4,311.2,251.6,230.1,272.9,93.7,4.2,0.3,43.9,99.2,125.7,133.7,157.7,204.8,231.4,290.7,318.4,271.3,271.3,287.7,300.6,234.8,205.4,197.9,175.3,120.1
CC6,WEEKDAY,6.4,5.0,75.8,208.5,446.9,280.4,214.9,283.6,398.1,471.3,327.3,341.0,393.4,536.4,745.1,523.5,574.0,657.6,635.5,451.6,5.6,1.6,147.7,334.8,533.8,488.0,339.7,349.3,505.4,432.0,468.7,490.8,475.9,603.0,1253.1,950.3,308.6,158.2,106.6,40.9
CC6,WEEKENDS/HOLIDAY,6.1,1.7,36.5,49.3,132.8,200.7,326.1,368.3,438.8,426.2,455.1,454.0,524.9,615.9,681.3,597.6,481.5,537.1,691.4,852.1,3.3,0.4,154.4,364.7,354.6,398.3,428.1,429.9,471.1,548.4,593.4,612.4,639.1,690.3,859.8,839.1,296.0,178.9,111.8,48.1
CC7,WEEKDAY,4.0,57.8,402.1,587.5,772.8,381.4,253.2,293.4,422.8,309.5,343.8,305.0,425.2,632.6,769.5,454.1,230.6,199.5,219.0,85.6,33.5,8.6,162.3,739.3,726.4,377.4,215.1,187.8,274.8,366.8,366.3,345.5,361.3,488.0,864.5,695.0,408.4,359.9,307.8,168.2
CC7,WEEKENDS/HOLIDAY,3.3,21.1,112.2,154.5,200.1,259.4,293.2,304.8,331.1,300.6,277.2,260.8,281.7,319.0,319.7,280.4,194.8,161.2,139.7,93.9,35.0,2.0,71.7,160.0,208.8,198.8,200.4,224.4,278.3,297.3,327.1,335.1,343.0,379.7,389.3,363.8,325.1,356.8,285.1,197.6
