DAY_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
WEEKDAY,BP10,4370,4453
WEEKDAY,BP11,4759,4091
WEEKDAY,BP12,3731,3408
WEEKDAY,BP13,2262,1997
WEEKDAY,BP14,110,81
WEEKDAY,BP2,4116,3444
WEEKDAY,BP3,5120,4408
WEEKDAY,BP4,4693,4502
WEEKDAY,BP5,2766,2111
WEEKDAY,BP6,14654,17453
WEEKDAY,BP7,1954,1751
WEEKDAY,BP8,3374,3175
WEEKDAY,BP9,3071,3059
WEEKDAY,CC1-NE6-NS24,40118,38749
WEEKDAY,CC10,17952,16757
WEEKDAY,CC11,20473,20745
WEEKDAY,CC12,6162,5081
WEEKDAY,CC14,8592,7997
WEEKDAY,CC16,11470,10715
WEEKDAY,CC17,4348,4194
WEEKDAY,CC19,7329,7914
WEEKDAY,CC2,6954,7730
WEEKDAY,CC20,5803,5759
WEEKDAY,CC21,9130,9997
WEEKDAY,CC23,19511,19088
WEEKDAY,CC24,25180,24642
WEEKDAY,CC25,8069,7356
WEEKDAY,CC26,5714,5944
WEEKDAY,CC27,8833,8863
WEEKDAY,CC28,4290,4669
WEEKDAY,CC3,8680,8254
WEEKDAY,CC4-DT15,20949,21967
WEEKDAY,CC5,5137,5477
WEEKDAY,CC6,9582,9839
WEEKDAY,CC7,7212,7632
WEEKDAY,CC8,8251,7626
WEEKDAY,CE1,26092,25974
WEEKDAY,CG1,20044,20739
WEEKDAY,CG2,19201,18369
WEEKDAY,DT1,33478,31589
WEEKDAY,DT10,5103,4157
WEEKDAY,DT11,32968,34180
WEEKDAY,DT13,10276,10717
WEEKDAY,DT17,28692,29933
WEEKDAY,DT18,20500,22032
WEEKDAY,DT2,2847,2301
WEEKDAY,DT20,7508,8300
WEEKDAY,DT21,8047,8147
WEEKDAY,DT22,6730,7188
WEEKDAY,DT23,4752,4775
WEEKDAY,DT24,5342,4983
WEEKDAY,DT25,3949,4070
WEEKDAY,DT27,7946,7748
WEEKDAY,DT28,11208,10481
WEEKDAY,DT29,7387,6656
WEEKDAY,DT3,8309,7024
WEEKDAY,DT30,7876,7490
WEEKDAY,DT31,8496,8881
WEEKDAY,DT32,22125,24036
WEEKDAY,DT33,19533,17920
WEEKDAY,DT34,5149,4696
WEEKDAY,DT5,14283,13814
WEEKDAY,DT6,8889,6950
WEEKDAY,DT7,4096,5611
WEEKDAY,DT8,4639,4596
WEEKDAY,EW1,35011,32846
WEEKDAY,EW10,12201,12339
WEEKDAY,EW11,22350,22621
WEEKDAY,EW12,58947,61769
WEEKDAY,EW13-NS25,46425,48279
WEEKDAY,EW14-NS26,71044,70090
WEEKDAY,EW15,51819,55026
WEEKDAY,EW16,33857,33419
WEEKDAY,EW17,30180,31092
WEEKDAY,EW18,19497,19864
WEEKDAY,EW19,16208,14851
WEEKDAY,EW2,35497,35951
WEEKDAY,EW20,17099,16458
WEEKDAY,EW21,30428,29583
WEEKDAY,EW22,19127,19304
WEEKDAY,EW23,48177,49316
WEEKDAY,EW24-NS1,83904,89802
WEEKDAY,EW25,9967,8492
WEEKDAY,EW26,34889,29501
WEEKDAY,EW27,51362,59150
WEEKDAY,EW28,33697,24193
WEEKDAY,EW29,18887,18806
WEEKDAY,EW3,19539,19404
WEEKDAY,EW30,3093,2613
WEEKDAY,EW31,3657,3030
WEEKDAY,EW32,3173,3370
WEEKDAY,EW33,2782,2849
WEEKDAY,EW4,19073,16965
WEEKDAY,EW5,37104,36694
WEEKDAY,EW6,12469,14357
WEEKDAY,EW7,15922,18401
WEEKDAY,EW8,39261,39886
WEEKDAY,EW9,24098,23546
WEEKDAY,NE1,48700,49023
WEEKDAY,NE10,14193,14404
WEEKDAY,NE11,5843,5423
WEEKDAY,NE12,61697,63698
WEEKDAY,NE13,20482,20154
WEEKDAY,NE14,32858,31304
WEEKDAY,NE15,17765,16208
WEEKDAY,NE16-STC,44805,45911
WEEKDAY,NE17-PTC,38923,37666
WEEKDAY,NE4,55696,55816
WEEKDAY,NE5,16748,19180
WEEKDAY,NE7,28488,30601
WEEKDAY,NE8,27067,29282
WEEKDAY,NE9,24925,22070
WEEKDAY,NS10,48938,43139
WEEKDAY,NS11,45206,43661
WEEKDAY,NS13,59742,63251
WEEKDAY,NS14,33846,29359
WEEKDAY,NS15,34676,31968
WEEKDAY,NS16,53081,57320
WEEKDAY,NS17,51683,49459
WEEKDAY,NS18,16737,15277
WEEKDAY,NS19,42091,44040
WEEKDAY,NS2,28497,28871
WEEKDAY,NS20,43428,42914
WEEKDAY,NS21,35222,37022
WEEKDAY,NS22,63737,69666
WEEKDAY,NS23,38946,42877
WEEKDAY,NS27,7479,7091
WEEKDAY,NS28,1929,1971
WEEKDAY,NS3,18623,17699
WEEKDAY,NS4,42391,44189
WEEKDAY,NS5,33488,31118
WEEKDAY,NS7,21044,19414
