daytype,origin,dest,count
WEEKENDS/HOLIDAY,PE5,PE4,2691.900000000001
WEEKENDS/HOLIDAY,PE5,PE6,5535.499999999996
WEEKENDS/HOLIDAY,PE6,PE5,5263.200000000001
WEEKENDS/HOLIDAY,PE6,PE7,8079.800000000005
WEEKENDS/HOLIDAY,PE7,NE17,10114.000000000007
WEEKENDS/HOLIDAY,PE7,PE6,7475.499999999997
WEEKENDS/HOLIDAY,PW1,NE17,2009.6999999999987
WEEKENDS/HOLIDAY,PW1,PW3,958.2999999999996
WEEKENDS/HOLIDAY,PW3,PW1,1059.7
WEEKENDS/HOLIDAY,PW3,PW4,451.30000000000024
WEEKENDS/HOLIDAY,PW4,PW3,530.9999999999999
WEEKENDS/HOLIDAY,PW4,PW5,101.3
WEEKENDS/HOLIDAY,PW5,PW4,134.4
WEEKENDS/HOLIDAY,PW5,PW6,2896.800000000001
WEEKENDS/HOLIDAY,PW6,PW5,2989.1000000000004
WEEKENDS/HOLIDAY,PW6,PW7,3709.2999999999997
WEEKENDS/HOLIDAY,PW7,NE17,4446.499999999999
WEEKENDS/HOLIDAY,PW7,PW6,3672.799999999999
WEEKENDS/HOLIDAY,SE1,NE16,8642.199999999997
WEEKENDS/HOLIDAY,SE1,SE2,5743.700000000003
WEEKENDS/HOLIDAY,SE2,SE1,6373.000000000005
WEEKENDS/HOLIDAY,SE2,SE3,2786.5999999999995
WEEKENDS/HOLIDAY,SE3,SE2,3095.4
WEEKENDS/HOLIDAY,SE3,SE4,863.4000000000001
WEEKENDS/HOLIDAY,SE4,SE3,975.0999999999998
WEEKENDS/HOLIDAY,SE4,SE5,2450.0000000000005
WEEKENDS/HOLIDAY,SE5,NE16,3901.5
WEEKENDS/HOLIDAY,SE5,SE4,2360.7000000000003
WEEKENDS/HOLIDAY,SW1,NE16,5673.700000000001
WEEKENDS/HOLIDAY,SW1,SW2,4691.7
WEEKENDS/HOLIDAY,SW2,SW1,5117.900000000001
WEEKENDS/HOLIDAY,SW2,SW3,2973.2
WEEKENDS/HOLIDAY,SW3,SW2,3080.3999999999983
WEEKENDS/HOLIDAY,SW3,SW4,2029.8000000000002
WEEKENDS/HOLIDAY,SW4,SW3,2074.6000000000004
WEEKENDS/HOLIDAY,SW4,SW5,1439.7
WEEKENDS/HOLIDAY,SW5,SW4,1469.2
WEEKENDS/HOLIDAY,SW5,SW6,5591.099999999999
WEEKENDS/HOLIDAY,SW6,SW5,5170.700000000001
WEEKENDS/HOLIDAY,SW6,SW7,7404.200000000002
WEEKENDS/HOLIDAY,SW7,SW6,6791.800000000004
WEEKENDS/HOLIDAY,SW7,SW8,8615.700000000003
WEEKENDS/HOLIDAY,SW8,NE16,9247.200000000006
WEEKENDS/HOLIDAY,SW8,SW7,7751.900000000011
