PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
BP10,4210,4262
BP11,4459,3817
BP12,3836,3426
BP13,2160,1882
BP2,3996,3177
BP3,4877,4114
BP4,4335,4163
BP5,2573,1932
BP6,13121,16130
BP7,1882,1681
BP8,3112,2932
BP9,3409,3326
CC1-NE6-NS24,36241,34465
CC10,15255,14195
CC11,15278,15340
CC12,6029,5143
CC14,7574,7248
CC16,10133,9679
CC17,3738,3681
CC19,7958,8498
CC2,5597,6208
CC20,5590,5540
CC21,8721,9436
CC23,13379,13141
CC24,18573,18323
CC25,7003,6395
CC26,4527,4785
CC27,6430,6451
CC28,3865,4035
CC3,8565,8332
CC4-DT15,19183,20671
CC5,4933,5063
CC6,9092,9088
CC7,7253,7688
CC8,8190,7489
CE1,34801,34409
CG1,14726,15188
CG2,20241,18305
DT1,30287,29163
DT10,5208,4118
DT11,30293,31360
DT13,9694,10185
DT17,20816,21465
DT18,15274,16391
DT2,2672,2083
DT20,6915,7615
DT21,7358,7410
DT22,7463,7922
DT23,3753,3793
DT24,4724,4505
DT25,3538,3537
DT27,6915,6763
DT28,9879,9233
DT29,6557,6017
DT3,7763,6654
DT30,7285,7053
DT31,7204,7608
DT32,19975,21383
DT33,17192,16049
DT34,4538,4227
DT5,13174,13070
DT6,7273,5966
DT7,3914,4697
DT8,5020,4774
EW1,31473,30035
EW10,11881,12120
EW11,19667,19982
EW12,58169,60611
EW13-NS25,44342,45359
EW14-NS26,50982,50519
EW15,38592,40892
EW16,27116,26789
EW17,26714,27702
EW18,17042,17254
EW19,14000,13212
EW2,32666,33043
EW20,14882,14304
EW21,25468,23800
EW22,11285,11410
EW23,42690,43199
EW24-NS1,74412,78975
EW25,9737,8699
EW26,30667,26409
EW27,46686,53114
EW28,29741,22440
EW29,14934,15227
EW3,17645,17835
EW30,2604,2180
EW31,3246,2680
EW32,2895,3021
EW33,3074,3239
EW4,17152,15620
EW5,33550,33212
EW6,11389,13009
EW7,14253,16288
EW8,36181,36909
EW9,22482,22011
NE1,52152,51887
NE10,14047,13979
NE11,5311,4932
NE12,57487,59774
NE13,20467,20377
NE14,30556,29074
NE15,16209,15116
NE16-STC,41585,42527
NE17-PTC,37234,35931
NE4,58782,58774
NE5,15266,17569
NE7,29281,31389
NE8,29958,32356
NE9,22362,19881
NS10,43085,38580
NS11,41503,40436
NS13,54388,57075
NS14,30997,27078
NS15,25380,23673
NS16,47980,51406
NS17,46657,44757
NS18,14743,13466
NS19,37670,39127
NS2,25450,26049
NS20,36898,36720
NS21,31565,33772
NS22,61484,65910
NS23,34015,36491
NS27,5832,6366
NS28,2371,2444
NS3,17497,16608
NS4,37714,39879
NS5,30134,28551
NS7,20670,18725
NS8,22254,17416
NS9,44674,52120
PE1,3522,3435
PE2,5310,4955
PE3,5560,5520
PE4,1495,1450
PE5,5143,4787
PE6,5858,5605
PE7,3782,3564
PW1,627,651
PW3,548,579
PW4,486,478
PW5,2702,2931
PW6,1043,851
PW7,1900,2071
SE1,4288,4268
SE2,5531,5127
SE3,3134,2926
SE4,3635,3416
SE5,2731,2719
SW1,1705,1772
SW2,3676,3373
SW3,2135,2032
SW4,765,712
SW5,7332,6771
SW6,3441,3251
SW7,2984,2670
SW8,2000,1952
