DAY_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
WEEKDAY,BP10,4527,4589
WEEKDAY,BP11,4897,4190
WEEKDAY,BP12,4440,3906
WEEKDAY,BP13,2298,1986
WEEKDAY,BP2,4520,3513
WEEKDAY,BP3,5402,4518
WEEKDAY,BP4,5790,5600
WEEKDAY,BP5,2856,2135
WEEKDAY,BP6,14435,17994
WEEKDAY,BP7,2071,1840
WEEKDAY,BP8,3436,3216
WEEKDAY,BP9,3707,3622
WEEKDAY,CC1-NE6-NS24,37925,36045
WEEKDAY,CC10,17688,16567
WEEKDAY,CC11,19198,19422
WEEKDAY,CC12,7296,6112
WEEKDAY,CC14,9173,8749
WEEKDAY,CC16,12272,11611
WEEKDAY,CC17,4656,4546
WEEKDAY,CC19,8103,8633
WEEKDAY,CC2,6498,7248
WEEKDAY,CC20,6390,6327
WEEKDAY,CC21,9687,10579
WEEKDAY,CC23,19162,18778
WEEKDAY,CC24,25346,24924
WEEKDAY,CC25,8238,7509
WEEKDAY,CC26,5669,5941
WEEKDAY,CC27,9156,9118
WEEKDAY,CC28,4307,4674
WEEKDAY,CC3,8463,8130
WEEKDAY,CC4-DT15,21967,23222
WEEKDAY,CC5,5330,5521
WEEKDAY,CC6,9049,9316
WEEKDAY,CC7,8282,8642
WEEKDAY,CC8,9506,8459
WEEKDAY,CE1,29419,29292
WEEKDAY,CG1,17393,17904
WEEKDAY,CG2,19930,18160
WEEKDAY,DT1,33503,32202
WEEKDAY,DT10,6305,4939
WEEKDAY,DT11,32943,34911
WEEKDAY,DT13,10549,11029
WEEKDAY,DT17,29756,30854
WEEKDAY,DT18,21567,23057
WEEKDAY,DT2,3281,2547
WEEKDAY,DT20,7904,8672
WEEKDAY,DT21,8317,8381
WEEKDAY,DT22,7050,7453
WEEKDAY,DT23,4733,4768
WEEKDAY,DT24,5408,5098
WEEKDAY,DT25,4081,4109
WEEKDAY,DT27,8029,7920
WEEKDAY,DT28,11113,10383
WEEKDAY,DT29,7471,6822
WEEKDAY,DT3,8785,7496
WEEKDAY,DT30,8234,7990
WEEKDAY,DT31,8330,8805
WEEKDAY,DT32,22263,24175
WEEKDAY,DT33,19881,18482
WEEKDAY,DT34,5314,4885
WEEKDAY,DT5,14196,14107
WEEKDAY,DT6,8900,7120
WEEKDAY,DT7,4458,5537
WEEKDAY,DT8,6329,5906
WEEKDAY,EW1,35238,33312
WEEKDAY,EW10,11776,12062
WEEKDAY,EW11,21782,22041
WEEKDAY,EW12,59135,61451
WEEKDAY,EW13-NS25,45636,47113
WEEKDAY,EW14-NS26,69951,69035
WEEKDAY,EW15,52017,55059
WEEKDAY,EW16,33472,33014
WEEKDAY,EW17,30069,31042
WEEKDAY,EW18,19888,20047
WEEKDAY,EW19,16045,14832
WEEKDAY,EW2,34846,35616
WEEKDAY,EW20,17022,16308
WEEKDAY,EW21,31592,29405
WEEKDAY,EW22,14986,14925
WEEKDAY,EW23,47810,48775
WEEKDAY,EW24-NS1,80090,85472
WEEKDAY,EW25,10061,8617
WEEKDAY,EW26,34500,29720
WEEKDAY,EW27,50200,58213
WEEKDAY,EW28,33932,25043
WEEKDAY,EW29,17698,17757
WEEKDAY,EW3,19706,19976
WEEKDAY,EW30,3072,2602
WEEKDAY,EW31,3753,3137
WEEKDAY,EW32,3251,3249
WEEKDAY,EW33,3193,3235
WEEKDAY,EW4,19572,17611
WEEKDAY,EW5,36439,36100
WEEKDAY,EW6,12473,14643
WEEKDAY,EW7,15400,17905
WEEKDAY,EW8,37854,38452
WEEKDAY,EW9,23238,22755
WEEKDAY,NE1,50990,50917
WEEKDAY,NE10,15854,15909
WEEKDAY,NE11,6243,5775
WEEKDAY,NE12,62546,65250
WEEKDAY,NE13,21598,21738
