,,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME
month,,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107
WEEKDAY,EW23,49229.0,49676.0,48247.0,49503.0,48177.0,44402.0,50513.0,47810.0,48332.0,48888.0,48135.0,44122.0,47885.0,47954.0,46416.0,47383.0,45724.0,41737.0,44920.0,41618.0,37240.0,14060.0,11015.0,19598.0,26450.0,27888.0,29868.0,31199.0,31502.0,32202.0,35204.0,34219.0,33442.0,34636.0,26431.0,22860.0,27766.0,50393.0,50391.0,49115.0,49841.0,49316.0,44934.0,51942.0,48775.0,49641.0,50175.0,49232.0,45158.0,49096.0,48808.0,47211.0,48464.0,47033.0,42224.0,46683.0,42932.0,38172.0,14385.0,11367.0,20099.0,0.0,28415.0,30522.0,32075.0,32593.0,33567.0,36914.0,35796.0,35056.0,36529.0,28191.0,24362.0,29430.0
WEEKDAY,EW24,81273.0,83376.0,81602.0,82337.0,83904.0,85221.0,83297.0,80090.0,82591.0,80614.0,80757.0,80359.0,80162.0,79508.0,79206.0,78541.0,79743.0,80632.0,75820.0,69519.0,63803.0,24579.0,19402.0,32436.0,46281.0,46481.0,50832.0,52558.0,54690.0,59062.0,54711.0,54252.0,53777.0,54014.0,39719.0,35142.0,41677.0,86711.0,89335.0,87194.0,87569.0,89802.0,90869.0,89168.0,85472.0,87835.0,85565.0,85963.0,85549.0,84974.0,84168.0,84381.0,83492.0,84983.0,85696.0,81393.0,73865.0,67084.0,25850.0,20166.0,33715.0,0.0,48662.0,53264.0,55660.0,57640.0,60737.0,55508.0,55028.0,54443.0,54709.0,40094.0,35412.0,42331.0
WEEKDAY,EW25,9809.0,10232.0,9915.0,10135.0,9967.0,9502.0,10313.0,10061.0,10270.0,10311.0,10210.0,9391.0,9565.0,9769.0,9666.0,9594.0,9521.0,8824.0,8998.0,8650.0,7773.0,3070.0,2313.0,4075.0,5347.0,5727.0,6285.0,6478.0,6642.0,7005.0,7463.0,7401.0,7359.0,7555.0,5911.0,5204.0,5890.0,8582.0,8800.0,8760.0,8807.0,8492.0,8038.0,8879.0,8617.0,8819.0,8759.0,8697.0,8012.0,8251.0,8350.0,8314.0,8105.0,8028.0,7424.0,7649.0,7285.0,6643.0,2585.0,1996.0,3570.0,0.0,5025.0,5498.0,5652.0,5806.0,6478.0,7024.0,7119.0,6914.0,7129.0,5546.0,4970.0,5638.0
WEEKDAY,EW26,36010.0,36097.0,35007.0,35345.0,34889.0,33198.0,36211.0,34500.0,35322.0,35765.0,35881.0,33635.0,35589.0,35527.0,34888.0,34982.0,34110.0,32401.0,33302.0,31473.0,29160.0,13192.0,10584.0,17308.0,22160.0,22801.0,24624.0,25509.0,25670.0,26994.0,28013.0,27557.0,27180.0,27677.0,22091.0,19896.0,23066.0,31217.0,30905.0,30251.0,30347.0,29501.0,27571.0,31041.0,29720.0,30605.0,30953.0,31098.0,28759.0,30933.0,30873.0,30367.0,30264.0,29170.0,27238.0,28807.0,27484.0,25512.0,11643.0,9388.0,15418.0,0.0,20319.0,21712.0,22360.0,22440.0,23898.0,25137.0,24759.0,24408.0,24810.0,19864.0,17807.0,20689.0
WEEKDAY,EW27,50590.0,52349.0,51066.0,51189.0,51362.0,49875.0,51981.0,50200.0,51292.0,51061.0,50350.0,47858.0,49415.0,50887.0,50625.0,49868.0,49394.0,47496.0,47711.0,44476.0,41011.0,17643.0,13693.0,22245.0,29169.0,31141.0,34071.0,34870.0,35540.0,36461.0,37615.0,37026.0,36601.0,36973.0,29622.0,26822.0,30218.0,59312.0,60291.0,59214.0,59777.0,59150.0,56542.0,60614.0,58213.0,59229.0,59301.0,58621.0,55127.0,57793.0,58391.0,57916.0,57433.0,56423.0,53443.0,55040.0,51189.0,46925.0,20037.0,15620.0,25625.0,0.0,35288.0,38711.0,39511.0,40375.0,41582.0,43147.0,42403.0,41968.0,42490.0,34180.0,30835.0,34947.0
WEEKDAY,EW28,33493.0,35410.0,35076.0,34632.0,33697.0,30831.0,34754.0,33932.0,34096.0,33520.0,32169.0,30150.0,32222.0,33540.0,33146.0,32794.0,31522.0,28475.0,30359.0,29711.0,27138.0,10853.0,8125.0,13816.0,17951.0,20335.0,22317.0,23336.0,23020.0,22361.0,24881.0,24813.0,24106.0,24170.0,18663.0,16666.0,19048.0,24675.0,25815.0,25609.0,25235.0,24193.0,22091.0,25552.0,25043.0,25370.0,25095.0,23774.0,22402.0,24182.0,25322.0,24984.0,24397.0,23421.0,20988.0,22745.0,22412.0,20770.0,8562.0,6445.0,10750.0,0.0,15796.0,17237.0,17821.0,17442.0,16743.0,18920.0,19066.0,18533.0,18425.0,14319.0,12897.0,14693.0
WEEKDAY,EW29,19630.0,18998.0,18689.0,19001.0,18887.0,18186.0,18860.0,17698.0,19230.0,18939.0,18807.0,18213.0,18518.0,18441.0,18354.0,18225.0,18354.0,17837.0,16956.0,17042.0,16370.0,8451.0,6697.0,9199.0,10998.0,11073.0,12246.0,12702.0,12922.0,13251.0,13682.0,12997.0,13782.0,14014.0,12251.0,11948.0,12275.0,19364.0,18807.0,18587.0,18997.0,18806.0,17961.0,18937.0,17757.0,19050.0,18624.0,18688.0,18400.0,18795.0,18583.0,18666.0,18525.0,18568.0,17918.0,17237.0,17312.0,16893.0,9001.0,7279.0,9839.0,0.0,11648.0,12881.0,13315.0,13429.0,13507.0,14115.0,13396.0,14307.0,14325.0,12689.0,12346.0,12617.0
WEEKDAY,EW3,20618.0,20585.0,20173.0,20059.0,19539.0,18957.0,20258.0,19706.0,20146.0,19655.0,19355.0,18227.0,18920.0,18888.0,18360.0,18307.0,17633.0,16972.0,17578.0,15892.0,14593.0,5760.0,4570.0,8068.0,11109.0,11332.0,12225.0,12698.0,12683.0,13344.0,13668.0,13453.0,13411.0,13420.0,10078.0,9125.0,10660.0,20793.0,20648.0,20358.0,20182.0,19404.0,18556.0,20421.0,19976.0,20330.0,19952.0,19600.0,18137.0,19294.0,19301.0,18692.0,18679.0,17816.0,16673.0,17899.0,16136.0,14656.0,5689.0,4463.0,8071.0,0.0,11353.0,12175.0,12628.0,12515.0,13053.0,13629.0,13427.0,13324.0,13503.0,9925.0,8893.0,10652.0
WEEKDAY,EW30,2845.0,2958.0,2979.0,3056.0,3093.0,3111.0,3345.0,3072.0,3463.0,3523.0,3504.0,3418.0,3572.0,3556.0,3588.0,3649.0,3742.0,3645.0,3444.0,3685.0,3571.0,2140.0,1784.0,2313.0,2586.0,2633.0,2941.0,3004.0,3079.0,3104.0,3294.0,3097.0,3433.0,3475.0,3162.0,3108.0,3182.0,2395.0,2478.0,2508.0,2587.0,2613.0,2622.0,2799.0,2602.0,2952.0,3060.0,3011.0,2911.0,2960.0,3011.0,3025.0,3132.0,3243.0,3160.0,3036.0,3231.0,3154.0,1952.0,1610.0,2104.0,0.0,2311.0,2595.0,2674.0,2763.0,2755.0,2957.0,2802.0,3045.0,3062.0,2730.0,2658.0,2715.0
WEEKDAY,EW31,3117.0,3301.0,3472.0,3583.0,3657.0,3726.0,4031.0,3753.0,4082.0,4091.0,4106.0,4061.0,4252.0,4179.0,4189.0,4260.0,4282.0,4290.0,4148.0,4044.0,4012.0,2121.0,1588.0,2252.0,2656.0,2794.0,3152.0,3315.0,3339.0,3355.0,3510.0,3406.0,3554.0,3608.0,3348.0,3262.0,3291.0,2628.0,2728.0,2849.0,2953.0,3030.0,3055.0,3352.0,3137.0,3456.0,3453.0,3417.0,3419.0,3521.0,3458.0,3466.0,3530.0,3476.0,3420.0,3291.0,3313.0,3325.0,1819.0,1339.0,1946.0,0.0,2404.0,2657.0,2809.0,2881.0,2890.0,3057.0,2921.0,3107.0,3119.0,2867.0,2831.0,2912.0
WEEKDAY,EW32,3006.0,3018.0,3039.0,3121.0,3173.0,3223.0,3544.0,3251.0,3555.0,3573.0,3726.0,3737.0,3856.0,3832.0,4012.0,3988.0,3958.0,4134.0,3845.0,3831.0,3714.0,2076.0,1739.0,2208.0,2548.0,2617.0,2867.0,3014.0,3125.0,3132.0,3285.0,3174.0,3411.0,3510.0,3238.0,3227.0,3294.0,2977.0,3105.0,3151.0,3280.0,3370.0,3329.0,3509.0,3249.0,3479.0,3517.0,3604.0,3669.0,3709.0,3724.0,3891.0,3877.0,3861.0,3909.0,3807.0,3771.0,3721.0,2005.0,1585.0,2054.0,0.0,2439.0,2685.0,2837.0,2899.0,2905.0,3082.0,2950.0,3166.0,3282.0,2954.0,2944.0,3048.0
WEEKDAY,EW33,2362.0,2587.0,2580.0,2688.0,2782.0,3041.0,3280.0,3193.0,3238.0,3332.0,3351.0,3344.0,3429.0,3425.0,3398.0,3376.0,3396.0,3540.0,3376.0,3206.0,2886.0,1431.0,1100.0,1377.0,1549.0,1587.0,1852.0,1931.0,1984.0,2084.0,2139.0,2118.0,2230.0,2226.0,1992.0,1971.0,2035.0,2577.0,2667.0,2633.0,2740.0,2849.0,3026.0,3284.0,3235.0,3412.0,3461.0,3563.0,3589.0,3671.0,3567.0,3559.0,3540.0,3608.0,3694.0,3547.0,3309.0,3000.0,1323.0,945.0,1223.0,0.0,1497.0,1726.0,1842.0,1872.0,1964.0,2023.0,2063.0,2172.0,2177.0,1939.0,1989.0,2043.0
WEEKDAY,EW4,20499.0,20579.0,19670.0,20018.0,19073.0,17374.0,20360.0,19572.0,19251.0,19629.0,19395.0,17271.0,18672.0,18627.0,17599.0,17811.0,16770.0,15153.0,16893.0,15724.0,13868.0,4515.0,3219.0,6638.0,8922.0,9699.0,10150.0,10474.0,10329.0,10323.0,11543.0,11601.0,11365.0,11816.0,8860.0,7511.0,9576.0,17959.0,17992.0,17178.0,17588.0,16965.0,15238.0,18180.0,17611.0,17095.0,17509.0,17382.0,15356.0,16615.0,16580.0,15606.0,15870.0,15028.0,13617.0,15210.0,14119.0,12367.0,3979.0,2830.0,5806.0,0.0,8578.0,8965.0,9328.0,9263.0,9226.0,10266.0,10435.0,10280.0,10673.0,7885.0,6664.0,8507.0
WEEKDAY,EW5,37764.0,37893.0,37284.0,37375.0,37104.0,36119.0,37598.0,36439.0,37504.0,37072.0,36405.0,35363.0,36207.0,35900.0,35246.0,34964.0,34489.0,33563.0,33246.0,30486.0,28136.0,10744.0,8615.0,14998.0,20650.0,20941.0,22693.0,23633.0,23871.0,25334.0,25056.0,24735.0,24678.0,24755.0,18896.0,17499.0,20061.0,37333.0,37389.0,36778.0,36875.0,36694.0,35364.0,37313.0,36100.0,36869.0,36312.0,35679.0,34719.0,35687.0,35359.0,34785.0,34359.0,34032.0,33127.0,33220.0,30135.0,27954.0,10605.0,8594.0,14983.0,0.0,20628.0,22351.0,23247.0,23582.0,24929.0,24645.0,24396.0,24208.0,24237.0,18683.0,17447.0,19903.0
WEEKDAY,EW6,12977.0,13012.0,12726.0,12585.0,12469.0,11625.0,12812.0,12473.0,12512.0,12364.0,12173.0,11339.0,11762.0,11768.0,11362.0,11283.0,11063.0,10346.0,10800.0,9616.0,8645.0,2830.0,2101.0,3960.0,5646.0,5817.0,6315.0,6652.0,6730.0,7035.0,7309.0,7275.0,7302.0,7443.0,5376.0,4749.0,5692.0,14954.0,14950.0,14774.0,14673.0,14357.0,13338.0,14986.0,14643.0,14645.0,14518.0,14180.0,13042.0,13849.0,13845.0,13355.0,13256.0,12872.0,11881.0,12732.0,11472.0,10199.0,3362.0,2504.0,4731.0,0.0,6990.0,7586.0,7997.0,8027.0,8369.0,8829.0,8764.0,8836.0,9089.0,6469.0,5626.0,6883.0
WEEKDAY,EW7,16720.0,16484.0,16168.0,16127.0,15922.0,15283.0,15968.0,15400.0,15781.0,15501.0,15402.0,14563.0,14902.0,15030.0,14824.0,14736.0,14460.0,13841.0,13859.0,12761.0,11946.0,4560.0,3658.0,6183.0,8428.0,8574.0,9337.0,9616.0,9650.0,10057.0,10218.0,10157.0,10116.0,10325.0,8044.0,7339.0,8273.0,19440.0,19225.0,18947.0,18929.0,18401.0,17434.0,18561.0,17905.0,18407.0,18197.0,18084.0,16821.0,17452.0,17584.0,17248.0,17206.0,16714.0,15813.0,16058.0,14940.0,13955.0,5296.0,4204.0,7280.0,0.0,10073.0,10907.0,11308.0,11288.0,11715.0,12002.0,11861.0,11817.0,12131.0,9378.0,8518.0,9707.0
WEEKDAY,EW8,39366.0,40153.0,39592.0,39777.0,39261.0,37658.0,39210.0,37854.0,40408.0,39708.0,42853.0,38744.0,39271.0,39900.0,43757.0,42969.0,42695.0,41835.0,40501.0,38198.0,35223.0,11572.0,8726.0,16516.0,24609.0,25367.0,27970.0,29248.0,29393.0,31724.0,30870.0,30250.0,30927.0,31329.0,22588.0,19982.0,23606.0,39721.0,40596.0,40123.0,40148.0,39886.0,38219.0,39580.0,38452.0,40998.0,40159.0,45794.0,40351.0,39950.0,40652.0,44971.0,43888.0,44003.0,43130.0,42058.0,39124.0,36001.0,11816.0,8881.0,16637.0,0.0,25748.0,28408.0,29820.0,30026.0,32625.0,31568.0,30933.0,31697.0,32283.0,23411.0,20470.0,24101.0
WEEKDAY,EW9,25310.0,25034.0,24590.0,24051.0,24098.0,23134.0,24431.0,23238.0,24274.0,24127.0,24023.0,22277.0,24019.0,23711.0,23060.0,22380.0,21913.0,21218.0,21284.0,18696.0,17295.0,6101.0,4344.0,8407.0,11716.0,12215.0,13166.0,13409.0,13366.0,13606.0,14603.0,14538.0,14457.0,14861.0,11597.0,10211.0,12070.0,24652.0,24262.0,24038.0,23352.0,23546.0,22452.0,23665.0,22755.0,23757.0,23575.0,23280.0,21999.0,23543.0,23283.0,22672.0,21977.0,21623.0,20881.0,20828.0,18152.0,16837.0,6110.0,4397.0,8241.0,0.0,11817.0,12809.0,13107.0,13190.0,13488.0,14205.0,14231.0,14207.0,14655.0,11489.0,10215.0,11870.0
WEEKDAY,NE1,51094.0,52030.0,51026.0,48468.0,48700.0,55907.0,50265.0,50990.0,49876.0,47870.0,45822.0,50004.0,49640.0,49442.0,46742.0,45425.0,45128.0,49634.0,42901.0,32002.0,28038.0,8067.0,5481.0,10363.0,17997.0,17906.0,20575.0,21215.0,22959.0,28899.0,21765.0,22235.0,23362.0,22618.0,15979.0,15380.0,16748.0,51171.0,52235.0,52200.0,50101.0,49023.0,57077.0,50389.0,50917.0,50290.0,47707.0,45539.0,50037.0,49367.0,49366.0,46879.0,46975.0,45555.0,50694.0,44866.0,32165.0,28578.0,8322.0,5611.0,10614.0,0.0,18453.0,21205.0,21876.0,23706.0,29838.0,22386.0,22950.0,24135.0,23281.0,16290.0,15724.0,17216.0
WEEKDAY,NE10,15422.0,15282.0,14956.0,14977.0,14193.0,13002.0,15608.0,15854.0,15823.0,16063.0,16089.0,14080.0,15834.0,15782.0,15121.0,15206.0,14347.0,12791.0,13828.0,13572.0,12291.0,4214.0,3116.0,6365.0,8750.0,9209.0,9611.0,10087.0,9846.0,9615.0,10808.0,11245.0,10900.0,11630.0,8488.0,7248.0,9360.0,15672.0,15524.0,15190.0,15272.0,14404.0,13284.0,15806.0,15909.0,16115.0,16285.0,16291.0,14536.0,16079.0,16112.0,15422.0,15436.0,14628.0,13183.0,14803.0,13830.0,12601.0,4385.0,3265.0,6628.0,0.0,9387.0,9886.0,10362.0,10178.0,10152.0,11190.0,11500.0,11278.0,11998.0,8866.0,7576.0,9567.0
WEEKDAY,NE11,5415.0,5815.0,6049.0,5880.0,5843.0,5370.0,6060.0,6243.0,6244.0,6030.0,6160.0,5280.0,5633.0,6201.0,6203.0,5970.0,5946.0,5383.0,5529.0,5547.0,5094.0,1391.0,959.0,2217.0,2861.0,3607.0,4060.0,4081.0,4213.0,4086.0,4748.0,4878.0,4901.0,5049.0,3754.0,3069.0,3830.0,5044.0,5321.0,5496.0,5403.0,5423.0,5016.0,5606.0,5775.0,5748.0,5587.0,5725.0,4918.0,5226.0,5726.0,5748.0,5555.0,5566.0,4989.0,5227.0,5092.0,4686.0,1315.0,888.0,2002.0,0.0,3303.0,3762.0,3793.0,3921.0,3836.0,4343.0,4473.0,4479.0,4613.0,3466.0,2917.0,3557.0
WEEKDAY,NE12,62804.0,63613.0,62337.0,62907.0,61697.0,60528.0,64076.0,62546.0,62661.0,61412.0,61508.0,57813.0,59872.0,59505.0,58278.0,58136.0,56325.0,54510.0,54444.0,49864.0,45987.0,14524.0,5397.0,11164.0,16290.0,16965.0,18241.0,19434.0,20452.0,22344.0,22770.0,22491.0,21308.0,21842.0,15926.0,13990.0,16998.0,64967.0,65762.0,64546.0,64972.0,63698.0,62207.0,66773.0,65250.0,65183.0,63519.0,63669.0,59943.0,62981.0,61780.0,60453.0,60247.0,59476.0,56501.0,58371.0,51732.0,47818.0,15063.0,4968.0,10350.0,0.0,15492.0,16611.0,17552.0,18233.0,19950.0,20371.0,20602.0,19754.0,20156.0,14570.0,12950.0,15643.0
WEEKDAY,NE13,22432.0,22684.0,22488.0,21192.0,20482.0,20999.0,22815.0,21598.0,21953.0,21335.0,21501.0,20113.0,21250.0,21211.0,20624.0,20533.0,19787.0,18781.0,19561.0,17589.0,16819.0,5763.0,4497.0,8781.0,12930.0,13299.0,14275.0,14772.0,14597.0,15273.0,16302.0,15946.0,15808.0,15954.0,11676.0,10188.0,12623.0,22762.0,22898.0,22561.0,21136.0,20154.0,20567.0,22968.0,21738.0,22082.0,21641.0,21828.0,20199.0,21417.0,21469.0,20852.0,20671.0,19663.0,18505.0,20746.0,17867.0,17038.0,5760.0,4465.0,8868.0,0.0,13624.0,14574.0,15079.0,14854.0,15400.0,16719.0,16340.0,16109.0,16254.0,11805.0,10222.0,12870.0
WEEKDAY,NE14,34285.0,34187.0,33848.0,33786.0,32858.0,32232.0,35159.0,33814.0,34393.0,33730.0,33632.0,32114.0,33594.0,33297.0,32719.0,32385.0,31308.0,30339.0,30776.0,28668.0,26653.0,10095.0,7756.0,14296.0,19901.0,20463.0,21992.0,22677.0,22186.0,23224.0,24060.0,23869.0,23556.0,23881.0,18039.0,15974.0,19050.0,33055.0,32687.0,32588.0,32506.0,31304.0,30362.0,33909.0,32229.0,32669.0,31999.0,32087.0,30380.0,32066.0,31776.0,31152.0,30870.0,29683.0,28664.0,30673.0,27462.0,25774.0,9961.0,7774.0,14305.0,0.0,20093.0,21611.0,22217.0,21806.0,22671.0,23796.0,23579.0,23149.0,23456.0,17951.0,15946.0,19043.0
WEEKDAY,NE15,18344.0,18612.0,18363.0,18265.0,17765.0,17027.0,18732.0,18213.0,18411.0,18054.0,18020.0,16591.0,17653.0,17597.0,17282.0,17318.0,16743.0,15799.0,16125.0,15387.0,13832.0,4700.0,3491.0,6878.0,9660.0,9990.0,10780.0,11467.0,12267.0,12875.0,13403.0,13406.0,13282.0,13621.0,10001.0,8852.0,10781.0,17038.0,17115.0,16963.0,16843.0,16208.0,15413.0,17224.0,16795.0,16874.0,16707.0,16652.0,15119.0,16232.0,16265.0,15984.0,15928.0,15123.0,14238.0,15386.0,14311.0,13007.0,4563.0,3529.0,6870.0,0.0,10010.0,10650.0,11293.0,11816.0,12278.0,13033.0,13046.0,12939.0,13281.0,9810.0,8634.0,10666.0
WEEKDAY,NE16,45390.0,46029.0,45353.0,45894.0,44805.0,43880.0,46526.0,45272.0,45637.0,44721.0,44674.0,42361.0,43972.0,43682.0,43392.0,43552.0,42049.0,40307.0,40378.0,37396.0,35478.0,13783.0,10712.0,19194.0,26252.0,26798.0,28847.0,29993.0,30067.0,31749.0,32212.0,32215.0,32103.0,32488.0,24640.0,22117.0,26724.0,46683.0,47046.0,46574.0,47190.0,45911.0,44622.0,47718.0,46505.0,46989.0,45863.0,46022.0,43400.0,45055.0,44981.0,44751.0,44880.0,43190.0,41187.0,43181.0,39206.0,36836.0,14153.0,10900.0,19902.0,0.0,28044.0,30166.0,31510.0,31543.0,33205.0,33618.0,33527.0,33500.0,33711.0,25586.0,22958.0,27792.0
WEEKDAY,NE17,39028.0,39926.0,38895.0,39535.0,38923.0,38866.0,40703.0,39343.0,40032.0,38910.0,39451.0,37764.0,38755.0,38570.0,37792.0,38129.0,37102.0,36565.0,34424.0,32955.0,31063.0,11364.0,8738.0,16730.0,23552.0,24105.0,25890.0,27131.0,27361.0,29278.0,29002.0,29071.0,28792.0,29009.0,21507.0,19907.0,24000.0,37822.0,38609.0,37477.0,38225.0,37666.0,37254.0,39590.0,37955.0,38423.0,37452.0,37910.0,36452.0,37233.0,36908.0,36244.0,36638.0,35470.0,35205.0,36287.0,32321.0,30006.0,10937.0,8293.0,16259.0,0.0,23551.0,25163.0,26431.0,26565.0,28287.0,28213.0,28295.0,27941.0,28075.0,20828.0,19142.0,23478.0
WEEKDAY,NE4,59388.0,60060.0,58264.0,57223.0,55696.0,57529.0,64842.0,60672.0,55846.0,54534.0,54728.0,56436.0,57405.0,56078.0,54439.0,52976.0,52206.0,53861.0,54949.0,36601.0,33187.0,10843.0,8411.0,16410.0,24685.0,25166.0,28335.0,29261.0,30056.0,32942.0,33154.0,33130.0,31458.0,31973.0,23117.0,21118.0,23218.0,59432.0,60349.0,58541.0,57460.0,55816.0,57219.0,64449.0,60340.0,55704.0,54315.0,54564.0,56411.0,57131.0,56072.0,54558.0,52939.0,52075.0,53662.0,57086.0,36322.0,32960.0,10895.0,8447.0,16386.0,0.0,24908.0,28057.0,28888.0,29708.0,32554.0,32646.0,32711.0,30980.0,31537.0,23018.0,20974.0,23003.0
WEEKDAY,NE5,18699.0,18764.0,17489.0,17429.0,16748.0,16762.0,17251.0,17547.0,16736.0,16327.0,16149.0,16316.0,17028.0,17073.0,16030.0,15590.0,15093.0,15031.0,13855.0,12260.0,10424.0,2589.0,1717.0,3868.0,6123.0,6222.0,6893.0,7225.0,7401.0,8339.0,7747.0,7710.0,8003.0,8157.0,5511.0,4492.0,5230.0,21270.0,21781.0,19846.0,19639.0,19180.0,19967.0,19354.0,19873.0,19182.0,18229.0,17982.0,18449.0,19027.0,19326.0,17747.0,17300.0,16917.0,17447.0,16247.0,13446.0,11193.0,2554.0,1594.0,3695.0,0.0,6178.0,6853.0,7211.0,7340.0,8561.0,7743.0,7681.0,8091.0,8316.0,5482.0,4419.0,5218.0
WEEKDAY,NE7,28568.0,28656.0,27942.0,28759.0,28488.0,26757.0,28788.0,28264.0,28142.0,27581.0,27537.0,26985.0,28120.0,27969.0,26811.0,28142.0,25811.0,25264.0,25644.0,22358.0,20298.0,7286.0,5693.0,8933.0,12057.0,12392.0,13633.0,14612.0,15906.0,15176.0,15526.0,15588.0,15597.0,16069.0,11892.0,11066.0,12469.0,29960.0,30533.0,29604.0,30860.0,30601.0,28330.0,30083.0,29787.0,29593.0,29075.0,29065.0,28775.0,29600.0,29814.0,28609.0,30563.0,27568.0,27146.0,28308.0,23605.0,21024.0,7580.0,5930.0,9233.0,0.0,12992.0,14209.0,15568.0,17304.0,16117.0,16288.0,16279.0,16421.0,16806.0,12636.0,11808.0,13152.0
WEEKDAY,NE8,27408.0,27705.0,26645.0,27455.0,27067.0,27458.0,27476.0,27304.0,27411.0,26555.0,26268.0,26550.0,26856.0,26238.0,25463.0,26030.0,25140.0,25395.0,23906.0,19740.0,17807.0,5897.0,4521.0,7963.0,11620.0,11810.0,13237.0,13729.0,14337.0,15536.0,14545.0,14768.0,15020.0,14909.0,11315.0,10603.0,11845.0,29611.0,30060.0,28910.0,29691.0,29282.0,29619.0,29886.0,29685.0,29766.0,29092.0,28795.0,28878.0,29160.0,28644.0,27846.0,28495.0,27477.0,27713.0,27352.0,21851.0,19860.0,6523.0,5125.0,9091.0,0.0,13431.0,14913.0,15488.0,16095.0,17463.0,16510.0,16781.0,17005.0,17060.0,13066.0,12158.0,13637.0
WEEKDAY,NE9,25479.0,25635.0,25408.0,25356.0,24925.0,24026.0,25936.0,24886.0,25175.0,24974.0,24234.0,22693.0,23579.0,24172.0,23727.0,23724.0,23180.0,22194.0,22499.0,20625.0,19068.0,7708.0,6260.0,10844.0,14246.0,14634.0,15836.0,16425.0,16392.0,16793.0,17694.0,17581.0,17223.0,17667.0,13811.0,12645.0,14393.0,22583.0,22616.0,22480.0,22498.0,22070.0,21119.0,23200.0,22222.0,22365.0,22304.0,21519.0,20045.0,20945.0,21594.0,21160.0,21143.0,20543.0,19612.0,20771.0,18424.0,17001.0,6769.0,5414.0,9602.0,0.0,13028.0,14114.0,14612.0,14577.0,14947.0,15931.0,15817.0,15433.0,15842.0,12141.0,11031.0,12820.0
