,,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME
month,,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107
WEEKENDS/HOLIDAY,EW25,8958.0,8819.0,8195.0,8549.0,8722.0,8415.0,9189.0,9154.0,9019.0,9052.0,9576.0,8143.0,8255.0,8247.0,8145.0,8552.0,7535.0,7071.0,7401.0,5690.0,5164.0,1788.0,1304.0,2628.0,3989.0,4795.0,4620.0,5070.0,4852.0,5413.0,5217.0,5510.0,5763.0,5602.0,4032.0,3875.0,4370.0,8810.0,8798.0,8262.0,8246.0,8392.0,7942.0,8864.0,8846.0,8712.0,8775.0,8976.0,8167.0,8195.0,8095.0,8037.0,8241.0,7188.0,6883.0,7390.0,5402.0,4981.0,1657.0,1224.0,2557.0,0.0,3870.0,4519.0,4877.0,4741.0,5568.0,5413.0,5776.0,5866.0,5740.0,4159.0,3977.0,4526.0
WEEKENDS/HOLIDAY,EW26,25965.0,23418.0,23279.0,25466.0,24958.0,24498.0,25547.0,23766.0,26070.0,25923.0,26311.0,25722.0,27181.0,26086.0,26338.0,25827.0,26254.0,24241.0,22561.0,20743.0,18771.0,7720.0,6165.0,11368.0,16110.0,19519.0,18919.0,19908.0,19529.0,21815.0,20480.0,20924.0,21234.0,20391.0,15027.0,14748.0,16696.0,22450.0,20598.0,20583.0,21603.0,21495.0,20587.0,21924.0,20450.0,22394.0,22513.0,23466.0,22469.0,23501.0,22477.0,22801.0,22135.0,22385.0,20843.0,19956.0,18171.0,16421.0,6781.0,5443.0,9951.0,0.0,14142.0,16505.0,17401.0,17008.0,19555.0,18303.0,18810.0,18843.0,18160.0,13584.0,13294.0,14901.0
WEEKENDS/HOLIDAY,EW27,43766.0,41862.0,41085.0,43448.0,43520.0,43556.0,44147.0,40359.0,44314.0,43156.0,42087.0,42195.0,44086.0,43198.0,44481.0,43251.0,42425.0,41455.0,38286.0,32716.0,30278.0,11469.0,8308.0,16004.0,22568.0,27325.0,26896.0,28407.0,28007.0,30143.0,29598.0,29081.0,34645.0,33936.0,21346.0,20397.0,22924.0,47877.0,46032.0,45716.0,47561.0,48146.0,46742.0,48448.0,43936.0,48503.0,47429.0,45810.0,45599.0,47917.0,46182.0,48317.0,46296.0,45762.0,44442.0,41855.0,35478.0,32728.0,12672.0,9340.0,17662.0,0.0,24839.0,29819.0,31294.0,31061.0,33169.0,33134.0,32180.0,37763.0,36443.0,23585.0,22890.0,25637.0
WEEKENDS/HOLIDAY,EW28,23784.0,22579.0,21500.0,23604.0,23432.0,22685.0,23611.0,22197.0,24097.0,23281.0,22588.0,22406.0,23884.0,22935.0,23155.0,22906.0,22902.0,21419.0,19868.0,18268.0,16849.0,6563.0,4780.0,8743.0,12264.0,15136.0,14966.0,16054.0,15479.0,16391.0,15925.0,16338.0,11230.0,10882.0,11480.0,11500.0,13035.0,19296.0,18784.0,18154.0,18896.0,18374.0,17878.0,19127.0,17755.0,19322.0,18629.0,18040.0,18343.0,19123.0,18388.0,18587.0,18221.0,18009.0,17168.0,16674.0,14770.0,13703.0,5421.0,3966.0,7053.0,0.0,9821.0,11741.0,12557.0,12175.0,12717.0,12674.0,13088.0,8711.0,8579.0,9329.0,9238.0,10514.0
WEEKENDS/HOLIDAY,EW29,11733.0,11235.0,11535.0,11370.0,11356.0,11189.0,10974.0,9957.0,11473.0,10901.0,10661.0,10835.0,11393.0,10834.0,11125.0,11229.0,11489.0,10992.0,10032.0,9689.0,9484.0,4680.0,3261.0,4616.0,5210.0,6372.0,6415.0,7075.0,6912.0,7274.0,7383.0,7010.0,5422.0,5576.0,6988.0,6701.0,6890.0,11764.0,10534.0,9546.0,11346.0,11638.0,11416.0,11580.0,10674.0,11683.0,11237.0,10972.0,11173.0,11752.0,11245.0,11622.0,12014.0,11899.0,11673.0,11090.0,10206.0,10121.0,5036.0,3385.0,4802.0,0.0,5558.0,6678.0,7417.0,7188.0,7427.0,7704.0,7223.0,5483.0,5624.0,7127.0,6926.0,7090.0
WEEKENDS/HOLIDAY,EW3,15832.0,15003.0,15508.0,15168.0,14704.0,14533.0,15197.0,13935.0,15606.0,14897.0,14362.0,13757.0,14789.0,13970.0,14124.0,13568.0,13797.0,12920.0,11838.0,10931.0,9764.0,3591.0,2898.0,5706.0,8507.0,10111.0,9738.0,10211.0,10147.0,10896.0,10200.0,10254.0,11011.0,10505.0,7265.0,7110.0,8048.0,15928.0,15015.0,15535.0,15269.0,14688.0,14544.0,15339.0,13983.0,15781.0,15056.0,14474.0,13804.0,14941.0,14064.0,14375.0,13654.0,13968.0,13044.0,12196.0,10928.0,9738.0,3548.0,2832.0,5566.0,0.0,8191.0,9623.0,10044.0,10102.0,10748.0,10103.0,10174.0,10878.0,10474.0,7155.0,7037.0,8011.0
WEEKENDS/HOLIDAY,EW30,1671.0,1656.0,1739.0,1761.0,1787.0,1847.0,1931.0,1762.0,2114.0,2127.0,2107.0,2163.0,2254.0,2198.0,2391.0,2482.0,2489.0,2438.0,2256.0,2143.0,2082.0,991.0,700.0,901.0,941.0,1147.0,1235.0,1371.0,1274.0,1409.0,1413.0,1379.0,1159.0,948.0,904.0,1406.0,1453.0,1281.0,1164.0,1113.0,1347.0,1358.0,1399.0,1456.0,1420.0,1682.0,1711.0,1710.0,1728.0,1792.0,1805.0,1928.0,1998.0,2079.0,2029.0,1973.0,1809.0,1749.0,866.0,599.0,796.0,0.0,854.0,1073.0,1170.0,1112.0,1239.0,1241.0,1218.0,1017.0,850.0,764.0,1182.0,1247.0
WEEKENDS/HOLIDAY,EW31,1985.0,1963.0,2214.0,2325.0,2350.0,2373.0,2547.0,2334.0,2744.0,2687.0,2534.0,2728.0,2824.0,2634.0,2797.0,2871.0,2855.0,2790.0,2491.0,2566.0,2424.0,1132.0,755.0,1016.0,1089.0,1361.0,1475.0,1707.0,1468.0,1575.0,1640.0,1591.0,1276.0,1117.0,1097.0,1651.0,1708.0,1573.0,1470.0,1543.0,1744.0,1797.0,1830.0,1926.0,1859.0,2151.0,2087.0,1944.0,2102.0,2191.0,2047.0,2158.0,2160.0,2161.0,2097.0,1869.0,1930.0,1872.0,921.0,600.0,808.0,0.0,947.0,1225.0,1400.0,1235.0,1355.0,1414.0,1353.0,1121.0,962.0,921.0,1416.0,1487.0
WEEKENDS/HOLIDAY,EW32,2349.0,2347.0,2269.0,2368.0,2462.0,2290.0,2393.0,2256.0,2440.0,2399.0,2436.0,2684.0,2624.0,2680.0,2804.0,2741.0,2566.0,2588.0,2440.0,2216.0,2128.0,1080.0,785.0,964.0,1014.0,1220.0,1232.0,1406.0,1280.0,1437.0,1478.0,1496.0,1177.0,1051.0,1042.0,1593.0,1688.0,2318.0,2283.0,2175.0,2460.0,2674.0,2521.0,2726.0,2611.0,2702.0,2622.0,2623.0,2925.0,2895.0,2987.0,3132.0,3379.0,3103.0,3244.0,3442.0,2711.0,2593.0,1079.0,704.0,893.0,0.0,887.0,1113.0,1291.0,1216.0,1361.0,1405.0,1426.0,1101.0,963.0,959.0,1524.0,1633.0
WEEKENDS/HOLIDAY,EW33,2106.0,2242.0,2257.0,2392.0,2503.0,2757.0,2957.0,2861.0,3021.0,3078.0,2939.0,3162.0,3171.0,3277.0,3294.0,3298.0,3028.0,3135.0,3099.0,2524.0,2270.0,879.0,518.0,717.0,779.0,1042.0,1130.0,1326.0,1240.0,1439.0,1491.0,1703.0,1090.0,948.0,816.0,1228.0,1392.0,2438.0,2543.0,2428.0,2729.0,3003.0,2932.0,3218.0,3246.0,3181.0,3153.0,3222.0,3532.0,3501.0,3652.0,3563.0,3711.0,3345.0,3544.0,3661.0,2784.0,2564.0,905.0,489.0,660.0,0.0,824.0,1050.0,1274.0,1211.0,1403.0,1429.0,1644.0,1066.0,918.0,837.0,1263.0,1390.0
WEEKENDS/HOLIDAY,EW4,14387.0,13640.0,14013.0,13888.0,13679.0,13298.0,13595.0,12796.0,13668.0,13642.0,13112.0,12744.0,13318.0,12749.0,12634.0,12260.0,12468.0,11702.0,10960.0,9615.0,8494.0,2819.0,2152.0,4147.0,6215.0,7535.0,7332.0,7674.0,7738.0,8252.0,7635.0,7941.0,8562.0,8304.0,5795.0,5696.0,6524.0,13039.0,12463.0,12670.0,12604.0,12443.0,12125.0,12478.0,12035.0,12450.0,12732.0,12311.0,12119.0,12318.0,11766.0,11608.0,11299.0,11562.0,11074.0,10232.0,8802.0,7665.0,2527.0,1917.0,3706.0,0.0,5652.0,6772.0,7028.0,7067.0,7506.0,7046.0,7344.0,7898.0,7667.0,5254.0,5113.0,5900.0
WEEKENDS/HOLIDAY,EW5,32201.0,30541.0,31392.0,31450.0,30816.0,30875.0,31394.0,28351.0,31656.0,31188.0,29757.0,29413.0,31269.0,29239.0,29672.0,28919.0,29642.0,28281.0,24885.0,22971.0,21046.0,7281.0,5774.0,11938.0,17690.0,20992.0,20411.0,21234.0,21358.0,22647.0,21406.0,21089.0,22265.0,21743.0,15140.0,14892.0,16999.0,31839.0,30146.0,30664.0,30798.0,30327.0,30334.0,30902.0,28012.0,31150.0,30412.0,29202.0,28703.0,30754.0,28834.0,29286.0,28405.0,29076.0,27906.0,25304.0,22871.0,20896.0,7180.0,5803.0,11864.0,0.0,16936.0,20059.0,21047.0,21040.0,22287.0,20967.0,20774.0,21844.0,21374.0,14985.0,14894.0,16814.0
WEEKENDS/HOLIDAY,EW6,10432.0,10014.0,10249.0,10025.0,9737.0,9180.0,10047.0,9437.0,10380.0,9925.0,9471.0,8982.0,9964.0,9220.0,9523.0,8993.0,9093.0,8379.0,7987.0,7360.0,6416.0,2044.0,1540.0,3119.0,4821.0,5840.0,5621.0,6089.0,5930.0,6255.0,6056.0,6245.0,6703.0,6524.0,4363.0,4283.0,4956.0,11145.0,10647.0,10894.0,10727.0,10436.0,9962.0,10889.0,10068.0,11072.0,10465.0,9973.0,9433.0,10661.0,9888.0,10147.0,9479.0,9813.0,8925.0,8704.0,7925.0,6930.0,2240.0,1751.0,3519.0,0.0,5446.0,6409.0,6814.0,6656.0,7023.0,6822.0,6967.0,7554.0,7307.0,4924.0,4798.0,5577.0
WEEKENDS/HOLIDAY,EW7,14117.0,13203.0,13656.0,13778.0,13321.0,12670.0,13262.0,12188.0,13304.0,12873.0,12829.0,12035.0,12982.0,12217.0,12765.0,12217.0,12330.0,11470.0,10698.0,9883.0,8972.0,3287.0,2581.0,4895.0,7022.0,8272.0,8063.0,8569.0,8407.0,8724.0,8499.0,8530.0,9037.0,8816.0,6273.0,6201.0,6897.0,15366.0,14514.0,14772.0,14980.0,14635.0,13833.0,14397.0,13377.0,14620.0,14155.0,14112.0,13017.0,14231.0,13329.0,14035.0,13359.0,13583.0,12551.0,11944.0,11021.0,9849.0,3570.0,2839.0,5344.0,0.0,7563.0,8966.0,9483.0,9341.0,9773.0,9470.0,9350.0,9938.0,9778.0,6874.0,6819.0,7615.0
WEEKENDS/HOLIDAY,EW8,38447.0,36634.0,37865.0,38413.0,37025.0,35733.0,37163.0,33169.0,38708.0,38232.0,40733.0,38285.0,39956.0,36439.0,45011.0,42350.0,43101.0,41353.0,35456.0,33386.0,31042.0,8732.0,6709.0,14920.0,24740.0,29705.0,30496.0,31655.0,33223.0,34259.0,32945.0,31957.0,35275.0,33791.0,22483.0,21305.0,24805.0,39240.0,37525.0,38635.0,39024.0,37736.0,36643.0,38017.0,34131.0,39682.0,39487.0,44561.0,40074.0,41062.0,37498.0,46110.0,43216.0,44350.0,42375.0,37639.0,34093.0,31822.0,9011.0,6915.0,15361.0,0.0,25300.0,31231.0,32431.0,33867.0,35025.0,33601.0,32873.0,36240.0,35048.0,23422.0,22183.0,25539.0
WEEKENDS/HOLIDAY,EW9,24725.0,23198.0,23544.0,23200.0,23074.0,22637.0,23266.0,21121.0,23110.0,22422.0,21968.0,22027.0,23412.0,22096.0,22623.0,21424.0,21493.0,20751.0,19398.0,15422.0,14427.0,4438.0,2996.0,6239.0,9152.0,11076.0,10996.0,11661.0,11940.0,12605.0,12522.0,13208.0,13956.0,13583.0,9524.0,9349.0,10514.0,24169.0,22790.0,23278.0,22930.0,22856.0,22279.0,22733.0,20672.0,22847.0,22295.0,21662.0,21766.0,23430.0,22124.0,22787.0,21353.0,21632.0,20765.0,19567.0,15490.0,14546.0,4614.0,3094.0,6329.0,0.0,9169.0,11158.0,11740.0,12039.0,12619.0,12580.0,13179.0,14136.0,13783.0,9746.0,9500.0,10753.0
WEEKENDS/HOLIDAY,NE1,55673.0,53344.0,58042.0,50454.0,51115.0,58598.0,53515.0,54243.0,51896.0,52633.0,48461.0,50063.0,52505.0,55344.0,50967.0,50215.0,48299.0,49926.0,44687.0,27131.0,24276.0,6982.0,4484.0,10711.0,22181.0,27098.0,25447.0,26594.0,28920.0,32707.0,26227.0,28809.0,27821.0,26946.0,17186.0,17099.0,19492.0,55655.0,52950.0,58783.0,54760.0,51146.0,58460.0,52886.0,53632.0,52090.0,53023.0,47751.0,49294.0,52527.0,55284.0,49119.0,53748.0,48528.0,49786.0,47883.0,27349.0,24539.0,7147.0,4460.0,10762.0,0.0,22644.0,25660.0,26815.0,29003.0,32983.0,26473.0,28884.0,28200.0,27234.0,16998.0,16955.0,19494.0
WEEKENDS/HOLIDAY,NE10,11315.0,10612.0,11024.0,11040.0,10498.0,10224.0,11501.0,10795.0,11604.0,11338.0,10964.0,10778.0,11561.0,10885.0,11061.0,10931.0,11052.0,10061.0,8431.0,8848.0,8024.0,2800.0,2186.0,4278.0,6314.0,7501.0,7238.0,7685.0,7721.0,8026.0,8058.0,8092.0,8525.0,8518.0,6224.0,5918.0,6853.0,11075.0,10421.0,10706.0,10639.0,10245.0,9962.0,11109.0,10504.0,11305.0,10993.0,10765.0,10550.0,11389.0,10739.0,10925.0,10636.0,10803.0,9887.0,9686.0,8707.0,7912.0,2790.0,2220.0,4389.0,0.0,6235.0,7368.0,7755.0,7804.0,8146.0,8105.0,8101.0,8629.0,8606.0,6259.0,5921.0,6909.0
WEEKENDS/HOLIDAY,NE11,3720.0,3556.0,3876.0,3733.0,3802.0,3659.0,3838.0,3633.0,4004.0,3786.0,3636.0,3486.0,3679.0,3608.0,3808.0,3741.0,3756.0,3618.0,2847.0,3000.0,2772.0,883.0,608.0,1226.0,1843.0,2290.0,2357.0,2585.0,2630.0,2845.0,2785.0,2944.0,3174.0,3092.0,2253.0,2269.0,2569.0,3359.0,3231.0,3554.0,3424.0,3521.0,3429.0,3597.0,3416.0,3728.0,3553.0,3402.0,3302.0,3415.0,3374.0,3569.0,3468.0,3524.0,3347.0,3091.0,2805.0,2593.0,836.0,576.0,1151.0,0.0,1815.0,2287.0,2469.0,2535.0,2767.0,2757.0,2813.0,3097.0,2990.0,2128.0,2150.0,2482.0
WEEKENDS/HOLIDAY,NE12,53812.0,51347.0,52970.0,52837.0,51609.0,51475.0,53509.0,48382.0,52949.0,50961.0,49541.0,48345.0,51041.0,48000.0,48495.0,47471.0,48460.0,46399.0,38953.0,37121.0,34026.0,10395.0,4024.0,8867.0,14002.0,16685.0,16080.0,17354.0,18530.0,20233.0,19918.0,18920.0,19869.0,19039.0,13094.0,12385.0,14314.0,55096.0,52627.0,54164.0,54001.0,52738.0,52774.0,56183.0,49915.0,54843.0,52272.0,50907.0,49887.0,54871.0,49237.0,49879.0,48630.0,51238.0,47642.0,43921.0,38206.0,34892.0,10721.0,3847.0,8537.0,0.0,12901.0,14929.0,15965.0,16661.0,18122.0,17892.0,17314.0,18433.0,18038.0,12252.0,11616.0,13384.0
WEEKENDS/HOLIDAY,NE13,21276.0,20089.0,21284.0,19348.0,17788.0,19188.0,20870.0,18430.0,20372.0,19756.0,19020.0,18904.0,20141.0,18800.0,19438.0,18725.0,18479.0,17511.0,14961.0,15484.0,14220.0,4665.0,3688.0,7586.0,11749.0,13889.0,13603.0,14349.0,13940.0,14567.0,14866.0,13635.0,15237.0,15155.0,10271.0,9465.0,11256.0,20776.0,19608.0,20732.0,18690.0,17193.0,18684.0,20298.0,17926.0,19850.0,19248.0,18584.0,18538.0,19410.0,18355.0,18947.0,18165.0,17856.0,17150.0,16334.0,15264.0,14003.0,4592.0,3622.0,7459.0,0.0,11261.0,13483.0,14158.0,13768.0,14322.0,14548.0,13378.0,14952.0,14768.0,10226.0,9436.0,11205.0
WEEKENDS/HOLIDAY,NE14,27868.0,25936.0,27296.0,26979.0,25808.0,25765.0,27693.0,24690.0,26874.0,25760.0,25027.0,25042.0,26931.0,25089.0,25442.0,25111.0,25372.0,24011.0,20269.0,20239.0,18665.0,6912.0,5328.0,10648.0,16298.0,19092.0,18258.0,19021.0,18389.0,19538.0,18770.0,18468.0,19240.0,19178.0,13656.0,12948.0,15000.0,26768.0,24656.0,25779.0,25460.0,24376.0,24406.0,26406.0,23395.0,25405.0,24342.0,23551.0,23694.0,25058.0,23554.0,24098.0,23416.0,23365.0,22910.0,21850.0,19365.0,17881.0,6722.0,5271.0,10486.0,0.0,15106.0,17648.0,18364.0,17941.0,18888.0,18416.0,17911.0,18915.0,18467.0,13454.0,12777.0,14753.0
WEEKENDS/HOLIDAY,NE15,13788.0,13262.0,13819.0,13538.0,12895.0,12857.0,13700.0,12602.0,13538.0,12981.0,12688.0,12227.0,13351.0,12555.0,12697.0,12487.0,12395.0,11805.0,9966.0,10029.0,9076.0,3174.0,2589.0,5210.0,7915.0,9460.0,9087.0,9666.0,10054.0,10794.0,10609.0,10439.0,10778.0,10855.0,7594.0,7403.0,8548.0,13315.0,12829.0,13257.0,13001.0,12333.0,12463.0,13131.0,12095.0,12978.0,12470.0,12258.0,11810.0,12632.0,12056.0,12248.0,11998.0,11775.0,11415.0,10733.0,9650.0,8813.0,3119.0,2614.0,5073.0,0.0,7547.0,8862.0,9385.0,9687.0,10413.0,10176.0,10075.0,10511.0,10447.0,7358.0,7196.0,8318.0
WEEKENDS/HOLIDAY,NE16,38310.0,36679.0,37953.0,38353.0,36791.0,36213.0,38564.0,34949.0,37956.0,36466.0,35614.0,34342.0,37359.0,34989.0,35468.0,35378.0,35363.0,33122.0,28069.0,28285.0,26064.0,9671.0,7791.0,14785.0,21790.0,25914.0,24679.0,25712.0,25601.0,27497.0,26766.0,25802.0,27668.0,27432.0,19238.0,18889.0,21776.0,38878.0,37324.0,38508.0,38754.0,37272.0,36810.0,38707.0,35367.0,38611.0,36937.0,36294.0,35143.0,37626.0,35736.0,36552.0,36043.0,35669.0,33774.0,31665.0,28903.0,26683.0,9810.0,7881.0,15071.0,0.0,22030.0,25485.0,26547.0,26620.0,28926.0,27782.0,26610.0,29237.0,28164.0,19891.0,19462.0,22441.0
WEEKENDS/HOLIDAY,NE17,36773.0,35304.0,35929.0,37238.0,35297.0,35043.0,37170.0,33436.0,35966.0,34762.0,34668.0,33664.0,36257.0,34480.0,33752.0,34190.0,33722.0,32421.0,27763.0,26516.0,24321.0,8499.0,6890.0,13534.0,20962.0,25390.0,23904.0,25260.0,25442.0,27113.0,25912.0,25588.0,26789.0,26540.0,18356.0,18380.0,21187.0,35782.0,34330.0,34896.0,36302.0,34492.0,34168.0,36270.0,32288.0,34943.0,33796.0,33490.0,33014.0,34734.0,33429.0,32672.0,33006.0,32241.0,32098.0,29820.0,25724.0,23527.0,8116.0,6390.0,12936.0,0.0,20203.0,23062.0,24268.0,24374.0,26145.0,25087.0,24688.0,26046.0,25445.0,17547.0,17615.0,20414.0
WEEKENDS/HOLIDAY,NE4,58579.0,55255.0,58768.0,55653.0,52237.0,54336.0,67427.0,55380.0,51405.0,50498.0,49352.0,53075.0,56490.0,54427.0,52889.0,51317.0,50594.0,50464.0,48232.0,29375.0,26707.0,8894.0,6775.0,15500.0,23658.0,28330.0,28758.0,29670.0,29834.0,31623.0,34075.0,31039.0,31760.0,31570.0,21730.0,19666.0,22588.0,59629.0,55993.0,59012.0,56470.0,53177.0,54967.0,67094.0,55954.0,52045.0,50851.0,49920.0,53664.0,57199.0,54742.0,53151.0,52029.0,51387.0,50778.0,55310.0,29176.0,26843.0,9075.0,6934.0,15823.0,0.0,23555.0,28887.0,29785.0,29936.0,31753.0,34207.0,31243.0,31786.0,31797.0,21951.0,19951.0,22700.0
WEEKENDS/HOLIDAY,NE5,13331.0,12778.0,12328.0,12149.0,11267.0,11174.0,11585.0,11162.0,10882.0,10962.0,10340.0,10980.0,12626.0,12895.0,11458.0,10914.0,10945.0,10166.0,8712.0,7334.0,5736.0,1612.0,1115.0,2806.0,4862.0,5808.0,5524.0,5921.0,5647.0,6238.0,5793.0,5811.0,6254.0,6007.0,4025.0,3291.0,4190.0,16061.0,15150.0,14865.0,14743.0,13457.0,13620.0,13489.0,13422.0,13348.0,13227.0,12254.0,12928.0,14680.0,15290.0,13366.0,12809.0,13120.0,12073.0,11385.0,8613.0,6560.0,1613.0,1058.0,2755.0,0.0,5011.0,5633.0,6064.0,5773.0,6450.0,5906.0,5931.0,6400.0,6280.0,4000.0,3206.0,4188.0
WEEKENDS/HOLIDAY,NE7,31562.0,31245.0,31186.0,33562.0,33986.0,29466.0,32780.0,31112.0,30717.0,31089.0,29773.0,29412.0,31940.0,30989.0,31795.0,35614.0,28976.0,29018.0,28795.0,22754.0,19740.0,6022.0,4332.0,8066.0,11441.0,14036.0,14524.0,16088.0,16724.0,15694.0,16087.0,17275.0,17750.0,17259.0,11627.0,11805.0,13230.0,34835.0,34309.0,34304.0,37157.0,37340.0,32153.0,35756.0,34273.0,33937.0,34339.0,32947.0,32237.0,35171.0,34295.0,35106.0,39605.0,32192.0,31891.0,34322.0,24902.0,21392.0,6588.0,4831.0,8898.0,0.0,12637.0,15613.0,17628.0,18359.0,16855.0,17351.0,18886.0,19257.0,19021.0,12875.0,13077.0,14647.0
WEEKENDS/HOLIDAY,NE8,36975.0,35432.0,36140.0,37816.0,35681.0,33982.0,37067.0,34734.0,35984.0,34806.0,33829.0,33351.0,35925.0,33681.0,34959.0,36105.0,32618.0,31630.0,28676.0,23235.0,19988.0,5232.0,3837.0,7990.0,12431.0,14990.0,15407.0,16390.0,16594.0,17466.0,17065.0,17558.0,19006.0,18605.0,12099.0,11499.0,13571.0,39480.0,37790.0,39021.0,40690.0,37642.0,36532.0,39948.0,37163.0,38806.0,37580.0,36747.0,35944.0,39109.0,36285.0,38156.0,38652.0,35593.0,34432.0,34451.0,25600.0,21910.0,5702.0,4346.0,9004.0,0.0,13604.0,16915.0,18152.0,17899.0,19134.0,18605.0,19315.0,20623.0,20350.0,13452.0,13063.0,15021.0
WEEKENDS/HOLIDAY,NE9,19462.0,18768.0,19431.0,19382.0,18653.0,18322.0,19475.0,17820.0,18824.0,18476.0,17443.0,17143.0,17922.0,17683.0,17731.0,17866.0,17797.0,17082.0,14911.0,14526.0,13346.0,5623.0,4718.0,8287.0,11228.0,13220.0,12697.0,13200.0,13102.0,13625.0,13549.0,13201.0,13746.0,13641.0,10418.0,10185.0,11130.0,17127.0,16434.0,17021.0,16886.0,16388.0,16078.0,17240.0,15668.0,16489.0,16173.0,15222.0,15002.0,15830.0,15552.0,15699.0,15552.0,15529.0,14820.0,14172.0,12668.0,11740.0,4845.0,4029.0,7343.0,0.0,9677.0,11326.0,11698.0,11701.0,12118.0,12131.0,11690.0,12365.0,12219.0,9205.0,8948.0,9886.0
WEEKENDS/HOLIDAY,NS10,35416.0,34548.0,36006.0,36471.0,35385.0,35051.0,35948.0,33226.0,36313.0,35578.0,24316.0,33155.0,36725.0,34507.0,35195.0,34739.0,35865.0,33538.0,30868.0,29667.0,27122.0,11326.0,9068.0,17105.0,23822.0,28334.0,27655.0,28937.0,28215.0,30095.0,29200.0,29283.0,30438.0,29672.0,21633.0,21197.0,23438.0,31782.0,31543.0,32766.0,33053.0,32085.0,31545.0,32556.0,30153.0,32887.0,32244.0,21630.0,29562.0,32105.0,29967.0,30563.0,30214.0,31304.0,29232.0,27228.0,25557.0,23539.0,10202.0,8288.0,15076.0,0.0,20296.0,24072.0,25139.0,24477.0,25958.0,25424.0,25498.0,26304.0,25890.0,19124.0,18810.0,20879.0
