,,,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS
TIME_PER_HOUR,,,0.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0
DAY_TYPE,ORIGIN_PT_CODE,DESTINATION_PT_CODE,,,,,,,,,,,,,,,,,,,,
WEEKDAY,BP10,BP11,,135.0,326.0,418.0,274.0,195.0,174.0,157.0,167.0,173.0,121.0,105.0,121.0,160.0,157.0,116.0,74.0,62.0,44.0,14.0
WEEKDAY,BP10,BP9,,63.0,102.0,127.0,104.0,49.0,12.0,13.0,11.0,13.0,11.0,6.0,8.0,48.0,54.0,39.0,7.0,3.0,4.0,1.0
WEEKDAY,BP11,BP10,,33.0,62.0,86.0,76.0,36.0,8.0,8.0,7.0,7.0,5.0,3.0,6.0,37.0,32.0,25.0,4.0,2.0,2.0,1.0
WEEKDAY,BP11,BP12,,288.0,660.0,881.0,550.0,362.0,289.0,272.0,277.0,271.0,199.0,164.0,171.0,245.0,245.0,153.0,94.0,76.0,51.0,14.0
WEEKDAY,BP12,BP11,,23.0,72.0,100.0,105.0,63.0,42.0,50.0,71.0,80.0,80.0,97.0,141.0,282.0,326.0,240.0,157.0,132.0,81.0,15.0
WEEKDAY,BP12,BP13,,377.0,892.0,1223.0,764.0,465.0,362.0,348.0,361.0,356.0,266.0,222.0,228.0,342.0,318.0,180.0,103.0,79.0,50.0,13.0
WEEKDAY,BP13,BP12,,22.0,105.0,162.0,145.0,81.0,67.0,73.0,108.0,117.0,119.0,147.0,210.0,435.0,520.0,371.0,218.0,187.0,117.0,26.0
WEEKDAY,BP13,DT1,,447.0,1049.0,1391.0,870.0,526.0,413.0,390.0,406.0,389.0,293.0,244.0,249.0,380.0,354.0,196.0,109.0,87.0,49.0,13.0
WEEKDAY,BP2,BP3,,295.0,744.0,1542.0,1435.0,967.0,672.0,633.0,826.0,721.0,618.0,668.0,835.0,1591.0,1661.0,905.0,674.0,591.0,341.0,51.0
WEEKDAY,BP2,NS4,,491.0,1545.0,2039.0,1141.0,683.0,590.0,707.0,797.0,710.0,726.0,856.0,1032.0,1362.0,1256.0,766.0,559.0,546.0,366.0,104.0
WEEKDAY,BP3,BP2,,455.0,1442.0,1829.0,1017.0,625.0,560.0,683.0,772.0,686.0,731.0,875.0,1060.0,1418.0,1367.0,861.0,632.0,618.0,421.0,125.0
WEEKDAY,BP3,BP4,,342.0,857.0,1737.0,1565.0,1034.0,721.0,658.0,834.0,713.0,595.0,633.0,781.0,1465.0,1509.0,795.0,582.0,511.0,293.0,45.0
WEEKDAY,BP4,BP3,,391.0,1244.0,1532.0,830.0,538.0,490.0,626.0,704.0,674.0,717.0,858.0,1054.0,1428.0,1459.0,949.0,709.0,681.0,470.0,134.0
WEEKDAY,BP4,BP5,,356.0,885.0,1575.0,1263.0,808.0,665.0,656.0,744.0,693.0,635.0,723.0,900.0,1533.0,1494.0,766.0,560.0,500.0,275.0,39.0
WEEKDAY,BP5,BP4,,371.0,1189.0,1554.0,982.0,632.0,496.0,527.0,653.0,646.0,593.0,621.0,752.0,1230.0,1478.0,997.0,746.0,693.0,490.0,143.0
WEEKDAY,BP5,DT1,,358.0,922.0,1639.0,1304.0,842.0,702.0,693.0,775.0,720.0,654.0,739.0,918.0,1558.0,1516.0,799.0,575.0,496.0,279.0,48.0
WEEKDAY,BP7,BP8,,40.0,153.0,261.0,248.0,174.0,163.0,173.0,208.0,229.0,225.0,264.0,340.0,579.0,617.0,418.0,333.0,263.0,190.0,54.0
WEEKDAY,BP7,DT1,,208.0,392.0,523.0,280.0,160.0,124.0,139.0,141.0,135.0,98.0,88.0,92.0,158.0,188.0,120.0,60.0,30.0,23.0,5.0
WEEKDAY,BP8,BP7,,157.0,280.0,362.0,217.0,143.0,117.0,133.0,130.0,126.0,93.0,80.0,82.0,137.0,165.0,109.0,56.0,29.0,22.0,4.0
