,,,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS
WEEKDAY,CC16,NS17,,300.0,1012.0,1410.0,849.0,440.0,360.0,379.0,485.0,543.0,625.0,815.0,1058.0,2158.0,2038.0,1188.0,846.0,605.0,361.0,70.0
WEEKDAY,CC17,CC16,,287.0,1027.0,1429.0,829.0,415.0,331.0,341.0,429.0,478.0,568.0,730.0,993.0,2078.0,1951.0,1164.0,847.0,599.0,361.0,71.0
WEEKDAY,CC17,CC19,1.0,876.0,2497.0,2706.0,1535.0,812.0,459.0,440.0,479.0,528.0,474.0,467.0,548.0,1093.0,1127.0,578.0,368.0,315.0,190.0,38.0
WEEKDAY,CC19,CC17,,284.0,1035.0,1452.0,844.0,424.0,332.0,345.0,442.0,478.0,588.0,752.0,1033.0,2161.0,2016.0,1206.0,887.0,630.0,379.0,72.0
WEEKDAY,CC19,CC20,1.0,1696.0,4214.0,4072.0,2313.0,1290.0,812.0,838.0,951.0,1011.0,913.0,1010.0,1284.0,2342.0,2474.0,1417.0,1067.0,835.0,532.0,98.0
WEEKDAY,CC19,DT10,,648.0,2204.0,3329.0,2454.0,1308.0,935.0,803.0,835.0,873.0,865.0,918.0,1148.0,2051.0,1896.0,1136.0,845.0,589.0,336.0,60.0
WEEKDAY,CC19,DT8,4.0,75.0,649.0,804.0,442.0,277.0,217.0,255.0,332.0,371.0,435.0,541.0,711.0,1443.0,1549.0,964.0,647.0,488.0,297.0,86.0
WEEKDAY,CC2,CC3,,29.0,83.0,96.0,94.0,80.0,60.0,51.0,49.0,53.0,50.0,42.0,40.0,54.0,54.0,38.0,28.0,15.0,6.0,3.0
WEEKDAY,CC2,NS24,,53.0,35.0,34.0,36.0,20.0,30.0,42.0,61.0,62.0,69.0,93.0,121.0,195.0,189.0,135.0,127.0,85.0,76.0,31.0
WEEKDAY,CC20,CC19,,735.0,2188.0,3005.0,1941.0,1085.0,839.0,804.0,942.0,979.0,1048.0,1331.0,1817.0,3736.0,3436.0,2072.0,1566.0,1074.0,613.0,122.0
WEEKDAY,CC20,CC21,1.0,1686.0,4133.0,3995.0,2270.0,1289.0,815.0,845.0,960.0,1026.0,927.0,1011.0,1284.0,2341.0,2453.0,1413.0,1062.0,828.0,523.0,98.0
WEEKDAY,CC21,CC20,,733.0,2188.0,2971.0,1914.0,1071.0,834.0,808.0,952.0,974.0,995.0,1335.0,1813.0,3711.0,3416.0,2064.0,1558.0,1081.0,621.0,127.0
WEEKDAY,CC21,EW21,1.0,1678.0,4129.0,3957.0,2222.0,1231.0,778.0,828.0,963.0,1015.0,919.0,1002.0,1273.0,2302.0,2411.0,1410.0,1072.0,846.0,528.0,105.0
WEEKDAY,CC23,CC24,,615.0,1795.0,2193.0,1188.0,631.0,386.0,386.0,411.0,413.0,266.0,167.0,153.0,306.0,392.0,199.0,123.0,88.0,16.0,5.0
WEEKDAY,CC23,EW21,,34.0,183.0,459.0,380.0,188.0,241.0,312.0,413.0,367.0,454.0,706.0,994.0,2047.0,1760.0,1317.0,938.0,571.0,284.0,83.0
WEEKDAY,CC24,CC23,,36.0,174.0,430.0,355.0,188.0,224.0,287.0,353.0,293.0,355.0,608.0,819.0,1713.0,1390.0,1053.0,775.0,483.0,229.0,68.0
WEEKDAY,CC24,CC25,,376.0,942.0,874.0,498.0,244.0,137.0,123.0,149.0,193.0,129.0,127.0,173.0,358.0,381.0,182.0,142.0,109.0,27.0,7.0
WEEKDAY,CC25,CC24,,49.0,269.0,454.0,310.0,137.0,97.0,111.0,144.0,132.0,144.0,242.0,289.0,656.0,635.0,607.0,405.0,186.0,138.0,51.0
WEEKDAY,CC25,CC26,,251.0,648.0,644.0,415.0,220.0,130.0,122.0,140.0,162.0,117.0,116.0,162.0,357.0,350.0,184.0,139.0,79.0,22.0,3.0
WEEKDAY,CC26,CC25,,63.0,292.0,410.0,244.0,101.0,67.0,82.0,111.0,109.0,118.0,175.0,211.0,494.0,484.0,449.0,283.0,156.0,105.0,46.0
WEEKDAY,CC26,CC27,,114.0,283.0,510.0,357.0,198.0,133.0,127.0,138.0,145.0,130.0,156.0,194.0,440.0,383.0,314.0,179.0,92.0,48.0,16.0
WEEKDAY,CC27,CC26,,160.0,493.0,449.0,261.0,110.0,64.0,76.0,109.0,122.0,109.0,153.0,176.0,352.0,398.0,252.0,219.0,143.0,80.0,30.0
WEEKDAY,CC27,CC28,,89.0,216.0,367.0,235.0,156.0,125.0,125.0,141.0,145.0,136.0,176.0,221.0,510.0,481.0,378.0,211.0,101.0,52.0,16.0
WEEKDAY,CC28,CC27,,169.0,540.0,580.0,366.0,148.0,76.0,73.0,106.0,127.0,103.0,129.0,150.0,286.0,314.0,190.0,182.0,131.0,73.0,30.0
WEEKDAY,CC28,NE1,,103.0,254.0,405.0,271.0,185.0,141.0,148.0,155.0,158.0,142.0,189.0,226.0,501.0,487.0,381.0,199.0,95.0,45.0,16.0
WEEKDAY,CC3,CC2,,2.0,19.0,38.0,33.0,21.0,24.0,29.0,42.0,42.0,46.0,58.0,74.0,97.0,116.0,87.0,87.0,64.0,55.0,18.0
WEEKDAY,CC3,CC4,,4.0,18.0,28.0,34.0,20.0,20.0,28.0,34.0,44.0,41.0,49.0,57.0,73.0,76.0,60.0,58.0,43.0,31.0,7.0
WEEKDAY,CC4,CC3,,10.0,54.0,69.0,56.0,46.0,41.0,45.0,47.0,46.0,42.0,47.0,40.0,46.0,60.0,39.0,24.0,16.0,13.0,1.0
WEEKDAY,CC4,CC5,,15.0,82.0,154.0,136.0,69.0,52.0,62.0,74.0,79.0,78.0,85.0,89.0,140.0,176.0,120.0,83.0,54.0,31.0,13.0
WEEKDAY,CC4,CE1,,122.0,466.0,768.0,872.0,411.0,220.0,160.0,190.0,251.0,177.0,124.0,106.0,131.0,181.0,137.0,106.0,83.0,54.0,3.0
WEEKDAY,CC4,EW12,1.0,9.0,65.0,138.0,177.0,86.0,71.0,118.0,154.0,157.0,216.0,349.0,446.0,733.0,1069.0,757.0,545.0,425.0,329.0,129.0
WEEKDAY,CC5,CC4,,22.0,88.0,135.0,144.0,86.0,56.0,49.0,63.0,70.0,69.0,83.0,85.0,122.0,135.0,92.0,73.0,49.0,51.0,3.0
WEEKDAY,CC5,CC6,,8.0,58.0,85.0,54.0,36.0,35.0,41.0,59.0,66.0,69.0,76.0,90.0,150.0,183.0,126.0,93.0,57.0,36.0,10.0
WEEKDAY,CC6,CC5,,17.0,88.0,150.0,162.0,94.0,60.0,52.0,61.0,60.0,60.0,63.0,61.0,76.0,85.0,56.0,43.0,36.0,47.0,2.0
WEEKDAY,CC6,CC7,,2.0,30.0,55.0,44.0,27.0,35.0,51.0,72.0,78.0,86.0,122.0,158.0,210.0,246.0,186.0,176.0,141.0,127.0,33.0
WEEKDAY,CC7,CC6,,33.0,180.0,243.0,233.0,159.0,112.0,89.0,96.0,118.0,92.0,82.0,70.0,81.0,101.0,62.0,26.0,16.0,12.0,
WEEKDAY,CC7,CC8,,13.0,100.0,120.0,94.0,55.0,48.0,58.0,78.0,80.0,122.0,167.0,195.0,228.0,248.0,173.0,146.0,129.0,116.0,28.0
WEEKDAY,CC8,CC7,,47.0,218.0,327.0,242.0,153.0,108.0,93.0,94.0,139.0,122.0,100.0,82.0,123.0,156.0,88.0,53.0,35.0,17.0,4.0
WEEKDAY,CC8,EW8,,30.0,215.0,251.0,207.0,108.0,82.0,94.0,127.0,149.0,272.0,292.0,258.0,295.0,321.0,216.0,170.0,146.0,132.0,35.0
WEEKDAY,CE1,CC4,1.0,5.0,63.0,126.0,178.0,92.0,66.0,122.0,150.0,121.0,169.0,261.0,291.0,490.0,735.0,517.0,345.0,242.0,195.0,96.0
WEEKDAY,CE1,DT17,,76.0,294.0,619.0,731.0,305.0,135.0,112.0,124.0,154.0,110.0,101.0,95.0,110.0,145.0,104.0,68.0,57.0,49.0,11.0
WEEKDAY,CE1,NS27,,4.0,4.0,6.0,9.0,2.0,4.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,,
WEEKDAY,CG1,CG2,,113.0,396.0,452.0,312.0,175.0,116.0,104.0,136.0,192.0,106.0,66.0,69.0,116.0,150.0,186.0,145.0,107.0,27.0,3.0
WEEKDAY,CG1,DT34,,19.0,90.0,130.0,103.0,53.0,43.0,57.0,79.0,103.0,117.0,173.0,187.0,329.0,473.0,331.0,262.0,183.0,140.0,38.0
WEEKDAY,CG1,EW4,,51.0,164.0,328.0,387.0,254.0,161.0,136.0,119.0,142.0,167.0,336.0,315.0,567.0,651.0,466.0,465.0,374.0,371.0,61.0
WEEKDAY,CG2,CG1,,8.0,30.0,147.0,214.0,198.0,124.0,90.0,65.0,76.0,96.0,250.0,172.0,281.0,248.0,207.0,278.0,295.0,326.0,50.0
WEEKDAY,DT1,DT2,,263.0,1099.0,1686.0,1070.0,546.0,357.0,294.0,284.0,293.0,252.0,196.0,197.0,257.0,297.0,196.0,125.0,117.0,67.0,7.0
WEEKDAY,DT10,CC19,4.0,854.0,2220.0,1934.0,1123.0,702.0,541.0,604.0,740.0,801.0,788.0,996.0,1341.0,2507.0,2723.0,1671.0,1272.0,967.0,614.0,142.0
WEEKDAY,DT10,DT11,,648.0,2187.0,3356.0,2549.0,1357.0,960.0,827.0,858.0,909.0,922.0,955.0,1178.0,2086.0,1927.0,1146.0,860.0,595.0,342.0,61.0
WEEKDAY,DT11,DT10,4.0,853.0,2290.0,1989.0,1151.0,709.0,542.0,609.0,752.0,797.0,760.0,979.0,1347.0,2531.0,2762.0,1694.0,1287.0,982.0,623.0,145.0
WEEKDAY,DT11,NE7,,637.0,2154.0,3187.0,2636.0,1485.0,1066.0,885.0,917.0,951.0,932.0,973.0,1205.0,2154.0,2023.0,1223.0,911.0,625.0,371.0,65.0
WEEKDAY,DT13,EW12,,632.0,1997.0,2887.0,2471.0,1371.0,976.0,838.0,935.0,964.0,958.0,1043.0,1280.0,2159.0,2062.0,1272.0,1116.0,792.0,464.0,95.0
WEEKDAY,DT13,NE7,3.0,867.0,2187.0,2085.0,1486.0,995.0,760.0,755.0,923.0,965.0,901.0,1095.0,1331.0,2284.0,2681.0,1717.0,1284.0,1056.0,716.0,187.0
WEEKDAY,DT17,CE1,1.0,14.0,59.0,100.0,113.0,75.0,68.0,99.0,130.0,116.0,138.0,160.0,203.0,372.0,608.0,412.0,229.0,125.0,60.0,24.0
WEEKDAY,DT17,DT18,,6.0,40.0,89.0,109.0,81.0,87.0,128.0,142.0,98.0,95.0,122.0,125.0,143.0,193.0,142.0,96.0,70.0,52.0,15.0
WEEKDAY,DT18,DT17,,22.0,102.0,141.0,168.0,100.0,69.0,84.0,125.0,137.0,96.0,77.0,61.0,95.0,112.0,75.0,53.0,26.0,13.0,3.0
WEEKDAY,DT18,NE4,,4.0,35.0,77.0,99.0,79.0,96.0,169.0,200.0,161.0,183.0,226.0,279.0,470.0,651.0,435.0,308.0,196.0,138.0,44.0
WEEKDAY,DT2,DT1,4.0,33.0,188.0,248.0,201.0,146.0,145.0,194.0,279.0,302.0,395.0,446.0,603.0,1135.0,1167.0,711.0,519.0,395.0,243.0,74.0
WEEKDAY,DT2,DT3,,265.0,1172.0,1743.0,1104.0,568.0,363.0,302.0,292.0,301.0,265.0,202.0,210.0,296.0,321.0,206.0,125.0,120.0,68.0,7.0
WEEKDAY,DT20,DT21,,58.0,246.0,485.0,374.0,168.0,137.0,167.0,202.0,217.0,240.0,326.0,463.0,920.0,991.0,631.0,479.0,362.0,227.0,75.0
WEEKDAY,DT20,NE4,,188.0,795.0,1175.0,899.0,501.0,292.0,262.0,256.0,256.0,228.0,207.0,248.0,401.0,486.0,236.0,135.0,78.0,73.0,10.0
WEEKDAY,DT21,DT20,,197.0,815.0,1243.0,942.0,533.0,315.0,264.0,248.0,262.0,233.0,199.0,234.0,377.0,476.0,229.0,129.0,73.0,59.0,4.0
WEEKDAY,DT21,DT22,,58.0,284.0,532.0,398.0,173.0,143.0,174.0,214.0,236.0,258.0,355.0,513.0,1013.0,1094.0,699.0,539.0,416.0,277.0,97.0
WEEKDAY,DT22,DT21,,207.0,858.0,1363.0,1057.0,597.0,355.0,303.0,268.0,281.0,252.0,214.0,245.0,400.0,533.0,244.0,134.0,87.0,63.0,4.0
WEEKDAY,DT22,DT23,,64.0,342.0,634.0,472.0,208.0,164.0,193.0,238.0,263.0,287.0,384.0,540.0,1058.0,1152.0,751.0,579.0,456.0,300.0,109.0
WEEKDAY,DT23,DT22,,212.0,886.0,1438.0,1109.0,637.0,398.0,329.0,295.0,304.0,283.0,251.0,288.0,490.0,630.0,314.0,177.0,118.0,95.0,14.0
WEEKDAY,DT23,DT24,,63.0,361.0,658.0,475.0,210.0,170.0,208.0,245.0,272.0,306.0,416.0,565.0,1150.0,1258.0,817.0,614.0,467.0,312.0,114.0
WEEKDAY,DT24,DT23,,227.0,964.0,1565.0,1230.0,692.0,412.0,336.0,306.0,313.0,295.0,257.0,298.0,497.0,637.0,318.0,189.0,125.0,101.0,17.0
WEEKDAY,DT24,DT25,,81.0,470.0,793.0,582.0,261.0,188.0,220.0,254.0,291.0,327.0,428.0,571.0,1166.0,1272.0,810.0,599.0,443.0,303.0,107.0
WEEKDAY,DT25,CC10,,91.0,502.0,837.0,613.0,271.0,198.0,224.0,258.0,311.0,342.0,436.0,578.0,1198.0,1350.0,815.0,591.0,428.0,305.0,111.0
WEEKDAY,DT25,DT24,,232.0,961.0,1591.0,1216.0,682.0,405.0,337.0,309.0,323.0,316.0,292.0,338.0,586.0,746.0,371.0,236.0,165.0,127.0,25.0
WEEKDAY,DT27,CC10,,287.0,1349.0,2224.0,1700.0,873.0,507.0,407.0,397.0,436.0,430.0,355.0,411.0,826.0,1089.0,559.0,348.0,255.0,183.0,35.0
WEEKDAY,DT27,DT28,,125.0,593.0,1016.0,716.0,302.0,214.0,233.0,311.0,405.0,479.0,592.0,774.0,1602.0,1807.0,1010.0,733.0,540.0,366.0,124.0
WEEKDAY,DT28,DT27,,291.0,1329.0,2228.0,1737.0,855.0,482.0,386.0,376.0,392.0,389.0,321.0,358.0,704.0,897.0,473.0,304.0,230.0,177.0,31.0
WEEKDAY,DT28,DT29,,89.0,526.0,781.0,515.0,254.0,200.0,225.0,285.0,366.0,442.0,559.0,729.0,1529.0,1720.0,929.0,650.0,461.0,327.0,114.0
WEEKDAY,DT29,DT28,,280.0,1218.0,2068.0,1667.0,784.0,423.0,331.0,332.0,355.0,331.0,274.0,301.0,491.0,667.0,381.0,284.0,224.0,151.0,30.0
WEEKDAY,DT29,DT30,,87.0,610.0,843.0,545.0,279.0,216.0,230.0,293.0,364.0,431.0,531.0,677.0,1387.0,1574.0,837.0,572.0,395.0,282.0,99.0
WEEKDAY,DT3,DT2,4.0,38.0,260.0,308.0,218.0,144.0,144.0,190.0,265.0,294.0,362.0,439.0,598.0,1153.0,1188.0,722.0,524.0,397.0,246.0,74.0
WEEKDAY,DT3,DT5,,283.0,1276.0,1955.0,1288.0,646.0,417.0,343.0,334.0,341.0,305.0,231.0,246.0,357.0,379.0,227.0,138.0,132.0,76.0,7.0
WEEKDAY,DT30,DT29,,243.0,1067.0,1813.0,1477.0,692.0,371.0,305.0,315.0,329.0,322.0,288.0,322.0,497.0,664.0,401.0,316.0,262.0,175.0,37.0
WEEKDAY,DT30,DT31,,85.0,615.0,877.0,566.0,299.0,223.0,236.0,290.0,350.0,406.0,494.0,604.0,1217.0,1367.0,715.0,494.0,334.0,238.0,88.0
WEEKDAY,DT31,DT30,,212.0,929.0,1540.0,1241.0,585.0,319.0,274.0,291.0,308.0,300.0,285.0,326.0,505.0,690.0,418.0,328.0,273.0,185.0,39.0
WEEKDAY,DT31,DT32,,71.0,603.0,826.0,550.0,306.0,228.0,240.0,279.0,343.0,394.0,457.0,535.0,1032.0,1162.0,623.0,424.0,287.0,193.0,72.0
WEEKDAY,DT32,DT31,,173.0,776.0,1289.0,1026.0,500.0,283.0,261.0,290.0,302.0,297.0,312.0,353.0,526.0,681.0,444.0,354.0,296.0,201.0,42.0
WEEKDAY,DT32,DT33,1.0,28.0,401.0,619.0,446.0,216.0,140.0,145.0,174.0,205.0,237.0,253.0,297.0,518.0,645.0,424.0,294.0,221.0,134.0,59.0
WEEKDAY,DT33,DT32,,143.0,495.0,804.0,612.0,303.0,183.0,179.0,210.0,210.0,213.0,238.0,253.0,404.0,505.0,332.0,242.0,148.0,135.0,30.0
WEEKDAY,DT33,DT34,,26.0,367.0,586.0,545.0,257.0,138.0,107.0,103.0,129.0,118.0,76.0,77.0,85.0,113.0,101.0,56.0,38.0,19.0,5.0
WEEKDAY,DT34,CG1,,39.0,345.0,575.0,562.0,265.0,143.0,115.0,107.0,127.0,125.0,85.0,98.0,138.0,178.0,127.0,70.0,44.0,19.0,2.0
WEEKDAY,DT34,DT33,,28.0,45.0,81.0,93.0,50.0,41.0,59.0,82.0,94.0,113.0,174.0,214.0,359.0,489.0,329.0,263.0,177.0,144.0,38.0
WEEKDAY,DT5,DT3,4.0,39.0,298.0,388.0,254.0,166.0,159.0,207.0,287.0,327.0,400.0,489.0,654.0,1269.0,1329.0,816.0,567.0,428.0,268.0,78.0
WEEKDAY,DT5,DT6,,297.0,1414.0,2158.0,1476.0,716.0,469.0,386.0,388.0,394.0,336.0,278.0,308.0,474.0,499.0,285.0,184.0,158.0,87.0,8.0
WEEKDAY,DT6,DT5,4.0,64.0,405.0,521.0,343.0,226.0,195.0,244.0,316.0,366.0,457.0,561.0,728.0,1433.0,1518.0,932.0,634.0,476.0,299.0,84.0
WEEKDAY,DT6,DT7,,295.0,1398.0,2183.0,1512.0,737.0,481.0,396.0,396.0,409.0,371.0,298.0,337.0,546.0,548.0,302.0,190.0,163.0,93.0,8.0
WEEKDAY,DT7,DT6,4.0,67.0,481.0,597.0,375.0,242.0,198.0,249.0,325.0,377.0,457.0,566.0,731.0,1454.0,1546.0,961.0,653.0,490.0,304.0,87.0
WEEKDAY,DT7,DT8,,290.0,1374.0,2154.0,1507.0,731.0,472.0,396.0,399.0,418.0,403.0,319.0,359.0,579.0,574.0,325.0,211.0,164.0,101.0,8.0
WEEKDAY,DT8,CC19,,282.0,1321.0,2069.0,1506.0,728.0,472.0,392.0,398.0,438.0,480.0,407.0,434.0,642.0,609.0,343.0,213.0,167.0,107.0,10.0
WEEKDAY,DT8,DT7,4.0,70.0,523.0,670.0,429.0,265.0,216.0,256.0,332.0,382.0,458.0,564.0,730.0,1458.0,1555.0,968.0,650.0,492.0,300.0,87.0
WEEKDAY,EW1,EW2,,313.0,1021.0,1409.0,1102.0,583.0,413.0,388.0,402.0,411.0,382.0,349.0,395.0,549.0,535.0,335.0,226.0,176.0,148.0,13.0
WEEKDAY,EW10,EW11,,1137.0,3284.0,4134.0,3522.0,2059.0,1375.0,1078.0,1106.0,1127.0,978.0,943.0,1033.0,1704.0,1902.0,1093.0,816.0,605.0,439.0,54.0
WEEKDAY,EW10,EW9,1.0,542.0,1839.0,2100.0,1440.0,833.0,757.0,842.0,1032.0,1112.0,1165.0,1474.0,1956.0,3534.0,3783.0,2303.0,1842.0,1408.0,850.0,260.0
WEEKDAY,EW11,EW10,1.0,535.0,1694.0,1971.0,1376.0,792.0,732.0,832.0,1019.0,1099.0,1169.0,1499.0,2023.0,3626.0,3890.0,2394.0,1938.0,1500.0,899.0,271.0
WEEKDAY,EW11,EW12,,1220.0,3462.0,4192.0,3497.0,2091.0,1449.0,1158.0,1208.0,1213.0,1044.0,996.0,1104.0,1835.0,2045.0,1178.0,826.0,608.0,418.0,60.0
WEEKDAY,EW12,CC4,,188.0,673.0,1145.0,1316.0,663.0,369.0,257.0,261.0,324.0,228.0,151.0,128.0,177.0,226.0,146.0,97.0,85.0,43.0,2.0
