,,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME
BP8,WEEKENDS/HOLIDAY,0.0,46.9,81.3,99.6,114.6,129.0,148.6,152.7,167.4,144.8,146.3,134.4,136.6,145.8,154.1,141.1,122.1,109.1,110.9,36.1,0.0,23.4,68.6,101.6,144.6,144.4,138.7,123.7,134.9,152.2,132.6,106.7,123.4,144.0,152.1,133.4,117.2,109.9,105.1,46.4
BP9,WEEKDAY,0.0,90.0,236.3,319.0,262.9,206.0,187.5,195.4,199.0,211.1,133.3,120.5,129.6,157.4,149.8,103.0,78.0,52.1,30.9,8.6,0.0,42.4,69.4,177.7,158.5,161.1,148.5,125.0,173.6,163.9,118.8,127.4,146.2,198.2,293.7,246.5,165.2,131.2,118.8,56.0
BP9,WEEKENDS/HOLIDAY,0.0,43.9,82.3,129.8,185.1,253.1,304.3,283.6,271.3,215.0,167.6,154.8,131.1,142.6,135.4,124.8,89.4,45.3,27.0,9.2,0.0,38.9,62.6,146.8,214.8,223.4,228.0,184.9,181.7,159.7,142.0,137.1,135.4,149.8,144.7,143.4,133.4,119.2,105.0,52.0
CC1-NE6-NS24,WEEKDAY,35.2,21.7,179.9,543.0,1334.5,609.8,625.8,1024.3,1506.7,2209.9,1866.6,2041.0,2223.1,3131.0,4143.0,3194.4,2816.1,3409.6,2493.7,820.2,25.1,20.4,451.0,1410.9,2763.2,2123.6,1700.4,1947.6,2652.1,2117.1,1844.9,1768.6,1830.9,2354.6,4175.3,2664.7,1292.8,779.7,512.4,238.1
CC1-NE6-NS24,WEEKENDS/HOLIDAY,36.3,19.1,152.3,228.6,373.2,538.2,759.9,1192.2,1654.1,2259.3,2478.8,2849.1,3192.3,3318.4,3397.8,2891.2,2660.7,2918.8,2313.3,879.0,50.8,7.9,277.4,644.4,1158.8,1810.1,2067.4,2409.6,2681.6,3056.4,2912.0,2784.3,2696.9,2726.6,2487.8,2035.3,1307.1,867.1,621.9,383.0
CC10,WEEKDAY,8.3,129.7,648.9,1347.6,1626.6,879.8,627.1,645.9,811.4000000000001,621.7,517.7,508.9,654.5,1687.1000000000001,3300.3999999999996,1301.7,633.2,471.1,306.4,120.5,60.6,21.7,327.09999999999997,1052.9,3161.1,1663.8999999999999,533.3,390.1,467.9,734.8,576.4,485.5,537.9,803.4000000000001,1387.5,1099.3000000000002,765.5,723.5,705.6,380.3
CC10,WEEKENDS/HOLIDAY,7.1,65.4,356.6,523.3,621.0999999999999,705.1,712.3,747.0999999999999,870.4000000000001,879.1,722.3,639.7,814.5,897.4,863.4,634.1,384.90000000000003,310.1,229.7,92.80000000000001,73.8,8.5,157.6,335.1,693.4000000000001,589.9,511.0,444.0,549.1999999999999,663.5,615.0,623.7,637.0,637.3,688.8,630.7,608.6,686.3,693.7,441.5
CC11,WEEKDAY,4.4,77.0,643.3,759.1,608.2,323.0,294.4,545.1,791.0,630.4,546.9,697.8,913.1,2856.2,4896.4,2303.9,1085.3,634.6,428.7,179.9,37.3,45.2,751.2,2570.5,5296.7,2737.6,922.7,564.5,570.2,793.9,627.3,413.7,416.0,577.9,930.9,903.2,430.2,397.7,464.1,183.0
CC11,WEEKENDS/HOLIDAY,2.9,49.4,445.9,508.9,367.4,240.0,293.3,382.0,581.8,739.9,594.6,610.1,675.4,948.8,896.4,710.0,478.6,320.3,239.1,108.8,48.4,15.3,362.9,692.8,928.8,699.9,527.2,414.7,403.6,485.6,472.1,395.2,420.7,504.2,533.1,620.3,454.1,424.6,418.1,214.2
CC12,WEEKDAY,4.1,29.0,202.0,721.2,912.5,471.4,241.1,281.6,325.3,431.3,210.3,258.7,316.6,430.5,414.5,254.5,141.4,107.2,79.2,30.8,40.5,4.1,133.7,481.3,360.5,181.3,141.9,141.6,185.6,246.0,219.8,215.8,214.3,327.3,556.4,532.3,342.6,310.4,254.5,116.3
CC12,WEEKENDS/HOLIDAY,2.4,16.2,70.7,146.4,221.6,268.8,313.8,327.2,419.8,382.7,234.7,256.1,282.4,310.4,307.9,216.7,116.2,104.1,57.7,30.2,52.4,0.8,37.8,202.8,190.9,142.0,193.0,170.0,188.1,220.3,234.2,227.3,225.6,231.4,278.1,278.0,249.4,261.2,235.8,131.7
CC14,WEEKDAY,2.0,47.3,252.5,862.3,1183.2,599.9,457.5,469.5,527.7,323.1,248.3,507.1,460.6,644.4,649.2,335.9,159.5,111.7,92.6,28.5,26.6,13.1,154.7,701.0,921.0,352.3,161.8,164.3,238.9,406.8,348.1,317.1,366.7,477.1,779.2,680.7,416.6,350.2,298.1,145.1
CC14,WEEKENDS/HOLIDAY,1.6,19.4,89.6,202.9,346.2,398.7,415.4,403.7,394.3,333.6,277.4,267.2,286.6,316.6,330.8,235.4,132.1,105.0,82.6,31.0,34.0,4.8,39.6,98.6,146.6,162.3,175.6,187.8,237.8,309.1,324.6,321.7,321.0,338.8,375.4,372.6,312.2,311.6,275.2,160.9
CC16,WEEKDAY,3.1,83.0,434.7,1139.0,1383.2,661.8,543.5,552.5,552.1,369.1,290.2,354.5,418.6,933.3,1470.6,686.2,286.0,311.6,201.0,56.5,27.2,16.0,249.1,1025.5,1337.5,821.5,350.5,240.2,318.9,477.0,358.1,353.5,385.0,598.3,1140.3,923.2,530.0,441.7,371.1,183.5
CC16,WEEKENDS/HOLIDAY,5.4,44.6,175.6,296.1,362.0,401.7,401.4,486.3,548.0,568.7,489.4,414.2,467.1,551.3,514.9,363.4,222.9,237.9,189.6,53.9,35.0,4.9,111.4,369.6,504.0,469.9,408.1,346.8,354.7,396.6,389.7,370.3,378.0,384.8,456.4,468.2,347.4,338.9,330.1,196.7
CC17,WEEKDAY,0.5,62.8,278.8,693.0,699.5,333.1,161.1,134.0,140.7,148.4,108.4,151.5,144.5,284.8,487.2,230.1,91.2,77.2,46.4,10.8,20.1,6.2,104.2,461.2,508.5,242.7,92.1,83.4,102.7,122.1,118.9,127.5,163.3,326.0,608.4,362.7,208.6,190.7,149.8,60.8
CC17,WEEKENDS/HOLIDAY,1.1,22.0,113.6,145.1,152.7,150.7,149.3,147.6,145.9,141.3,119.9,112.2,129.3,149.6,160.7,119.2,56.4,48.8,36.4,11.0,27.1,1.4,40.8,175.1,161.4,117.8,88.6,92.9,105.3,120.6,121.7,113.0,131.0,134.6,139.6,122.8,122.6,129.6,135.4,65.6
CC19,WEEKDAY,4.1,10.7,108.4,384.6,579.8,370.40000000000003,296.29999999999995,357.59999999999997,424.79999999999995,393.6,351.3,373.7,401.7,648.3,798.6,497.40000000000003,266.1,233.9,186.8,78.3,16.2,23.1,222.70000000000002,659.2,890.2,598.4000000000001,445.3,438.0,386.8,384.0,369.7,365.2,391.5,439.20000000000005,627.9,450.79999999999995,228.2,183.0,131.9,68.7
CC19,WEEKENDS/HOLIDAY,4.3999999999999995,6.0,42.4,96.1,193.0,303.5,415.3,542.3,580.3,608.5999999999999,567.0,533.4,593.6,632.1,648.9000000000001,644.9,291.0,200.8,161.0,77.60000000000001,21.6,11.3,151.20000000000002,360.8,508.7,621.8,688.0,655.9,575.8,583.0,561.1,561.7,599.5,584.4000000000001,434.2,293.9,208.5,169.3,136.9,89.80000000000001
CC2,WEEKDAY,3.9,2.9,16.0,42.8,113.2,115.0,150.8,261.9,332.0,297.1,262.2,370.4,378.3,744.2,1028.3,552.0,330.8,415.6,368.1,182.5,2.9,5.7,105.8,461.5,1147.0,782.7,457.1,492.1,443.7,523.3,333.3,282.2,227.7,287.9,449.3,266.5,122.3,106.7,84.3,31.7
CC2,WEEKENDS/HOLIDAY,4.9,2.4,13.6,25.3,57.3,124.1,154.8,224.3,309.8,304.4,310.0,354.3,429.6,529.1,485.7,357.3,210.2,205.3,214.0,119.6,7.4,1.8,55.2,119.1,345.2,414.6,407.8,337.3,381.1,454.4,395.8,351.7,288.6,337.7,213.0,183.6,124.9,122.2,113.3,122.4
CC20,WEEKDAY,2.1,35.7,206.5,637.3,703.0,401.3,245.3,233.3,258.9,275.1,211.7,194.2,285.7,385.0,454.5,301.6,157.0,129.5,89.7,28.5,15.3,17.0,133.9,406.5,464.9,274.7,171.9,179.7,215.0,233.6,215.4,277.0,322.3,439.0,636.9,511.1,285.4,222.5,189.5,85.9
CC20,WEEKENDS/HOLIDAY,1.1,10.0,76.6,141.3,242.8,297.0,312.1,342.6,313.4,377.0,266.9,230.0,264.8,300.2,304.8,277.3,136.8,103.7,71.6,25.9,19.1,8.7,69.1,173.0,237.2,256.3,234.2,271.3,238.3,267.4,263.7,255.6,288.3,306.4,289.8,274.1,219.2,185.4,166.2,97.4
CC21,WEEKDAY,8.2,49.9,209.7,586.2,753.7,459.0,327.2,330.1,442.3,630.4,440.0,456.8,420.2,506.6,579.8,531.6,492.0,453.7,417.2,180.1,22.3,5.0,117.8,416.5,460.7,471.8,412.7,457.7,650.9,434.3,381.5,448.3,508.1,723.9,1209.6,951.1,514.3,395.9,300.5,149.7
CC21,WEEKENDS/HOLIDAY,10.0,21.0,100.3,149.9,237.8,312.7,330.0,374.0,478.2,496.0,465.7,461.9,445.9,488.7,497.8,472.4,389.0,391.2,378.6,177.9,24.3,0.8,61.8,171.8,304.2,414.0,491.6,458.0,446.9,529.7,453.1,418.8,445.9,487.6,544.1,569.0,424.1,343.9,290.3,186.8
CC23,WEEKDAY,6.7,13.0,56.0,159.9,217.4,171.4,188.9,504.6,772.8,651.6,449.8,671.0,1033.9,3020.5,4054.1,2154.8,1033.7,704.3,407.3,137.0,7.9,31.6,670.7,1790.1,4134.2,3660.1,1223.8,587.8,728.6,842.1,520.9,267.7,251.6,306.4,450.5,302.1,122.3,89.0,44.2,19.6
CC23,WEEKENDS/HOLIDAY,4.0,7.9,37.7,65.9,80.7,73.1,106.4,144.9,221.7,219.4,218.0,247.0,285.4,360.8,303.2,259.0,225.4,205.4,197.7,69.6,12.6,2.6,126.7,338.8,370.3,297.7,243.1,236.8,223.6,228.1,214.3,167.3,157.4,148.3,161.2,158.2,93.2,70.8,44.4,25.3
CC24,WEEKDAY,4.1,7.1,36.4,204.9,337.3,372.6,551.4,1023.6,1262.0,1018.4,891.4,1320.2,1880.1,3822.0,4217.8,2301.8,1396.7,1149.3,553.8,158.5,7.2,33.2,838.8,2671.8,4961.0,3388.0,1686.8,1380.0,1293.8,1420.3,1029.0,715.0,512.5,583.4,735.0,472.1,223.1,157.6,126.0,52.5
CC24,WEEKENDS/HOLIDAY,3.7,7.6,24.4,140.4,190.3,189.3,241.1,379.4,455.2,447.1,449.2,640.4,630.1,677.6,559.6,537.9,445.3,455.1,213.3,76.3,11.9,5.1,345.1,472.2,716.8,515.9,402.9,455.1,657.2,448.3,386.8,332.9,295.1,285.2,313.6,331.0,230.7,187.3,151.3,70.0
CC25,WEEKDAY,2.3,52.0,206.1,518.7,695.7,432.8,260.7,303.0,268.9,253.0,242.2,275.3,390.7,1066.4,1259.5,636.9,315.2,171.9,126.4,55.4,12.7,13.3,410.6,904.1,1309.6,564.5,206.3,169.3,199.1,222.7,238.5,205.2,228.8,317.7,561.2,456.9,306.7,273.7,214.7,112.4
CC25,WEEKENDS/HOLIDAY,1.1,34.6,118.1,212.9,252.4,276.7,294.0,368.4,389.3,397.8,317.3,354.0,370.3,414.3,393.7,406.1,210.8,103.6,105.8,42.0,13.4,5.4,262.1,364.2,248.4,209.3,196.6,195.4,235.6,272.7,289.6,251.9,258.8,264.1,346.1,283.6,258.2,261.2,210.9,119.8
CC26,WEEKDAY,1.5,19.1,82.3,304.0,313.8,172.0,121.5,146.5,194.1,174.5,128.4,187.0,278.5,995.5,1306.0,879.6,366.1,227.1,127.8,58.8,9.3,26.5,702.6,1254.1,1196.1,591.0,188.3,134.5,181.0,191.1,143.2,134.0,141.5,222.1,409.1,277.3,152.3,159.2,96.3,45.1
CC26,WEEKENDS/HOLIDAY,2.1,15.4,45.6,205.1,204.6,138.0,122.1,134.0,157.4,139.1,124.3,161.4,245.0,317.4,259.6,408.2,212.0,125.6,85.8,45.0,15.2,8.9,326.1,505.3,238.7,159.3,98.7,97.4,114.6,141.2,127.2,122.0,116.0,180.1,304.9,207.6,146.7,156.7,106.1,60.2
CC27,WEEKDAY,0.4,3.6,21.6,45.8,75.9,54.0,75.1,166.9,308.5,212.9,171.3,213.6,376.8,1472.9,2562.0,1225.2,503.2,291.1,134.3,29.4,1.5,3.8,207.3,875.3,3016.5,1845.4,415.5,196.6,194.4,316.1,225.1,121.5,101.8,126.2,175.0,107.3,43.1,26.8,21.8,7.3
CC27,WEEKENDS/HOLIDAY,0.1,3.2,14.2,21.8,36.9,33.4,49.9,61.7,94.7,114.0,103.9,115.2,174.8,216.8,163.3,154.0,102.6,117.4,79.1,18.2,2.3,0.3,39.7,174.4,207.9,161.2,107.6,95.8,114.6,106.1,81.2,82.9,86.8,95.9,94.0,78.2,39.0,30.3,25.8,11.7
CC28,WEEKDAY,0.0,68.8,253.4,491.4,584.0,326.0,180.7,169.0,177.8,151.8,134.8,127.9,151.6,258.9,382.0,204.0,104.2,80.2,48.5,19.5,4.0,2.9,63.7,208.0,454.6,469.7,155.3,108.0,115.6,128.1,115.6,134.5,186.3,283.0,515.9,396.0,266.0,229.6,206.7,100.6
CC28,WEEKENDS/HOLIDAY,0.1,23.8,110.4,130.7,178.9,228.1,200.8,227.8,213.3,198.8,182.7,183.8,215.6,244.9,219.9,181.7,105.7,75.1,56.8,21.8,5.6,1.9,33.3,71.8,121.7,105.6,116.8,113.6,140.9,196.9,191.0,165.8,180.4,196.8,225.1,235.9,214.0,225.0,217.2,116.9
CC3,WEEKDAY,4.9,3.2,11.7,35.2,83.5,75.5,95.6,170.9,282.5,366.0,383.8,471.0,547.5,828.3,1211.9,839.3,681.2,845.6,732.7,282.3,1.7,2.7,198.7,459.2,1170.7,953.5,571.3,480.0,517.7,417.0,355.0,344.0,324.8,388.5,659.8,440.6,183.2,110.8,70.2,24.6
CC3,WEEKENDS/HOLIDAY,7.3,2.4,21.6,33.9,60.1,85.3,133.4,232.6,398.7,506.3,635.4,772.3,945.6,1049.9,1082.1,1089.8,894.4,1226.0,993.1,368.4,6.4,1.1,135.6,241.2,396.0,787.7,810.7,676.7,744.0,803.2,833.8,829.7,895.6,756.6,738.9,574.8,264.4,162.0,114.1,98.2
CC4-DT15,WEEKDAY,16.1,18.8,38.8,118.7,281.2,235.5,265.7,531.0,842.7,1019.7,798.9,890.1,1028.1,2122.2,4127.8,2152.3,1488.0,1628.0,1201.0,425.4,9.0,6.1,467.7,1079.6,4143.1,3021.7,1187.7,1080.4,1326.0,1139.6,889.6,723.0,723.1,922.0,1569.1,918.7,385.3,207.8,122.1,49.5
CC4-DT15,WEEKENDS/HOLIDAY,60.3,17.6,58.8,64.7,83.2,130.7,215.0,322.6,467.1,657.1,882.9,1083.4,1311.6,1430.3,1483.8,1407.4,1321.7,1702.4,1577.7,738.1,18.8,1.7,199.4,315.4,489.7,904.3,1131.6,1212.8,1309.7,1396.7,1442.0,1328.8,1645.8,1913.7,1245.7,840.0,491.6,269.4,206.6,133.4
CC5,WEEKDAY,2.1,19.8,53.0,115.9,226.5,188.4,134.0,168.5,268.3,232.1,175.5,169.4,202.1,613.6,893.5,448.4,275.3,280.3,239.4,94.7,6.5,1.2,71.8,245.3,968.0,580.9,220.2,175.7,223.0,275.6,209.8,175.4,176.0,237.2,454.0,355.9,231.6,211.5,164.0,100.7
CC5,WEEKENDS/HOLIDAY,3.8,6.0,55.0,62.6,79.3,124.8,139.1,168.8,202.9,251.0,256.8,296.2,335.9,382.6,414.8,411.0,299.7,281.6,265.4,140.3,9.4,0.2,52.0,128.1,174.4,176.6,200.8,241.6,299.1,362.9,302.0,272.2,340.4,305.7,313.6,282.1,215.3,198.2,203.7,165.4
CC6,WEEKDAY,12.7,6.3,44.7,229.1,482.4,278.9,225.4,282.6,435.4,484.0,364.9,393.1,448.3,601.8,795.7,548.3,641.5,696.0,538.0,241.1,4.9,2.6,143.8,338.2,577.6,520.4,385.1,394.5,572.0,503.1,477.0,414.5,456.1,591.3,1176.4,774.6,303.8,162.2,116.6,46.0
CC6,WEEKENDS/HOLIDAY,12.7,3.1,30.1,77.2,269.1,532.9,585.9,552.2,534.2,525.1,562.0,636.8,824.9,819.7,765.3,693.0,640.1,951.0,1925.1,1282.9,12.8,1.6,280.3,670.9,500.3,593.7,626.8,621.7,633.7,713.8,752.0,753.3,946.4,1318.9,1766.4,1335.4,369.6,193.6,143.2,76.3
CC7,WEEKDAY,1.7,60.6,299.6,587.9,813.0,407.4,297.2,312.7,483.5,379.8,279.5,262.2,360.6,641.6,801.4,405.5,228.1,229.4,200.4,77.1,35.7,10.5,143.8,556.8,809.7,423.7,227.7,200.3,296.4,402.7,345.4,310.2,356.2,511.1,886.2,723.2,444.3,396.1,335.0,173.0
CC7,WEEKENDS/HOLIDAY,6.0,28.7,165.3,224.3,274.4,329.6,349.6,348.9,393.4,364.7,322.7,324.4,354.2,461.3,447.7,346.4,214.7,185.8,175.0,186.3,42.7,5.0,87.6,202.2,256.4,265.3,255.3,256.9,289.7,372.7,365.2,381.0,375.4,445.2,478.7,464.1,391.8,388.7,352.6,225.6
