,,,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS
BP10,BP4,WEEKDAY,,2.0,2.0,18.0,20.0,14.0,4.0,2.0,6.0,6.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0
BP10,BP4,WEEKENDS/HOLIDAY,,1.0,2.0,4.0,5.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
BP10,BP5,WEEKDAY,,3.0,22.0,24.0,16.0,8.0,7.0,7.0,8.0,8.0,5.0,7.0,6.0,7.0,7.0,4.0,4.0,2.0,3.0,1.0
BP10,BP5,WEEKENDS/HOLIDAY,,3.0,6.0,10.0,7.0,8.0,9.0,7.0,12.0,6.0,3.0,5.0,4.0,3.0,6.0,5.0,4.0,2.0,2.0,2.0
BP10,BP6,WEEKDAY,,77.0,224.0,292.0,182.0,90.0,64.0,57.0,55.0,56.0,40.0,37.0,39.0,53.0,54.0,45.0,24.0,19.0,11.0,4.0
BP10,BP6,WEEKENDS/HOLIDAY,,35.0,75.0,74.0,82.0,94.0,83.0,88.0,81.0,82.0,80.0,66.0,62.0,72.0,56.0,56.0,38.0,24.0,14.0,7.0
BP10,BP7,WEEKDAY,,7.0,10.0,16.0,5.0,8.0,8.0,7.0,7.0,10.0,8.0,7.0,8.0,10.0,13.0,10.0,6.0,7.0,6.0,1.0
BP10,BP7,WEEKENDS/HOLIDAY,,3.0,3.0,4.0,6.0,8.0,14.0,12.0,12.0,14.0,12.0,10.0,6.0,8.0,9.0,8.0,8.0,8.0,6.0,2.0
BP10,BP8,WEEKDAY,,20.0,72.0,77.0,53.0,33.0,24.0,23.0,26.0,19.0,22.0,17.0,18.0,22.0,24.0,23.0,14.0,11.0,10.0,5.0
BP10,BP8,WEEKENDS/HOLIDAY,,8.0,20.0,26.0,32.0,27.0,32.0,27.0,28.0,24.0,28.0,19.0,21.0,19.0,19.0,23.0,13.0,14.0,12.0,4.0
BP10,BP9,WEEKDAY,,12.0,11.0,25.0,19.0,24.0,24.0,19.0,23.0,24.0,14.0,14.0,15.0,15.0,11.0,15.0,8.0,6.0,4.0,1.0
BP10,BP9,WEEKENDS/HOLIDAY,,11.0,5.0,21.0,34.0,29.0,38.0,28.0,18.0,14.0,11.0,12.0,11.0,13.0,13.0,12.0,7.0,4.0,5.0,2.0
BP10,CC16,WEEKDAY,,,1.0,,,,,,,,,,,,,,,,,
BP10,CC23,WEEKDAY,,,,1.0,,,,,,,,,,,,,,,,
BP10,CC24,WEEKDAY,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
BP10,CC27,WEEKDAY,,,,1.0,1.0,,,,,,,,,,,,,,,
BP10,CC4-DT15,WEEKDAY,,,,,1.0,,,,,,,,,,,,,,,
BP10,CE1,WEEKDAY,,,1.0,1.0,,,,,,,,,,,,,,,,
BP10,DT11,WEEKDAY,,,1.0,1.0,,,,,,,,,,,,,,,,
BP10,DT17,WEEKDAY,,,,1.0,1.0,,,,,,,,,,,,,,,
BP10,DT18,WEEKDAY,,,,1.0,1.0,,,,,,,,,,,,,,,
BP10,DT5,WEEKDAY,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
BP10,DT6,WEEKDAY,,,1.0,,,,,,,,,,,,,,,,,
BP10,DT7,WEEKDAY,,,2.0,2.0,,,,,,,,,,,,,,,,
BP10,DT8,WEEKDAY,,,,1.0,,,,,,,,,,,,,,,,
BP10,EW12,WEEKDAY,,,,1.0,1.0,,,,,,,,,,,,,,,
BP10,EW13-NS25,WEEKENDS/HOLIDAY,,,,,,1.0,,,,,,,,,,,,,,
BP10,EW14-NS26,WEEKDAY,,,,1.0,,,,,,,,,,,,,,,,
BP10,EW15,WEEKDAY,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
BP10,EW16,WEEKDAY,,,,1.0,,,,,,,,,,,,,,,,
BP10,EW17,WEEKDAY,,,,,1.0,1.0,,,,,,,,,,,,,1.0,
BP10,EW17,WEEKENDS/HOLIDAY,,,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,
BP10,EW18,WEEKDAY,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,
BP10,EW18,WEEKENDS/HOLIDAY,,,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,
BP10,EW19,WEEKDAY,,,1.0,3.0,,,,,,,,,,,,,,,,
BP10,EW19,WEEKENDS/HOLIDAY,,,,1.0,,,,,,,,,,,,,,,,
BP10,EW20,WEEKDAY,,,1.0,4.0,2.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,
BP10,EW20,WEEKENDS/HOLIDAY,,,,,,1.0,,,,,,1.0,,,,,,,,
BP10,EW21,WEEKDAY,,,2.0,2.0,2.0,,1.0,,,,,,,,,,,,,
BP10,EW21,WEEKENDS/HOLIDAY,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,
BP10,EW22,WEEKDAY,,,1.0,13.0,10.0,10.0,4.0,3.0,2.0,1.0,,,,1.0,,,,,,
BP10,EW22,WEEKENDS/HOLIDAY,,,,,2.0,1.0,,,,1.0,1.0,,,,,,,,,
BP10,EW23,WEEKDAY,,1.0,8.0,10.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,,1.0,,
BP10,EW23,WEEKENDS/HOLIDAY,,,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,
BP10,EW24-NS1,WEEKDAY,,12.0,40.0,57.0,33.0,15.0,11.0,10.0,10.0,9.0,6.0,7.0,6.0,8.0,8.0,3.0,2.0,2.0,1.0,
BP10,EW24-NS1,WEEKENDS/HOLIDAY,,6.0,10.0,9.0,11.0,12.0,15.0,16.0,17.0,12.0,12.0,11.0,11.0,15.0,10.0,8.0,4.0,1.0,1.0,
BP10,EW25,WEEKDAY,,,1.0,2.0,,,,,,,,,,,,,,,,
BP10,EW25,WEEKENDS/HOLIDAY,,,,1.0,2.0,1.0,,,,,1.0,,,,1.0,,,,,
BP10,EW26,WEEKDAY,,1.0,3.0,6.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,
BP10,EW26,WEEKENDS/HOLIDAY,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,
BP10,EW27,WEEKDAY,,4.0,14.0,15.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,
BP10,EW27,WEEKENDS/HOLIDAY,,1.0,3.0,5.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,,
BP10,EW28,WEEKDAY,,3.0,2.0,3.0,3.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,,,
BP10,EW28,WEEKENDS/HOLIDAY,,2.0,1.0,1.0,,,,,2.0,,1.0,1.0,1.0,,,,,,,
BP10,EW29,WEEKDAY,,5.0,17.0,14.0,1.0,2.0,,,,,,,,,,,,,,
BP10,EW29,WEEKENDS/HOLIDAY,,3.0,3.0,3.0,1.0,,,,1.0,,,,,,,,,,,
BP10,EW30,WEEKDAY,,1.0,3.0,4.0,1.0,,,,,,,,,,,,,,,
BP10,EW30,WEEKENDS/HOLIDAY,,,1.0,1.0,,,,,,,,,,,,,,,,
BP10,EW31,WEEKDAY,,1.0,2.0,2.0,,,,,,,,,,,,,,,,
BP10,EW32,WEEKDAY,,,1.0,4.0,2.0,,,,1.0,,,,,,,,,,,
BP10,EW32,WEEKENDS/HOLIDAY,,,,1.0,,,,,,,,,,,,,,,,
BP10,EW33,WEEKDAY,,,1.0,,,,,,,,,,,,1.0,,,,,
BP10,EW33,WEEKENDS/HOLIDAY,,,1.0,1.0,,,,,,,,,,,,,,,,
BP10,EW8,WEEKENDS/HOLIDAY,,,,,,1.0,,,,,,,,,,,,,,
BP10,NE4,WEEKDAY,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
BP10,NS10,WEEKDAY,,1.0,3.0,2.0,4.0,2.0,,,,,1.0,,1.0,2.0,2.0,1.0,,1.0,,
BP10,NS10,WEEKENDS/HOLIDAY,,,,,,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,
BP10,NS11,WEEKDAY,,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,,
BP10,NS11,WEEKENDS/HOLIDAY,,,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,
BP10,NS13,WEEKDAY,,,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,
BP10,NS13,WEEKENDS/HOLIDAY,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,,1.0,1.0,
BP10,NS14,WEEKDAY,,2.0,,,,1.0,,,,,,,,,,,,,,
BP10,NS14,WEEKENDS/HOLIDAY,,1.0,,,,,,,1.0,1.0,,,,,,1.0,,1.0,,
BP10,NS15,WEEKDAY,,1.0,9.0,11.0,9.0,3.0,2.0,2.0,,1.0,,,,,,,,,1.0,
BP10,NS15,WEEKENDS/HOLIDAY,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,
BP10,NS16,WEEKDAY,,3.0,3.0,1.0,2.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,
BP10,NS16,WEEKENDS/HOLIDAY,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,
BP10,NS17,WEEKDAY,,1.0,2.0,,,,,,,,,,,,,,,,,
BP10,NS17,WEEKENDS/HOLIDAY,,,,,,,,,1.0,,,,,,,,,,,
BP10,NS18,WEEKDAY,,1.0,,,,,,,,,,,,,,,,,,
BP10,NS19,WEEKDAY,,1.0,,,,,,,,,,,,,,,,,,
BP10,NS2,WEEKDAY,,3.0,8.0,8.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0
BP10,NS2,WEEKENDS/HOLIDAY,,,2.0,3.0,6.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0
BP10,NS20,WEEKDAY,,,,1.0,,1.0,,,,,,,,,,,,,,
BP10,NS3,WEEKDAY,,,3.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,
BP10,NS3,WEEKENDS/HOLIDAY,,,3.0,5.0,4.0,6.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,1.0,1.0,
BP10,NS4,WEEKDAY,,16.0,52.0,29.0,16.0,14.0,20.0,15.0,15.0,14.0,13.0,10.0,10.0,16.0,14.0,12.0,6.0,4.0,2.0,1.0
BP10,NS4,WEEKENDS/HOLIDAY,,7.0,13.0,9.0,12.0,14.0,23.0,18.0,25.0,21.0,18.0,17.0,15.0,19.0,16.0,10.0,6.0,4.0,4.0,2.0
BP10,NS5,WEEKDAY,,1.0,9.0,7.0,4.0,1.0,4.0,1.0,2.0,4.0,3.0,2.0,1.0,3.0,4.0,4.0,2.0,2.0,1.0,
BP10,NS5,WEEKENDS/HOLIDAY,,1.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,
BP10,NS7,WEEKDAY,,5.0,7.0,13.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,,1.0,1.0
BP10,NS7,WEEKENDS/HOLIDAY,,4.0,4.0,3.0,2.0,2.0,2.0,6.0,5.0,2.0,2.0,1.0,,1.0,2.0,1.0,,,1.0,
BP10,NS8,WEEKDAY,,2.0,2.0,1.0,,,,,,,,,1.0,2.0,1.0,1.0,,,,
BP10,NS8,WEEKENDS/HOLIDAY,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
BP10,NS9,WEEKDAY,,4.0,4.0,11.0,7.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,,,
BP10,NS9,WEEKENDS/HOLIDAY,,2.0,,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,,
BP11,BP10,WEEKDAY,,1.0,6.0,9.0,10.0,8.0,8.0,8.0,9.0,8.0,7.0,10.0,10.0,12.0,9.0,7.0,5.0,4.0,1.0,
BP11,BP10,WEEKENDS/HOLIDAY,,,3.0,7.0,8.0,13.0,15.0,11.0,9.0,9.0,6.0,10.0,10.0,7.0,8.0,10.0,4.0,4.0,2.0,
BP11,BP12,WEEKDAY,,,8.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,8.0,5.0,5.0,3.0,3.0,1.0
BP11,BP12,WEEKENDS/HOLIDAY,,,1.0,2.0,3.0,5.0,6.0,7.0,8.0,8.0,3.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0
BP11,BP13,WEEKDAY,,2.0,11.0,12.0,5.0,4.0,4.0,3.0,6.0,5.0,2.0,4.0,7.0,7.0,8.0,7.0,5.0,5.0,2.0,1.0
BP11,BP13,WEEKENDS/HOLIDAY,,1.0,3.0,3.0,4.0,4.0,5.0,7.0,6.0,7.0,3.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,2.0,1.0
BP11,BP2,WEEKDAY,,2.0,9.0,8.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,6.0,5.0,6.0,4.0,3.0,2.0,1.0
BP11,BP2,WEEKENDS/HOLIDAY,,1.0,1.0,5.0,5.0,3.0,6.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0
BP11,BP3,WEEKDAY,,1.0,9.0,13.0,5.0,2.0,3.0,2.0,2.0,7.0,5.0,5.0,4.0,7.0,6.0,4.0,2.0,3.0,3.0,
BP11,BP3,WEEKENDS/HOLIDAY,,1.0,3.0,4.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,5.0,
BP11,BP4,WEEKDAY,,,2.0,19.0,21.0,16.0,6.0,4.0,7.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,2.0,3.0,2.0,
BP11,BP4,WEEKENDS/HOLIDAY,,,1.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,
BP11,BP5,WEEKDAY,,5.0,28.0,28.0,15.0,10.0,9.0,9.0,6.0,8.0,6.0,5.0,7.0,8.0,8.0,5.0,5.0,3.0,2.0,1.0
BP11,BP5,WEEKENDS/HOLIDAY,,2.0,4.0,7.0,10.0,10.0,12.0,9.0,8.0,8.0,6.0,4.0,3.0,7.0,4.0,5.0,2.0,4.0,2.0,
BP11,BP6,WEEKDAY,,102.0,249.0,400.0,241.0,116.0,73.0,66.0,68.0,58.0,48.0,44.0,45.0,64.0,68.0,54.0,32.0,20.0,13.0,3.0
BP11,BP6,WEEKENDS/HOLIDAY,,41.0,68.0,80.0,108.0,120.0,112.0,101.0,110.0,100.0,87.0,74.0,77.0,83.0,77.0,58.0,36.0,21.0,17.0,5.0
BP11,BP7,WEEKDAY,,4.0,13.0,11.0,3.0,4.0,3.0,2.0,3.0,10.0,8.0,8.0,7.0,7.0,8.0,5.0,5.0,3.0,2.0,1.0
BP11,BP7,WEEKENDS/HOLIDAY,,2.0,2.0,4.0,2.0,4.0,4.0,6.0,8.0,6.0,5.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,1.0
BP11,BP8,WEEKDAY,,12.0,51.0,68.0,39.0,23.0,13.0,15.0,14.0,18.0,16.0,16.0,12.0,16.0,16.0,9.0,10.0,8.0,5.0,3.0
BP11,BP8,WEEKENDS/HOLIDAY,,6.0,10.0,14.0,21.0,21.0,16.0,16.0,16.0,10.0,13.0,12.0,8.0,12.0,15.0,8.0,6.0,6.0,5.0,3.0
BP11,BP9,WEEKDAY,,10.0,13.0,38.0,27.0,21.0,18.0,10.0,12.0,12.0,10.0,9.0,8.0,11.0,10.0,9.0,6.0,5.0,2.0,1.0
BP11,BP9,WEEKENDS/HOLIDAY,,8.0,7.0,31.0,22.0,30.0,26.0,25.0,13.0,9.0,7.0,7.0,7.0,8.0,8.0,9.0,6.0,4.0,1.0,1.0
BP11,CC11,WEEKDAY,,,,1.0,,,,,,,,,,,,,,,,
BP11,CC23,WEEKDAY,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
BP11,CC24,WEEKDAY,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
BP11,CC25,WEEKDAY,,,,1.0,,,,,,,,,,,,,,,,
BP11,CC27,WEEKENDS/HOLIDAY,,,,,,1.0,,,,,,,,,,,,,,
BP11,CC4-DT15,WEEKDAY,,,,,1.0,,,,,,,,,,,,,,,
BP11,CE1,WEEKDAY,,1.0,1.0,,,,,,,,,,,,,,,,,
BP11,CG2,WEEKENDS/HOLIDAY,,,,,,,1.0,,,,,,,,,,,,,
BP11,DT11,WEEKDAY,,,,2.0,1.0,,,,,,,,,,,,,,,
BP11,DT17,WEEKDAY,,,,2.0,1.0,,,,,,,,,,,,,,,
BP11,DT18,WEEKDAY,,,,1.0,1.0,,,,,,,,,,,,,,,
BP11,DT27,WEEKDAY,,,,1.0,,,,,,,,,,,,,,,,
BP11,DT28,WEEKDAY,,,,1.0,,,,,,,,,,,,,,,,
BP11,DT5,WEEKDAY,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
BP11,DT6,WEEKDAY,,,2.0,1.0,,,,,,,,,,,,,,,,
BP11,DT7,WEEKDAY,,,1.0,1.0,,,,,,,,,,,,,,,,
BP11,DT8,WEEKDAY,,,3.0,1.0,,,,,,,,,,,,,,,,
BP11,EW13-NS25,WEEKENDS/HOLIDAY,,,,,1.0,1.0,,,,,,,,,,,,,,
BP11,EW15,WEEKDAY,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
BP11,EW15,WEEKENDS/HOLIDAY,,,,,,1.0,,,,,,,,,,,,,,
BP11,EW16,WEEKDAY,,,,1.0,,,,,,,,,,,,,,,,
BP11,EW17,WEEKDAY,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,
BP11,EW17,WEEKENDS/HOLIDAY,,,,,,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,
BP11,EW18,WEEKDAY,,,1.0,3.0,3.0,1.0,,,1.0,,,,,,1.0,1.0,,,,
BP11,EW18,WEEKENDS/HOLIDAY,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,
BP11,EW19,WEEKDAY,,,2.0,6.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,
BP11,EW19,WEEKENDS/HOLIDAY,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,
BP11,EW20,WEEKDAY,,,2.0,4.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,
BP11,EW20,WEEKENDS/HOLIDAY,,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,1.0,,,,,,
BP11,EW21,WEEKDAY,,,1.0,3.0,2.0,,,,,,,,,1.0,,,,,,
BP11,EW21,WEEKENDS/HOLIDAY,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,
BP11,EW22,WEEKDAY,,1.0,3.0,14.0,13.0,10.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,
BP11,EW22,WEEKENDS/HOLIDAY,,,,,,2.0,2.0,,,1.0,,,,,,,,,,
BP11,EW23,WEEKDAY,,3.0,12.0,13.0,8.0,9.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,
BP11,EW23,WEEKENDS/HOLIDAY,,1.0,3.0,3.0,4.0,7.0,4.0,5.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,
BP11,EW24-NS1,WEEKDAY,,13.0,44.0,80.0,44.0,22.0,15.0,14.0,14.0,9.0,9.0,7.0,9.0,11.0,13.0,7.0,4.0,3.0,2.0,
BP11,EW24-NS1,WEEKENDS/HOLIDAY,,5.0,16.0,15.0,19.0,21.0,22.0,23.0,23.0,19.0,16.0,14.0,14.0,14.0,13.0,11.0,5.0,3.0,2.0,
BP11,EW25,WEEKDAY,,,1.0,,,,,,,,,,,,,,,,,
BP11,EW25,WEEKENDS/HOLIDAY,,,,1.0,,,,,,,,,1.0,,,,,,,
BP11,EW26,WEEKDAY,,3.0,8.0,10.0,2.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,
BP11,EW26,WEEKENDS/HOLIDAY,,1.0,2.0,3.0,1.0,2.0,1.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,,
BP11,EW27,WEEKDAY,,2.0,20.0,17.0,7.0,4.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,
BP11,EW27,WEEKENDS/HOLIDAY,,,3.0,4.0,2.0,6.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,,3.0,,
BP11,EW28,WEEKDAY,,1.0,4.0,9.0,4.0,2.0,1.0,1.0,,,1.0,,,1.0,1.0,,,1.0,,
BP11,EW28,WEEKENDS/HOLIDAY,,,1.0,2.0,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,
BP11,EW29,WEEKDAY,,8.0,14.0,12.0,2.0,,,,1.0,,,,,,,,,,,
BP11,EW29,WEEKENDS/HOLIDAY,,2.0,5.0,3.0,1.0,,,,1.0,,,,1.0,,1.0,,,1.0,,
BP11,EW30,WEEKDAY,,,4.0,4.0,,,,,,,,,,,,,,,,
BP11,EW30,WEEKENDS/HOLIDAY,,,1.0,,1.0,,,,,,,,,,,,,,,
BP11,EW31,WEEKDAY,,,1.0,4.0,,,,,,,,,,,,,,,,
BP11,EW31,WEEKENDS/HOLIDAY,,,,1.0,,,,,,,,,,,,,,,,
BP11,EW32,WEEKDAY,,,1.0,7.0,1.0,,,,,,,,,,,,,,,
BP11,EW32,WEEKENDS/HOLIDAY,,,,1.0,,,,,,,,,,,,,,,,
BP11,EW33,WEEKDAY,,,2.0,1.0,,,,,,,,,,,,,,,,
BP11,EW4,WEEKDAY,,,1.0,,,,,,,,,,,,,,,,,
BP11,NE1,WEEKDAY,,1.0,,,,,,,,,,,,,,,,,,
BP11,NE1,WEEKENDS/HOLIDAY,,,,,1.0,,,,,,,,,,,,,,,
BP11,NE4,WEEKDAY,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,
BP11,NE7,WEEKDAY,,,,1.0,,,,,,,,,,,,,,,,
BP11,NE9,WEEKDAY,,,,1.0,,,,,,,,,,,,,,,,
BP11,NS10,WEEKDAY,,,4.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,
BP11,NS10,WEEKENDS/HOLIDAY,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,2.0,1.0,1.0,1.0,3.0,1.0,
BP11,NS11,WEEKDAY,,2.0,6.0,7.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
BP11,NS11,WEEKENDS/HOLIDAY,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,
BP11,NS13,WEEKDAY,,1.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,,1.0,,
BP11,NS13,WEEKENDS/HOLIDAY,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,
BP11,NS14,WEEKDAY,,2.0,,3.0,1.0,,,,,,,1.0,,,,1.0,,,,
BP11,NS14,WEEKENDS/HOLIDAY,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,
BP11,NS15,WEEKDAY,,1.0,7.0,15.0,13.0,7.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
BP11,NS15,WEEKENDS/HOLIDAY,,,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,
