DAY_TYPE,ORIGIN_PT_CODE,DESTINATION_PT_CODE,TOTAL_TRIPS
WEEKDAY,BP10,BP11,4123.0
WEEKDAY,BP10,BP9,1071.0
WEEKDAY,BP11,BP10,757.0
WEEKDAY,BP11,BP12,7001.0
WEEKDAY,BP12,BP11,2953.0
WEEKDAY,BP12,BP13,9545.0
WEEKDAY,BP13,BP12,4729.0
WEEKDAY,BP13,BP6,10726.0
WEEKDAY,BP2,BP3,16152.0
WEEKDAY,BP2,NS4,16602.0
WEEKDAY,BP3,BP2,16570.0
WEEKDAY,BP3,BP4,16158.0
WEEKDAY,BP4,BP3,15940.0
WEEKDAY,BP4,BP5,15311.0
WEEKDAY,BP5,BP4,14979.0
WEEKDAY,BP5,BP6,16050.0
WEEKDAY,BP6,BP13,5379.0
WEEKDAY,BP6,BP5,15156.0
WEEKDAY,BP6,BP7,7686.0
WEEKDAY,BP7,BP6,4501.0
WEEKDAY,BP7,BP8,7010.0
WEEKDAY,BP8,BP7,3782.0
WEEKDAY,BP8,BP9,6409.0
WEEKDAY,BP9,BP10,4763.0
WEEKDAY,BP9,BP8,2905.0
WEEKDAY,CC10,CC11,56908.0
WEEKDAY,CC10,DT25,37781.0
WEEKDAY,CC10,DT27,44812.0
WEEKDAY,CC10,EW8,57828.0
WEEKDAY,CC11,CC10,55891.0
WEEKDAY,CC11,CC12,60899.0
WEEKDAY,CC12,CC11,60084.0
WEEKDAY,CC12,NE12,63526.0
WEEKDAY,CC14,NE12,123385.0
WEEKDAY,CC14,NS17,123391.0
WEEKDAY,CC16,CC17,57003.0
WEEKDAY,CC16,NS17,56139.0
WEEKDAY,CC17,CC16,54902.0
WEEKDAY,CC17,CC19,58657.0
WEEKDAY,CC19,CC17,56341.0
WEEKDAY,CC19,CC20,107206.0
WEEKDAY,CC19,DT10,101827.0
WEEKDAY,CC19,DT8,51648.0
WEEKDAY,CC2,CC3,7960.0
WEEKDAY,CC2,NS24,11029.0
WEEKDAY,CC20,CC19,107903.0
WEEKDAY,CC20,CC21,106078.0
WEEKDAY,CC21,CC20,106759.0
WEEKDAY,CC21,EW21,105552.0
WEEKDAY,CC23,CC24,34641.0
WEEKDAY,CC23,EW21,45015.0
WEEKDAY,CC24,CC23,33351.0
WEEKDAY,CC24,CC25,20635.0
WEEKDAY,CC25,CC24,19156.0
WEEKDAY,CC25,CC26,18787.0
WEEKDAY,CC26,CC25,16858.0
WEEKDAY,CC26,CC27,18067.0
WEEKDAY,CC27,CC26,16293.0
WEEKDAY,CC27,CC28,18874.0
WEEKDAY,CC28,CC27,17181.0
WEEKDAY,CC28,NE1,19812.0
WEEKDAY,CC3,CC2,8373.0
WEEKDAY,CC3,CC4,6951.0
WEEKDAY,CC4,CC3,7196.0
WEEKDAY,CC4,CC5,11408.0
WEEKDAY,CC4,CE1,41711.0
WEEKDAY,CC4,EW12,46746.0
WEEKDAY,CC5,CC4,10453.0
WEEKDAY,CC5,CC6,9245.0
WEEKDAY,CC6,CC5,8536.0
WEEKDAY,CC6,CC7,9079.0
WEEKDAY,CC7,CC6,8685.0
WEEKDAY,CC7,CC8,9865.0
WEEKDAY,CC8,CC7,9709.0
WEEKDAY,CC8,EW8,14219.0
WEEKDAY,CE1,CC4,39207.0
WEEKDAY,CE1,DT17,31156.0
WEEKDAY,CE1,NS27,1117.0
WEEKDAY,CG1,CG2,17990.0
WEEKDAY,CG1,DT34,11450.0
WEEKDAY,CG1,EW4,29192.0
WEEKDAY,CG2,CG1,18510.0
WEEKDAY,DT1,DT2,29422.0
WEEKDAY,DT10,CC19,95802.0
WEEKDAY,DT10,DT11,104603.0
WEEKDAY,DT11,DT10,97505.0
WEEKDAY,DT11,NE7,109670.0
WEEKDAY,DT13,EW12,112708.0
WEEKDAY,DT13,NE7,111640.0
WEEKDAY,DT17,CE1,28203.0
WEEKDAY,DT17,DT18,19828.0
WEEKDAY,DT18,DT17,17599.0
WEEKDAY,DT18,NE4,29817.0
WEEKDAY,DT2,DT1,28365.0
WEEKDAY,DT2,DT3,31523.0
WEEKDAY,DT20,DT21,28551.0
WEEKDAY,DT20,NE4,31321.0
WEEKDAY,DT21,DT20,30335.0
WEEKDAY,DT21,DT22,30529.0
WEEKDAY,DT22,DT21,32600.0
WEEKDAY,DT22,DT23,32844.0
WEEKDAY,DT23,DT22,35406.0
WEEKDAY,DT23,DT24,33997.0
WEEKDAY,DT24,DT23,36584.0
WEEKDAY,DT24,DT25,34787.0
WEEKDAY,DT25,CC10,35424.0
WEEKDAY,DT25,DT24,37050.0
WEEKDAY,DT27,CC10,46229.0
WEEKDAY,DT27,DT28,41373.0
WEEKDAY,DT28,DT27,42582.0
WEEKDAY,DT28,DT29,36713.0
WEEKDAY,DT29,DT28,37247.0
WEEKDAY,DT29,DT30,34581.0
WEEKDAY,DT3,DT2,29542.0
WEEKDAY,DT3,DT5,37754.0
WEEKDAY,DT30,DT29,34282.0
WEEKDAY,DT30,DT31,30823.0
WEEKDAY,DT31,DT30,30080.0
WEEKDAY,DT31,DT32,27046.0
