,,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME
BP8,WEEKENDS/HOLIDAY,0.0,46.3,77.1,91.4,108.4,126.6,146.3,159.4,163.5,154.3,143.0,148.9,133.6,155.5,152.3,145.5,122.6,113.6,105.9,41.7,0.0,25.2,63.0,98.1,127.3,140.8,125.7,126.1,138.9,142.9,134.2,129.1,124.3,136.1,153.5,134.9,125.0,127.5,102.9,58.9
BP9,WEEKDAY,0.0,90.0,324.0,421.6,278.7,201.8,191.6,202.0,190.5,214.4,235.2,205.6,174.6,224.0,228.0,142.1,87.5,63.0,33.2,10.6,0.0,47.8,137.6,470.6,215.9,158.8,147.8,116.2,158.2,174.5,152.3,156.2,172.0,228.8,321.2,280.5,175.0,144.4,115.5,63.1
BP9,WEEKENDS/HOLIDAY,0.1,41.8,68.4,113.2,217.5,259.3,270.5,292.8,235.2,206.1,182.8,151.2,125.2,130.9,131.4,114.3,89.6,64.5,45.8,14.9,0.0,40.2,51.3,177.1,201.1,194.2,214.8,170.7,198.3,163.5,148.9,140.4,127.6,136.5,161.8,163.0,125.9,120.1,120.3,65.0
CC1-NE6-NS24,WEEKDAY,35.2,24.2,205.8,544.6,1382.8,715.0,667.3,1097.3,1565.0,2332.8,1908.7,1991.4,2234.9,3295.7,4459.4,3389.3,2931.4,3663.6,2668.6,955.4,25.0,22.6,540.2,1918.3,2970.7,2191.6,1652.0,1844.8,2628.6,2062.2,1814.0,1759.3,1828.1,2427.7,4524.6,2972.4,1477.8,900.8,592.2,249.0
CC1-NE6-NS24,WEEKENDS/HOLIDAY,39.1,18.0,152.0,209.6,358.5,513.7,769.9,1244.9,1602.9,2197.7,2487.7,2907.3,3199.5,3335.3,3338.4,2920.5,2663.2,3156.6,2554.5,1060.8,41.4,6.0,258.8,652.5,1031.3,1624.9,1980.6,2421.3,2733.6,3045.5,2909.7,2847.5,2727.7,2727.8,2758.5,2248.6,1618.5,1131.3,735.4,318.1
CC10,WEEKDAY,6.199999999999999,140.60000000000002,828.1999999999999,1446.5,1592.0,859.0,613.4000000000001,638.0,808.0,608.9,526.3,542.4000000000001,677.8,1704.7,3452.7,1406.6,650.7,505.0,339.0,150.2,62.2,19.4,368.0,1053.2,3278.7999999999997,1729.3000000000002,557.6,387.5,483.6,755.9,614.5,533.5,577.2,847.5,1482.3,1171.8,751.1,720.0,697.8,369.6
CC10,WEEKENDS/HOLIDAY,6.0,57.599999999999994,329.1,476.3,569.4,667.0,676.2,692.8,806.6,811.0,666.1,605.8,709.9000000000001,815.2,765.0,585.7,405.0,359.5,321.5,102.1,69.9,7.1000000000000005,154.9,298.0,593.4,546.3,457.3,412.1,512.1,586.5,569.8,558.0,586.5999999999999,614.0,682.5,648.9,634.8,696.3,722.2,416.29999999999995
CC11,WEEKDAY,4.3,83.1,609.6,740.5,637.8,315.7,307.0,544.8,792.1,651.3,546.8,633.4,883.6,2996.6,5090.0,2404.4,1218.8,668.8,441.3,143.4,52.9,41.8,666.4,2851.4,5452.2,2828.0,926.0,541.3,582.3,788.8,610.5,432.2,410.8,567.5,931.8,996.4,435.0,374.2,389.0,169.9
CC11,WEEKENDS/HOLIDAY,3.4,47.0,378.2,424.3,336.5,235.8,300.5,346.3,537.5,649.1,538.7,553.5,676.3,888.7,779.2,661.6,545.5,348.6,223.5,89.8,48.5,9.9,314.4,764.4,769.8,606.7,483.5,392.9,392.7,425.5,424.8,344.1,421.5,483.2,485.3,593.4,448.2,424.4,375.7,202.0
CC12,WEEKDAY,6.1,24.8,350.6,835.8,915.6,464.6,260.0,353.5,245.2,665.0,521.6,422.8,477.2,583.6,535.9,265.0,141.4,102.8,64.1,24.9,33.4,5.6,467.3,1103.2,336.0,155.8,123.8,147.3,153.6,266.6,242.0,227.8,263.0,349.0,616.6,564.2,369.0,310.7,259.0,122.8
CC12,WEEKENDS/HOLIDAY,4.2,12.5,77.3,139.8,208.5,265.3,289.7,289.4,390.2,335.8,242.3,263.3,281.4,296.8,299.7,217.7,123.7,99.8,63.1,37.6,43.6,0.7,37.4,138.9,162.5,147.4,176.7,155.5,184.5,231.7,256.5,229.1,223.5,226.5,252.7,266.1,271.5,276.9,236.0,127.2
CC14,WEEKDAY,1.8,46.0,407.6,1004.4,1219.6,600.3,337.2,349.0,426.4,337.8,282.2,554.6,585.6,797.1,752.9,413.8,224.0,172.4,143.6,25.6,31.2,9.6,176.8,870.4,1210.7,344.4,133.8,164.2,207.2,386.1,376.0,345.8,405.4,522.4,851.2,736.2,440.0,383.9,322.8,166.0
CC14,WEEKENDS/HOLIDAY,2.4,17.2,89.0,189.0,316.4,394.6,412.8,409.8,419.2,349.3,291.1,267.6,295.9,353.9,334.6,243.1,127.3,101.2,84.5,34.8,30.6,3.0,42.2,108.5,214.0,143.6,163.7,185.1,237.9,300.8,316.4,325.2,328.6,329.8,356.8,354.4,325.4,339.5,290.0,155.2
CC16,WEEKDAY,2.9,82.9,630.3,1272.6,1436.2,648.0,371.0,422.6,527.8,513.0,500.4,535.7,622.4,1152.1,1684.2,799.2,375.7,330.2,206.4,70.1,30.6,19.1,328.1,1968.7,1291.8,837.8,300.6,219.8,281.7,421.3,361.7,366.8,421.7,616.4,1271.3,1047.0,553.2,468.6,405.4,207.8
CC16,WEEKENDS/HOLIDAY,2.8,40.3,167.6,271.5,339.4,380.9,399.0,467.5,511.5,514.4,430.4,380.1,416.5,467.7,486.8,350.5,227.7,213.3,179.2,70.9,38.0,4.1,109.4,328.1,452.4,426.6,364.4,308.5,313.3,379.3,373.4,341.0,344.8,384.1,418.3,417.5,357.8,371.6,355.2,208.2
CC17,WEEKDAY,1.2,65.7,372.5,783.3,696.4,349.1,153.3,135.8,138.6,192.2,114.6,182.0,173.2,289.8,466.5,216.6,88.6,93.8,51.4,19.9,18.0,4.7,125.3,516.8,500.7,240.4,81.7,78.6,93.4,128.6,134.2,158.0,180.8,354.9,696.9,401.6,222.4,200.8,155.0,73.3
CC17,WEEKENDS/HOLIDAY,1.4,24.0,93.7,135.4,146.5,145.0,139.6,143.5,148.3,132.5,111.5,114.7,129.3,140.7,144.0,106.8,59.5,52.1,34.7,12.8,26.5,1.8,42.6,138.8,154.5,104.5,84.7,86.7,102.8,120.2,119.0,111.5,120.5,123.0,132.8,122.0,125.2,125.0,136.5,67.8
CC19,WEEKDAY,4.7,12.2,169.8,442.59999999999997,596.6,367.0,251.7,348.59999999999997,407.5,404.6,419.5,469.2,488.09999999999997,772.5,946.2,593.8000000000001,318.5,315.3,203.7,81.7,21.6,18.4,314.7,814.4,870.8000000000001,600.9,457.0,470.0,398.3,412.0,442.40000000000003,443.5,437.0,530.2,749.7,530.6,263.6,214.8,163.79999999999998,76.6
CC19,WEEKENDS/HOLIDAY,5.5,7.2,42.3,91.8,196.3,325.3,399.1,535.1,605.2,673.1,605.9000000000001,606.9,704.3000000000001,729.0,704.5999999999999,834.4,386.6,255.5,175.6,80.2,26.5,7.2,158.10000000000002,340.4,479.4,631.0,734.5,747.3,679.1,688.4,676.5,685.6999999999999,719.0,713.4,517.7,322.8,217.3,217.4,166.3,79.5
CC2,WEEKDAY,5.6,3.8,18.4,53.8,131.4,127.6,150.0,274.9,355.2,329.4,288.6,398.9,391.2,748.8,1069.6,572.2,373.9,460.6,461.3,191.6,2.8,6.0,106.8,487.1,1122.0,702.8,368.9,537.0,397.6,516.4,358.6,329.2,268.4,320.4,538.7,386.7,204.8,172.9,121.2,44.4
CC2,WEEKENDS/HOLIDAY,7.5,3.7,16.1,30.1,87.4,142.5,199.1,232.6,323.4,301.9,304.5,329.5,383.7,464.8,434.5,323.6,289.2,318.1,334.4,184.3,5.7,1.8,51.2,107.5,321.0,364.6,323.6,269.7,326.6,356.4,340.6,324.4,292.7,337.6,284.5,347.5,310.5,242.0,164.6,63.4
CC20,WEEKDAY,1.2,31.2,285.9,688.8,722.3,402.2,264.2,221.8,235.1,329.4,408.2,256.2,326.3,443.5,566.7,319.2,170.2,144.8,103.8,29.4,15.4,17.6,284.0,701.2,461.2,254.4,156.7,175.7,200.1,225.2,241.2,307.6,346.2,465.2,677.6,564.2,317.0,254.2,206.9,89.5
CC20,WEEKENDS/HOLIDAY,1.5,10.0,69.6,117.5,208.1,278.6,291.6,331.6,310.1,374.5,249.0,234.6,231.4,283.1,284.7,255.4,132.1,102.0,72.2,29.9,16.2,8.3,55.8,149.5,202.4,229.8,210.2,237.3,221.6,244.8,238.0,251.5,267.3,311.3,257.9,251.5,227.5,231.2,192.5,92.6
CC21,WEEKDAY,12.2,42.0,274.6,623.8,768.2,484.0,325.8,341.5,460.2,670.0,460.2,580.0,505.0,608.9,641.8,585.9,525.2,544.8,490.4,234.7,24.0,3.6,129.2,539.7,488.0,462.8,390.8,480.2,680.3,469.3,443.4,515.0,551.6,770.4,1378.4,1094.5,591.1,450.4,321.8,149.8
CC21,WEEKENDS/HOLIDAY,14.4,16.9,97.8,138.3,211.7,291.9,346.4,406.5,468.9,508.7,520.4,513.7,486.5,499.4,502.2,475.5,416.5,404.5,425.9,216.8,27.5,1.0,68.2,148.3,297.5,408.9,464.1,463.7,519.3,545.5,479.3,459.5,461.3,492.5,597.2,605.6,449.0,413.4,328.3,170.6
CC23,WEEKDAY,5.8,11.8,50.8,173.5,220.0,173.8,197.0,563.4,844.8,690.2,472.8,670.9,980.3,3111.6,4292.6,2294.0,1031.2,651.8,356.6,133.0,10.8,29.0,746.6,1964.6,4244.8,3913.6,1215.8,627.6,722.6,861.4,476.0,281.0,257.4,323.0,476.2,332.9,136.8,85.7,48.8,22.6
CC23,WEEKENDS/HOLIDAY,2.8,4.8,28.5,79.5,78.1,53.4,95.4,133.7,223.5,217.5,221.8,229.0,253.9,382.4,294.5,244.6,229.1,180.5,140.1,56.7,11.4,2.1,132.2,285.6,309.5,276.4,235.5,225.4,219.1,230.0,201.7,164.1,136.4,137.9,152.1,154.3,88.4,86.6,55.5,23.0
CC24,WEEKDAY,3.8,9.4,54.0,220.0,386.8,417.0,581.3,1004.0,1377.4,1155.9,1117.6,1411.7,2120.4,4278.5,4870.2,2396.6,1587.0,1412.4,690.2,160.6,15.8,30.7,907.0,3186.6,5301.8,3873.6,1638.4,1607.8,1277.0,1579.6,1075.6,868.9,573.4,780.6,914.1,570.2,258.6,206.0,170.2,75.3
CC24,WEEKENDS/HOLIDAY,3.3,5.1,25.0,144.9,196.0,211.2,256.5,366.3,558.8,559.9,543.5,619.0,622.0,738.2,614.6,563.8,505.3,458.5,195.9,65.2,19.0,4.4,354.5,451.6,696.5,503.6,409.5,440.8,618.0,464.1,421.8,391.6,360.2,366.3,394.2,373.8,268.1,300.6,228.3,92.5
CC25,WEEKDAY,2.5,51.9,270.8,560.4,767.0,519.1,360.9,290.2,292.8,298.1,309.2,373.8,395.7,1124.5,1357.6,698.0,332.2,191.5,135.2,59.8,13.2,12.0,423.9,902.2,1374.6,671.5,296.0,182.2,197.2,296.6,314.3,306.6,269.6,348.2,628.8,508.4,327.6,299.6,236.6,124.8
CC25,WEEKENDS/HOLIDAY,2.6,38.8,115.5,198.2,245.2,260.6,289.7,347.6,407.1,373.6,332.5,376.7,373.0,415.5,386.6,393.2,209.1,109.2,118.3,47.1,17.5,3.3,250.9,320.2,235.3,210.1,197.5,214.2,242.2,265.5,305.3,256.6,254.4,258.3,327.8,264.5,253.7,303.9,224.5,128.5
CC26,WEEKDAY,0.5,11.7,73.3,277.8,301.4,158.9,106.1,132.7,191.2,171.0,135.7,176.7,272.6,1009.6,1297.4,842.8,404.6,213.4,139.8,57.4,7.8,21.5,696.6,1271.6,1193.5,586.4,185.4,138.3,168.8,187.4,144.4,114.2,122.9,186.4,388.2,269.4,145.7,152.8,96.5,41.6
CC26,WEEKENDS/HOLIDAY,0.7,12.6,45.5,203.9,170.1,124.1,119.5,127.6,147.4,139.2,120.5,173.0,226.5,309.8,225.5,383.2,200.5,106.0,89.0,51.8,12.3,6.8,289.3,442.0,196.1,161.6,103.5,101.4,101.0,146.2,133.9,122.8,111.5,157.5,275.6,207.7,155.1,163.0,116.9,49.1
CC27,WEEKDAY,0.3,3.2,20.4,57.5,75.5,64.6,79.8,185.2,312.2,178.4,166.2,217.7,369.3,1533.8,2744.0,1313.4,535.9,272.4,152.3,38.3,1.3,3.0,215.1,909.2,3142.6,1839.0,427.2,193.0,188.2,333.6,254.8,125.1,109.4,145.0,208.0,122.0,46.2,33.5,22.0,8.6
CC27,WEEKENDS/HOLIDAY,0.2,1.8,13.2,26.8,28.3,46.1,48.6,67.6,125.0,118.5,100.4,123.5,149.0,151.7,129.8,123.4,105.2,113.3,85.1,23.5,1.9,0.3,31.8,142.0,181.6,169.0,115.1,113.7,105.5,102.9,95.4,98.5,98.6,104.5,112.0,81.5,38.3,34.9,24.4,7.7
CC28,WEEKDAY,0.4,74.7,331.2,502.5,611.0,310.2,167.0,174.6,173.5,149.1,132.4,131.8,150.8,272.6,404.8,217.4,113.8,85.1,50.4,20.4,5.4,3.4,67.3,229.3,492.0,501.6,155.8,101.4,108.5,128.0,134.4,152.8,204.6,298.8,542.8,420.8,289.1,250.9,218.6,109.4
CC28,WEEKENDS/HOLIDAY,0.0,21.9,99.8,123.5,171.0,198.1,214.2,215.5,223.3,212.4,184.8,199.5,193.6,217.1,207.7,155.5,100.4,85.4,65.3,22.1,7.6,1.1,31.5,79.7,98.6,99.2,107.5,110.2,136.1,171.8,173.0,180.5,190.5,205.1,208.5,218.2,223.0,259.7,218.1,114.6
CC3,WEEKDAY,6.0,7.1,12.4,32.0,95.0,102.0,141.0,224.9,305.2,393.4,369.1,431.0,521.0,837.8,1285.4,891.7,652.5,804.0,742.6,266.1,1.9,2.0,203.4,451.9,1172.4,962.6,567.2,453.6,494.3,402.8,342.4,358.6,311.3,398.6,636.1,447.2,219.0,148.0,114.2,34.4
CC3,WEEKENDS/HOLIDAY,5.1,4.8,20.4,25.2,56.5,103.0,153.2,263.7,410.2,509.2,619.7,722.1,778.9,856.0,879.6,1037.5,1230.3,1477.9,1088.2,349.4,3.0,0.7,131.0,219.9,347.4,682.0,716.2,632.0,658.7,707.5,745.7,798.6,947.9,891.6,853.8,662.4,321.0,219.9,139.8,54.4
CC4-DT15,WEEKDAY,20.4,16.1,31.6,105.2,284.0,284.2,330.0,595.8,931.9,1095.6,775.7,829.4,994.0,2202.6,4402.7,2318.2,1543.6,1644.6,1211.6,430.3,12.1,7.6,453.6,1105.6,4298.8,3183.0,1177.0,1085.4,1361.2,1218.4,943.2,769.4,692.4,932.2,1568.2,990.8,464.1,270.6,180.0,70.0
CC4-DT15,WEEKENDS/HOLIDAY,23.6,10.8,42.6,54.5,86.5,173.5,286.7,374.0,492.5,647.1,839.3,1008.0,1091.0,1205.5,1240.4,1324.7,1548.8,2001.2,1513.4,489.7,16.8,0.9,184.5,326.3,491.5,786.4,1058.4,1110.8,1146.3,1261.5,1228.9,1226.4,1226.6,1330.0,1244.2,950.0,572.0,347.9,215.9,103.3
CC5,WEEKDAY,3.1,23.8,88.6,140.7,249.2,204.5,164.8,187.6,300.6,259.9,201.5,190.6,219.2,649.9,980.4,512.8,314.4,270.2,260.4,113.0,7.1,1.4,76.0,281.6,1050.6,659.8,217.7,178.9,242.8,323.8,217.6,176.2,200.2,271.7,505.1,386.4,260.9,246.4,217.8,124.0
CC5,WEEKENDS/HOLIDAY,3.4,5.8,59.9,76.7,107.9,148.3,205.8,217.6,243.5,265.6,303.5,312.4,350.4,396.2,418.0,392.2,323.6,293.3,251.2,120.0,9.2,0.0,56.9,131.0,174.5,202.8,217.7,253.3,324.6,377.2,342.9,314.5,352.5,336.4,345.0,297.9,284.9,265.8,244.7,140.4
CC6,WEEKDAY,5.8,6.5,73.4,254.4,504.2,372.2,318.1,356.6,430.0,607.2,436.1,459.0,501.9,662.5,874.4,599.2,717.2,880.6,652.2,204.4,7.1,0.4,157.8,391.2,555.0,629.2,464.2,451.0,552.7,565.1,585.0,565.2,549.6,672.8,1370.4,892.6,345.1,177.0,122.6,42.8
CC6,WEEKENDS/HOLIDAY,11.4,3.4,32.5,67.5,228.5,339.4,445.1,458.9,607.5,594.0,612.9,681.6,866.9,918.4,864.9,793.1,837.5,866.2,1432.8,414.5,9.0,0.5,231.3,585.3,497.5,659.3,630.2,617.6,687.5,762.3,724.9,688.0,764.2,941.6,1025.7,904.5,354.0,253.7,152.0,56.4
CC7,WEEKDAY,2.5,66.0,401.8,661.4,851.7,404.8,237.8,276.1,428.6,314.6,361.4,377.8,516.2,802.2,931.1,498.2,270.5,272.6,250.5,101.9,29.2,6.9,173.6,817.8,855.0,414.0,207.0,206.5,302.1,398.2,360.1,338.9,377.2,544.0,958.3,800.8,458.4,417.6,350.3,179.3
CC7,WEEKENDS/HOLIDAY,4.2,27.5,134.9,215.7,290.8,362.5,361.7,353.4,407.8,394.8,338.1,325.6,362.8,459.5,412.9,339.1,231.8,207.1,219.4,121.7,39.5,2.3,135.4,205.4,254.5,266.2,278.2,278.6,308.4,367.5,370.4,399.7,399.4,459.1,480.6,438.5,415.6,448.5,377.1,194.7
