DAY_TYPE,ORIGIN_PT_CODE,DESTINATION_PT_CODE,TOTAL_TRIPS,multiplier
WEEKDAY,BP2,DT13,1.0,21
WEEKDAY,BP2,DT17,1.0,21
WEEKDAY,BP2,DT18,1.0,21
WEEKDAY,BP2,DT2,0.0,21
WEEKDAY,BP2,DT20,0.0,21
WEEKDAY,BP2,DT25,0.0,21
WEEKDAY,BP2,DT27,1.0,21
WEEKDAY,BP2,DT28,0.0,21
WEEKDAY,BP2,DT29,0.0,21
WEEKDAY,BP2,DT3,0.0,21
WEEKDAY,BP2,DT31,0.0,21
WEEKDAY,BP2,DT33,0.0,21
WEEKDAY,BP2,DT5,1.0,21
WEEKDAY,BP2,DT6,0.0,21
WEEKDAY,BP2,DT7,0.0,21
WEEKDAY,BP2,DT8,0.0,21
WEEKDAY,BP2,EW1,1.0,21
WEEKDAY,BP2,EW10,1.0,21
WEEKDAY,BP2,EW11,3.0,21
WEEKDAY,BP2,EW12,3.0,21
WEEKDAY,BP2,EW13-NS25,7.0,21
WEEKDAY,BP2,EW14-NS26,22.0,21
WEEKDAY,BP2,EW15,44.0,21
WEEKDAY,BP2,EW16,21.0,21
WEEKDAY,BP2,EW17,19.0,21
WEEKDAY,BP2,EW18,18.0,21
WEEKDAY,BP2,EW19,19.0,21
WEEKDAY,BP2,EW2,1.0,21
WEEKDAY,BP2,EW20,35.0,21
WEEKDAY,BP2,EW21,35.0,21
WEEKDAY,BP2,EW22,52.0,21
WEEKDAY,BP2,EW23,80.0,21
WEEKDAY,BP2,EW24-NS1,246.0,21
WEEKDAY,BP2,EW25,6.0,21
WEEKDAY,BP2,EW26,28.0,21
WEEKDAY,BP2,EW27,46.0,21
WEEKDAY,BP2,EW28,22.0,21
WEEKDAY,BP2,EW29,32.0,21
WEEKDAY,BP2,EW3,0.0,21
WEEKDAY,BP2,EW30,4.0,21
WEEKDAY,BP2,EW31,6.0,21
WEEKDAY,BP2,EW32,5.0,21
WEEKDAY,BP2,EW33,4.0,21
WEEKDAY,BP2,EW4,1.0,21
WEEKDAY,BP2,EW5,3.0,21
WEEKDAY,BP2,EW6,1.0,21
WEEKDAY,BP2,EW7,1.0,21
WEEKDAY,BP2,EW8,5.0,21
WEEKDAY,BP2,EW9,1.0,21
WEEKDAY,BP2,NE1,14.0,21
WEEKDAY,BP2,NE10,0.0,21
WEEKDAY,BP2,NE12,2.0,21
WEEKDAY,BP2,NE13,0.0,21
WEEKDAY,BP2,NE14,0.0,21
WEEKDAY,BP2,NE15,0.0,21
WEEKDAY,BP2,NE16-STC,0.0,21
WEEKDAY,BP2,NE17-PTC,0.0,21
WEEKDAY,BP2,NE4,2.0,21
WEEKDAY,BP2,NE5,2.0,21
WEEKDAY,BP2,NE7,1.0,21
WEEKDAY,BP2,NE8,0.0,21
WEEKDAY,BP2,NE9,0.0,21
WEEKDAY,BP2,NS10,36.0,21
WEEKDAY,BP2,NS11,36.0,21
WEEKDAY,BP2,NS13,42.0,21
WEEKDAY,BP2,NS14,13.0,21
WEEKDAY,BP2,NS15,56.0,21
WEEKDAY,BP2,NS16,27.0,21
WEEKDAY,BP2,NS17,15.0,21
WEEKDAY,BP2,NS18,6.0,21
WEEKDAY,BP2,NS19,14.0,21
WEEKDAY,BP2,NS2,78.0,21
WEEKDAY,BP2,NS20,6.0,21
WEEKDAY,BP2,NS21,1.0,21
WEEKDAY,BP2,NS22,3.0,21
WEEKDAY,BP2,NS23,2.0,21
WEEKDAY,BP2,NS27,0.0,21
WEEKDAY,BP2,NS28,0.0,21
WEEKDAY,BP2,NS3,32.0,21
WEEKDAY,BP2,NS4,295.0,21
WEEKDAY,BP2,NS5,99.0,21
WEEKDAY,BP2,NS7,41.0,21
WEEKDAY,BP2,NS8,23.0,21
WEEKDAY,BP2,NS9,103.0,21
WEEKDAY,BP2,PE2,0.0,21
WEEKDAY,BP2,PE3,0.0,21
WEEKDAY,BP2,PW5,0.0,21
WEEKDAY,BP2,SW3,0.0,21
WEEKDAY,BP2,SW5,0.0,21
WEEKDAY,BP3,BP10,73.0,21
WEEKDAY,BP3,BP11,81.0,21
WEEKDAY,BP3,BP12,136.0,21
