PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
BP10,3919,3972
BP11,4148,3491
BP12,3155,2820
BP13,2012,1754
BP14,119,99
BP2,3565,2935
BP3,4526,3842
BP4,2272,2104
BP5,2394,1824
BP6,12705,15289
BP7,1735,1539
BP8,2796,2597
BP9,2757,2683
CC1-NE6-NS24,42116,41129
CC10,15196,14084
CC11,16116,16072
CC12,4454,3851
CC14,6046,5658
CC16,8387,8085
CC17,3072,2981
CC19,6520,7109
CC2,4889,5236
CC20,4576,4574
CC21,8043,8655
CC23,11803,11639
CC24,15208,14825
CC25,6386,5795
CC26,4479,4720
CC27,5812,5797
CC28,3655,3819
CC3,10352,9759
CC4-DT15,19213,20675
CC5,4746,4976
CC6,9421,9349
CC7,5974,6414
CC8,6782,6502
CE1,38652,39030
CG1,15155,15700
CG2,19987,19035
DT1,29233,27641
DT10,3977,3156
DT11,29897,30837
DT13,8863,9186
DT17,18402,18978
DT18,13484,14671
DT2,2152,1723
DT20,6554,7263
DT21,6149,6158
DT22,7185,7711
DT23,3614,3640
DT24,4560,4297
DT25,3311,3366
DT27,6709,6538
DT28,9719,8978
DT29,6299,5690
DT3,7045,5868
DT30,6655,6247
DT31,6869,7059
DT32,19612,21094
DT33,16193,14840
DT34,4019,3639
DT5,12264,12095
DT6,5662,4779
DT7,3139,3851
DT8,2930,2894
EW1,31020,29079
EW10,11978,12217
EW11,20254,20619
EW12,62341,65571
EW13-NS25,48408,50009
EW14-NS26,49362,48861
EW15,36841,39234
EW16,26311,26115
EW17,25944,26833
EW18,15792,16141
EW19,13374,12582
EW2,34265,34315
EW20,14338,13865
EW21,21962,21987
EW22,8036,8312
EW23,40710,40823
EW24-NS1,80885,85844
EW25,9116,8004
EW26,30111,25093
EW27,47633,53065
EW28,27940,20596
EW29,15703,15638
EW3,17387,17132
EW30,2662,2188
EW31,3246,2621
EW32,2892,3042
EW33,2940,2993
EW4,15927,14133
EW5,34258,33580
EW6,10757,12140
EW7,14355,16156
EW8,36975,37660
EW9,22958,22391
NE1,56862,57568
NE10,12016,12105
NE11,4763,4453
NE12,57315,58860
NE13,20356,19899
NE14,29938,28248
NE15,15548,14367
NE16-STC,41160,41850
NE17-PTC,37509,36159
NE4,56396,56420
NE5,14779,17715
NE7,27718,29686
NE8,29773,32072
NE9,22002,19330
NS10,42682,37506
NS11,41104,39523
NS13,54861,57126
NS14,29814,25768
NS15,22599,20501
NS16,49337,52729
NS17,44644,42619
NS18,14674,13418
NS19,38367,39760
NS2,25067,25305
NS20,37535,36821
NS21,31027,34482
NS22,81232,86884
NS23,43897,46669
NS27,5596,6337
NS28,2385,2455
NS3,16894,15738
NS4,37258,38575
NS5,28579,26688
NS7,20949,18883
NS8,21596,17036
NS9,45499,53025
PE1,3190,3061
PE2,4805,4391
PE3,5082,5043
PE4,1375,1349
PE5,4606,4155
PE6,5632,5311
PE7,3718,3423
PW1,742,743
PW3,502,535
PW4,412,389
PW5,2197,2483
PW6,1030,835
PW7,1709,1876
SE1,3845,3787
SE2,5207,4718
SE3,2938,2648
SE4,3474,3173
SE5,2342,2253
SW1,1594,1630
SW2,3678,3363
SW3,1916,1780
SW4,743,665
SW5,7098,6655
SW6,2993,2771
SW7,2808,2475
SW8,1782,1727
