PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
BP10,2907.0,3210.0
BP11,3063.0,2540.0
BP12,2448.0,1876.0
BP13,1307.0,869.0
BP2,2956.0,2353.0
BP3,3763.0,3209.0
BP4,3026.0,2880.0
BP5,1899.0,1497.0
BP6,9286.0,11657.0
BP7,988.0,1053.0
BP8,1877.0,1725.0
BP9,2226.0,2039.0
CC1-NE6-NS24,24190.0,22823.0
CC10,12229.0,11625.0
CC11,13173.0,13341.0
CC12,4509.0,3903.0
CC14,5596.0,5229.0
CC16,8159.0,7947.0
CC17,3081.0,2990.0
CC19,5246.0,5702.0
CC2,3639.0,4031.0
CC20,3891.0,3881.0
CC21,6273.0,6775.0
CC23,8851.0,8640.0
CC24,13148.0,13095.0
CC25,5176.0,4749.0
CC26,4177.0,4272.0
CC27,4079.0,4253.0
CC28,2930.0,2922.0
CC3,4218.0,4015.0
CC4-DT15,10458.0,10824.0
CC5,3213.0,3301.0
CC6,5887.0,6025.0
CC7,5467.0,5617.0
CC8,6054.0,5418.0
CE1,15292.0,15604.0
CG1,9264.0,9657.0
CG2,10795.0,9953.0
DT1,22146.0,21398.0
DT10,3742.0,2957.0
DT11,20094.0,20291.0
DT13,6884.0,7340.0
DT17,10816.0,10935.0
DT18,9949.0,10789.0
DT2,2202.0,1578.0
DT20,4310.0,4758.0
DT21,4796.0,4840.0
DT22,5380.0,5695.0
DT23,2946.0,2978.0
DT24,4039.0,3895.0
DT25,3074.0,3194.0
DT27,6255.0,6159.0
DT28,8454.0,7981.0
DT29,5563.0,5029.0
DT3,5403.0,4776.0
DT30,5476.0,5213.0
DT31,5771.0,6181.0
DT32,15631.0,16559.0
DT33,13394.0,12513.0
DT34,3389.0,3084.0
DT5,9563.0,9710.0
DT6,4414.0,4075.0
DT7,2980.0,3471.0
DT8,3401.0,3165.0
EW1,23692.0,22520.0
EW10,9046.0,9157.0
EW11,13589.0,13787.0
EW12,35288.0,36554.0
EW13-NS25,27416.0,28221.0
EW14-NS26,31069.0,30568.0
EW15,27179.0,28484.0
EW16,20321.0,19554.0
EW17,20745.0,21641.0
EW18,13027.0,13442.0
EW19,10838.0,10183.0
EW2,24814.0,25369.0
EW20,11711.0,11256.0
EW21,18169.0,16980.0
EW22,5957.0,6098.0
EW23,33664.0,34320.0
EW24-NS1,59635.0,62533.0
EW25,7016.0,6160.0
EW26,26144.0,22873.0
EW27,37895.0,42804.0
EW28,24151.0,18718.0
EW29,14371.0,14927.0
EW3,13191.0,13228.0
EW30,3139.0,2746.0
EW31,3551.0,2903.0
EW32,3254.0,3393.0
EW33,2707.0,2873.0
EW4,12308.0,11002.0
EW5,26078.0,25905.0
EW6,7998.0,9250.0
EW7,11083.0,12763.0
EW8,34009.0,34787.0
EW9,16463.0,16172.0
NE1,26946.0,27405.0
NE10,11052.0,11240.0
NE11,4420.0,4078.0
NE12,42515.0,44065.0
NE13,16065.0,16157.0
NE14,24334.0,23482.0
NE15,12451.0,11789.0
NE16-STC,32745.0,33888.0
NE17-PTC,29106.0,28125.0
NE4,31305.0,31184.0
NE5,9063.0,9848.0
NE7,20136.0,21131.0
NE8,18440.0,20455.0
NE9,17407.0,15474.0
NS10,38073.0,32845.0
NS11,32438.0,32507.0
NS13,41527.0,43548.0
NS14,25688.0,22554.0
NS15,18392.0,17234.0
NS16,39084.0,42666.0
NS17,35249.0,33619.0
NS18,12050.0,10895.0
NS19,29556.0,31071.0
NS2,21138.0,22236.0
NS20,27195.0,27002.0
NS21,21272.0,22376.0
NS22,37210.0,40208.0
NS23,21437.0,23264.0
NS27,3046.0,2975.0
NS28,1180.0,1069.0
NS3,15370.0,14663.0
NS4,30248.0,32837.0
NS5,24845.0,23783.0
NS7,14240.0,13068.0
NS8,19392.0,15201.0
NS9,30040.0,38247.0
PE1,2682.0,2642.0
PE2,4093.0,3851.0
PE3,4330.0,4386.0
PE4,1192.0,1164.0
PE5,4041.0,3791.0
PE6,4921.0,4733.0
PE7,3127.0,2968.0
PW1,543.0,570.0
PW3,486.0,487.0
PW4,436.0,461.0
PW5,2438.0,2724.0
PW6,872.0,760.0
PW7,1698.0,1847.0
SE1,3338.0,3301.0
SE2,4336.0,4026.0
SE3,2370.0,2220.0
SE4,2881.0,2754.0
SE5,2140.0,2171.0
SW1,1466.0,1531.0
SW2,2800.0,2610.0
SW3,1896.0,1820.0
SW4,1107.0,1116.0
SW5,5852.0,5393.0
SW6,2734.0,2577.0
SW7,2138.0,1910.0
SW8,1633.0,1637.0
