,,,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS
BP10,BP4,WEEKDAY,,1.8,2.0,12.6,12.6,11.2,4.0,2.8,5.3,4.5,2.8,2.9,3.7,2.3,2.8,3.1,1.3,2.5,0.4,0.5
BP10,BP4,WEEKENDS/HOLIDAY,,2.3,1.1,3.9,2.9,1.8,3.1,1.7,1.6,1.1,1.1,1.8,1.2,1.6,3.1,2.3,1.3,1.8,1.6,0.4
BP10,BP5,WEEKDAY,,4.2,15.2,16.4,10.8,6.5,6.4,7.1,9.3,6.6,5.8,6.3,5.2,4.5,6.3,4.5,3.7,2.2,1.7,0.5
BP10,BP5,WEEKENDS/HOLIDAY,,3.0,4.9,4.9,6.0,5.1,5.7,7.4,6.9,4.0,3.9,3.9,5.1,3.9,6.6,5.8,2.4,1.8,2.3,
BP10,BP6,WEEKDAY,,70.1,186.3,208.0,133.8,77.0,60.9,50.4,43.6,58.3,43.6,34.7,36.8,40.0,43.3,36.2,23.3,18.2,11.8,5.5
BP10,BP6,WEEKENDS/HOLIDAY,,32.4,57.8,44.0,50.6,57.3,64.8,61.0,50.8,60.8,50.7,44.1,36.0,48.8,50.6,43.3,26.1,19.9,12.1,5.8
BP10,BP7,WEEKDAY,,6.5,6.1,11.4,4.1,2.2,1.3,2.3,1.5,2.0,1.6,2.1,1.2,5.3,7.8,6.8,2.6,0.8,1.1,0.1
BP10,BP7,WEEKENDS/HOLIDAY,,0.4,1.4,1.9,1.1,2.4,2.4,1.7,1.6,2.0,2.0,2.0,1.9,1.9,2.8,1.6,1.8,0.7,1.1,
BP10,BP8,WEEKDAY,,16.2,59.9,56.5,31.9,6.5,1.0,1.3,3.8,2.1,1.7,0.9,2.1,13.7,18.5,10.7,2.6,1.1,0.9,0.6
BP10,BP8,WEEKENDS/HOLIDAY,,0.7,2.0,0.7,1.0,2.2,1.9,1.7,1.4,2.1,1.3,1.3,1.1,2.2,0.8,1.8,1.1,1.8,0.6,0.1
BP10,BP9,WEEKDAY,,10.1,13.6,18.6,13.5,6.0,0.7,0.6,0.3,0.3,0.6,0.5,0.5,6.8,8.1,5.6,1.2,,,
BP10,BP9,WEEKENDS/HOLIDAY,,1.4,0.1,0.1,0.4,1.3,0.7,0.9,0.3,0.1,0.7,,0.8,0.3,0.4,0.2,,0.2,,
BP10,CC1-NE6-NS24,WEEKENDS/HOLIDAY,,,,,,,,,,0.1,0.1,,,,,,,,,
BP10,CC16,WEEKENDS/HOLIDAY,,,,,,,,,,,,,,0.1,,,,,,
BP10,CC21,WEEKDAY,,,,,,,,,,,,0.1,,0.1,,,,,,
BP10,CC21,WEEKENDS/HOLIDAY,,,,,,0.1,,,,,,,0.1,,,,,,,
BP10,CC23,WEEKDAY,,0.1,0.2,,,0.1,,,,,,,,,,,,,,
BP10,CC24,WEEKDAY,,,,0.1,0.1,,,0.2,0.2,,,,,,,,,,,
BP10,CC24,WEEKENDS/HOLIDAY,,,,,,,,,,0.2,,,,,,,,,,
BP10,CC26,WEEKENDS/HOLIDAY,,,,,,,,,,,,,,,,,,0.1,,
BP10,CC4-DT15,WEEKDAY,,,,,,0.1,,,,,,,,,,,,,,
BP10,CC6,WEEKENDS/HOLIDAY,,,,,,0.1,,,,,,,,,0.1,,,,,
BP10,CG2,WEEKENDS/HOLIDAY,,,0.2,,,,,,,,,,,,,,,,,
BP10,DT1,WEEKENDS/HOLIDAY,,,,,,0.1,,0.1,,,,,,,,,,,,
BP10,DT31,WEEKENDS/HOLIDAY,,,,,,,,,,,,0.1,,,,,,,,
BP10,EW1,WEEKDAY,,,,,,,,,,,,,,,,,0.1,0.2,,
BP10,EW1,WEEKENDS/HOLIDAY,,,,,,,,,,,,,,,,,0.2,,,
BP10,EW10,WEEKENDS/HOLIDAY,,,,,,0.1,0.1,,,,0.1,,,,0.1,,,,,
BP10,EW11,WEEKDAY,,,,,0.1,0.2,,,,,0.1,,,,,,,,,
BP10,EW11,WEEKENDS/HOLIDAY,,,,,,,,0.1,0.1,0.1,,,,,,,0.6,,,
BP10,EW12,WEEKDAY,,,,,,,,,,0.1,,,,0.1,0.1,,,,,
BP10,EW12,WEEKENDS/HOLIDAY,,,,,,,0.1,0.2,,,,,,,,,,,,
BP10,EW13-NS25,WEEKDAY,,,,,0.1,,,,,,,,0.1,,,,,,,
BP10,EW13-NS25,WEEKENDS/HOLIDAY,,,,,0.4,0.2,0.1,,0.2,,0.1,0.1,0.1,,,,,,,
BP10,EW14-NS26,WEEKDAY,,,,0.8,,,,,0.1,,,,,,,,,,,
BP10,EW14-NS26,WEEKENDS/HOLIDAY,,,,0.2,,,,,,,,,,,,,,,0.2,
BP10,EW15,WEEKDAY,,,0.5,,0.1,0.1,,,,,,,,0.1,,,,,,
BP10,EW15,WEEKENDS/HOLIDAY,,,,,0.6,,,,,0.1,,0.1,,,0.1,,0.1,,,
BP10,EW16,WEEKDAY,,,,0.2,0.1,,,,,,,,,,,,,,,
BP10,EW16,WEEKENDS/HOLIDAY,,,,,0.2,,,0.1,,,,,,0.1,,0.1,0.1,,,
BP10,EW17,WEEKDAY,,,,1.0,0.3,0.1,0.1,0.2,,0.1,0.1,0.4,0.2,0.1,,,0.2,0.2,0.9,
BP10,EW17,WEEKENDS/HOLIDAY,,,,0.2,0.1,0.3,0.1,0.1,0.4,0.2,0.1,0.2,0.1,0.2,0.1,0.1,,0.3,0.7,
BP10,EW18,WEEKDAY,,,1.1,1.0,0.8,0.3,0.7,,0.1,0.1,,,,0.1,0.1,,,,,
BP10,EW18,WEEKENDS/HOLIDAY,,,0.9,,,0.4,0.7,0.2,0.1,0.1,,,,0.4,,,0.7,0.1,,
BP10,EW19,WEEKDAY,,,1.5,3.2,0.3,0.2,0.6,0.1,0.3,0.1,,,0.1,,,,,,,
BP10,EW19,WEEKENDS/HOLIDAY,,,0.2,0.7,0.2,0.2,0.4,0.2,0.3,0.1,0.3,,0.2,0.4,,0.3,0.2,,,
BP10,EW2,WEEKENDS/HOLIDAY,,,,,,,,,0.1,,,,,,,,,,,
BP10,EW20,WEEKDAY,,,0.5,3.4,0.8,,0.2,0.1,0.2,0.4,0.4,0.3,0.8,0.3,,,,,,
BP10,EW20,WEEKENDS/HOLIDAY,,,0.1,1.0,0.2,0.1,0.1,0.2,0.1,0.2,0.1,0.4,0.6,,0.1,0.1,,,,
BP10,EW21,WEEKDAY,,,2.5,1.2,0.30000000000000004,0.6,1.1,0.2,0.1,0.1,0.1,,0.4,0.1,0.2,0.1,0.1,,,
BP10,EW21,WEEKENDS/HOLIDAY,,,0.8,,0.1,0.2,0.3,0.30000000000000004,0.30000000000000004,0.4,,,0.7,,0.2,,,,,
BP10,EW22,WEEKDAY,,0.5,,2.5,1.3,0.5,0.5,0.4,0.3,0.4,0.3,0.3,0.8,,0.1,,,,,
BP10,EW22,WEEKENDS/HOLIDAY,,0.6,0.1,0.2,0.1,0.4,0.3,0.1,,,0.2,0.3,0.8,0.1,,0.1,,,0.2,
BP10,EW23,WEEKDAY,,1.2,9.6,6.5,2.5,2.3,0.8,1.4,2.6,1.0,1.3,0.6,0.6,1.0,0.9,0.2,0.1,0.3,0.1,
BP10,EW23,WEEKENDS/HOLIDAY,,0.6,2.2,0.6,1.8,0.6,1.2,1.8,1.9,1.8,1.0,0.3,1.0,2.2,0.4,0.7,0.4,0.3,0.3,
BP10,EW24-NS1,WEEKDAY,,14.1,38.3,46.5,26.4,13.9,10.4,10.2,9.8,7.1,7.1,6.5,4.2,6.3,7.7,3.4,1.4,0.9,1.9,
BP10,EW24-NS1,WEEKENDS/HOLIDAY,,6.1,9.6,7.6,8.9,9.4,10.8,10.3,9.2,8.7,8.9,9.2,8.6,8.0,11.6,4.4,1.7,0.9,0.8,
BP10,EW25,WEEKDAY,,,0.9,0.9,,0.3,0.1,,0.3,0.2,0.1,0.1,0.2,,0.1,,,,,
BP10,EW25,WEEKENDS/HOLIDAY,,,0.2,0.1,0.4,0.2,0.1,,0.1,0.6,0.1,,0.6,0.4,0.4,0.1,0.2,,,
BP10,EW26,WEEKDAY,,3.0,3.6,4.3,3.0,0.4,0.4,0.8,1.0,0.4,0.2,0.4,0.6,0.6,0.4,1.1,0.3,0.6,0.6,
BP10,EW26,WEEKENDS/HOLIDAY,,0.9,2.4,1.4,0.4,0.7,0.3,0.7,0.8,0.8,0.8,0.2,0.4,0.9,0.9,1.3,,0.4,0.6,
BP10,EW27,WEEKDAY,,3.5,12.8,10.5,3.8,3.4,2.4,1.4,1.8,2.2,1.5,0.9,1.1,1.1,1.2,1.1,0.2,0.2,0.3,
BP10,EW27,WEEKENDS/HOLIDAY,,0.4,3.4,1.1,2.3,2.7,0.9,1.7,2.9,1.1,0.8,2.0,1.8,0.9,2.3,1.3,0.1,0.3,,0.1
BP10,EW28,WEEKDAY,,2.0,4.3,3.9,2.6,2.5,0.7,1.2,1.0,1.4,0.5,0.4,0.5,0.5,0.7,0.4,0.3,0.2,0.1,
BP10,EW28,WEEKENDS/HOLIDAY,,0.9,1.2,0.4,0.3,0.4,0.2,0.2,0.4,1.1,0.4,0.4,1.0,0.3,0.6,0.3,0.1,0.2,,
BP10,EW29,WEEKDAY,,4.0,15.6,12.4,1.7,0.4,,0.1,0.1,0.1,0.4,0.1,0.4,0.3,0.2,,0.2,,,
BP10,EW29,WEEKENDS/HOLIDAY,,1.8,3.2,2.0,0.6,0.4,,0.1,0.1,,0.2,,0.3,0.4,0.3,0.7,0.4,,0.1,
BP10,EW3,WEEKDAY,,,,,,,,,0.1,,,,,,,,,,,
BP10,EW3,WEEKENDS/HOLIDAY,,,,,,,,,,,,,,0.1,,,,,,
BP10,EW30,WEEKDAY,,1.4,3.9,4.8,0.6,0.2,1.5,0.1,0.3,,,,0.2,,0.5,0.1,,,,
BP10,EW30,WEEKENDS/HOLIDAY,,0.3,1.4,1.1,,,0.2,,,,,,,,0.2,,,,,
BP10,EW31,WEEKDAY,,0.5,2.0,3.5,0.1,,,,,,0.1,,,,,,,,,
BP10,EW31,WEEKENDS/HOLIDAY,,0.3,0.3,0.4,,0.1,,,0.1,,,,,,,,,,,
BP10,EW32,WEEKDAY,,1.1,0.9,2.8,1.2,,,,0.1,,,0.1,0.3,,,,,,,
BP10,EW32,WEEKENDS/HOLIDAY,,0.7,0.2,0.2,0.4,0.1,,,,,,,,,,,0.1,,,
BP10,EW33,WEEKDAY,,0.6,1.3,0.9,,0.1,,0.1,,0.2,0.1,,,0.1,,,,,,
BP10,EW33,WEEKENDS/HOLIDAY,,,0.4,0.9,,,,,,,,,0.1,0.3,,,,,,
BP10,EW4,WEEKDAY,,,,,,,,,0.1,0.1,,,,,,,,,,
BP10,EW5,WEEKDAY,,,,,,,,,,,,0.1,0.1,0.2,,,,,,
BP10,EW5,WEEKENDS/HOLIDAY,,,,,,,,,,0.1,0.1,,,,,,,,,
BP10,EW6,WEEKENDS/HOLIDAY,,,,,,,,,,,,,,,0.1,,,,,
BP10,EW7,WEEKENDS/HOLIDAY,,,,,,,0.1,,0.1,0.1,,,,,,,,,,
BP10,EW8,WEEKENDS/HOLIDAY,,,,,0.2,0.2,,0.4,,,0.1,0.1,,0.1,,,,,,
BP10,EW9,WEEKENDS/HOLIDAY,,,,,,,,,0.1,,0.2,,,,,,,0.1,,
BP10,NE1,WEEKDAY,,,,,0.1,,,,,,,,,,,,,,,
BP10,NE1,WEEKENDS/HOLIDAY,,0.1,,,,,,,,,0.1,,,,,,,,,
BP10,NE12,WEEKDAY,,,,,,,,0.1,,,,,,,,,,,,
BP10,NE12,WEEKENDS/HOLIDAY,,,,,,,,0.1,0.1,,,,,,,,,,,
BP10,NE14,WEEKENDS/HOLIDAY,,,,,,,,,0.1,,,,,,,,,,,
BP10,NE17-PTC,WEEKENDS/HOLIDAY,,,,,,0.1,,,,,,,,,,,,,,
BP10,NE4,WEEKENDS/HOLIDAY,,,,,,,,,0.1,,,,,,,,,,,
BP10,NE5,WEEKENDS/HOLIDAY,,,,,,,,,,0.1,,,,,,,,,,
BP10,NE7,WEEKENDS/HOLIDAY,,,,,,0.1,,,,,,,,,,,,,,
BP10,NE8,WEEKDAY,,,,,,,,,0.1,,,,,,,,,,,
BP10,NS10,WEEKDAY,,0.4,2.3,4.6,3.0,1.0,0.4,0.8,1.0,0.4,0.8,0.4,0.7,1.4,1.4,0.6,0.3,0.2,0.3,
BP10,NS10,WEEKENDS/HOLIDAY,,0.1,,0.7,1.1,0.6,0.6,0.6,0.6,0.3,0.4,0.1,1.0,0.8,0.2,0.7,0.2,0.9,0.2,0.1
BP10,NS11,WEEKDAY,,0.2,2.5,0.9,1.9,0.2,0.5,0.3,1.1,0.6,0.4,0.5,0.6,1.2,0.4,0.2,0.7,0.2,0.1,
BP10,NS11,WEEKENDS/HOLIDAY,,,0.1,0.2,1.1,1.3,1.1,0.4,1.2,1.7,0.6,0.3,0.2,1.2,1.4,0.4,0.8,0.4,0.2,
BP10,NS13,WEEKDAY,,1.5,1.8,0.4,0.5,1.3,0.5,0.8,1.1,0.6,0.3,0.7,0.4,1.6,1.4,0.7,0.6,0.7,,
BP10,NS13,WEEKENDS/HOLIDAY,,1.0,0.3,0.6,1.1,1.8,0.3,0.8,2.6,1.3,0.4,1.0,0.6,1.2,0.4,0.4,0.7,0.4,0.4,
BP10,NS14,WEEKDAY,,2.0,2.2,0.5,0.4,0.5,0.1,,,0.3,0.1,0.3,0.5,0.4,0.5,0.2,,0.3,0.2,
BP10,NS14,WEEKENDS/HOLIDAY,,1.2,0.3,0.2,0.3,0.1,0.4,0.2,0.6,0.6,,0.1,,0.3,0.6,0.9,,0.3,0.1,
BP10,NS15,WEEKDAY,,1.0,4.2,4.1,3.5,0.8,0.9,1.2,0.9,0.4,0.1,0.1,0.1,0.1,0.2,,,,0.5,
BP10,NS15,WEEKENDS/HOLIDAY,,0.1,0.9,0.3,,0.4,0.2,0.2,0.3,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
BP10,NS16,WEEKDAY,,0.7,4.1,1.5,0.9,0.5,0.6,0.8,0.3,0.1,0.3,0.4,0.1,0.1,0.3,0.7,0.2,0.1,0.1,
BP10,NS16,WEEKENDS/HOLIDAY,,,0.3,0.7,0.2,0.4,0.7,0.4,0.1,0.4,0.6,0.7,0.2,0.8,0.6,0.6,,0.6,0.6,0.1
BP10,NS17,WEEKDAY,,,0.1,,0.9,0.1,0.1,0.1,0.1,0.2,,0.1,,,,,,,,
BP10,NS17,WEEKENDS/HOLIDAY,,0.2,,0.1,0.3,0.2,,,0.1,,0.1,0.1,0.1,,,0.30000000000000004,,,,
BP10,NS18,WEEKDAY,,0.5,0.2,0.2,,,,,,,,,,,,,,,,
BP10,NS18,WEEKENDS/HOLIDAY,,,,0.1,0.1,0.2,,,,,,,,,,,,,,
BP10,NS19,WEEKDAY,,,0.3,0.1,,0.1,,,,,,,,,,,,,,
BP10,NS19,WEEKENDS/HOLIDAY,,,,,0.1,0.3,0.1,,,,0.3,0.1,,,,,,,,
BP10,NS2,WEEKDAY,,1.8,4.1,3.6,2.7,1.4,1.9,1.5,2.6,1.6,2.5,2.0,3.0,2.8,3.9,2.2,1.7,1.1,1.0,1.1
BP10,NS2,WEEKENDS/HOLIDAY,,0.6,0.8,1.1,1.7,1.6,1.0,2.8,1.6,2.1,2.1,1.7,2.1,2.6,1.7,1.6,2.3,0.6,1.8,1.9
BP10,NS20,WEEKDAY,,,,,,,,,,,0.1,,,,,,,,,
BP10,NS22,WEEKENDS/HOLIDAY,,,,,,,0.1,0.1,,0.2,,0.1,,,,0.1,,,,
BP10,NS23,WEEKENDS/HOLIDAY,,,,,,,,0.1,,,,,,,,,,,,
BP10,NS28,WEEKENDS/HOLIDAY,,,,,,,,,,0.1,,,,,,,,,,
BP10,NS3,WEEKDAY,,0.1,0.7,2.8,2.6,2.5,2.0,1.9,1.3,1.5,1.2,1.1,1.4,2.1,1.5,1.1,0.7,0.5,0.7,
BP10,NS3,WEEKENDS/HOLIDAY,,0.1,2.1,3.4,4.0,4.3,4.9,1.1,2.1,1.7,1.3,1.6,1.1,1.7,1.0,0.3,1.0,0.6,0.3,0.2
BP10,NS4,WEEKDAY,,11.7,52.8,31.9,11.600000000000001,12.7,13.7,13.1,10.6,13.3,13.1,10.3,9.4,11.7,11.4,9.0,4.9,2.9,3.3,3.9
BP10,NS4,WEEKENDS/HOLIDAY,,4.9,10.7,4.6,8.2,11.4,13.6,13.7,18.7,13.100000000000001,12.6,13.299999999999999,11.0,15.1,10.8,10.1,5.3,3.0,3.5,3.3
BP10,NS5,WEEKDAY,,1.1,8.5,5.9,3.4,1.1,3.8,1.8,1.5,3.0,1.5,0.8,2.8,2.6,3.0,4.0,1.5,1.3,2.3,0.1
BP10,NS5,WEEKENDS/HOLIDAY,,1.1,1.6,1.8,3.1,2.0,3.8,2.8,3.7,3.8,3.1,1.4,1.7,2.2,1.6,1.7,1.8,2.1,2.0,0.2
BP10,NS7,WEEKDAY,,2.5,4.4,6.6,3.7,0.6,0.4,0.9,0.2,0.4,0.5,0.3,0.7,1.5,1.3,1.0,0.4,0.2,0.6,0.2
BP10,NS7,WEEKENDS/HOLIDAY,,2.2,1.7,2.8,1.6,0.9,1.6,3.1,3.4,0.7,0.7,0.1,0.2,1.0,1.3,2.9,0.9,,0.8,
BP10,NS8,WEEKDAY,,1.8,0.6,0.7,0.5,,0.2,0.2,,0.3,0.3,0.1,0.5,0.3,0.8,0.7,,0.2,,
BP10,NS8,WEEKENDS/HOLIDAY,,2.3,1.1,1.0,0.3,0.4,0.3,0.4,0.1,0.7,0.4,0.6,0.7,0.6,0.4,0.1,0.3,0.2,0.4,
BP10,NS9,WEEKDAY,,3.6,1.9,2.9,0.9,1.4,0.7,1.0,1.2,1.2,1.0,0.7,1.5,1.6,1.0,1.0,0.5,0.9,0.3,0.1
BP10,NS9,WEEKENDS/HOLIDAY,,1.7,0.2,0.8,2.0,1.0,1.6,1.8,0.9,1.4,1.8,0.3,1.7,1.3,1.3,1.2,0.8,0.4,0.3,0.1
BP11,BP10,WEEKDAY,,1.4,2.9,9.5,6.4,1.5,0.5,0.4,0.1,0.4,0.4,0.3,0.3,6.3,7.5,4.5,1.0,1.1,0.1,
BP11,BP10,WEEKENDS/HOLIDAY,,,0.3,0.1,0.2,0.6,,0.6,0.2,0.2,,0.8,1.3,0.9,0.1,0.1,,0.2,0.2,
BP11,BP12,WEEKDAY,,0.1,2.1,4.1,2.2,2.7,1.8,3.2,2.8,2.7,2.5,2.8,3.1,3.4,5.5,4.4,2.9,1.8,0.8,1.0
BP11,BP12,WEEKENDS/HOLIDAY,,,0.9,0.9,1.8,2.8,5.6,3.3,5.4,2.6,2.2,2.2,1.3,3.7,4.2,3.0,2.6,3.4,1.4,1.7
BP11,BP13,WEEKDAY,,4.0,6.2,8.4,1.8,3.1,1.8,2.1,3.9,3.6,2.1,2.9,3.3,5.5,6.0,4.8,3.5,1.7,0.8,1.2
BP11,BP13,WEEKENDS/HOLIDAY,,0.9,1.9,2.3,2.9,3.3,2.4,2.6,4.9,4.2,4.0,2.2,1.4,2.8,4.4,3.1,3.1,1.0,0.7,0.6
BP11,BP2,WEEKDAY,,1.4,5.5,4.4,3.2,1.9,1.4,1.2,2.8,2.4,1.9,2.6,2.2,3.8,3.7,3.5,2.6,2.7,1.4,0.6
BP11,BP2,WEEKENDS/HOLIDAY,,1.4,0.7,2.1,2.1,1.4,3.0,3.1,2.9,2.9,2.0,2.2,2.1,3.0,2.2,1.8,2.9,2.1,1.3,1.3
BP11,BP3,WEEKDAY,,1.6,6.7,8.5,3.4,2.3,1.6,2.3,1.4,8.0,3.5,3.1,1.8,5.5,5.6,7.3,2.2,1.6,2.3,0.3
BP11,BP3,WEEKENDS/HOLIDAY,,0.8,2.2,1.4,1.2,1.2,2.4,4.6,3.8,1.8,3.8,3.8,2.3,1.9,3.8,2.2,1.4,1.9,2.7,0.4
BP11,BP4,WEEKDAY,,0.1,1.3,13.4,15.7,10.9,4.1,3.0,5.0,3.2,2.0,3.1,2.9,3.1,4.4,2.3,1.2,1.5,1.4,0.2
BP11,BP4,WEEKENDS/HOLIDAY,,0.4,1.1,2.0,1.8,2.7,2.3,1.9,1.7,1.3,1.9,1.8,1.3,1.7,1.4,1.2,0.4,0.9,1.2,
BP11,BP5,WEEKDAY,,7.0,23.2,20.5,7.7,6.7,6.1,4.9,5.0,6.1,4.9,4.3,6.4,7.1,7.1,3.1,3.4,2.2,1.1,0.5
BP11,BP5,WEEKENDS/HOLIDAY,,1.8,1.1,4.3,5.7,9.3,6.3,5.9,5.1,5.4,5.6,3.6,2.3,3.9,3.7,2.6,3.0,2.3,1.8,0.9
BP11,BP6,WEEKDAY,,96.5,215.5,283.6,173.2,88.3,70.0,58.1,62.2,62.0,41.8,40.9,42.7,50.0,58.6,33.3,22.6,17.0,10.3,3.7
BP11,BP6,WEEKENDS/HOLIDAY,,36.0,52.1,46.2,60.8,75.9,75.2,68.0,71.0,61.7,53.3,47.8,37.6,50.3,51.7,39.7,27.8,15.0,11.7,4.0
BP11,BP7,WEEKDAY,,4.4,7.3,10.3,2.0,0.7,0.5,1.0,1.2,2.7,2.0,0.8,1.5,4.4,4.2,2.3,1.1,0.6,1.2,
BP11,BP7,WEEKENDS/HOLIDAY,,1.2,1.0,1.7,0.9,0.9,1.0,1.9,2.3,1.4,1.1,0.6,1.6,2.4,1.6,0.8,0.8,0.1,1.1,0.3
BP11,BP8,WEEKDAY,,10.5,36.3,39.5,18.1,4.0,0.9,1.5,1.6,1.8,2.2,3.1,1.2,7.9,10.3,4.9,1.3,0.8,0.5,1.0
BP11,BP8,WEEKENDS/HOLIDAY,,0.8,1.6,0.9,1.6,2.8,1.3,1.9,1.6,1.8,0.4,0.7,1.1,1.1,1.4,0.8,0.9,0.6,1.0,0.7
BP11,BP9,WEEKDAY,,5.0,8.4,25.7,14.5,2.3,1.0,0.8,1.0,1.4,0.7,0.5,0.9,7.4,6.0,5.1,1.0,0.1,0.2,
BP11,BP9,WEEKENDS/HOLIDAY,,0.7,0.1,0.1,0.6,1.4,1.0,0.9,0.8,0.4,0.4,0.8,0.7,,0.3,0.3,0.7,0.3,,0.3
BP11,CC1-NE6-NS24,WEEKENDS/HOLIDAY,,,,,,,,,,,,0.1,,,,,,,,
BP11,CC10,WEEKENDS/HOLIDAY,,,,0.1,,,,0.1,,,,,,,,,,,,
BP11,CC11,WEEKDAY,,,,,,,,,,,0.1,,,,,,,,,
BP11,CC19,WEEKENDS/HOLIDAY,,,,,,,,,,,,,,0.1,,,,,,
BP11,CC20,WEEKDAY,,,,,,,,0.2,,,,,,,,,,,,
BP11,CC21,WEEKENDS/HOLIDAY,,,,,,,,,0.1,,,,,,,,,,,
BP11,CC23,WEEKDAY,,,0.3,0.1,0.2,0.2,0.4,,,,,,,,,,,,,
BP11,CC23,WEEKENDS/HOLIDAY,,,,0.1,0.1,,0.2,,,,,,,,,,,,,
BP11,CC24,WEEKDAY,,,,0.2,0.4,0.2,0.3,,0.2,,0.1,,,,,,,,,
BP11,CC24,WEEKENDS/HOLIDAY,,0.1,,0.1,,0.1,,,,,0.1,,,,,,,,,
BP11,CC27,WEEKENDS/HOLIDAY,,,0.1,,,,,,,,,,,,,,,,,
BP11,CC4-DT15,WEEKDAY,,,,,,,,0.1,,,,,,,,,,,,
BP11,CC4-DT15,WEEKENDS/HOLIDAY,,,,0.1,,,,,,,,,,,,,,,,
BP11,CE1,WEEKENDS/HOLIDAY,,0.1,,,,,,,,,,,,,,,,,,
BP11,CG2,WEEKDAY,,,,,,,,,,,,,,,,,,,0.1,
BP11,CG2,WEEKENDS/HOLIDAY,,,,,,,,,0.1,,,,,,,,,0.1,0.1,
BP11,DT1,WEEKENDS/HOLIDAY,,,,,,,,,,,,,0.1,,,,,,,
BP11,DT11,WEEKDAY,,,,,,,,0.1,,,,,,,,,,,,
BP11,DT11,WEEKENDS/HOLIDAY,,,,,,0.1,,,,,,,,,,,,,,
BP11,DT13,WEEKENDS/HOLIDAY,,,,,,,,,,,,,,,,0.1,,,,
BP11,DT20,WEEKENDS/HOLIDAY,,,,,,,,,,,0.1,,,,,,,,,
BP11,DT22,WEEKENDS/HOLIDAY,,,,,,,,,,,,,0.1,,,,,,,
BP11,DT27,WEEKENDS/HOLIDAY,,,,,,,,,,0.1,,,,,,,,,,
BP11,DT6,WEEKDAY,,,,0.1,,,,,,,,,,,,,,,,
BP11,EW1,WEEKDAY,,,0.2,,,0.1,,,,,0.1,,,,,,,,,
BP11,EW1,WEEKENDS/HOLIDAY,,,0.1,,,0.1,,0.1,,,,0.1,0.1,,,,,,,
