DAY_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
WEEKDAY,BP10,4117,4079
WEEKDAY,BP11,4441,3717
WEEKDAY,BP12,3427,2971
WEEKDAY,BP13,2037,1723
WEEKDAY,BP2,4018,3094
WEEKDAY,BP3,4962,4104
WEEKDAY,BP4,2649,2408
WEEKDAY,BP5,2447,1847
WEEKDAY,BP6,13013,16209
WEEKDAY,BP7,1792,1565
WEEKDAY,BP8,2901,2716
WEEKDAY,BP9,2938,2909
WEEKDAY,CC1-NE6-NS24,36968,36012
WEEKDAY,CC10,17219,16172
WEEKDAY,CC11,20100,20450
WEEKDAY,CC12,5169,4518
WEEKDAY,CC14,7057,6549
WEEKDAY,CC16,10015,9639
WEEKDAY,CC17,3871,3786
WEEKDAY,CC19,6641,7177
WEEKDAY,CC2,5198,5471
WEEKDAY,CC20,5178,5177
WEEKDAY,CC21,8472,9282
WEEKDAY,CC23,17491,17251
WEEKDAY,CC24,20712,20475
WEEKDAY,CC25,7689,7147
WEEKDAY,CC26,5908,6063
WEEKDAY,CC27,8721,8649
WEEKDAY,CC28,3911,4241
WEEKDAY,CC3,8092,7694
WEEKDAY,CC4-DT15,20246,21134
WEEKDAY,CC5,5236,5499
WEEKDAY,CC6,8732,8965
WEEKDAY,CC7,7001,7534
WEEKDAY,CC8,7349,6804
WEEKDAY,CE1,28176,27888
WEEKDAY,CG1,17304,18357
WEEKDAY,CG2,25822,25237
WEEKDAY,DT1,30587,29251
WEEKDAY,DT10,4589,3759
WEEKDAY,DT11,30946,32255
WEEKDAY,DT13,9160,9564
WEEKDAY,DT17,26386,27438
WEEKDAY,DT18,20536,22070
WEEKDAY,DT2,2716,2211
WEEKDAY,DT20,7712,8824
WEEKDAY,DT21,7188,7292
WEEKDAY,DT22,6718,7205
WEEKDAY,DT23,4921,5002
WEEKDAY,DT24,5341,5036
WEEKDAY,DT25,3902,4052
WEEKDAY,DT27,7670,7636
WEEKDAY,DT28,11183,10451
WEEKDAY,DT29,7168,6465
WEEKDAY,DT3,7776,6567
WEEKDAY,DT30,7607,7195
WEEKDAY,DT31,7995,8403
WEEKDAY,DT32,21070,22834
WEEKDAY,DT33,18446,16970
WEEKDAY,DT34,5001,4566
WEEKDAY,DT5,13238,13282
WEEKDAY,DT6,6433,5862
WEEKDAY,DT7,3585,4400
WEEKDAY,DT8,3713,3696
WEEKDAY,EW1,32404,30102
WEEKDAY,EW10,11738,11858
WEEKDAY,EW11,21323,21586
WEEKDAY,EW12,57007,60212
WEEKDAY,EW13-NS25,42983,44280
WEEKDAY,EW14-NS26,65511,64562
WEEKDAY,EW15,50849,53565
WEEKDAY,EW16,31837,31272
WEEKDAY,EW17,28653,29756
WEEKDAY,EW18,18421,19034
WEEKDAY,EW19,15070,13661
WEEKDAY,EW2,33341,34057
WEEKDAY,EW20,16078,15473
WEEKDAY,EW21,27306,26417
WEEKDAY,EW22,11789,12008
WEEKDAY,EW23,44121,45156
WEEKDAY,EW24-NS1,80356,85549
WEEKDAY,EW25,9391,8014
WEEKDAY,EW26,33635,28759
WEEKDAY,EW27,47855,55128
WEEKDAY,EW28,30150,22400
WEEKDAY,EW29,18212,18400
WEEKDAY,EW3,18227,18135
WEEKDAY,EW30,3419,2912
WEEKDAY,EW31,4062,3420
WEEKDAY,EW32,3737,3671
WEEKDAY,EW33,3346,3591
WEEKDAY,EW4,17270,15356
WEEKDAY,EW5,35363,34719
WEEKDAY,EW6,11340,13041
WEEKDAY,EW7,14563,16821
WEEKDAY,EW8,38745,40348
WEEKDAY,EW9,22277,22001
WEEKDAY,NE1,50002,50039
WEEKDAY,NE10,14082,14537
WEEKDAY,NE11,5280,4918
WEEKDAY,NE12,57814,59941
WEEKDAY,NE13,20115,20198
WEEKDAY,NE14,32113,30379
WEEKDAY,NE15,16590,15118
WEEKDAY,NE16-STC,42359,43401
WEEKDAY,NE17-PTC,37764,36454
WEEKDAY,NE4,56437,56411
WEEKDAY,NE5,16320,18448
WEEKDAY,NE7,26986,28773
WEEKDAY,NE8,26549,28877
WEEKDAY,NE9,22693,20047
WEEKDAY,NS10,46207,39927
WEEKDAY,NS11,43002,41591
WEEKDAY,NS13,57770,60644
WEEKDAY,NS14,32877,28818
WEEKDAY,NS15,28126,25911
WEEKDAY,NS16,50988,55198
WEEKDAY,NS17,48208,46422
WEEKDAY,NS18,15700,14240
WEEKDAY,NS19,40053,41847
WEEKDAY,NS2,27339,28099
WEEKDAY,NS20,42221,42303
WEEKDAY,NS21,33240,34294
WEEKDAY,NS22,58292,63630
WEEKDAY,NS23,36268,39616
WEEKDAY,NS27,6895,6751
WEEKDAY,NS28,1678,1702
WEEKDAY,NS3,18641,17526
WEEKDAY,NS4,38641,41044
WEEKDAY,NS5,31633,29442
WEEKDAY,NS7,21135,19829
WEEKDAY,NS8,25191,19812
WEEKDAY,NS9,45543,55582
WEEKDAY,PE1,3276,3159
WEEKDAY,PE2,5127,4637
WEEKDAY,PE3,5258,5289
WEEKDAY,PE4,1374,1272
WEEKDAY,PE5,4977,4460
WEEKDAY,PE6,5924,5611
WEEKDAY,PE7,3601,3318
WEEKDAY,PW1,725,763
WEEKDAY,PW3,696,703
WEEKDAY,PW4,420,431
WEEKDAY,PW5,1624,2540
WEEKDAY,PW6,1078,892
WEEKDAY,PW7,1882,1937
WEEKDAY,SE1,4009,3971
WEEKDAY,SE2,5399,4900
WEEKDAY,SE3,3146,2798
WEEKDAY,SE4,3619,3355
WEEKDAY,SE5,2413,2324
WEEKDAY,SW1,2084,2114
WEEKDAY,SW2,3602,3306
WEEKDAY,SW3,2079,1935
WEEKDAY,SW4,907,873
WEEKDAY,SW5,7062,6428
WEEKDAY,SW6,3225,2968
WEEKDAY,SW7,2691,2364
WEEKDAY,SW8,1958,1886
WEEKENDS/HOLIDAY,BP10,3423,3479
WEEKENDS/HOLIDAY,BP11,3390,2998
WEEKENDS/HOLIDAY,BP12,2600,2396
WEEKENDS/HOLIDAY,BP13,1833,1605
WEEKENDS/HOLIDAY,BP2,2974,2438
WEEKENDS/HOLIDAY,BP3,3747,3195
WEEKENDS/HOLIDAY,BP4,1635,1508
WEEKENDS/HOLIDAY,BP5,1984,1528
WEEKENDS/HOLIDAY,BP6,10352,12372
WEEKENDS/HOLIDAY,BP7,1450,1330
WEEKENDS/HOLIDAY,BP8,2333,2243
WEEKENDS/HOLIDAY,BP9,2743,2684
WEEKENDS/HOLIDAY,CC1-NE6-NS24,34306,33168
WEEKENDS/HOLIDAY,CC10,10532,9804
WEEKENDS/HOLIDAY,CC11,9387,9079
WEEKENDS/HOLIDAY,CC12,3824,3471
WEEKENDS/HOLIDAY,CC14,4355,4209
WEEKENDS/HOLIDAY,CC16,6485,6391
WEEKENDS/HOLIDAY,CC17,1990,2008
WEEKENDS/HOLIDAY,CC19,7002,7735
WEEKENDS/HOLIDAY,CC2,3900,3954
WEEKENDS/HOLIDAY,CC20,3883,3924
WEEKENDS/HOLIDAY,CC21,6885,7240
WEEKENDS/HOLIDAY,CC23,3023,3007
WEEKENDS/HOLIDAY,CC24,5797,5846
WEEKENDS/HOLIDAY,CC25,4965,4574
WEEKENDS/HOLIDAY,CC26,2900,3031
WEEKENDS/HOLIDAY,CC27,1814,1906
WEEKENDS/HOLIDAY,CC28,2857,2736
WEEKENDS/HOLIDAY,CC3,8938,8071
WEEKENDS/HOLIDAY,CC4-DT15,13586,14442
WEEKENDS/HOLIDAY,CC5,4347,4374
WEEKENDS/HOLIDAY,CC6,10149,9655
WEEKENDS/HOLIDAY,CC7,5306,5808
WEEKENDS/HOLIDAY,CC8,5981,5776
WEEKENDS/HOLIDAY,CE1,41445,40216
WEEKENDS/HOLIDAY,CG1,13443,14016
WEEKENDS/HOLIDAY,CG2,31183,30123
WEEKENDS/HOLIDAY,DT1,23495,22849
WEEKENDS/HOLIDAY,DT10,3106,2578
WEEKENDS/HOLIDAY,DT11,24805,24591
WEEKENDS/HOLIDAY,DT13,7846,8303
WEEKENDS/HOLIDAY,DT17,4517,4394
WEEKENDS/HOLIDAY,DT18,4100,4515
WEEKENDS/HOLIDAY,DT2,1540,1245
WEEKENDS/HOLIDAY,DT20,5458,6373
WEEKENDS/HOLIDAY,DT21,5458,5232
WEEKENDS/HOLIDAY,DT22,8275,8958
WEEKENDS/HOLIDAY,DT23,2087,2197
