,,,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS
WEEKDAY,BP9,BP10,,12.0,47.0,76.0,93.0,80.0,70.0,75.0,74.0,75.0,69.0,95.0,112.0,171.0,174.0,93.0,83.0,56.0,38.0,10.0
WEEKDAY,BP9,BP8,,77.0,113.0,116.0,64.0,42.0,39.0,40.0,43.0,27.0,31.0,24.0,22.0,42.0,36.0,28.0,19.0,4.0,4.0,
WEEKDAY,CC10,CC11,,191.0,661.0,787.0,662.0,354.0,214.0,218.0,275.0,291.0,312.0,392.0,547.0,1030.0,1072.0,621.0,571.0,403.0,304.0,28.0
WEEKDAY,CC10,DT25,,263.0,830.0,1183.0,809.0,503.0,335.0,278.0,260.0,269.0,272.0,270.0,316.0,510.0,570.0,311.0,240.0,184.0,115.0,3.0
WEEKDAY,CC10,DT27,,142.0,557.0,920.0,646.0,285.0,203.0,253.0,297.0,319.0,385.0,502.0,648.0,1250.0,1127.0,643.0,500.0,345.0,233.0,52.0
WEEKDAY,CC10,EW8,,286.0,952.0,1267.0,870.0,562.0,408.0,323.0,316.0,364.0,339.0,297.0,337.0,547.0,613.0,368.0,224.0,202.0,132.0,11.0
WEEKDAY,CC11,CC10,,333.0,1005.0,1528.0,1075.0,579.0,372.0,286.0,279.0,340.0,354.0,330.0,397.0,737.0,683.0,422.0,291.0,257.0,169.0,20.0
WEEKDAY,CC11,CC12,,141.0,521.0,596.0,513.0,294.0,203.0,217.0,285.0,298.0,418.0,553.0,737.0,1468.0,1464.0,800.0,687.0,456.0,368.0,45.0
WEEKDAY,CC12,CC11,,508.0,1458.0,2095.0,1446.0,722.0,436.0,316.0,307.0,390.0,329.0,265.0,305.0,555.0,531.0,360.0,255.0,274.0,150.0,14.0
WEEKDAY,CC12,NE12,,142.0,533.0,619.0,531.0,307.0,206.0,219.0,291.0,303.0,416.0,565.0,749.0,1476.0,1442.0,789.0,682.0,450.0,363.0,44.0
WEEKDAY,CC14,NE12,,460.0,1220.0,1745.0,1178.0,637.0,416.0,342.0,372.0,428.0,402.0,423.0,578.0,1297.0,1135.0,637.0,466.0,380.0,186.0,19.0
WEEKDAY,CC14,NS17,,447.0,1338.0,1588.0,1001.0,510.0,305.0,288.0,342.0,380.0,399.0,498.0,637.0,1258.0,1203.0,678.0,606.0,436.0,317.0,30.0
WEEKDAY,CC16,CC17,,639.0,1472.0,1470.0,781.0,427.0,237.0,190.0,233.0,249.0,221.0,205.0,240.0,539.0,532.0,261.0,187.0,152.0,86.0,13.0
WEEKDAY,CC16,NS17,,180.0,498.0,650.0,420.0,196.0,152.0,144.0,209.0,238.0,246.0,362.0,548.0,1183.0,1005.0,589.0,472.0,325.0,166.0,19.0
WEEKDAY,CC17,CC16,,171.0,478.0,637.0,428.0,194.0,145.0,145.0,198.0,231.0,232.0,359.0,542.0,1174.0,983.0,592.0,476.0,333.0,169.0,18.0
WEEKDAY,CC17,CC19,,664.0,1561.0,1555.0,823.0,452.0,253.0,201.0,245.0,266.0,229.0,213.0,246.0,549.0,552.0,266.0,191.0,153.0,87.0,13.0
WEEKDAY,CC19,CC17,,168.0,477.0,660.0,442.0,201.0,146.0,151.0,209.0,244.0,245.0,380.0,576.0,1244.0,1044.0,623.0,507.0,354.0,184.0,19.0
WEEKDAY,CC19,CC20,,1415.0,3103.0,2780.0,1455.0,870.0,584.0,553.0,650.0,665.0,590.0,695.0,879.0,1601.0,1504.0,802.0,658.0,466.0,286.0,27.0
WEEKDAY,CC19,DT10,,667.0,1721.0,2399.0,1712.0,1001.0,724.0,645.0,666.0,694.0,627.0,714.0,925.0,1600.0,1307.0,833.0,733.0,515.0,309.0,6.0
WEEKDAY,CC19,DT8,,96.0,405.0,488.0,363.0,225.0,198.0,231.0,294.0,308.0,333.0,457.0,608.0,1134.0,1033.0,601.0,425.0,300.0,198.0,31.0
WEEKDAY,CC2,CC3,,25.0,83.0,52.0,35.0,40.0,34.0,23.0,20.0,24.0,28.0,14.0,11.0,12.0,11.0,9.0,9.0,3.0,2.0,2.0
WEEKDAY,CC2,NS24,,49.0,30.0,24.0,21.0,9.0,10.0,19.0,23.0,28.0,24.0,50.0,57.0,118.0,75.0,63.0,67.0,26.0,28.0,10.0
WEEKDAY,CC20,CC19,,576.0,1367.0,1800.0,1291.0,714.0,542.0,521.0,609.0,668.0,646.0,901.0,1297.0,2581.0,2085.0,1276.0,1061.0,723.0,404.0,25.0
WEEKDAY,CC20,CC21,,1404.0,3075.0,2753.0,1453.0,875.0,590.0,568.0,660.0,678.0,599.0,699.0,889.0,1606.0,1496.0,800.0,656.0,462.0,280.0,27.0
WEEKDAY,CC21,CC20,,577.0,1364.0,1795.0,1278.0,709.0,545.0,527.0,620.0,673.0,643.0,915.0,1305.0,2585.0,2093.0,1287.0,1059.0,733.0,408.0,26.0
WEEKDAY,CC21,EW21,,1399.0,3069.0,2743.0,1430.0,827.0,565.0,562.0,667.0,675.0,598.0,698.0,878.0,1585.0,1473.0,788.0,666.0,474.0,284.0,26.0
WEEKDAY,CC23,CC24,,533.0,1538.0,1677.0,825.0,432.0,270.0,300.0,297.0,300.0,186.0,114.0,86.0,227.0,302.0,161.0,110.0,58.0,13.0,1.0
WEEKDAY,CC23,EW21,,35.0,147.0,390.0,316.0,144.0,203.0,254.0,297.0,277.0,349.0,529.0,762.0,1579.0,1141.0,879.0,679.0,365.0,158.0,27.0
WEEKDAY,CC24,CC23,,38.0,131.0,374.0,293.0,150.0,200.0,239.0,269.0,237.0,283.0,479.0,655.0,1378.0,927.0,749.0,560.0,308.0,140.0,25.0
WEEKDAY,CC24,CC25,,321.0,760.0,569.0,329.0,146.0,79.0,90.0,101.0,123.0,84.0,94.0,132.0,287.0,268.0,128.0,132.0,80.0,19.0,1.0
WEEKDAY,CC25,CC24,,48.0,206.0,378.0,211.0,85.0,79.0,79.0,87.0,84.0,103.0,190.0,210.0,495.0,417.0,457.0,261.0,100.0,84.0,20.0
WEEKDAY,CC25,CC26,,203.0,518.0,402.0,273.0,127.0,75.0,85.0,94.0,97.0,78.0,98.0,124.0,271.0,231.0,140.0,127.0,56.0,15.0,1.0
WEEKDAY,CC26,CC25,,60.0,220.0,317.0,159.0,54.0,56.0,61.0,68.0,73.0,86.0,129.0,160.0,393.0,330.0,328.0,159.0,80.0,58.0,17.0
WEEKDAY,CC26,CC27,,78.0,182.0,313.0,219.0,116.0,83.0,85.0,83.0,89.0,86.0,119.0,148.0,328.0,238.0,228.0,127.0,60.0,31.0,4.0
WEEKDAY,CC27,CC26,,146.0,384.0,313.0,172.0,57.0,48.0,60.0,76.0,86.0,74.0,99.0,128.0,258.0,258.0,157.0,125.0,69.0,39.0,9.0
WEEKDAY,CC27,CC28,,52.0,148.0,247.0,153.0,91.0,84.0,85.0,82.0,87.0,89.0,137.0,168.0,365.0,278.0,258.0,151.0,61.0,33.0,5.0
WEEKDAY,CC28,CC27,,160.0,408.0,385.0,226.0,77.0,50.0,59.0,78.0,83.0,64.0,84.0,119.0,223.0,210.0,127.0,106.0,69.0,39.0,9.0
WEEKDAY,CC28,NE1,,69.0,184.0,280.0,169.0,107.0,104.0,104.0,96.0,102.0,100.0,151.0,171.0,359.0,277.0,257.0,139.0,54.0,28.0,5.0
WEEKDAY,CC3,CC2,,,12.0,16.0,17.0,9.0,9.0,13.0,13.0,17.0,15.0,31.0,36.0,52.0,46.0,46.0,37.0,24.0,23.0,5.0
WEEKDAY,CC3,CC4,,3.0,14.0,13.0,10.0,6.0,5.0,12.0,18.0,17.0,21.0,22.0,33.0,39.0,22.0,26.0,30.0,13.0,18.0,4.0
WEEKDAY,CC4,CC3,,7.0,55.0,33.0,26.0,21.0,18.0,19.0,21.0,23.0,16.0,22.0,10.0,11.0,18.0,13.0,4.0,4.0,2.0,1.0
WEEKDAY,CC4,CC5,,15.0,64.0,82.0,61.0,41.0,32.0,30.0,47.0,51.0,40.0,45.0,55.0,82.0,84.0,59.0,46.0,26.0,16.0,1.0
WEEKDAY,CC4,CE1,,72.0,291.0,439.0,432.0,180.0,105.0,67.0,82.0,88.0,67.0,48.0,54.0,53.0,89.0,51.0,48.0,26.0,27.0,
WEEKDAY,CC4,EW12,,12.0,31.0,93.0,112.0,45.0,34.0,49.0,69.0,75.0,114.0,204.0,267.0,402.0,543.0,371.0,297.0,184.0,137.0,26.0
WEEKDAY,CC5,CC4,,16.0,62.0,83.0,71.0,53.0,31.0,30.0,35.0,32.0,33.0,44.0,67.0,66.0,70.0,41.0,44.0,27.0,31.0,3.0
WEEKDAY,CC5,CC6,,10.0,48.0,49.0,29.0,24.0,22.0,24.0,42.0,49.0,43.0,42.0,58.0,92.0,98.0,69.0,54.0,34.0,20.0,1.0
WEEKDAY,CC6,CC5,,12.0,65.0,94.0,81.0,66.0,38.0,35.0,37.0,35.0,32.0,37.0,43.0,39.0,47.0,25.0,32.0,24.0,32.0,2.0
WEEKDAY,CC6,CC7,,4.0,17.0,31.0,34.0,26.0,23.0,37.0,51.0,48.0,64.0,90.0,112.0,131.0,153.0,120.0,131.0,98.0,81.0,7.0
WEEKDAY,CC7,CC6,,31.0,143.0,172.0,127.0,103.0,70.0,66.0,61.0,89.0,57.0,45.0,39.0,47.0,62.0,36.0,20.0,15.0,7.0,1.0
WEEKDAY,CC7,CC8,,15.0,52.0,79.0,72.0,46.0,34.0,41.0,47.0,50.0,66.0,95.0,103.0,111.0,130.0,100.0,106.0,86.0,76.0,6.0
WEEKDAY,CC8,CC7,,43.0,139.0,171.0,123.0,102.0,70.0,60.0,65.0,90.0,71.0,49.0,43.0,76.0,102.0,60.0,34.0,25.0,14.0,1.0
WEEKDAY,CC8,EW8,,25.0,131.0,162.0,134.0,81.0,66.0,71.0,72.0,86.0,92.0,121.0,136.0,142.0,169.0,120.0,122.0,94.0,92.0,10.0
WEEKDAY,CE1,CC4,,4.0,29.0,72.0,90.0,45.0,29.0,45.0,61.0,62.0,84.0,144.0,146.0,249.0,354.0,242.0,170.0,114.0,73.0,15.0
WEEKDAY,CE1,DT17,,66.0,237.0,388.0,398.0,166.0,97.0,65.0,71.0,65.0,59.0,54.0,54.0,55.0,79.0,47.0,24.0,17.0,31.0,
WEEKDAY,CE1,NS27,,2.0,2.0,4.0,,3.0,,,2.0,,,,,,,,2.0,1.0,,
WEEKDAY,CG1,CG2,,63.0,251.0,274.0,177.0,78.0,55.0,56.0,77.0,96.0,60.0,32.0,32.0,46.0,82.0,101.0,76.0,55.0,18.0,1.0
WEEKDAY,CG1,DT34,,13.0,55.0,84.0,91.0,46.0,32.0,48.0,65.0,76.0,87.0,131.0,127.0,228.0,263.0,189.0,198.0,113.0,111.0,4.0
WEEKDAY,CG1,EW4,,25.0,36.0,115.0,212.0,119.0,51.0,53.0,63.0,63.0,92.0,188.0,184.0,322.0,344.0,281.0,352.0,204.0,186.0,14.0
WEEKDAY,CG2,CG1,,6.0,21.0,83.0,136.0,124.0,44.0,34.0,37.0,42.0,58.0,132.0,94.0,165.0,127.0,115.0,179.0,148.0,153.0,13.0
WEEKDAY,DT1,BP13,,13.0,26.0,54.0,69.0,38.0,39.0,46.0,56.0,56.0,51.0,71.0,96.0,214.0,256.0,139.0,93.0,57.0,29.0,10.0
WEEKDAY,DT1,BP5,,277.0,598.0,523.0,247.0,165.0,152.0,173.0,200.0,217.0,217.0,241.0,258.0,397.0,436.0,261.0,202.0,146.0,110.0,17.0
WEEKDAY,DT1,BP7,,24.0,68.0,111.0,115.0,94.0,84.0,88.0,104.0,108.0,108.0,148.0,191.0,295.0,269.0,158.0,135.0,89.0,70.0,19.0
WEEKDAY,DT1,DT2,,323.0,924.0,1236.0,750.0,452.0,296.0,259.0,257.0,260.0,209.0,167.0,164.0,234.0,241.0,157.0,159.0,126.0,61.0,
WEEKDAY,DT10,CC19,,812.0,1798.0,1507.0,914.0,592.0,492.0,534.0,646.0,663.0,648.0,886.0,1144.0,2027.0,1866.0,1043.0,835.0,581.0,377.0,42.0
WEEKDAY,DT10,NS21,,673.0,1746.0,2449.0,1767.0,1034.0,748.0,667.0,682.0,707.0,640.0,716.0,938.0,1617.0,1319.0,840.0,741.0,517.0,315.0,6.0
WEEKDAY,DT13,EW12,,526.0,1441.0,1811.0,1517.0,866.0,657.0,593.0,680.0,690.0,643.0,806.0,1053.0,1698.0,1415.0,882.0,830.0,577.0,326.0,25.0
WEEKDAY,DT13,NE7,,844.0,1853.0,1761.0,1218.0,787.0,592.0,604.0,738.0,786.0,721.0,857.0,1026.0,1609.0,1646.0,1015.0,795.0,590.0,393.0,43.0
WEEKDAY,DT17,CE1,,1.0,37.0,69.0,62.0,35.0,28.0,43.0,60.0,64.0,84.0,96.0,130.0,226.0,329.0,225.0,142.0,90.0,34.0,12.0
WEEKDAY,DT17,DT18,,8.0,39.0,102.0,101.0,71.0,68.0,79.0,86.0,55.0,66.0,67.0,77.0,74.0,100.0,68.0,46.0,27.0,34.0,1.0
WEEKDAY,DT18,DT17,,10.0,82.0,70.0,80.0,53.0,31.0,56.0,76.0,70.0,45.0,43.0,43.0,79.0,79.0,56.0,37.0,26.0,12.0,1.0
WEEKDAY,DT18,NE4,,2.0,25.0,54.0,56.0,53.0,60.0,101.0,118.0,96.0,109.0,132.0,163.0,221.0,276.0,183.0,156.0,100.0,70.0,5.0
WEEKDAY,DT2,DT1,,69.0,198.0,227.0,203.0,137.0,150.0,189.0,256.0,268.0,281.0,402.0,551.0,936.0,828.0,490.0,377.0,260.0,175.0,29.0
WEEKDAY,DT2,DT3,,324.0,936.0,1259.0,766.0,461.0,303.0,265.0,261.0,265.0,211.0,173.0,174.0,252.0,252.0,161.0,161.0,130.0,63.0,
WEEKDAY,DT20,DT21,,78.0,251.0,408.0,312.0,146.0,128.0,183.0,221.0,200.0,238.0,342.0,449.0,794.0,729.0,431.0,380.0,257.0,157.0,26.0
WEEKDAY,DT20,NE4,,214.0,696.0,892.0,603.0,375.0,263.0,225.0,219.0,219.0,208.0,196.0,230.0,334.0,352.0,179.0,135.0,94.0,62.0,3.0
WEEKDAY,DT21,DT20,,223.0,714.0,924.0,624.0,401.0,275.0,227.0,220.0,221.0,213.0,194.0,218.0,324.0,352.0,171.0,123.0,87.0,56.0,1.0
WEEKDAY,DT21,DT22,,77.0,292.0,469.0,336.0,149.0,130.0,191.0,232.0,217.0,252.0,358.0,485.0,867.0,780.0,465.0,414.0,282.0,174.0,33.0
WEEKDAY,DT22,DT21,,231.0,743.0,983.0,669.0,442.0,300.0,241.0,230.0,234.0,219.0,200.0,229.0,342.0,390.0,191.0,124.0,106.0,62.0,1.0
WEEKDAY,DT22,DT23,,82.0,329.0,542.0,384.0,172.0,142.0,205.0,242.0,235.0,275.0,378.0,506.0,901.0,824.0,497.0,425.0,298.0,184.0,41.0
WEEKDAY,DT23,DT22,,234.0,750.0,1016.0,709.0,469.0,322.0,260.0,251.0,252.0,245.0,233.0,261.0,401.0,453.0,239.0,169.0,129.0,77.0,1.0
WEEKDAY,DT23,DT24,,81.0,341.0,564.0,395.0,176.0,151.0,219.0,257.0,244.0,290.0,406.0,532.0,966.0,880.0,538.0,441.0,302.0,195.0,44.0
WEEKDAY,DT24,DT23,,249.0,809.0,1094.0,774.0,501.0,335.0,268.0,261.0,259.0,253.0,237.0,267.0,412.0,465.0,247.0,178.0,133.0,86.0,1.0
WEEKDAY,DT24,DT25,,98.0,420.0,655.0,479.0,212.0,175.0,226.0,260.0,261.0,297.0,413.0,526.0,982.0,900.0,547.0,434.0,289.0,185.0,43.0
WEEKDAY,DT25,CC10,,109.0,447.0,690.0,501.0,220.0,182.0,229.0,268.0,265.0,302.0,417.0,527.0,995.0,951.0,554.0,430.0,281.0,194.0,46.0
WEEKDAY,DT25,DT24,,256.0,813.0,1115.0,780.0,497.0,332.0,274.0,264.0,269.0,268.0,262.0,304.0,487.0,545.0,289.0,216.0,168.0,107.0,3.0
WEEKDAY,DT27,CC10,,299.0,1041.0,1458.0,1033.0,609.0,365.0,307.0,297.0,333.0,322.0,283.0,354.0,620.0,699.0,366.0,265.0,208.0,158.0,7.0
WEEKDAY,DT27,DT28,,125.0,498.0,795.0,541.0,249.0,191.0,246.0,291.0,318.0,377.0,496.0,641.0,1278.0,1149.0,634.0,487.0,343.0,224.0,50.0
WEEKDAY,DT28,DT27,,301.0,1027.0,1490.0,1071.0,609.0,365.0,294.0,285.0,316.0,309.0,263.0,322.0,530.0,590.0,316.0,239.0,191.0,157.0,4.0
WEEKDAY,DT28,DT29,,94.0,432.0,628.0,409.0,225.0,183.0,232.0,279.0,304.0,346.0,484.0,627.0,1248.0,1120.0,605.0,446.0,308.0,207.0,47.0
WEEKDAY,DT29,DT28,,299.0,980.0,1453.0,1066.0,575.0,333.0,264.0,253.0,293.0,270.0,231.0,271.0,395.0,471.0,276.0,231.0,181.0,129.0,2.0
WEEKDAY,DT29,DT30,,94.0,495.0,666.0,433.0,245.0,197.0,238.0,282.0,304.0,345.0,459.0,584.0,1153.0,1034.0,545.0,394.0,267.0,180.0,41.0
WEEKDAY,DT3,DT2,,71.0,230.0,264.0,218.0,139.0,148.0,190.0,252.0,266.0,281.0,397.0,540.0,950.0,837.0,495.0,380.0,263.0,179.0,29.0
WEEKDAY,DT3,DT5,,333.0,992.0,1378.0,859.0,511.0,334.0,291.0,288.0,292.0,232.0,187.0,205.0,287.0,281.0,179.0,173.0,138.0,74.0,
WEEKDAY,DT30,DT29,,271.0,858.0,1288.0,956.0,518.0,304.0,244.0,245.0,281.0,270.0,243.0,289.0,410.0,485.0,296.0,256.0,200.0,150.0,1.0
WEEKDAY,DT30,DT31,,91.0,509.0,694.0,442.0,254.0,205.0,241.0,278.0,304.0,336.0,424.0,529.0,1020.0,897.0,466.0,344.0,230.0,154.0,37.0
WEEKDAY,DT31,DT30,,239.0,745.0,1089.0,808.0,457.0,276.0,226.0,230.0,266.0,253.0,242.0,300.0,424.0,511.0,312.0,274.0,209.0,153.0,2.0
WEEKDAY,DT31,EW2,,84.0,512.0,652.0,422.0,273.0,228.0,236.0,267.0,302.0,345.0,410.0,488.0,879.0,793.0,425.0,302.0,200.0,125.0,32.0
WEEKDAY,DT33,DT34,,1.0,95.0,159.0,106.0,49.0,33.0,23.0,29.0,39.0,39.0,19.0,19.0,23.0,29.0,37.0,19.0,8.0,5.0,
WEEKDAY,DT33,EW2,,146.0,438.0,641.0,485.0,271.0,178.0,161.0,160.0,184.0,192.0,198.0,246.0,349.0,369.0,244.0,226.0,119.0,128.0,4.0
WEEKDAY,DT34,CG1,,16.0,74.0,140.0,121.0,55.0,38.0,33.0,31.0,41.0,49.0,34.0,43.0,50.0,63.0,53.0,32.0,25.0,11.0,4.0
WEEKDAY,DT34,DT33,,24.0,14.0,54.0,87.0,46.0,34.0,44.0,61.0,64.0,81.0,131.0,156.0,240.0,267.0,182.0,192.0,101.0,112.0,4.0
WEEKDAY,DT5,DT3,,70.0,254.0,309.0,251.0,156.0,158.0,200.0,270.0,285.0,298.0,419.0,571.0,1024.0,907.0,539.0,401.0,278.0,190.0,30.0
WEEKDAY,DT5,DT6,,346.0,1054.0,1484.0,949.0,553.0,364.0,319.0,318.0,318.0,259.0,208.0,233.0,344.0,329.0,203.0,200.0,158.0,82.0,
WEEKDAY,DT6,DT5,,84.0,316.0,396.0,305.0,195.0,182.0,219.0,286.0,301.0,323.0,452.0,610.0,1115.0,1005.0,583.0,420.0,301.0,202.0,32.0
WEEKDAY,DT6,DT7,,345.0,1067.0,1503.0,976.0,563.0,370.0,328.0,321.0,326.0,269.0,215.0,254.0,381.0,353.0,214.0,205.0,163.0,89.0,
WEEKDAY,DT7,DT6,,88.0,356.0,434.0,321.0,200.0,185.0,223.0,288.0,306.0,335.0,458.0,613.0,1136.0,1029.0,601.0,428.0,303.0,205.0,33.0
WEEKDAY,DT7,DT8,,343.0,1059.0,1501.0,973.0,560.0,371.0,328.0,322.0,325.0,268.0,223.0,263.0,396.0,362.0,223.0,220.0,162.0,94.0,1.0
WEEKDAY,DT8,CC19,,337.0,1041.0,1478.0,967.0,552.0,370.0,326.0,318.0,324.0,267.0,230.0,281.0,410.0,364.0,221.0,225.0,166.0,100.0,2.0
WEEKDAY,DT8,DT7,,92.0,375.0,465.0,353.0,213.0,196.0,232.0,296.0,310.0,336.0,459.0,615.0,1144.0,1039.0,608.0,428.0,305.0,202.0,33.0
WEEKDAY,EW1,EW2,,290.0,754.0,959.0,724.0,442.0,335.0,321.0,330.0,329.0,294.0,257.0,316.0,423.0,377.0,225.0,189.0,160.0,97.0,
WEEKDAY,EW10,EW11,,987.0,2546.0,2935.0,2270.0,1400.0,942.0,768.0,810.0,832.0,738.0,738.0,775.0,1228.0,1258.0,711.0,625.0,426.0,311.0,11.0
WEEKDAY,EW10,EW9,,440.0,1277.0,1427.0,1057.0,619.0,579.0,662.0,777.0,808.0,839.0,1140.0,1535.0,2618.0,2323.0,1484.0,1218.0,861.0,493.0,91.0
WEEKDAY,EW11,EW10,,433.0,1177.0,1352.0,1013.0,588.0,556.0,661.0,773.0,798.0,840.0,1147.0,1587.0,2689.0,2380.0,1527.0,1270.0,911.0,517.0,91.0
WEEKDAY,EW11,EW12,,1071.0,2690.0,3026.0,2264.0,1438.0,1005.0,854.0,927.0,977.0,835.0,811.0,858.0,1380.0,1379.0,784.0,628.0,447.0,296.0,15.0
WEEKDAY,EW12,CC4,,119.0,446.0,631.0,653.0,303.0,180.0,98.0,121.0,150.0,98.0,56.0,51.0,68.0,106.0,65.0,50.0,34.0,14.0,
WEEKDAY,EW12,DT13,,833.0,1795.0,1720.0,1188.0,771.0,572.0,577.0,696.0,750.0,688.0,810.0,959.0,1534.0,1571.0,944.0,754.0,565.0,377.0,39.0
WEEKDAY,EW12,EW11,,461.0,1214.0,1579.0,1192.0,679.0,630.0,722.0,823.0,860.0,893.0,1211.0,1694.0,2733.0,2399.0,1559.0,1371.0,958.0,575.0,97.0
WEEKDAY,EW12,NS25,,240.0,809.0,1093.0,870.0,535.0,376.0,307.0,315.0,324.0,272.0,269.0,264.0,380.0,408.0,248.0,192.0,140.0,97.0,9.0
WEEKDAY,EW15,EW16,,137.0,483.0,641.0,422.0,261.0,236.0,284.0,353.0,370.0,379.0,424.0,580.0,849.0,882.0,607.0,489.0,299.0,210.0,43.0
WEEKDAY,EW15,NS26,,230.0,634.0,938.0,800.0,440.0,371.0,361.0,385.0,386.0,404.0,444.0,560.0,883.0,801.0,542.0,455.0,329.0,226.0,41.0
WEEKDAY,EW16,EW15,,305.0,803.0,1129.0,1000.0,575.0,419.0,357.0,356.0,363.0,334.0,317.0,368.0,578.0,502.0,312.0,265.0,219.0,124.0,18.0
WEEKDAY,EW16,EW17,,203.0,644.0,813.0,623.0,401.0,369.0,442.0,533.0,553.0,599.0,709.0,1077.0,1751.0,1658.0,979.0,795.0,558.0,364.0,59.0
