PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
BP10,4270,4385
BP11,4598,4007
BP12,3980,3656
BP13,2243,2030
BP14,88,74
BP2,3988,3351
BP3,4891,4252
BP4,4366,4253
BP5,2746,2122
BP6,14457,16840
BP7,1941,1774
BP8,3294,3038
BP9,3272,3268
CC1-NE6-NS24,39472,37777
CC10,16363,15286
CC11,17598,17750
CC12,6394,5366
CC14,7884,7416
CC16,11053,10346
CC17,3945,3812
CC19,7771,8356
CC2,6817,7512
CC20,5769,5655
CC21,9084,9833
CC23,15776,15613
CC24,22358,22008
CC25,7548,6861
CC26,5070,5261
CC27,7275,7229
CC28,4096,4396
CC3,8798,8337
CC4-DT15,18726,19585
CC5,5122,5311
CC6,11182,11122
CC7,7176,7396
CC8,8684,7797
CE1,29647,29102
CG1,17396,18065
CG2,19003,17897
DT1,31748,30620
DT10,5276,4159
DT11,31016,32452
DT13,10335,10756
DT17,23495,24149
DT18,16565,17610
DT2,2781,2218
DT20,7052,7777
DT21,7891,7930
DT22,7292,7707
DT23,4112,4094
DT24,4912,4656
DT25,3615,3697
DT27,7401,7187
DT28,10437,9814
DT29,6831,6232
DT3,8061,6956
DT30,7432,7200
DT31,7772,8213
DT32,20937,22597
DT33,18149,16956
DT34,4685,4339
DT5,13801,13528
DT6,8172,6518
DT7,4077,5111
DT8,4852,4630
EW1,33227,31693
EW10,12598,12806
EW11,21490,21598
EW12,59024,61671
EW13-NS25,44590,45844
EW14-NS26,58245,57346
EW15,43504,46010
EW16,30062,29987
EW17,28226,29231
EW18,18160,18355
EW19,15139,14167
EW2,34681,34900
EW20,16189,15495
EW21,27800,26463
EW22,13320,13431
EW23,46122,46220
EW24-NS1,79698,84308
EW25,9726,8662
EW26,32796,28090
EW27,49191,56625
EW28,31786,23599
EW29,17032,17023
EW3,18797,18914
EW30,2722,2267
EW31,3258,2641
EW32,2926,3068
EW33,2612,2737
EW4,18436,16302
EW5,35846,35307
EW6,11924,13655
EW7,15521,17910
EW8,39425,39858
EW9,23831,23243
NE1,48980,51303
NE10,13961,14076
NE11,5326,4893
NE12,60308,62141
NE13,20716,20505
NE14,32030,30687
NE15,17045,15851
NE16-STC,43948,45013
NE17-PTC,38942,37729
NE4,56818,57204
NE5,16066,18376
NE7,29999,32485
NE8,30129,32530
NE9,23815,21049
NS10,46321,41443
NS11,43282,42231
NS13,56821,59991
NS14,32283,28094
NS15,29068,27111
NS16,50569,54197
NS17,49679,47626
NS18,15736,14531
NS19,40264,42200
NS2,27069,27495
NS20,39664,39233
NS21,33271,34803
NS22,63380,68160
NS23,36252,38920
NS27,6323,6383
NS28,2154,2083
NS3,17641,16883
NS4,41088,42943
NS5,31820,30208
NS7,21390,19229
NS8,23331,18493
NS9,48363,57474
PE1,3628,3580
PE2,5436,5041
PE3,5866,5845
PE4,1452,1387
PE5,5240,4833
PE6,5818,5572
PE7,3908,3691
PW1,706,730
PW3,446,468
PW4,365,370
PW5,2166,2245
PW6,1075,810
PW7,1684,1919
SE1,4338,4389
SE2,5676,5226
SE3,3257,3046
SE4,3798,3553
SE5,2739,2740
SW1,1442,1517
SW2,3817,3510
SW3,2032,1962
SW4,810,718
SW5,7418,6900
SW6,3372,3246
SW7,2972,2694
SW8,2031,1981
