PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
BP10,1364.0,1509.0
BP11,1340.0,1149.0
BP12,917.0,756.0
BP13,589.0,419.0
BP2,1135.0,957.0
BP3,1544.0,1322.0
BP4,862.0,809.0
BP5,856.0,654.0
BP6,3532.0,4386.0
BP7,452.0,491.0
BP8,844.0,799.0
BP9,1004.0,871.0
CC1-NE6-NS24,6355.0,5730.0
CC10,4552.0,4342.0
CC11,4611.0,4703.0
CC12,1277.0,1169.0
CC14,1469.0,1391.0
CC16,2278.0,2263.0
CC17,932.0,897.0
CC19,1338.0,1412.0
CC2,844.0,858.0
CC20,1205.0,1234.0
CC21,1950.0,2041.0
CC23,2053.0,2130.0
CC24,5158.0,5025.0
CC25,2116.0,2002.0
CC26,2117.0,2165.0
CC27,900.0,979.0
CC28,1157.0,1110.0
CC3,959.0,933.0
CC4-DT15,2243.0,2294.0
CC5,803.0,837.0
CC6,1711.0,1667.0
CC7,1624.0,1701.0
CC8,1878.0,1694.0
CE1,2115.0,2138.0
CG1,3291.0,3490.0
CG2,3255.0,3072.0
DT1,6778.0,6627.0
DT10,1002.0,809.0
DT11,5400.0,5516.0
DT13,1913.0,1956.0
DT17,2387.0,2410.0
DT18,2247.0,2464.0
DT2,580.0,433.0
DT20,1081.0,1149.0
DT21,1148.0,1090.0
DT22,1572.0,1656.0
DT23,835.0,859.0
DT24,1609.0,1599.0
DT25,1100.0,1156.0
DT27,2123.0,2176.0
DT28,2962.0,2857.0
DT29,2210.0,2010.0
DT3,1460.0,1286.0
DT30,1866.0,1775.0
DT31,2171.0,2363.0
DT32,5666.0,5993.0
DT33,4896.0,4657.0
DT34,1097.0,954.0
DT5,2509.0,2516.0
DT6,938.0,943.0
DT7,661.0,755.0
DT8,804.0,757.0
EW1,8251.0,7836.0
EW10,3264.0,3252.0
EW11,5668.0,5675.0
EW12,8716.0,8931.0
EW13-NS25,6544.0,6762.0
EW14-NS26,7669.0,7716.0
EW15,6756.0,7271.0
EW16,9996.0,9433.0
EW17,7785.0,8141.0
EW18,4569.0,4790.0
EW19,3777.0,3532.0
EW2,9152.0,9333.0
EW20,4790.0,4596.0
EW21,4843.0,4597.0
EW22,1602.0,1662.0
EW23,12471.0,12721.0
EW24-NS1,22171.0,23316.0
EW25,2686.0,2306.0
EW26,11550.0,10184.0
EW27,15791.0,17827.0
EW28,9566.0,7620.0
EW29,7320.0,7812.0
EW3,5110.0,5047.0
EW30,1795.0,1626.0
EW31,1824.0,1550.0
EW32,1777.0,1727.0
EW33,1265.0,1198.0
EW4,4006.0,3544.0
EW5,9705.0,9577.0
EW6,2594.0,3025.0
EW7,4178.0,4779.0
EW8,10720.0,10975.0
EW9,5602.0,5661.0
NE1,7741.0,7969.0
NE10,3790.0,3907.0
NE11,1239.0,1172.0
NE12,13285.0,13761.0
NE13,5433.0,5409.0
NE14,9140.0,8989.0
NE15,4242.0,4130.0
NE16-STC,12549.0,12850.0
NE17-PTC,10504.0,10090.0
NE4,10259.0,10349.0
NE5,2296.0,2272.0
NE7,6907.0,7282.0
NE8,5698.0,6277.0
NE9,7082.0,6192.0
NS10,16627.0,14632.0
NS11,13249.0,13369.0
NS13,17076.0,18021.0
NS14,10135.0,9003.0
NS15,6312.0,5855.0
NS16,15511.0,16673.0
NS17,11296.0,10781.0
NS18,4946.0,4583.0
NS19,11308.0,12095.0
NS2,8804.0,9307.0
NS20,12455.0,12060.0
NS21,6094.0,6284.0
NS22,11035.0,11885.0
NS23,5577.0,6054.0
NS27,798.0,769.0
NS28,477.0,419.0
NS3,6490.0,6271.0
NS4,12503.0,13437.0
NS5,9953.0,9534.0
NS7,2901.0,2926.0
NS8,8655.0,7023.0
NS9,12274.0,15565.0
PE1,1039.0,1017.0
PE2,1537.0,1481.0
PE3,1711.0,1688.0
PE4,419.0,425.0
PE5,1503.0,1448.0
PE6,2057.0,1972.0
PE7,1177.0,1164.0
PW1,93.0,88.0
PW3,119.0,120.0
PW4,108.0,113.0
PW5,808.0,842.0
PW6,335.0,312.0
PW7,595.0,703.0
SE1,1286.0,1253.0
SE2,1785.0,1683.0
SE3,940.0,852.0
SE4,1174.0,1122.0
SE5,818.0,842.0
SW1,752.0,906.0
SW2,985.0,947.0
SW3,838.0,832.0
SW4,372.0,367.0
SW5,2351.0,2198.0
SW6,1066.0,1008.0
SW7,875.0,806.0
SW8,687.0,686.0
