DAY_TYPE,ORIGIN_PT_CODE,DESTINATION_PT_CODE,TOTAL_TRIPS
WEEKDAY,BP10,BP11,61.5
WEEKDAY,BP10,BP12,66.7
WEEKDAY,BP10,BP13,55.699999999999996
WEEKDAY,BP10,BP2,21.0
WEEKDAY,BP10,BP3,34.6
WEEKDAY,BP10,BP4,20.599999999999998
WEEKDAY,BP10,BP5,54.199999999999996
WEEKDAY,BP10,BP6,511.1000000000001
WEEKDAY,BP10,BP7,36.400000000000006
WEEKDAY,BP10,BP8,117.1
WEEKDAY,BP10,BP9,48.40000000000001
WEEKDAY,BP10,CC23,0.1
WEEKDAY,BP10,CC24,0.8
WEEKDAY,BP10,CC26,0.1
WEEKDAY,BP10,DT5,0.1
WEEKDAY,BP10,EW11,0.30000000000000004
WEEKDAY,BP10,EW14-NS26,1.0
WEEKDAY,BP10,EW15,0.4
WEEKDAY,BP10,EW16,0.2
WEEKDAY,BP10,EW17,0.7999999999999999
WEEKDAY,BP10,EW18,2.4
WEEKDAY,BP10,EW19,3.6000000000000005
WEEKDAY,BP10,EW2,0.1
WEEKDAY,BP10,EW20,4.1000000000000005
WEEKDAY,BP10,EW21,3.5000000000000004
WEEKDAY,BP10,EW22,2.4
WEEKDAY,BP10,EW23,16.499999999999996
WEEKDAY,BP10,EW24-NS1,102.0
WEEKDAY,BP10,EW25,0.7
WEEKDAY,BP10,EW26,8.3
WEEKDAY,BP10,EW27,28.599999999999998
WEEKDAY,BP10,EW28,9.700000000000001
WEEKDAY,BP10,EW29,20.299999999999997
WEEKDAY,BP10,EW30,9.799999999999999
WEEKDAY,BP10,EW31,4.800000000000001
WEEKDAY,BP10,EW32,4.5
WEEKDAY,BP10,EW33,2.6
WEEKDAY,BP10,EW9,0.1
WEEKDAY,BP10,NS10,11.6
WEEKDAY,BP10,NS11,8.399999999999999
WEEKDAY,BP10,NS13,8.500000000000002
WEEKDAY,BP10,NS14,3.4
WEEKDAY,BP10,NS15,4.1
WEEKDAY,BP10,NS16,4.699999999999999
WEEKDAY,BP10,NS17,0.6
WEEKDAY,BP10,NS18,0.1
WEEKDAY,BP10,NS19,0.4
WEEKDAY,BP10,NS2,20.7
WEEKDAY,BP10,NS20,0.1
WEEKDAY,BP10,NS23,0.1
WEEKDAY,BP10,NS3,12.9
WEEKDAY,BP10,NS4,117.30000000000001
WEEKDAY,BP10,NS5,23.5
WEEKDAY,BP10,NS7,8.1
WEEKDAY,BP10,NS8,5.199999999999999
WEEKDAY,BP10,NS9,13.100000000000001
WEEKDAY,BP11,BP10,24.799999999999997
WEEKDAY,BP11,BP12,33.0
WEEKDAY,BP11,BP13,30.299999999999997
WEEKDAY,BP11,BP2,19.700000000000003
WEEKDAY,BP11,BP3,30.1
WEEKDAY,BP11,BP4,19.7
WEEKDAY,BP11,BP5,56.1
WEEKDAY,BP11,BP6,579.5000000000001
WEEKDAY,BP11,BP7,20.4
WEEKDAY,BP11,BP8,67.0
