,,,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS
BP10,BP4,WEEKDAY,,1.3,1.0,3.0,2.3,1.0,0.3,0.7,1.2,1.4,0.9,1.2,1.2,0.4,2.0,1.5,0.5,0.5,0.2,
BP10,BP4,WEEKENDS/HOLIDAY,,0.8,1.2,2.1,0.7,0.4,0.6,,0.9,0.9,0.2,0.3,1.0,0.2,0.3,0.2,0.1,0.6,0.3,0.1
BP10,BP5,WEEKDAY,,2.0,5.7,6.6,5.3,3.0,2.8,2.8,4.0,4.3,2.8,3.0,2.3,1.5,3.2,1.5,1.3,0.5,1.5,0.1
BP10,BP5,WEEKENDS/HOLIDAY,,2.0,3.1,2.7,1.9,2.4,2.4,1.9,4.1,2.0,1.7,2.3,1.4,1.3,1.6,1.2,1.0,0.3,1.6,
BP10,BP6,WEEKDAY,,49.1,93.9,79.4,35.2,28.0,26.0,20.4,19.5,29.6,21.5,16.3,15.3,17.6,18.5,13.1,12.0,8.5,5.6,1.6
BP10,BP6,WEEKENDS/HOLIDAY,,28.3,37.8,26.9,19.2,24.7,22.4,21.9,21.4,24.3,21.1,15.4,14.8,20.8,16.2,15.2,14.2,7.6,6.9,1.8
BP10,BP7,WEEKDAY,,3.1,4.0,4.5,2.4,1.3,1.2,1.4,1.1,1.5,1.6,1.2,1.0,2.0,3.4,3.4,2.0,0.3,1.0,
BP10,BP7,WEEKENDS/HOLIDAY,,0.2,1.1,0.6,1.0,1.1,1.7,0.7,2.0,1.2,1.3,1.6,1.0,1.0,1.8,1.4,0.9,0.1,1.2,
BP10,BP8,WEEKDAY,,10.7,29.1,21.8,15.6,4.7,1.5,1.5,1.6,1.6,0.5,1.0,1.2,7.6,7.6,8.0,1.8,0.6,0.2,0.5
BP10,BP8,WEEKENDS/HOLIDAY,,2.0,0.2,0.8,0.8,1.3,0.3,1.0,2.2,0.7,0.7,0.8,1.4,1.4,0.6,1.4,0.6,0.4,0.3,0.4
BP10,BP9,WEEKDAY,,8.1,9.4,9.5,6.6,2.6,0.7,0.2,0.5,,0.2,0.4,0.2,2.7,2.6,3.6,0.9,0.2,,
BP10,BP9,WEEKENDS/HOLIDAY,,0.8,0.1,0.1,0.1,0.7,0.3,0.1,0.8,,0.4,0.3,0.1,0.2,,0.3,,0.1,,
BP10,CC1-NE6-NS24,WEEKENDS/HOLIDAY,,,,,,,0.1,,,,,,,,,,,,,
BP10,CC2,WEEKENDS/HOLIDAY,,,,,,,,0.1,,,,,,,,,,,,
BP10,CC21,WEEKENDS/HOLIDAY,,,,,,,,,,,,,,,0.1,,,,0.1,
BP10,CC23,WEEKDAY,,0.1,,,,,,,,,,,,,,,,,,
BP10,CC23,WEEKENDS/HOLIDAY,,,,,,,,0.1,,,,,,,,,,,,
BP10,CC24,WEEKDAY,,,,0.2,,,,0.5,0.1,,,,,,,,,,,
BP10,CC25,WEEKENDS/HOLIDAY,,,,,,,,,,,,,,,,,,0.1,,
BP10,CC26,WEEKDAY,,,,,,,,,,,,,,0.1,,,,,,
BP10,CC26,WEEKENDS/HOLIDAY,,,,,,,,,,,,,,0.1,,,,,,
BP10,CC3,WEEKENDS/HOLIDAY,,,,,,,,,,0.1,,,,,,,,,,
BP10,CC4-DT15,WEEKENDS/HOLIDAY,,,,,,,,,,0.1,,,,,,,,,,
BP10,CE1,WEEKENDS/HOLIDAY,,,0.1,,,,,0.1,,0.1,,,,,,,,0.1,,
BP10,DT11,WEEKENDS/HOLIDAY,,,,,,,,,0.1,,,0.1,,,,,,,,
BP10,DT13,WEEKENDS/HOLIDAY,,,,,,,,,0.1,,,,,,,,,,,
BP10,DT2,WEEKENDS/HOLIDAY,,,,,,,0.1,,,,,,,,,,,,,
BP10,DT21,WEEKENDS/HOLIDAY,,,,,,,,,,,,,,0.1,,,,,,
BP10,DT3,WEEKENDS/HOLIDAY,,,,,,,,,,,0.1,,,,,,,,,
BP10,DT33,WEEKENDS/HOLIDAY,,,,,,,,,,,,,,0.1,,,,,,
BP10,DT5,WEEKDAY,,,,0.1,,,,,,,,,,,,,,,,
BP10,DT5,WEEKENDS/HOLIDAY,,,0.1,,0.1,,0.1,,0.1,,,0.1,,,,,0.1,,,
BP10,DT6,WEEKENDS/HOLIDAY,,,,,0.1,,,,,,,,,,,,,,,
BP10,EW1,WEEKENDS/HOLIDAY,,,,,,0.3,,,,,,,,,,,,,,
BP10,EW11,WEEKDAY,,,,,0.1,,,,0.1,,,,,,,0.1,,,,
BP10,EW11,WEEKENDS/HOLIDAY,,,,,,,0.1,,,,,,,,0.3,0.1,,,,
BP10,EW12,WEEKENDS/HOLIDAY,,,,,,,,,,,0.1,,,0.1,,,,,,
BP10,EW13-NS25,WEEKENDS/HOLIDAY,,,,,,,,,,0.1,,0.1,,,,,,,,
BP10,EW14-NS26,WEEKDAY,,,0.2,0.8,,,,,,,,,,,,,,,,
BP10,EW14-NS26,WEEKENDS/HOLIDAY,,,0.1,,,,,,,,,0.1,,,,,,,,
BP10,EW15,WEEKDAY,,,0.2,,0.1,0.1,,,,,,,,,,,,,,
BP10,EW15,WEEKENDS/HOLIDAY,,,0.1,,,,,0.1,,,,,,,,,,,0.1,
BP10,EW16,WEEKDAY,,,0.1,0.1,,,,,,,,,,,,,,,,
BP10,EW16,WEEKENDS/HOLIDAY,,,,,,,,,,0.1,,,,0.1,,,,,,
BP10,EW17,WEEKDAY,,,,,0.1,,,,,0.1,0.1,0.2,,,,0.1,,0.1,0.1,
BP10,EW17,WEEKENDS/HOLIDAY,,,,0.1,,,,,,0.1,,0.1,,0.1,0.2,,,,0.2,
BP10,EW18,WEEKDAY,,,0.3,0.7,0.4,,0.4,0.1,,,,,,,0.1,0.1,0.3,,,
BP10,EW18,WEEKENDS/HOLIDAY,,,0.2,0.2,,,0.4,,0.1,0.1,,,,,0.1,0.1,0.4,,,
BP10,EW19,WEEKDAY,,,0.1,2.1,0.1,0.2,0.9,0.2,,,,,,,,,,,,
BP10,EW19,WEEKENDS/HOLIDAY,,,0.1,0.1,0.1,,0.1,0.1,,,,,,,,,0.2,0.4,,
BP10,EW2,WEEKDAY,,,,,,0.1,,,,,,,,,,,,,,
BP10,EW20,WEEKDAY,,,1.0,1.1,0.3,,0.1,,,0.1,,,0.7,0.4,0.3,,,,0.1,
BP10,EW20,WEEKENDS/HOLIDAY,,,,,,,0.1,,0.1,,,0.1,0.6,0.4,,,0.2,,,
BP10,EW21,WEEKDAY,,,1.3,0.4,0.30000000000000004,0.2,0.3,0.5,0.3,0.1,0.1,,,,,,,,,
BP10,EW21,WEEKENDS/HOLIDAY,,,0.3,,,0.4,,,0.1,,0.1,0.2,0.1,,,,,,,
BP10,EW22,WEEKDAY,,0.2,,0.7,0.4,0.3,0.1,0.2,0.1,,0.2,,,,0.2,,,,,
BP10,EW22,WEEKENDS/HOLIDAY,,0.4,,0.1,0.1,0.2,,,,0.1,,,,,,,,,,
BP10,EW23,WEEKDAY,,1.1,6.2,2.6,1.3,0.5,0.4,0.4,0.7,1.4,0.3,0.4,0.5,0.5,0.1,0.1,,,,
BP10,EW23,WEEKENDS/HOLIDAY,,0.8,1.1,0.4,1.1,0.4,0.2,0.4,0.7,1.2,0.1,0.7,0.1,0.3,0.4,0.3,1.0,0.1,0.2,
BP10,EW24-NS1,WEEKDAY,,13.1,26.1,16.6,10.0,4.8,4.3,4.1,3.5,2.2,3.0,2.4,1.9,2.9,3.0,2.4,0.9,0.3,0.5,
BP10,EW24-NS1,WEEKENDS/HOLIDAY,,4.8,7.7,3.3,3.7,4.0,4.7,5.2,2.9,2.3,2.6,2.2,2.1,2.4,3.9,1.9,0.7,0.4,0.4,
BP10,EW25,WEEKDAY,,,0.3,0.1,,,,,0.1,,0.1,0.1,,,,,,,,
BP10,EW25,WEEKENDS/HOLIDAY,,,0.1,,,,,,,0.1,,0.1,0.1,,,,,,,
BP10,EW26,WEEKDAY,,1.0,2.6,0.9,0.9,0.1,0.4,0.1,0.4,0.2,,0.1,0.3,0.3,0.2,0.4,,0.3,0.1,
BP10,EW26,WEEKENDS/HOLIDAY,,0.3,2.1,0.2,0.1,,0.1,0.3,0.6,0.1,0.2,0.3,0.1,0.3,,0.1,0.2,0.1,,
BP10,EW27,WEEKDAY,,3.3,8.2,5.6,1.4,2.3,0.7,0.4,0.8,1.2,0.5,0.4,1.6,1.1,0.7,0.3,0.1,,,
BP10,EW27,WEEKENDS/HOLIDAY,,0.1,1.6,0.7,1.0,2.4,0.8,0.8,0.6,0.8,0.7,0.3,1.1,0.8,0.2,0.4,,,0.1,
BP10,EW28,WEEKDAY,,1.0,3.1,1.0,1.6,0.5,0.1,0.3,0.4,0.8,0.3,,,,0.2,0.1,0.1,0.2,,
BP10,EW28,WEEKENDS/HOLIDAY,,0.4,1.4,0.3,0.2,0.1,,0.2,,0.8,0.2,0.3,0.1,0.2,0.1,,0.1,0.2,,
BP10,EW29,WEEKDAY,,3.4,8.8,5.1,0.5,0.1,0.1,0.2,0.4,0.1,,0.2,0.5,0.2,0.6,,0.1,,,
BP10,EW29,WEEKENDS/HOLIDAY,,2.1,1.6,1.2,0.8,,,,,,0.1,,0.3,0.4,1.0,0.1,0.2,0.2,,
BP10,EW3,WEEKENDS/HOLIDAY,,,,,,,0.1,,,,,,,,,,,,,
BP10,EW30,WEEKDAY,,1.4,2.6,5.1,0.1,0.1,0.2,0.1,,,,,,,0.2,,,,,
BP10,EW30,WEEKENDS/HOLIDAY,,0.2,1.1,1.7,0.1,,,,,,,,,,0.2,,,,,
BP10,EW31,WEEKDAY,,1.0,2.7,0.8,,,,,,,0.3,,,,,,,,,
BP10,EW31,WEEKENDS/HOLIDAY,,0.3,0.7,0.3,,,,,,,,,,,,,,,,
BP10,EW32,WEEKDAY,,0.6,0.6,2.7,0.3,,,,,0.1,,0.2,,,,,,,,
BP10,EW32,WEEKENDS/HOLIDAY,,0.6,0.4,0.3,0.3,,,,,,,,,,,,,,,
BP10,EW33,WEEKDAY,,0.4,1.0,0.4,,,,,,0.2,0.2,,0.3,,,0.1,,,,
BP10,EW33,WEEKENDS/HOLIDAY,,,0.3,0.6,,,,,,0.1,0.1,,,0.1,0.1,,,,,
BP10,EW5,WEEKENDS/HOLIDAY,,,,,,,,0.1,,,,,,,,,,,,
BP10,EW6,WEEKENDS/HOLIDAY,,,,,,,,,,,,,,0.1,,,,,,
BP10,EW8,WEEKENDS/HOLIDAY,,,,,,,0.2,,,,,,,,,,,,,
BP10,EW9,WEEKDAY,,,,,,,0.1,,,,,,,,,,,,,
BP10,EW9,WEEKENDS/HOLIDAY,,,,,,,0.1,,,,,,,,,,,,,
BP10,NE1,WEEKENDS/HOLIDAY,,,,,,0.1,,,,,,,,,,,,,,
BP10,NE14,WEEKENDS/HOLIDAY,,,,,0.1,0.1,,,,0.2,,,,,,,,,,
BP10,NE16-STC,WEEKENDS/HOLIDAY,,,,,,,,,,,0.1,,,0.1,,,,,,
BP10,NS10,WEEKDAY,,0.3,0.8,2.5,1.1,1.3,0.1,0.1,0.3,0.1,0.9,0.7,0.4,0.5,1.3,0.2,0.2,0.6,0.2,
BP10,NS10,WEEKENDS/HOLIDAY,,,0.1,1.2,0.7,0.4,0.4,0.2,,,0.9,0.3,0.6,0.3,0.8,0.1,0.1,0.7,0.3,
BP10,NS11,WEEKDAY,,0.3,1.5,0.6,1.1,0.5,0.6,0.1,1.0,0.3,0.1,0.3,0.3,1.3,0.2,,,0.2,,
BP10,NS11,WEEKENDS/HOLIDAY,,0.1,0.6,0.3,0.2,1.0,0.4,,0.7,0.2,0.4,0.3,0.3,1.0,0.1,,0.1,0.1,0.2,
BP10,NS13,WEEKDAY,,0.8,1.4,0.2,1.1,0.5,0.4,0.2,0.7,0.2,0.4,0.2,0.3,0.5,0.8,,0.4,0.2,0.2,
BP10,NS13,WEEKENDS/HOLIDAY,,1.1,0.4,0.2,1.0,0.3,0.2,,0.3,0.2,0.4,0.1,0.2,0.4,0.6,0.6,0.6,0.1,0.2,
BP10,NS14,WEEKDAY,,1.7,0.3,0.1,,0.1,,,,0.2,0.1,0.1,0.1,0.1,0.5,,,0.1,,
BP10,NS14,WEEKENDS/HOLIDAY,,0.9,0.1,,,,0.3,,,0.1,0.2,,0.2,,0.6,0.1,0.1,0.1,0.1,
BP10,NS15,WEEKDAY,,0.2,2.0,0.6,0.3,0.1,0.2,0.1,0.1,0.1,0.1,,0.1,0.1,,,,0.1,,
BP10,NS15,WEEKENDS/HOLIDAY,,,0.7,0.3,,0.2,,0.1,0.1,,,,0.3,0.2,,,,,,
BP10,NS16,WEEKDAY,,0.2,2.4,0.1,0.2,0.4,,0.2,0.1,0.1,,0.1,,,,0.2,0.1,0.6,,
BP10,NS16,WEEKENDS/HOLIDAY,,,0.3,0.1,,0.4,0.3,0.1,0.2,0.2,,0.1,,0.1,0.1,0.1,,0.7,,
BP10,NS17,WEEKDAY,,0.1,0.1,,0.1,,0.30000000000000004,,,,,,,,,,,,,
BP10,NS17,WEEKENDS/HOLIDAY,,0.2,,,0.1,,,,,0.1,,,,,,,,,,
BP10,NS18,WEEKDAY,,0.1,,,,,,,,,,,,,,,,,,
BP10,NS18,WEEKENDS/HOLIDAY,,,,0.1,,,,,0.2,,,,,,0.1,,,,,
BP10,NS19,WEEKDAY,,0.1,0.2,,,,,,,,,,,0.1,,,,,,
BP10,NS19,WEEKENDS/HOLIDAY,,,,,,,0.1,,,,0.2,,,,,,,,,
BP10,NS2,WEEKDAY,,1.1,2.1,3.0,1.5,1.3,0.4,0.7,0.7,1.4,1.4,0.7,1.0,0.9,0.8,0.7,1.2,0.6,0.9,0.3
BP10,NS2,WEEKENDS/HOLIDAY,,0.7,0.1,1.2,0.8,0.8,0.6,0.7,0.9,1.3,1.8,0.8,0.7,0.9,0.3,0.2,1.0,0.4,0.6,
BP10,NS20,WEEKDAY,,,,0.1,,,,,,,,,,,,,,,,
BP10,NS21,WEEKENDS/HOLIDAY,,,,,,0.1,,,,,,,,,,,,,,
BP10,NS22,WEEKENDS/HOLIDAY,,,,,,,,,0.1,,,,,,,,,,,
BP10,NS23,WEEKDAY,,,,,,,0.1,,,,,,,,,,,,,
BP10,NS28,WEEKENDS/HOLIDAY,,,,,,,,,,,,,,,,,0.1,,,
BP10,NS3,WEEKDAY,,,0.6,1.0,1.9,0.7,1.2,0.6,0.7,1.0,1.1,0.3,0.7,1.2,0.7,0.3,0.3,0.2,0.4,
BP10,NS3,WEEKENDS/HOLIDAY,,,0.9,0.8,2.9,1.1,2.3,0.3,0.9,0.9,0.6,0.7,0.1,0.9,0.1,,0.1,,0.1,
BP10,NS4,WEEKDAY,,10.2,25.700000000000003,12.9,5.1,5.6000000000000005,5.8,5.199999999999999,6.9,5.6,6.4,4.6,3.8,5.0,5.6000000000000005,2.7,1.7,1.7000000000000002,1.2,1.6
BP10,NS4,WEEKENDS/HOLIDAY,,4.4,11.600000000000001,2.9000000000000004,2.8,4.4,6.3,3.0999999999999996,6.0,4.7,4.2,3.4,2.5,4.699999999999999,4.8,2.8,0.8999999999999999,2.7,0.9,1.8
BP10,NS5,WEEKDAY,,1.4,4.3,1.7,1.5,0.3,2.3,0.9,0.9,1.9,0.6,0.8,1.8,0.9,1.0,1.0,0.8,0.9,0.4,0.1
BP10,NS5,WEEKENDS/HOLIDAY,,2.3,0.9,0.4,1.3,1.0,1.2,0.6,1.0,1.6,0.6,0.8,1.4,0.4,0.6,0.7,0.8,0.6,0.1,
BP10,NS7,WEEKDAY,,1.4,0.9,2.9,1.2,0.2,,0.1,,0.1,,,,0.5,0.7,0.1,,,,
BP10,NS7,WEEKENDS/HOLIDAY,,1.7,0.4,2.2,0.6,0.1,,,,0.4,,,,0.4,0.7,,,,,
BP10,NS8,WEEKDAY,,1.8,1.0,0.4,0.1,0.3,0.3,0.7,0.2,,0.1,0.1,,,0.1,0.1,,,,
BP10,NS8,WEEKENDS/HOLIDAY,,1.9,0.2,0.4,0.1,,,,0.6,0.2,0.2,,,,0.2,,,,0.1,
BP10,NS9,WEEKDAY,,1.5,2.6,1.3,1.0,0.4,0.8,0.1,0.3,1.0,0.3,0.7,0.6,1.1,0.6,0.3,0.3,0.2,,
BP10,NS9,WEEKENDS/HOLIDAY,,0.9,0.7,0.7,0.9,0.3,0.8,0.1,0.2,1.1,0.7,0.4,0.7,0.8,0.2,0.1,0.2,0.2,0.1,
BP11,BP10,WEEKDAY,,1.1,3.4,4.1,3.4,0.8,0.1,0.1,0.1,0.2,0.2,0.1,0.1,2.5,4.5,3.5,0.4,0.2,,
BP11,BP10,WEEKENDS/HOLIDAY,,0.1,0.1,,,0.1,0.3,0.1,0.2,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,,
BP11,BP12,WEEKDAY,,0.2,1.1,2.0,1.2,2.0,1.5,2.2,1.9,2.2,2.6,2.8,1.2,2.3,3.1,2.0,2.3,0.7,0.7,1.0
BP11,BP12,WEEKENDS/HOLIDAY,,0.2,0.4,0.9,1.1,2.3,2.3,2.4,2.3,1.6,1.4,1.6,1.8,2.0,2.1,1.4,1.4,0.4,0.6,2.2
BP11,BP13,WEEKDAY,,2.0,2.3,3.6,0.9,1.4,1.5,1.6,1.7,2.0,1.0,1.5,1.4,2.1,2.8,2.0,0.9,0.3,0.3,1.0
BP11,BP13,WEEKENDS/HOLIDAY,,0.4,1.0,2.4,2.0,1.9,1.6,1.4,2.2,1.6,1.6,1.4,1.2,1.9,1.3,2.0,0.3,0.3,0.3,0.4
BP11,BP2,WEEKDAY,,1.1,1.1,1.8,1.4,1.1,0.4,0.5,1.2,1.9,0.6,0.9,0.6,1.4,0.9,1.8,1.3,1.1,0.6,
BP11,BP2,WEEKENDS/HOLIDAY,,1.2,0.1,1.1,0.4,0.9,0.9,0.7,1.7,1.4,0.7,0.2,0.8,0.7,0.9,0.4,0.3,0.6,1.0,0.2
BP11,BP3,WEEKDAY,,0.6,3.6,3.0,2.0,0.6,1.2,1.1,1.1,2.4,2.8,1.0,0.6,2.0,2.9,1.9,0.8,1.1,1.2,0.2
BP11,BP3,WEEKENDS/HOLIDAY,,0.2,1.4,0.7,0.9,0.4,0.2,1.1,1.3,1.2,2.6,1.8,1.1,1.6,2.4,1.1,0.3,1.4,1.4,
BP11,BP4,WEEKDAY,,0.4,0.6,3.9,1.6,1.1,0.5,0.3,0.9,1.4,0.9,1.0,1.0,1.0,2.4,0.7,0.2,0.6,1.2,
BP11,BP4,WEEKENDS/HOLIDAY,,0.3,0.8,1.2,0.8,0.7,0.8,0.4,0.4,0.3,0.8,1.1,0.9,0.8,0.7,0.6,0.6,0.4,0.6,0.1
BP11,BP5,WEEKDAY,,6.4,7.6,5.7,3.4,2.8,2.5,3.8,3.1,3.1,2.4,2.6,3.0,3.1,2.4,1.3,0.9,0.6,0.6,0.8
BP11,BP5,WEEKENDS/HOLIDAY,,2.9,0.8,1.4,2.0,2.6,3.2,2.6,1.6,2.3,1.9,2.4,1.1,1.0,0.9,0.8,2.0,0.9,1.2,0.8
BP11,BP6,WEEKDAY,,61.1,96.8,99.2,48.7,26.9,22.9,26.0,29.8,28.1,21.8,18.3,16.2,22.0,24.3,16.7,10.0,6.7,3.0,1.0
BP11,BP6,WEEKENDS/HOLIDAY,,30.2,34.4,23.6,22.7,19.0,22.8,29.2,23.7,27.3,20.2,20.7,19.1,19.6,24.2,15.0,9.3,8.1,4.0,1.2
BP11,BP7,WEEKDAY,,4.4,2.2,2.9,1.2,0.8,0.3,0.6,0.4,0.5,0.3,0.3,0.5,1.4,1.7,1.8,0.5,0.4,0.2,
BP11,BP7,WEEKENDS/HOLIDAY,,1.3,0.6,0.9,0.2,0.7,1.1,1.0,0.7,1.1,0.6,0.3,1.0,0.2,1.7,0.7,0.3,0.1,0.4,0.1
BP11,BP8,WEEKDAY,,6.6,14.7,15.5,7.3,1.9,0.7,0.6,1.6,0.7,1.6,0.9,1.6,4.3,3.5,3.3,0.7,0.5,0.4,0.6
BP11,BP8,WEEKENDS/HOLIDAY,,0.3,1.7,0.4,0.6,1.2,0.4,0.8,1.0,0.9,0.6,0.4,0.8,0.8,0.9,0.2,0.4,0.6,0.4,0.7
BP11,BP9,WEEKDAY,,3.2,5.4,10.5,7.4,1.4,0.3,0.5,0.4,0.5,0.2,0.2,0.6,3.5,2.4,2.1,0.5,0.1,,
BP11,BP9,WEEKENDS/HOLIDAY,,0.2,0.4,,0.7,0.6,0.1,0.6,0.9,0.2,0.3,0.2,0.7,0.7,0.3,0.4,0.1,0.2,0.2,
BP11,CC11,WEEKDAY,,,,,,,,0.1,,,,,,,,,,,,
BP11,CC12,WEEKENDS/HOLIDAY,,,,,,,,,,,0.1,,,,,,,,,
BP11,CC20,WEEKENDS/HOLIDAY,,,,,,,,,,,0.1,,,,,,,,,
BP11,CC23,WEEKDAY,,0.1,0.2,,,,,,,,,,,,,,,,,
BP11,CC23,WEEKENDS/HOLIDAY,,,,,,,,0.1,,,,,,,,,,,,
BP11,CC24,WEEKDAY,,,,0.1,,0.1,,,,,,0.1,,,,,,,,
BP11,CC24,WEEKENDS/HOLIDAY,,,,,0.1,,0.1,0.1,,,,,,,,,,,,
BP11,CE1,WEEKENDS/HOLIDAY,,0.2,0.1,,,,,,,0.1,,,,,,,,,,
BP11,CG2,WEEKENDS/HOLIDAY,,,,,,,,,,,,,,,,0.1,,,,
BP11,DT1,WEEKENDS/HOLIDAY,,0.1,,,,,,,,,,,,,,,,,,
BP11,DT10,WEEKENDS/HOLIDAY,,,,,0.1,,,,,,,,,,,,,,,
BP11,DT11,WEEKENDS/HOLIDAY,,,0.1,0.1,,0.1,,,,,,,,,,,,,,
BP11,DT13,WEEKENDS/HOLIDAY,,,,,,,,0.1,,,,,,,,,,,,
BP11,DT29,WEEKENDS/HOLIDAY,,,,,,,,0.1,,,,,,,,,,,,
BP11,DT3,WEEKENDS/HOLIDAY,,0.1,,,,,,,,,,0.1,,0.1,,,,,,
BP11,DT5,WEEKENDS/HOLIDAY,,,0.1,,,,,,,0.1,,0.1,,,0.1,,,,,
BP11,DT6,WEEKENDS/HOLIDAY,,,,,,,,,,,,,,,,,0.1,,,
BP11,DT7,WEEKENDS/HOLIDAY,,,,,,,,,,,,0.1,,,,,,,,
BP11,EW1,WEEKENDS/HOLIDAY,,,,,,,,,,,,,0.1,,,,,,,
BP11,EW11,WEEKENDS/HOLIDAY,,,,,,,,,,0.1,,,,,,,,,,
BP11,EW12,WEEKENDS/HOLIDAY,,,,,,,,,,,0.1,,,,,,,,,
BP11,EW14-NS26,WEEKDAY,,,0.1,,,,,,0.1,,,,,,,,,,,
BP11,EW14-NS26,WEEKENDS/HOLIDAY,,,0.4,,,,,,,0.1,,0.1,,,,,,,,
BP11,EW15,WEEKDAY,,,0.7,0.7,0.4,0.1,,,,,,,,0.1,,,,,,
BP11,EW15,WEEKENDS/HOLIDAY,,,0.1,,0.1,,,0.1,,0.2,,,,,,,,,,
BP11,EW16,WEEKDAY,,,0.1,0.4,,,,,,,,,,,,,,,,
BP11,EW16,WEEKENDS/HOLIDAY,,,,0.7,,,,,,,,,,,,,,,,
BP11,EW17,WEEKDAY,,0.1,0.1,0.2,0.1,0.1,,0.3,0.1,,,,0.1,0.2,0.3,,,,,
BP11,EW17,WEEKENDS/HOLIDAY,,,0.3,,,0.2,,0.1,0.3,,,,,,0.6,0.7,0.3,,,
BP11,EW18,WEEKDAY,,0.1,0.8,1.8,,0.2,0.2,,0.1,0.1,0.1,0.1,,0.2,0.1,0.1,,,,
BP11,EW18,WEEKENDS/HOLIDAY,,,0.3,0.1,,0.4,0.1,,0.1,0.1,0.1,,,0.1,0.1,,,,,
BP11,EW19,WEEKDAY,,,1.2,1.4,0.6,0.4,,,,0.2,,,0.1,1.2,,,,,,
BP11,EW19,WEEKENDS/HOLIDAY,,,0.2,0.2,0.2,0.1,0.1,0.6,,0.1,,0.1,0.1,0.6,,0.6,,,,
BP11,EW2,WEEKENDS/HOLIDAY,,,,,,,,,,,,,,,,,0.1,,,
BP11,EW20,WEEKDAY,,0.1,1.4,1.5,0.3,0.5,0.1,,0.2,0.6,0.2,,0.2,,,,,,,
BP11,EW20,WEEKENDS/HOLIDAY,,,0.6,0.1,,,0.1,,0.4,0.3,,0.3,0.3,0.2,,,,0.1,,
BP11,EW21,WEEKDAY,,0.2,0.1,0.8,0.6000000000000001,0.2,0.4,0.1,,0.1,,0.1,0.2,0.1,0.1,,,,,
BP11,EW21,WEEKENDS/HOLIDAY,,0.1,0.1,0.7,0.1,0.3,0.3,0.1,,0.3,0.1,,0.2,0.3,0.1,0.1,,,,
BP11,EW22,WEEKDAY,,0.2,0.3,1.6,0.2,0.1,,0.1,0.1,0.2,0.1,0.1,,,,,,,,
