DAY_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
WEEKDAY,BP10,1532.3,1669.1000000000004
WEEKDAY,BP11,1523.8999999999994,1300.1000000000001
WEEKDAY,BP12,1078.8,870.5000000000001
WEEKDAY,BP13,678.1999999999997,472.8
WEEKDAY,BP2,1276.5,1065.9000000000003
WEEKDAY,BP3,1730.7000000000003,1477.2
WEEKDAY,BP4,1002.4000000000001,938.8000000000002
WEEKDAY,BP5,954.0999999999999,724.0999999999999
WEEKDAY,BP6,3904.2000000000003,4925.999999999999
WEEKDAY,BP7,534.8999999999999,557.6999999999999
WEEKDAY,BP8,973.4999999999999,923.8000000000001
WEEKDAY,BP9,1086.4999999999998,995.1999999999999
WEEKDAY,CC1-NE6-NS24,6619.2,5926.6
WEEKDAY,CC10,5223.599999999999,4993.8
WEEKDAY,CC11,5527.3,5678.4
WEEKDAY,CC12,1481.2999999999997,1337.6000000000001
WEEKDAY,CC14,1699.6,1603.3
WEEKDAY,CC16,2691.1,2651.2999999999997
WEEKDAY,CC17,1086.1,1038.9
WEEKDAY,CC19,1392.6000000000004,1465.7999999999997
WEEKDAY,CC2,943.2000000000002,959.9999999999999
WEEKDAY,CC20,1353.5,1378.0
WEEKDAY,CC21,2062.2999999999997,2172.2
WEEKDAY,CC23,2524.0,2626.1999999999994
WEEKDAY,CC24,6453.8,6287.5
WEEKDAY,CC25,2383.4,2255.4
WEEKDAY,CC26,2425.9,2491.6
WEEKDAY,CC27,1093.1,1203.1999999999998
WEEKDAY,CC28,1265.1000000000001,1223.5
WEEKDAY,CC3,1001.3,971.9
WEEKDAY,CC4-DT15,2511.3,2577.399999999999
WEEKDAY,CC5,871.2999999999998,903.4000000000001
WEEKDAY,CC6,1707.4,1684.5000000000002
WEEKDAY,CC7,1788.7,1844.6000000000001
WEEKDAY,CC8,2102.2999999999997,1869.8000000000002
WEEKDAY,CE1,2032.3000000000002,2010.8000000000004
WEEKDAY,CG1,3752.8999999999996,4002.2000000000007
WEEKDAY,CG2,3427.5000000000005,3238.2000000000003
WEEKDAY,DT1,7737.400000000001,7560.999999999999
WEEKDAY,DT10,1155.8999999999999,921.4000000000001
WEEKDAY,DT11,5989.0,6157.100000000001
WEEKDAY,DT13,2049.8,2063.3
WEEKDAY,DT17,3011.0,3041.0
WEEKDAY,DT18,2841.8,3111.5999999999995
WEEKDAY,DT2,710.1,524.4000000000001
WEEKDAY,DT20,1184.5,1251.2
WEEKDAY,DT21,1296.9,1220.9
WEEKDAY,DT22,1632.8999999999999,1703.8999999999999
WEEKDAY,DT23,1006.5999999999998,1031.6000000000001
WEEKDAY,DT24,1804.6,1789.0999999999997
WEEKDAY,DT25,1275.0,1354.3999999999999
WEEKDAY,DT27,2452.8999999999996,2528.7999999999997
WEEKDAY,DT28,3458.8,3352.1000000000004
WEEKDAY,DT29,2517.7000000000003,2289.9
WEEKDAY,DT3,1614.6,1424.9999999999998
WEEKDAY,DT30,2117.2999999999997,2028.6
WEEKDAY,DT31,2465.8999999999996,2687.2
WEEKDAY,DT32,6351.799999999999,6746.0
WEEKDAY,DT33,5597.9,5336.299999999998
WEEKDAY,DT34,1253.2,1076.0
WEEKDAY,DT5,2747.3,2777.8999999999996
WEEKDAY,DT6,1076.5000000000002,1087.9
WEEKDAY,DT7,748.4000000000001,842.8
WEEKDAY,DT8,980.0000000000001,909.6999999999999
WEEKDAY,EW1,9323.7,8874.099999999997
WEEKDAY,EW10,3558.1999999999994,3539.5000000000005
WEEKDAY,EW11,6283.099999999999,6301.900000000001
WEEKDAY,EW12,9085.500000000002,9272.9
WEEKDAY,EW13-NS25,6815.199999999999,7068.800000000001
WEEKDAY,EW14-NS26,9764.4,9860.7
WEEKDAY,EW15,8017.800000000001,8646.800000000001
WEEKDAY,EW16,12130.200000000003,11472.700000000004
WEEKDAY,EW17,8617.699999999999,9000.200000000003
WEEKDAY,EW18,5140.300000000001,5411.399999999999
WEEKDAY,EW19,4250.4,3938.4000000000005
WEEKDAY,EW2,10072.1,10309.2
WEEKDAY,EW20,5396.3,5200.3
WEEKDAY,EW21,5581.500000000001,5244.299999999999
WEEKDAY,EW22,1949.1000000000001,1999.9000000000003
WEEKDAY,EW23,14060.1,14384.799999999997
WEEKDAY,EW24-NS1,24578.7,25849.499999999996
WEEKDAY,EW25,3070.3000000000006,2584.5000000000005
WEEKDAY,EW26,13192.199999999999,11642.900000000001
WEEKDAY,EW27,17643.1,20036.699999999997
WEEKDAY,EW28,10853.499999999998,8562.1
WEEKDAY,EW29,8450.300000000001,9000.9
WEEKDAY,EW3,5760.200000000001,5688.9000000000015
WEEKDAY,EW30,2139.7999999999997,1951.8
WEEKDAY,EW31,2121.0,1818.8999999999999
WEEKDAY,EW32,2076.3,2005.0999999999997
WEEKDAY,EW33,1430.7,1323.3
WEEKDAY,EW4,4514.599999999999,3979.4999999999995
WEEKDAY,EW5,10743.6,10605.000000000002
WEEKDAY,EW6,2830.1,3361.6
WEEKDAY,EW7,4559.8,5296.499999999999
WEEKDAY,EW8,11572.5,11816.599999999995
WEEKDAY,EW9,6101.099999999999,6109.599999999999
WEEKDAY,NE1,8066.499999999998,8321.500000000002
WEEKDAY,NE10,4214.3,4385.299999999999
WEEKDAY,NE11,1391.1000000000004,1315.5000000000002
WEEKDAY,NE12,14524.199999999999,15063.499999999996
WEEKDAY,NE13,5762.5,5759.599999999999
WEEKDAY,NE14,10095.4,9960.6
WEEKDAY,NE15,4699.9,4563.0
WEEKDAY,NE16-STC,13783.1,14152.600000000004
WEEKDAY,NE17-PTC,11363.7,10936.5
WEEKDAY,NE4,10843.399999999996,10894.699999999999
WEEKDAY,NE5,2589.0,2554.0
WEEKDAY,NE7,7286.0,7579.7
WEEKDAY,NE8,5896.700000000001,6522.900000000001
WEEKDAY,NE9,7707.700000000001,6768.699999999999
WEEKDAY,NS10,18898.899999999998,16530.4
WEEKDAY,NS11,14829.400000000001,15024.3
WEEKDAY,NS13,19059.900000000005,20157.0
WEEKDAY,NS14,11488.9,10204.300000000001
WEEKDAY,NS15,7470.1,6936.4
WEEKDAY,NS16,17260.0,18615.8
WEEKDAY,NS17,12762.300000000003,12192.100000000002
WEEKDAY,NS18,5404.900000000001,4985.6
WEEKDAY,NS19,12486.2,13433.8
WEEKDAY,NS2,9953.3,10552.000000000002
WEEKDAY,NS20,14602.699999999997,14136.3
WEEKDAY,NS21,6865.999999999999,6965.899999999999
WEEKDAY,NS22,11319.7,12191.5
WEEKDAY,NS23,5748.7,6269.499999999999
WEEKDAY,NS27,999.8,950.6
WEEKDAY,NS28,490.8,435.70000000000005
WEEKDAY,NS3,7182.5999999999985,6904.199999999999
WEEKDAY,NS4,14100.400000000003,15248.200000000003
WEEKDAY,NS5,11322.399999999998,10785.7
WEEKDAY,NS7,3112.5999999999995,3196.6000000000004
WEEKDAY,NS8,9651.500000000002,7767.499999999999
WEEKDAY,NS9,13405.499999999998,17292.999999999996
WEEKDAY,PE1,1119.3,1104.4
WEEKDAY,PE2,1695.5,1621.7000000000003
WEEKDAY,PE3,1870.8,1847.8000000000002
WEEKDAY,PE4,456.20000000000005,454.59999999999997
WEEKDAY,PE5,1676.0999999999997,1613.5000000000002
WEEKDAY,PE6,2220.2999999999993,2148.2000000000003
WEEKDAY,PE7,1288.1999999999998,1276.6
WEEKDAY,PW1,92.1,87.69999999999999
WEEKDAY,PW3,126.1,128.6
WEEKDAY,PW4,113.80000000000001,122.4
WEEKDAY,PW5,869.3000000000002,910.7000000000003
WEEKDAY,PW6,377.3,348.00000000000006
WEEKDAY,PW7,660.5999999999999,776.3999999999999
WEEKDAY,SE1,1425.3000000000002,1403.3
WEEKDAY,SE2,1953.4000000000003,1827.6999999999998
WEEKDAY,SE3,1048.3000000000002,942.3
WEEKDAY,SE4,1236.0,1186.8999999999999
WEEKDAY,SE5,916.9999999999999,939.9000000000001
WEEKDAY,SW1,877.4,1059.4
WEEKDAY,SW2,1062.0,1021.4
WEEKDAY,SW3,919.4999999999999,911.8
WEEKDAY,SW4,407.70000000000005,403.1
WEEKDAY,SW5,2557.5000000000005,2371.4
WEEKDAY,SW6,1190.5000000000002,1126.7
WEEKDAY,SW7,951.8999999999999,876.7
WEEKDAY,SW8,772.0999999999999,778.3
WEEKENDS/HOLIDAY,BP10,971.5,1135.4
WEEKENDS/HOLIDAY,BP11,911.1000000000001,795.0000000000001
WEEKENDS/HOLIDAY,BP12,539.8,487.40000000000003
WEEKENDS/HOLIDAY,BP13,381.09999999999997,294.3
WEEKENDS/HOLIDAY,BP2,804.5000000000002,701.8999999999999
WEEKENDS/HOLIDAY,BP3,1108.9999999999998,961.0999999999998
WEEKENDS/HOLIDAY,BP4,534.9,505.6999999999999
WEEKENDS/HOLIDAY,BP5,626.3000000000001,489.0999999999999
WEEKENDS/HOLIDAY,BP6,2662.8,3127.5000000000005
WEEKENDS/HOLIDAY,BP7,259.90000000000003,336.5
WEEKENDS/HOLIDAY,BP8,543.0,506.8
WEEKENDS/HOLIDAY,BP9,811.7999999999998,580.8000000000001
WEEKENDS/HOLIDAY,CC1-NE6-NS24,5738.700000000001,5272.500000000001
WEEKENDS/HOLIDAY,CC10,2985.5000000000005,2821.4
WEEKENDS/HOLIDAY,CC11,2474.0,2428.1000000000004
WEEKENDS/HOLIDAY,CC12,799.4999999999999,774.1999999999999
WEEKENDS/HOLIDAY,CC14,932.3000000000002,894.9
WEEKENDS/HOLIDAY,CC16,1313.7000000000003,1357.3000000000002
WEEKENDS/HOLIDAY,CC17,573.7,565.3000000000001
WEEKENDS/HOLIDAY,CC19,1210.2999999999997,1285.6
WEEKENDS/HOLIDAY,CC2,611.8000000000001,618.5999999999999
WEEKENDS/HOLIDAY,CC20,858.3000000000001,897.9000000000001
WEEKENDS/HOLIDAY,CC21,1688.2999999999997,1733.6999999999998
WEEKENDS/HOLIDAY,CC23,954.4,973.4999999999999
WEEKENDS/HOLIDAY,CC24,2136.1,2077.7
WEEKENDS/HOLIDAY,CC25,1493.4,1411.6000000000001
WEEKENDS/HOLIDAY,CC26,1394.9999999999998,1402.4999999999998
WEEKENDS/HOLIDAY,CC27,449.8,456.80000000000007
WEEKENDS/HOLIDAY,CC28,905.0999999999999,846.9000000000001
WEEKENDS/HOLIDAY,CC3,859.5999999999998,840.8000000000001
WEEKENDS/HOLIDAY,CC4-DT15,1618.1000000000001,1634.0
WEEKENDS/HOLIDAY,CC5,644.5,683.0999999999998
WEEKENDS/HOLIDAY,CC6,1718.5000000000007,1627.6000000000004
WEEKENDS/HOLIDAY,CC7,1239.1,1364.3000000000002
WEEKENDS/HOLIDAY,CC8,1356.3999999999999,1284.4
WEEKENDS/HOLIDAY,CE1,2306.5000000000005,2433.7999999999997
WEEKENDS/HOLIDAY,CG1,2212.7,2294.0999999999995
WEEKENDS/HOLIDAY,CG2,2851.5999999999995,2686.1
WEEKENDS/HOLIDAY,DT1,4538.1,4447.4
WEEKENDS/HOLIDAY,DT10,642.3000000000001,545.3
