,,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME
BP8,WEEKENDS/HOLIDAY,0.0,25.8,31.8,25.4,28.1,33.3,31.2,27.2,31.7,28.8,35.0,30.6,31.3,39.0,37.3,29.8,31.2,23.8,17.8,3.9,0.0,11.7,24.6,34.1,31.1,34.1,23.8,25.0,24.0,30.0,28.3,27.7,29.2,32.2,32.8,26.6,27.1,27.6,26.7,10.2
BP9,WEEKDAY,0.0,68.0,125.8,134.9,87.8,79.1,66.0,58.0,59.2,55.2,67.6,55.5,44.5,54.1,51.9,32.3,26.1,10.9,7.9,1.7,0.0,28.2,54.2,115.1,74.4,47.0,35.4,37.7,36.6,41.5,39.8,46.0,55.4,81.7,108.0,72.5,48.8,35.4,25.1,12.4
BP9,WEEKENDS/HOLIDAY,0.0,31.0,55.1,62.8,75.9,78.6,73.3,70.0,61.2,48.1,42.9,37.7,34.1,37.7,38.8,24.2,19.7,11.9,6.6,2.2,0.0,9.9,19.2,32.3,41.8,43.6,37.6,31.2,39.6,35.0,27.3,37.1,35.6,36.9,35.1,26.1,29.3,28.0,23.2,12.0
CC1-NE6-NS24,WEEKDAY,2.4,35.8,129.2,194.8,244.1,134.0,145.0,245.9,325.2,400.4,382.7,450.4,541.2,702.1,697.5,562.2,544.5,474.7,302.5,104.6,4.0,9.3,242.5,507.0,519.3,392.6,390.6,364.9,400.2,371.0,362.1,353.9,340.6,382.9,485.2,357.2,203.6,115.6,82.1,42.0
CC1-NE6-NS24,WEEKENDS/HOLIDAY,2.0,16.8,75.0,106.4,117.8,93.2,136.1,250.3,342.2,416.1,418.0,469.9,499.8,500.4,472.3,465.3,511.6,436.6,293.6,115.3,3.6,2.6,144.1,262.2,244.3,338.9,400.4,383.3,392.8,427.3,441.0,424.8,396.2,362.3,334.1,293.6,195.2,107.9,77.3,40.6
CC10,WEEKDAY,1.1,89.5,390.70000000000005,533.0,436.29999999999995,266.0,200.10000000000002,182.9,194.7,219.2,210.7,230.7,275.3,502.6,721.1999999999999,349.9,189.2,120.6,81.7,28.2,8.2,13.6,199.7,479.3,829.1,389.5,176.89999999999998,136.4,161.7,189.39999999999998,200.1,218.2,226.4,324.2,394.8,311.0,253.2,212.8,169.9,99.4
CC10,WEEKENDS/HOLIDAY,1.0,36.8,189.39999999999998,222.5,205.2,195.1,189.20000000000002,174.7,184.20000000000002,215.1,191.4,167.6,173.7,200.89999999999998,210.2,163.6,113.80000000000001,66.9,59.0,25.200000000000003,7.2,4.3,80.4,153.7,219.5,159.0,128.1,119.7,145.9,152.4,148.0,158.2,160.9,182.8,183.9,171.89999999999998,196.70000000000002,185.1,165.6,98.1
CC11,WEEKDAY,1.5,25.2,198.6,227.9,177.0,98.4,102.9,130.0,167.9,178.7,267.6,340.2,408.7,956.1,984.6,539.2,324.5,179.7,156.7,61.9,5.8,23.3,566.8,1120.8,1282.0,557.7,239.3,157.3,159.5,189.9,223.8,130.0,121.9,138.3,171.8,192.9,121.6,102.9,139.3,33.5
CC11,WEEKENDS/HOLIDAY,1.4,16.8,147.7,197.8,129.7,72.7,67.1,84.6,124.4,135.0,148.9,198.0,171.4,232.6,205.6,150.8,159.6,116.4,74.1,39.4,5.7,6.0,235.3,323.8,280.3,191.7,127.6,107.2,98.4,100.3,111.6,83.9,82.2,106.9,115.9,145.1,98.4,77.8,97.8,32.2
CC12,WEEKDAY,0.8,17.0,89.6,150.2,117.0,66.7,47.2,56.8,58.3,163.6,194.4,104.0,96.6,97.4,88.6,53.9,35.6,27.0,9.6,7.0,11.1,1.9,104.0,238.0,79.0,43.1,30.0,32.2,52.4,68.5,73.5,84.3,59.4,72.7,106.8,95.0,64.7,52.1,43.4,25.5
CC12,WEEKENDS/HOLIDAY,0.9,7.9,30.9,38.9,43.8,49.7,56.6,61.6,60.4,53.9,51.8,79.7,51.9,51.6,51.4,36.8,34.2,22.8,8.6,6.1,12.2,0.4,17.9,41.1,40.0,30.7,30.6,40.6,50.7,51.3,60.3,67.0,39.1,42.6,50.3,56.4,49.3,39.4,34.3,20.0
CC14,WEEKDAY,0.6,23.6,119.3,219.2,159.7,87.8,75.6,77.6,75.5,100.6,102.6,95.3,126.0,146.3,118.6,89.4,40.8,21.3,14.5,5.3,2.4,6.0,62.1,149.8,232.3,50.9,33.5,41.0,65.7,81.5,76.8,84.2,91.2,125.1,164.2,127.6,83.5,61.0,40.5,24.0
CC14,WEEKENDS/HOLIDAY,0.9,10.8,45.4,73.7,64.4,69.9,74.9,78.2,69.2,62.3,54.8,50.1,59.2,55.2,48.1,55.0,31.2,13.9,10.0,5.1,3.2,2.2,25.6,49.1,37.3,37.8,33.9,44.0,61.1,67.1,60.0,60.6,51.1,57.8,67.6,68.3,59.8,52.3,36.3,19.8
CC16,WEEKDAY,0.2,48.6,196.1,267.9,208.4,129.8,88.9,89.9,119.0,139.3,134.4,186.0,178.0,268.4,299.0,149.0,75.5,67.2,35.6,9.9,3.7,12.1,105.0,475.1,350.0,188.8,84.1,67.8,75.0,89.1,93.9,107.8,118.3,158.1,238.6,185.3,116.4,86.1,66.1,30.0
CC16,WEEKENDS/HOLIDAY,0.6,23.4,79.8,78.9,81.8,84.9,79.4,82.0,86.2,86.7,66.1,73.6,68.9,88.8,86.7,91.0,59.1,53.7,33.1,9.0,3.1,3.3,44.1,119.4,132.6,96.3,65.9,58.0,62.1,69.3,68.2,75.9,75.7,87.1,83.0,79.1,76.0,66.6,64.8,26.8
CC17,WEEKDAY,0.1,38.3,159.0,193.0,117.8,58.4,44.6,32.5,34.6,56.2,36.0,29.9,32.6,58.8,89.0,45.0,27.8,18.8,11.5,2.2,4.0,6.0,41.9,123.4,98.7,45.5,20.3,22.1,25.9,34.6,37.6,43.8,48.9,95.8,147.5,85.5,64.1,44.7,33.9,14.7
CC17,WEEKENDS/HOLIDAY,0.0,13.8,65.9,51.3,36.7,36.0,32.4,30.0,30.2,30.4,26.3,21.6,32.7,30.6,48.6,39.8,21.4,14.4,9.7,1.9,2.4,2.6,19.0,60.1,56.8,31.8,24.3,17.7,24.2,28.2,30.1,28.7,29.2,33.7,35.2,30.9,37.6,35.7,26.7,10.4
CC19,WEEKDAY,1.5,7.5,51.2,116.69999999999999,86.39999999999999,62.199999999999996,53.6,58.4,62.2,61.0,74.2,91.9,100.5,134.1,147.7,115.89999999999999,70.0,47.3,38.4,11.9,3.5,16.0,133.5,199.4,155.4,104.39999999999999,68.9,59.4,58.2,65.0,69.5,72.1,68.4,98.6,115.3,70.0,47.6,30.6,20.4,9.6
CC19,WEEKENDS/HOLIDAY,1.0,4.3999999999999995,23.599999999999998,39.9,55.4,66.8,77.8,86.5,80.1,72.3,74.0,75.3,68.2,96.19999999999999,112.2,114.7,63.5,48.2,39.0,11.2,3.6,5.0,82.4,111.2,107.0,108.6,91.0,77.19999999999999,75.8,71.0,74.30000000000001,78.39999999999999,84.6,85.0,82.7,52.4,43.2,23.700000000000003,20.6,7.9
CC2,WEEKDAY,0.3,54.6,38.1,20.4,23.1,19.0,25.0,35.7,45.2,47.4,45.3,58.2,70.7,128.9,105.2,73.7,60.0,34.2,34.9,23.3,0.6,1.5,42.4,73.1,155.2,103.4,64.0,55.5,51.2,52.9,57.6,43.3,32.4,31.6,37.8,43.2,67.8,23.3,16.2,7.0
CC2,WEEKENDS/HOLIDAY,0.6,30.4,43.1,18.2,17.0,16.4,17.6,24.1,35.6,33.1,34.3,36.2,45.6,81.6,44.4,40.0,37.1,21.4,20.9,14.2,1.3,0.4,28.4,35.9,72.2,49.9,33.3,34.9,31.9,32.4,44.7,31.2,26.7,28.1,26.1,27.6,65.1,26.2,14.7,7.6
CC20,WEEKDAY,0.4,21.0,90.6,123.3,93.1,66.4,58.2,58.5,59.7,80.7,134.6,68.1,80.3,121.5,111.2,77.8,56.4,31.9,14.5,5.3,1.9,8.1,93.6,196.2,144.6,66.5,46.0,47.5,58.0,61.8,60.1,70.2,70.8,86.1,115.7,89.1,63.3,49.9,32.4,16.2
CC20,WEEKENDS/HOLIDAY,0.1,7.7,36.0,40.1,54.6,49.6,53.9,63.9,66.1,62.1,53.8,55.1,55.4,60.7,59.1,49.9,46.9,24.9,12.8,5.6,2.7,3.7,33.6,63.8,66.8,45.6,55.9,46.1,59.3,57.9,51.0,50.1,53.4,51.0,55.7,63.3,49.7,42.0,32.1,14.2
CC21,WEEKDAY,0.8,27.0,109.1,154.8,118.9,80.6,74.7,80.6,112.0,115.7,110.4,151.5,129.3,151.3,159.2,137.9,114.3,117.6,86.1,30.5,2.3,3.8,74.0,166.4,164.0,145.2,129.2,115.0,119.2,116.7,125.2,120.4,127.4,158.1,203.6,157.8,102.5,69.8,47.1,24.5
CC21,WEEKENDS/HOLIDAY,1.1,10.0,58.2,56.4,49.1,63.2,71.8,94.2,121.9,106.1,100.1,103.4,112.1,123.4,128.1,126.1,111.0,121.7,98.2,32.2,1.9,0.9,43.4,96.6,113.7,139.8,145.9,121.3,109.8,116.6,109.1,110.8,96.0,101.9,113.1,92.3,90.6,63.3,44.1,22.6
CC23,WEEKDAY,0.4,2.8,39.1,65.5,57.2,33.1,44.6,74.4,116.7,126.0,142.3,136.7,207.9,377.7,412.6,301.7,193.0,108.1,63.1,21.1,0.9,10.0,340.7,508.8,468.6,312.9,153.7,88.4,99.1,136.0,119.6,62.0,42.2,46.9,85.0,70.8,51.7,17.9,7.0,4.0
CC23,WEEKENDS/HOLIDAY,0.6,0.8,34.8,42.2,48.4,20.4,28.8,37.7,76.4,47.6,51.7,54.0,71.2,102.8,74.0,86.0,85.1,50.3,34.4,7.2,1.0,0.6,98.2,172.3,111.9,71.1,55.6,51.7,42.0,58.3,43.0,36.3,26.8,28.0,48.7,58.0,38.8,17.4,8.9,4.9
CC24,WEEKDAY,1.0,1.9,15.5,157.8,173.7,130.2,197.4,259.6,308.9,252.6,287.8,444.6,630.9,1233.4,903.6,546.1,430.5,343.0,107.0,28.3,2.3,21.3,708.2,1221.7,1281.8,599.5,368.1,323.0,379.2,328.7,266.6,176.1,89.0,87.5,160.4,148.5,75.6,29.0,14.0,7.0
CC24,WEEKENDS/HOLIDAY,0.6,2.3,9.0,148.1,128.7,48.0,54.2,71.3,103.7,107.6,148.8,194.3,171.7,153.7,110.9,161.0,224.9,225.9,54.6,16.8,2.6,3.1,341.6,255.6,235.6,113.1,82.8,116.7,220.9,82.0,71.4,61.0,49.7,50.0,118.1,140.3,75.6,32.1,17.2,8.3
CC25,WEEKDAY,0.4,33.0,125.3,204.8,163.7,79.6,64.7,72.1,78.0,70.2,70.8,116.7,139.7,286.1,285.9,262.2,197.2,63.1,52.5,17.4,1.5,10.4,352.2,446.8,307.7,110.3,51.6,46.0,47.7,64.9,76.0,64.7,67.5,92.8,165.2,132.1,80.0,79.6,34.9,23.5
CC25,WEEKENDS/HOLIDAY,0.9,26.7,76.7,120.3,98.9,58.1,59.8,67.7,82.8,68.8,61.6,98.9,75.1,92.9,83.1,177.7,145.9,41.1,41.1,15.3,1.4,3.9,206.6,237.2,109.9,51.6,35.4,39.3,44.4,52.2,58.0,47.1,44.2,60.3,111.6,102.1,69.7,75.9,39.0,21.8
CC26,WEEKDAY,1.2,16.8,46.7,218.1,127.9,56.5,53.4,53.9,58.9,54.2,70.7,123.0,126.8,388.1,296.1,398.0,168.4,65.2,65.4,36.6,4.6,13.2,457.0,563.8,327.5,142.8,65.4,47.3,48.1,71.6,71.1,50.6,49.4,81.2,208.8,111.9,64.7,68.7,31.0,12.9
CC26,WEEKENDS/HOLIDAY,0.4,10.4,31.6,188.3,96.0,45.0,46.0,47.4,46.0,44.9,49.4,84.6,52.1,103.4,72.4,263.8,93.6,37.9,47.9,33.9,4.8,4.7,242.2,239.1,69.8,55.1,41.0,35.0,31.8,56.8,48.7,42.8,38.0,64.3,170.9,95.8,51.4,68.4,27.7,14.2
CC27,WEEKDAY,0.1,7.5,21.1,31.8,23.8,17.1,20.2,30.9,40.4,32.8,39.8,59.9,68.6,164.5,222.3,148.2,90.0,45.8,23.8,4.5,1.6,1.3,85.7,184.9,353.7,175.0,64.7,37.2,35.5,39.9,32.6,25.9,21.1,22.3,36.0,33.9,15.9,16.3,16.5,3.2
CC27,WEEKENDS/HOLIDAY,0.1,4.8,18.8,25.6,22.7,12.9,13.7,20.2,27.9,22.8,20.7,35.6,27.0,33.4,35.2,38.6,35.4,33.7,16.9,3.8,1.6,0.8,25.8,54.0,49.9,51.1,32.9,21.7,19.3,26.3,22.2,18.6,21.9,24.3,22.1,26.1,14.4,10.7,11.7,1.4
CC28,WEEKDAY,0.0,43.8,157.0,164.3,116.1,71.5,56.2,56.8,59.5,56.5,53.8,56.5,60.3,76.1,97.3,63.5,34.3,24.2,12.7,4.7,0.6,1.9,48.0,75.5,99.4,66.3,35.9,37.4,45.3,49.4,56.9,66.5,78.8,100.4,140.5,112.9,86.6,59.8,39.0,22.4
CC28,WEEKENDS/HOLIDAY,0.1,16.6,76.7,53.9,45.8,52.0,64.9,65.0,64.2,57.9,51.4,56.2,51.4,55.1,64.1,57.4,31.0,25.6,12.0,3.8,0.9,0.3,22.7,32.2,41.8,34.7,37.6,34.0,54.2,56.1,54.7,59.4,61.7,53.4,63.7,64.0,61.7,56.0,39.2,18.6
CC3,WEEKDAY,0.0,0.7,5.3,19.6,24.9,12.6,16.8,23.6,33.9,41.2,41.7,57.0,81.4,108.9,118.9,102.3,107.7,94.8,80.9,29.1,0.4,1.0,83.5,113.0,123.8,103.6,91.0,67.2,61.0,52.0,48.1,41.2,32.4,30.8,41.6,35.0,15.9,13.4,13.5,3.5
CC3,WEEKENDS/HOLIDAY,0.1,0.3,5.4,21.0,20.8,8.4,15.4,27.3,32.1,38.1,45.6,59.9,68.4,73.1,68.8,77.8,94.9,92.9,77.4,31.9,0.2,0.1,60.0,64.8,46.9,80.4,94.0,72.4,61.8,50.8,55.9,50.9,42.1,39.9,37.2,34.9,16.2,12.4,15.7,4.2
CC4-DT15,WEEKDAY,1.1,2.0,11.8,35.1,54.3,38.2,49.4,77.3,105.5,115.7,118.1,149.6,187.0,275.4,417.6,291.8,216.7,185.8,127.9,51.0,1.7,3.1,170.5,245.4,503.2,342.4,206.1,137.7,151.6,143.8,118.1,97.1,80.5,89.6,108.0,85.5,40.7,28.0,20.1,4.3
CC4-DT15,WEEKENDS/HOLIDAY,0.6,0.7,18.0,26.4,31.7,16.7,30.9,46.3,63.8,65.4,106.9,126.4,141.9,144.1,147.0,152.4,150.9,169.8,133.9,44.3,1.2,0.2,86.4,92.9,108.7,147.6,178.4,124.8,127.0,117.3,125.7,105.1,85.7,82.3,81.1,70.6,38.0,31.7,23.9,5.4
CC5,WEEKDAY,0.2,7.1,27.2,30.0,31.4,29.5,26.1,29.9,39.3,46.0,42.4,50.5,63.5,101.9,120.8,84.1,67.7,41.8,24.4,7.5,0.4,0.5,30.0,77.1,146.2,90.3,57.0,50.6,44.6,49.5,44.5,46.6,39.5,45.0,53.7,48.3,32.2,24.5,14.9,8.0
CC5,WEEKENDS/HOLIDAY,0.0,2.1,16.0,17.2,19.8,22.3,29.2,30.1,39.3,46.9,48.8,49.2,52.6,63.0,48.7,44.9,51.2,35.7,20.3,7.2,0.1,0.1,20.8,37.7,45.2,36.1,48.3,53.6,44.2,42.0,43.9,44.3,48.7,46.4,43.9,40.6,35.4,24.9,17.9,9.0
CC6,WEEKDAY,0.8,2.8,16.0,39.8,61.9,43.7,52.5,64.0,86.0,86.4,89.3,121.9,136.1,143.7,166.0,135.1,142.9,135.3,142.4,40.8,0.8,0.7,96.6,156.1,151.8,122.2,117.0,94.9,104.0,122.0,125.7,97.0,85.6,85.9,114.0,101.5,51.7,30.1,20.9,6.0
CC6,WEEKENDS/HOLIDAY,0.4,1.2,10.3,28.7,46.6,50.9,63.8,85.7,88.8,86.4,93.6,133.2,141.2,132.4,127.6,138.7,140.9,142.8,152.7,52.6,0.6,0.4,76.3,144.8,104.6,107.2,124.1,108.2,101.7,124.7,133.1,103.7,110.6,94.8,94.2,84.2,53.0,32.6,21.2,7.6
CC7,WEEKDAY,0.4,37.1,156.0,180.0,152.3,94.4,70.0,64.8,82.0,77.7,109.1,123.3,129.7,142.4,129.3,89.0,55.0,47.6,36.9,11.7,5.8,5.6,68.0,206.6,148.4,81.1,59.6,60.9,70.9,90.2,97.0,102.0,95.2,130.9,194.7,145.6,111.5,79.3,56.8,34.5
CC7,WEEKENDS/HOLIDAY,0.1,16.0,70.2,75.8,62.2,80.6,79.8,84.3,84.4,76.4,72.4,85.8,77.2,83.4,79.0,68.9,55.4,43.0,30.2,14.0,4.0,1.9,45.0,68.8,80.4,62.1,63.6,71.0,78.2,80.0,91.2,90.8,87.4,94.6,91.4,95.9,83.6,84.0,54.8,35.6
CC8,WEEKDAY,1.3,25.5,160.5,197.2,170.0,105.9,74.6,74.5,102.3,130.2,212.0,173.3,112.0,130.2,144.9,103.7,78.6,48.9,41.1,15.6,3.0,3.6,122.7,230.9,117.5,87.4,69.5,70.3,74.8,77.0,91.0,84.0,94.2,134.4,170.6,139.1,122.0,81.1,66.9,29.8
