DAY_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
WEEKDAY,BP10,2106.6,2288.9
WEEKDAY,BP11,2131.9,1818.7
WEEKDAY,BP12,1727.2,1437.7000000000003
WEEKDAY,BP13,950.9,673.1999999999999
WEEKDAY,BP14,0.0,0.0
WEEKDAY,BP2,1851.8,1538.0
WEEKDAY,BP3,2458.8,2131.6000000000004
WEEKDAY,BP4,2500.7000000000003,2368.1
WEEKDAY,BP5,1406.3000000000004,1048.7
WEEKDAY,BP7,769.2,810.7000000000002
WEEKDAY,BP8,1368.8000000000002,1236.6
WEEKDAY,BP9,1635.1999999999998,1532.0
WEEKDAY,CC10/DT26,7345.699999999999,6984.0
WEEKDAY,CC11,7343.900000000001,7385.5999999999985
WEEKDAY,CC12,2624.1,2251.6000000000004
WEEKDAY,CC14,3197.1,3013.5000000000005
WEEKDAY,CC16,4364.5,4192.8
WEEKDAY,CC17,1609.6000000000001,1552.1000000000001
WEEKDAY,CC19/DT9,1956.1,2161.9
WEEKDAY,CC2,909.0000000000001,883.4000000000001
WEEKDAY,CC20,2176.7000000000003,2198.9
WEEKDAY,CC21,2947.2000000000003,3198.7000000000003
WEEKDAY,CC22/EW21,8426.0,7604.4
WEEKDAY,CC23,3526.3999999999996,3489.4
WEEKDAY,CC24,8076.899999999999,7745.499999999999
WEEKDAY,CC25,3013.6,2877.3000000000006
WEEKDAY,CC26,2405.2999999999997,2568.1
WEEKDAY,CC27,1337.7999999999997,1393.7000000000003
WEEKDAY,CC28,1734.9999999999993,1677.2999999999997
WEEKDAY,CC3,1562.4,1458.8
WEEKDAY,CC4/DT15,3536.7000000000003,3533.5000000000005
WEEKDAY,CC5,1224.1000000000001,1240.3
WEEKDAY,CC6,2174.2,2157.0
WEEKDAY,CC7,2830.6000000000004,2795.7999999999997
WEEKDAY,CC8,3675.3999999999996,3132.7999999999997
WEEKDAY,CE1/DT16,2147.3999999999996,2080.4000000000005
WEEKDAY,CG1/DT35,4823.8,4858.200000000001
WEEKDAY,CG2,2971.4000000000005,2867.7
WEEKDAY,DT1/PB6,15831.799999999997,17226.8
WEEKDAY,DT10,1841.8,1414.0
WEEKDAY,DT13,2655.7,2719.2999999999997
WEEKDAY,DT17,3423.3000000000006,3355.7999999999997
WEEKDAY,DT18,3746.5,3933.9000000000005
WEEKDAY,DT2,1168.4,890.0
WEEKDAY,DT20,1464.5,1532.9
WEEKDAY,DT21,1600.4,1386.3999999999999
WEEKDAY,DT22,2108.8,2220.9
WEEKDAY,DT23,1332.3,1292.3000000000002
WEEKDAY,DT24,2486.2,2501.1
WEEKDAY,DT25,1851.7,1983.9999999999998
WEEKDAY,DT27,3558.7999999999997,3568.099999999999
WEEKDAY,DT28,4374.700000000001,4282.999999999999
WEEKDAY,DT29,3416.7,3137.5
WEEKDAY,DT3,2571.7000000000007,2243.4
WEEKDAY,DT30,3050.8999999999996,3019.1
WEEKDAY,DT31,3349.7,3705.7
WEEKDAY,DT33,7657.600000000001,7410.8
WEEKDAY,DT34,1499.8999999999999,1359.1999999999998
WEEKDAY,DT5,3862.4,4039.8
WEEKDAY,DT6,1798.9,1679.2000000000003
WEEKDAY,DT7,1390.1999999999998,1405.7
WEEKDAY,DT8,2004.8000000000006,1795.8999999999999
WEEKDAY,EW1,13264.1,12943.2
WEEKDAY,EW10,4709.899999999999,4748.099999999999
WEEKDAY,EW11,7909.000000000001,7799.3
WEEKDAY,EW12/DT14,12935.6,13574.199999999999
WEEKDAY,EW13/NS25,10037.699999999999,10319.799999999997
WEEKDAY,EW14/NS26,12192.8,11790.600000000002
WEEKDAY,EW15,11324.300000000001,11904.8
WEEKDAY,EW16/NE3,14862.5,14020.899999999998
WEEKDAY,EW17,12170.899999999998,12752.500000000002
WEEKDAY,EW18,7595.400000000001,7947.699999999998
WEEKDAY,EW19,6039.5,5690.9000000000015
WEEKDAY,EW2/DT32,22903.9,23790.899999999998
WEEKDAY,EW20,7435.6,7055.0
WEEKDAY,EW22,3452.7,3464.9
WEEKDAY,EW23,19598.5,20099.2
WEEKDAY,EW24/NS1,32435.5,33714.7
WEEKDAY,EW25,4075.0,3570.2000000000003
WEEKDAY,EW26,17308.5,15417.5
WEEKDAY,EW27,22245.2,25624.700000000004
WEEKDAY,EW28,13816.6,10750.000000000002
WEEKDAY,EW29,9198.4,9838.999999999996
WEEKDAY,EW3,8067.8,8071.100000000001
WEEKDAY,EW30,2312.8000000000006,2104.3
WEEKDAY,EW31,2251.7000000000003,1945.8000000000002
WEEKDAY,EW32,2207.6,2053.8
WEEKDAY,EW33,1376.8999999999999,1222.5
WEEKDAY,EW4,6638.499999999998,5805.300000000001
WEEKDAY,EW5,14998.499999999998,14982.800000000003
WEEKDAY,EW6,3959.8,4731.0
WEEKDAY,EW7,6182.2,7279.299999999999
WEEKDAY,EW8/CC9,16516.000000000004,16637.300000000003
WEEKDAY,EW9,8407.199999999999,8240.5
WEEKDAY,NE1/CC29,10362.4,10614.099999999999
WEEKDAY,NE10,6365.000000000001,6627.5999999999985
WEEKDAY,NE11,2217.3999999999996,2002.3
WEEKDAY,NE12/CC13,11164.400000000003,10349.599999999999
WEEKDAY,NE13,8780.8,8868.6
WEEKDAY,NE14,14296.3,14305.500000000002
WEEKDAY,NE15,6877.999999999998,6870.200000000001
WEEKDAY,NE16/STC,19194.600000000006,19902.0
WEEKDAY,NE17/PTC,16730.0,16258.9
WEEKDAY,NE4/DT19,16409.600000000002,16386.0
WEEKDAY,NE5,3867.7999999999997,3695.2999999999993
WEEKDAY,NE7/DT12,8933.400000000001,9232.9
WEEKDAY,NE8,7962.6,9090.4
WEEKDAY,NE9,10843.7,9601.900000000001
WEEKDAY,NS10,26141.600000000006,23015.600000000006
WEEKDAY,NS11,20855.600000000002,21316.5
WEEKDAY,NS12,5689.499999999999,4971.3
WEEKDAY,NS13,25990.3,27612.500000000004
WEEKDAY,NS14,16484.0,14960.7
WEEKDAY,NS15,12460.400000000001,11693.199999999999
WEEKDAY,NS16,24243.899999999998,26227.200000000004
WEEKDAY,NS17/CC15,9081.5,5614.2
WEEKDAY,NS18,7537.800000000001,6921.899999999999
WEEKDAY,NS19,17194.7,18540.899999999998
WEEKDAY,NS2,13811.699999999999,14660.4
WEEKDAY,NS20,17625.800000000003,16950.3
WEEKDAY,NS21/DT11,17662.5,18044.699999999997
WEEKDAY,NS22,17508.5,18551.200000000004
WEEKDAY,NS23,8529.8,9264.0
WEEKDAY,NS24/NE6/CC1,9652.000000000002,8586.1
WEEKDAY,NS27/CE2,1010.2,978.8000000000002
WEEKDAY,NS28,586.4,522.3000000000001
WEEKDAY,NS3,9848.2,9553.599999999999
WEEKDAY,NS4/BP1,19279.3,20891.1
WEEKDAY,NS5,16020.800000000001,15444.400000000001
WEEKDAY,NS7,2898.3000000000006,3100.3000000000006
WEEKDAY,NS8,12917.400000000001,10443.3
WEEKDAY,NS9/TE2,20225.099999999995,25383.6
WEEKDAY,PE1,1630.7,1637.8000000000002
WEEKDAY,PE2,2605.2,2544.9
WEEKDAY,PE3,2540.7999999999997,2563.9
WEEKDAY,PE4,703.4,688.5000000000001
WEEKDAY,PE5,2572.1,2535.3
WEEKDAY,PE6,3037.6000000000004,2988.5
WEEKDAY,PE7,1927.3,1937.8999999999999
WEEKDAY,PW1,165.50000000000003,169.0
WEEKDAY,PW3,126.7,131.39999999999998
WEEKDAY,PW4,189.2,211.90000000000003
WEEKDAY,PW5,1244.7,1208.6
WEEKDAY,PW6,621.9,617.2
WEEKDAY,PW7,991.1,1195.4
WEEKDAY,SE1,2174.7999999999997,2135.6000000000004
WEEKDAY,SE2,2769.1,2623.6
WEEKDAY,SE3,1519.1999999999998,1441.0000000000002
WEEKDAY,SE4,1670.6,1622.7000000000003
WEEKDAY,SE5,1504.9999999999998,1583.6000000000001
WEEKDAY,SW1,1064.0000000000002,1263.8
WEEKDAY,SW2,1589.3000000000002,1544.8
WEEKDAY,SW3,1368.0,1368.5
WEEKDAY,SW4,574.7,595.7
WEEKDAY,SW5,3693.4,3383.5
WEEKDAY,SW6,1866.9,1805.7
WEEKDAY,SW7,1362.4999999999998,1268.2000000000003
WEEKDAY,SW8,1147.2,1157.5000000000002
WEEKDAY,TE1,472.0,455.0
WEEKDAY,TE3,1547.1,1240.4
WEEKENDS/HOLIDAY,BP10,1383.8999999999999,1620.5000000000002
WEEKENDS/HOLIDAY,BP11,1319.1999999999998,1132.4
WEEKENDS/HOLIDAY,BP12,830.7,727.4
WEEKENDS/HOLIDAY,BP13,582.0,421.20000000000005
WEEKENDS/HOLIDAY,BP2,1246.4,1057.8999999999999
WEEKENDS/HOLIDAY,BP3,1682.1,1437.4
WEEKENDS/HOLIDAY,BP4,768.8000000000001,713.4
WEEKENDS/HOLIDAY,BP5,918.8,703.8
WEEKENDS/HOLIDAY,BP7,404.40000000000003,529.1
WEEKENDS/HOLIDAY,BP8,793.0999999999999,717.9000000000001
WEEKENDS/HOLIDAY,BP9,1170.5,863.5999999999999
WEEKENDS/HOLIDAY,CC10/DT26,4572.200000000001,4275.4
WEEKENDS/HOLIDAY,CC11,2952.2,2850.0
WEEKENDS/HOLIDAY,CC12,1125.0000000000002,1079.5
WEEKENDS/HOLIDAY,CC14,1542.3,1463.3999999999999
WEEKENDS/HOLIDAY,CC16,1967.2999999999997,2039.7999999999997
WEEKENDS/HOLIDAY,CC17,859.4,871.1
WEEKENDS/HOLIDAY,CC19/DT9,1990.1000000000004,2198.8
WEEKENDS/HOLIDAY,CC2,660.9,651.0000000000001
WEEKENDS/HOLIDAY,CC20,1317.3999999999999,1353.3000000000002
WEEKENDS/HOLIDAY,CC21,2750.0,2836.1000000000004
WEEKENDS/HOLIDAY,CC22/EW21,4685.0,4610.3
WEEKENDS/HOLIDAY,CC23,1033.7,1049.5
WEEKENDS/HOLIDAY,CC24,2601.9,2479.3
WEEKENDS/HOLIDAY,CC25,1868.1,1745.1000000000001
WEEKENDS/HOLIDAY,CC26,1347.8000000000002,1390.3999999999999
WEEKENDS/HOLIDAY,CC27,518.5,575.6999999999999
WEEKENDS/HOLIDAY,CC28,1368.1,1292.3999999999999
WEEKENDS/HOLIDAY,CC3,1713.0,1505.5000000000002
WEEKENDS/HOLIDAY,CC4/DT15,2841.2,2931.4999999999995
WEEKENDS/HOLIDAY,CC5,1005.8,1061.7
WEEKENDS/HOLIDAY,CC6,2588.2000000000003,2463.6000000000004
WEEKENDS/HOLIDAY,CC7,1885.8000000000002,2061.0
WEEKENDS/HOLIDAY,CC8,2149.8,2072.4
WEEKENDS/HOLIDAY,CE1/DT16,2868.4000000000005,2658.6
WEEKENDS/HOLIDAY,CG1/DT35,3403.2,3472.7000000000003
WEEKENDS/HOLIDAY,CG2,3020.8999999999996,2990.3
WEEKENDS/HOLIDAY,DT1/PB6,10769.699999999999,11207.799999999997
WEEKENDS/HOLIDAY,DT10,910.5,735.0
WEEKENDS/HOLIDAY,DT13,2311.0000000000005,2550.5999999999995
WEEKENDS/HOLIDAY,DT17,1169.4,1133.7
WEEKENDS/HOLIDAY,DT18,1199.1,1292.6
WEEKENDS/HOLIDAY,DT2,393.3,355.6
WEEKENDS/HOLIDAY,DT20,1132.4,1226.0000000000002
WEEKENDS/HOLIDAY,DT21,1127.3,1040.6
WEEKENDS/HOLIDAY,DT22,1767.3,2014.0000000000002
WEEKENDS/HOLIDAY,DT23,541.5999999999999,564.3
WEEKENDS/HOLIDAY,DT24,1645.7000000000003,1657.2
WEEKENDS/HOLIDAY,DT25,1003.1,1031.5
WEEKENDS/HOLIDAY,DT27,1690.3,1687.9
WEEKENDS/HOLIDAY,DT28,2215.7999999999997,2074.4000000000005
WEEKENDS/HOLIDAY,DT29,2223.0,2031.3999999999996
WEEKENDS/HOLIDAY,DT3,1826.4,1547.8000000000002
WEEKENDS/HOLIDAY,DT30,2026.4000000000003,1893.9999999999998
WEEKENDS/HOLIDAY,DT31,2186.8,2369.2000000000007
WEEKENDS/HOLIDAY,DT33,4909.3,4585.2
WEEKENDS/HOLIDAY,DT34,1005.3999999999999,925.7000000000002
WEEKENDS/HOLIDAY,DT5,3373.7999999999997,3405.6
WEEKENDS/HOLIDAY,DT6,1109.2,1028.9999999999998
WEEKENDS/HOLIDAY,DT7,764.0,891.1999999999999
WEEKENDS/HOLIDAY,DT8,665.6999999999999,661.4
WEEKENDS/HOLIDAY,EW1,9442.1,8940.0
WEEKENDS/HOLIDAY,EW10,3823.9000000000005,3811.0000000000005
WEEKENDS/HOLIDAY,EW11,5325.7,5293.5
WEEKENDS/HOLIDAY,EW12/DT14,14056.400000000001,15086.5
WEEKENDS/HOLIDAY,EW13/NS25,10702.6,10833.099999999999
WEEKENDS/HOLIDAY,EW14/NS26,3888.7999999999997,3708.4
WEEKENDS/HOLIDAY,EW15,5757.299999999999,6051.500000000001
WEEKENDS/HOLIDAY,EW16/NE3,6844.6,6398.4
WEEKENDS/HOLIDAY,EW17,9182.4,9653.699999999999
WEEKENDS/HOLIDAY,EW18,4830.1,4966.7
WEEKENDS/HOLIDAY,EW19,4023.9,3890.2000000000003
WEEKENDS/HOLIDAY,EW2/DT32,17820.399999999998,18056.700000000004
WEEKENDS/HOLIDAY,EW20,4914.4,4675.0
WEEKENDS/HOLIDAY,EW22,1295.3,1446.7
WEEKENDS/HOLIDAY,EW23,13504.399999999998,13610.999999999996
WEEKENDS/HOLIDAY,EW24/NS1,25875.699999999997,27016.8
WEEKENDS/HOLIDAY,EW25,2627.5,2557.4
WEEKENDS/HOLIDAY,EW26,11367.9,9950.600000000002
WEEKENDS/HOLIDAY,EW27,16003.7,17661.199999999997
WEEKENDS/HOLIDAY,EW28,8742.8,7053.200000000001
WEEKENDS/HOLIDAY,EW29,4616.000000000001,4802.3
WEEKENDS/HOLIDAY,EW3,5706.1,5565.6
WEEKENDS/HOLIDAY,EW30,901.0,796.4
WEEKENDS/HOLIDAY,EW31,1015.5000000000001,808.0
WEEKENDS/HOLIDAY,EW32,963.5000000000002,893.0
WEEKENDS/HOLIDAY,EW33,716.6999999999999,659.7
WEEKENDS/HOLIDAY,EW4,4147.200000000001,3706.4000000000005
WEEKENDS/HOLIDAY,EW5,11938.200000000003,11864.300000000001
WEEKENDS/HOLIDAY,EW6,3118.6,3519.1000000000004
WEEKENDS/HOLIDAY,EW7,4895.1,5343.499999999999
WEEKENDS/HOLIDAY,EW8/CC9,14919.5,15360.9
WEEKENDS/HOLIDAY,EW9,6239.299999999999,6329.3
WEEKENDS/HOLIDAY,NE1/CC29,10711.1,10761.7
WEEKENDS/HOLIDAY,NE10,4277.8,4388.900000000001
WEEKENDS/HOLIDAY,NE11,1225.8999999999999,1150.9
WEEKENDS/HOLIDAY,NE12/CC13,8867.2,8537.1
WEEKENDS/HOLIDAY,NE13,7585.9,7459.0
WEEKENDS/HOLIDAY,NE14,10648.0,10486.1
WEEKENDS/HOLIDAY,NE15,5210.4,5073.400000000001
WEEKENDS/HOLIDAY,NE16/STC,14785.1,15070.899999999998
WEEKENDS/HOLIDAY,NE17/PTC,13534.499999999998,12935.6
WEEKENDS/HOLIDAY,NE4/DT19,15500.300000000001,15822.500000000002
WEEKENDS/HOLIDAY,NE5,2806.1,2754.3999999999996
WEEKENDS/HOLIDAY,NE7/DT12,8066.000000000001,8897.800000000001
WEEKENDS/HOLIDAY,NE8,7989.700000000002,9004.3
WEEKENDS/HOLIDAY,NE9,8287.3,7343.4000000000015
WEEKENDS/HOLIDAY,NS10,17104.7,15075.9
WEEKENDS/HOLIDAY,NS11,14677.899999999998,14555.800000000003
WEEKENDS/HOLIDAY,NS12,3834.9,3312.2999999999997
WEEKENDS/HOLIDAY,NS13,18834.1,19587.2
WEEKENDS/HOLIDAY,NS14,10977.4,9832.1
WEEKENDS/HOLIDAY,NS15,5310.3,4883.500000000001
