,,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME
BP9,WEEKDAY,0.0,71.7,173.5,204.5,128.4,102.0,89.8,88.1,110.5,88.6,146.5,106.6,69.5,79.4,71.0,46.5,32.1,15.3,9.2,2.0,0.0,30.9,102.5,252.4,111.3,72.1,48.4,51.0,58.3,67.6,68.9,73.6,87.0,123.2,142.7,99.5,61.5,38.0,30.1,13.0
BP9,WEEKENDS/HOLIDAY,0.0,32.4,56.4,62.9,88.2,109.2,121.0,105.5,92.8,71.5,65.8,68.6,52.5,65.6,61.4,47.5,38.1,17.1,10.6,3.4,0.0,9.4,15.4,36.5,55.0,63.4,54.0,55.9,55.9,58.0,54.8,55.2,56.6,59.9,49.4,49.6,44.5,38.9,34.4,16.8
CC10/DT26,WEEKDAY,1.4,115.6,577.0,689.6,545.0,384.0,288.1,259.9,281.4,299.7,277.4,317.0,408.8,796.0,1091.7,493.6,246.2,139.9,101.7,31.7,10.1,15.8,238.7,611.3,1104.8,615.6,265.0,202.6,246.6,312.0,310.4,327.9,339.3,457.7,547.2,421.2,350.8,280.8,218.6,107.6
CC10/DT26,WEEKENDS/HOLIDAY,2.1,41.0,234.0,266.5,271.8,295.5,320.1,296.4,322.5,354.8,301.0,293.6,283.4,338.4,320.8,237.9,167.6,104.4,84.2,36.2,11.4,5.1,100.4,187.4,282.6,213.1,185.8,196.2,235.0,252.6,249.0,259.8,261.2,290.0,288.8,272.4,300.4,292.5,254.9,136.8
CC11,WEEKDAY,1.5,24.5,163.6,156.0,166.5,126.6,134.4,182.0,227.4,226.5,361.0,492.2,636.0,1345.8,1467.7,754.7,397.0,223.1,200.9,56.5,6.9,29.4,758.4,1332.5,1719.3,929.4,394.0,235.7,252.2,269.3,274.9,171.4,153.4,155.0,184.1,157.7,101.5,101.2,130.8,28.5
CC11,WEEKENDS/HOLIDAY,1.2,12.5,121.2,99.5,106.2,89.1,93.6,110.9,173.1,193.9,195.2,262.0,245.9,326.4,267.5,198.1,180.6,138.4,100.8,36.1,8.1,10.2,376.6,351.0,316.6,225.2,173.5,139.2,131.0,141.6,147.1,114.6,100.1,100.4,99.2,110.4,89.0,82.2,104.2,29.8
CC12,WEEKDAY,1.0,16.1,139.2,232.9,164.0,104.2,73.4,82.3,95.2,496.7,414.9,192.9,176.4,150.0,128.8,66.2,40.7,26.9,13.8,8.5,11.4,4.1,243.1,561.5,107.9,55.6,44.5,53.8,80.4,120.7,117.1,117.7,99.9,130.7,155.5,123.9,87.2,70.5,46.1,20.0
CC12,WEEKENDS/HOLIDAY,0.9,7.6,27.1,38.5,59.6,79.2,84.1,89.8,90.1,83.6,84.9,80.5,79.4,86.6,79.4,56.2,42.4,29.2,17.0,8.9,11.8,1.2,16.2,30.9,40.0,39.6,40.6,47.8,67.9,73.6,82.2,72.1,70.0,85.9,89.1,83.4,82.5,66.2,54.6,23.9
CC14,WEEKDAY,0.9,26.7,183.8,323.3,249.2,155.3,165.3,151.0,164.0,209.0,161.4,336.6,305.5,357.7,199.9,107.3,43.1,33.3,16.7,7.1,3.7,8.9,138.4,481.9,384.3,94.4,68.9,73.8,126.4,223.3,188.8,175.4,157.5,192.4,241.0,179.6,105.6,82.7,57.4,29.1
CC14,WEEKENDS/HOLIDAY,1.6,8.0,45.9,77.4,83.8,111.4,128.6,143.0,115.1,120.1,106.2,104.1,95.8,115.4,92.5,84.4,46.1,30.1,24.2,8.6,5.1,3.0,31.0,48.2,39.9,46.1,51.9,66.9,96.1,109.2,102.4,107.6,105.8,112.0,125.2,121.8,107.0,83.0,67.6,33.6
CC16,WEEKDAY,0.5,56.6,276.4,349.8,287.5,171.0,244.1,188.7,209.8,281.1,324.1,425.0,331.5,362.7,452.5,180.1,97.8,66.4,43.1,15.8,4.7,13.8,151.3,855.0,559.8,283.6,142.7,109.8,182.3,149.0,167.9,187.5,189.3,234.1,337.2,250.0,145.5,110.9,81.9,36.5
CC16,WEEKENDS/HOLIDAY,1.0,22.8,79.1,81.6,100.5,125.9,133.1,140.8,141.9,146.9,124.5,129.1,127.2,144.5,138.2,116.5,80.9,62.8,49.8,20.2,4.6,3.6,39.2,101.5,156.5,138.0,106.1,93.4,118.9,125.9,124.5,130.2,137.5,136.1,136.2,117.8,123.8,107.1,95.0,43.9
CC17,WEEKDAY,1.0,49.8,211.9,273.9,160.2,83.2,63.8,49.0,59.7,119.1,71.0,76.1,62.8,93.3,116.2,53.3,29.1,21.0,12.2,3.0,5.1,5.0,75.2,179.0,141.5,60.9,38.6,34.8,49.2,70.9,74.3,85.2,88.5,130.4,206.9,117.6,74.8,54.0,41.2,19.0
CC17,WEEKENDS/HOLIDAY,1.0,16.2,72.4,59.9,51.4,58.8,60.6,54.2,51.8,61.6,52.1,47.6,47.9,48.5,67.6,43.5,24.0,22.1,15.0,3.2,5.5,3.1,20.0,54.0,74.6,57.1,37.5,41.2,46.8,48.8,46.1,56.5,51.1,49.1,56.5,55.0,55.1,52.8,40.5,19.8
CC19/DT9,WEEKDAY,2.0,13.7,80.8,146.3,106.5,84.5,81.2,89.8,97.6,100.4,137.9,161.8,159.9,181.1,175.0,144.7,75.5,50.0,46.4,21.0,6.2,19.0,167.5,332.9,201.7,148.0,97.2,88.7,89.8,110.2,119.5,130.9,128.9,135.4,154.0,91.5,57.7,32.7,33.2,16.9
CC19/DT9,WEEKENDS/HOLIDAY,3.2,6.1,29.5,38.6,57.0,95.9,126.0,149.6,143.0,130.4,135.4,143.0,152.2,184.2,199.8,179.6,82.5,59.2,53.0,21.9,8.5,6.1,84.1,119.6,150.9,184.9,161.8,144.5,131.9,135.1,156.4,175.8,198.0,176.1,132.4,81.4,61.2,39.0,33.5,17.6
CC2,WEEKDAY,0.2,33.2,41.7,24.7,25.7,23.3,25.4,33.8,46.7,46.8,45.5,59.6,75.1,124.7,112.4,76.3,55.2,26.5,20.7,11.5,0.6,1.6,47.5,73.5,132.0,109.0,61.0,39.8,41.0,48.0,47.8,37.3,35.4,31.6,36.3,50.8,51.0,21.2,13.1,4.9
CC2,WEEKENDS/HOLIDAY,0.0,21.6,39.0,17.5,17.1,17.9,22.5,29.1,42.2,36.8,37.5,43.1,55.9,81.0,52.9,48.9,40.0,23.1,20.8,14.0,0.1,0.4,24.8,36.4,63.6,55.1,39.6,37.9,34.4,41.8,42.8,38.1,37.6,33.0,25.9,35.8,54.2,28.1,14.0,7.4
CC20,WEEKDAY,0.6,21.5,125.7,201.9,141.6,99.1,83.4,80.5,93.2,205.7,282.9,122.2,152.5,179.7,148.0,102.5,68.3,38.0,21.5,7.9,3.3,11.4,186.8,358.3,189.2,93.5,77.4,71.6,87.1,110.5,103.0,141.3,134.5,137.3,172.3,122.6,77.9,60.2,43.8,16.9
CC20,WEEKENDS/HOLIDAY,0.1,7.0,34.2,46.4,72.1,86.8,98.6,108.6,105.6,93.1,91.8,93.2,91.9,96.6,87.1,68.2,60.8,37.6,27.1,10.6,3.9,5.6,40.5,65.5,76.9,63.5,82.1,79.1,90.2,81.2,87.8,89.9,87.2,99.4,97.6,102.4,64.8,64.6,51.0,20.1
CC21,WEEKDAY,1.0,35.5,162.8,231.6,162.4,111.6,103.0,131.0,151.2,163.4,165.8,196.5,195.0,214.1,226.9,200.1,167.4,166.1,123.8,38.0,3.9,4.8,92.7,170.9,220.5,215.4,187.0,153.0,176.1,184.1,202.9,225.4,234.4,246.1,306.9,235.9,149.2,97.3,62.5,29.7
CC21,WEEKENDS/HOLIDAY,0.6,11.5,53.4,69.8,73.4,96.2,129.4,149.5,184.1,180.0,177.0,203.4,207.8,215.0,212.9,218.9,172.2,181.8,166.6,46.5,5.4,1.0,58.4,96.1,142.4,218.4,208.5,195.2,196.1,194.1,197.1,190.4,185.8,199.2,211.8,169.8,148.9,106.1,74.6,36.8
CC22/EW21,WEEKDAY,1.3,84.3,393.3,518.7,401.3,250.6,237.8,275.1,372.5,444.0,559.0,716.5,822.6,961.2,900.0,542.6,378.2,299.9,207.4,59.7,7.6,36.5,532.3,960.6,1023.3,637.8,370.4,300.0,317.0,356.3,376.2,361.7,356.7,478.8,580.7,374.9,221.1,147.6,111.6,53.3
CC22/EW21,WEEKENDS/HOLIDAY,2.0,27.6,154.9,154.0,178.2,181.9,217.6,259.8,315.8,323.5,331.0,344.8,356.5,339.6,325.1,323.2,297.5,268.6,216.2,67.2,9.0,8.4,173.0,250.9,243.1,308.5,301.2,293.5,309.1,327.6,307.5,318.6,291.8,314.8,323.4,277.6,190.9,156.2,135.4,69.8
CC23,WEEKDAY,0.2,2.5,44.8,75.1,76.3,50.1,60.7,101.8,147.2,168.7,210.4,311.5,305.2,601.4,609.4,355.2,212.5,107.5,69.4,16.5,0.9,22.8,418.3,652.0,659.9,460.7,217.1,121.7,129.1,188.0,144.2,85.6,68.0,63.5,90.2,82.1,54.5,15.0,9.7,6.1
CC23,WEEKENDS/HOLIDAY,0.6,1.0,28.0,40.5,52.4,23.2,34.1,46.5,81.4,65.4,76.5,64.6,70.6,82.5,82.6,93.6,89.4,52.4,40.9,7.5,0.8,1.5,90.1,138.9,105.1,89.9,67.2,58.1,59.9,74.8,53.4,49.5,38.8,36.5,51.1,68.2,31.1,14.6,12.0,8.0
CC24,WEEKDAY,0.7,3.0,25.0,184.4,213.8,160.6,267.9,357.7,477.9,501.2,346.6,535.4,764.0,1425.5,1104.9,678.3,557.6,336.3,115.5,20.6,3.0,19.9,799.8,1488.5,1500.3,752.3,408.9,360.3,396.0,564.9,465.5,242.4,126.6,108.5,186.8,188.2,78.6,30.4,17.3,7.3
CC24,WEEKENDS/HOLIDAY,1.2,2.5,10.1,172.5,157.8,49.2,58.4,89.6,153.1,155.5,180.5,231.9,201.0,181.2,128.9,221.8,304.9,225.1,65.2,11.5,1.9,2.2,338.2,353.2,254.4,128.9,88.4,144.9,228.2,145.4,111.5,83.6,69.6,76.2,136.4,169.9,86.4,33.1,19.8,7.1
CC25,WEEKDAY,0.9,31.0,155.1,273.5,200.0,104.6,88.8,87.5,95.1,114.2,104.2,151.5,178.1,379.0,406.8,309.1,195.2,67.3,54.5,17.2,2.1,12.7,371.5,524.5,415.0,163.9,72.5,62.9,70.3,87.8,112.5,98.1,98.0,136.3,211.0,161.5,105.5,93.8,50.0,27.4
CC25,WEEKENDS/HOLIDAY,0.5,25.1,74.8,137.6,121.0,73.2,89.6,100.9,105.8,102.2,96.0,132.0,103.9,123.2,119.1,197.9,141.5,51.4,55.4,17.0,2.8,4.8,214.4,217.5,111.9,57.8,48.4,57.6,61.8,76.8,96.4,74.0,72.5,86.0,153.0,144.5,92.8,89.0,51.2,31.9
CC26,WEEKDAY,0.1,5.0,51.6,206.7,114.6,53.2,55.6,47.3,55.6,52.9,71.2,110.5,144.0,441.6,356.0,387.0,126.6,44.4,56.9,24.5,0.9,10.3,486.9,557.7,387.7,192.6,59.9,48.0,54.0,81.4,70.8,49.0,46.1,76.4,205.3,99.0,57.1,58.2,20.3,6.5
CC26,WEEKENDS/HOLIDAY,0.0,5.2,28.4,175.9,89.9,44.9,52.4,48.9,52.9,54.4,54.1,69.4,55.5,87.6,62.1,270.5,85.0,37.1,53.4,20.2,2.0,1.5,248.9,213.9,73.9,51.2,36.4,36.9,41.1,55.0,54.5,41.2,40.8,67.9,181.1,96.2,54.9,63.9,21.9,7.2
CC27,WEEKDAY,0.3,6.7,22.9,24.5,27.4,23.1,30.4,40.7,44.3,41.5,48.4,73.2,99.8,225.7,284.2,174.4,93.5,48.9,23.1,4.8,1.5,2.2,86.4,193.6,394.5,235.7,85.6,49.1,41.9,47.9,38.3,34.7,30.2,27.7,38.5,35.2,14.7,12.6,20.4,3.0
CC27,WEEKENDS/HOLIDAY,0.4,3.9,15.5,20.1,27.0,11.9,18.4,20.0,26.6,27.1,30.1,28.8,39.1,42.2,44.0,53.6,45.2,38.9,21.6,4.1,1.5,0.1,25.9,46.2,51.5,59.5,45.4,27.5,29.5,27.0,30.8,36.0,40.2,41.2,42.6,35.4,17.5,9.0,6.4,2.5
CC28,WEEKDAY,0.1,59.6,228.3,221.7,156.5,101.5,74.2,76.6,77.8,83.7,75.0,73.4,77.3,109.1,138.7,83.1,49.0,27.5,16.4,5.5,1.5,1.8,50.6,98.2,122.3,82.3,48.7,46.3,61.3,70.9,82.5,96.0,129.2,148.1,204.0,149.7,118.7,85.1,53.6,26.5
CC28,WEEKENDS/HOLIDAY,0.0,25.8,82.6,72.6,65.9,82.0,85.2,96.0,95.5,94.0,100.9,91.9,95.8,102.0,102.0,72.2,43.0,32.4,22.1,6.2,2.8,0.8,25.1,39.6,47.8,46.0,52.1,55.2,71.4,80.4,85.9,92.2,95.2,104.5,98.9,109.0,96.0,84.5,67.5,37.5
CC3,WEEKDAY,0.2,0.8,4.4,20.8,34.2,18.2,24.8,35.5,47.4,65.0,71.7,93.0,135.5,169.6,179.2,174.4,172.6,154.7,127.7,32.7,0.4,1.6,138.2,164.5,182.4,162.2,155.1,92.2,85.5,80.4,66.4,64.5,46.6,47.3,65.9,56.8,20.2,16.5,10.5,1.6
CC3,WEEKENDS/HOLIDAY,0.9,0.9,8.6,19.0,25.0,15.9,18.2,35.8,53.4,83.8,91.8,126.1,142.8,152.2,147.2,171.6,205.9,196.9,172.0,45.0,1.0,0.4,93.1,99.0,88.2,139.5,167.6,120.8,114.0,106.1,91.9,90.6,89.0,81.0,89.8,76.9,29.0,16.6,8.0,3.0
CC4/DT15,WEEKDAY,0.5,1.2,8.2,32.5,66.3,71.4,86.7,116.8,118.2,143.5,175.5,222.1,291.7,444.3,572.1,385.3,294.5,264.8,190.1,51.0,1.1,5.3,165.6,372.7,622.6,499.2,328.0,202.5,198.9,207.0,174.6,130.9,122.8,146.2,153.9,112.6,44.0,23.2,17.1,5.3
CC4/DT15,WEEKENDS/HOLIDAY,0.5,0.5,3.9,15.0,34.4,43.6,59.8,68.4,99.1,139.6,183.6,228.4,266.4,256.2,263.0,252.1,292.6,333.4,242.2,58.5,1.2,0.0,81.6,146.0,152.1,254.2,297.8,244.1,255.2,243.9,231.1,203.1,186.1,209.2,185.4,136.6,56.9,24.6,19.0,3.4
CC5,WEEKDAY,0.6,7.3,44.1,46.8,39.8,33.7,32.3,40.6,46.1,54.1,57.0,64.7,94.5,166.4,179.7,117.1,84.9,57.9,41.9,14.6,0.9,0.5,35.9,94.6,180.2,143.5,87.6,68.7,59.6,64.2,68.5,67.5,58.7,62.3,78.6,63.8,42.8,32.6,20.8,9.0
CC5,WEEKENDS/HOLIDAY,0.5,2.5,17.4,22.6,24.6,29.8,41.1,41.6,55.8,66.2,68.2,75.8,87.9,93.1,90.2,77.9,68.6,64.1,56.4,21.5,0.9,0.2,22.2,30.5,44.5,51.6,74.9,74.6,80.4,78.1,75.2,76.1,71.1,86.2,87.4,63.8,59.9,38.5,32.6,13.0
CC6,WEEKDAY,1.6,2.7,30.6,58.9,79.0,77.5,64.9,77.9,93.0,101.1,112.0,163.0,180.3,169.0,202.0,162.4,194.9,169.6,184.8,49.0,2.4,0.4,109.8,203.4,166.8,139.5,124.8,126.1,129.3,160.6,161.0,135.5,124.9,136.5,151.7,140.8,68.6,40.5,27.9,6.5
CC6,WEEKENDS/HOLIDAY,0.9,2.0,13.2,33.1,64.9,88.8,96.9,120.5,129.6,126.9,146.5,193.4,213.1,210.5,214.2,201.6,235.5,199.4,233.4,63.8,1.8,0.5,86.1,183.5,128.6,149.4,163.6,152.6,152.4,200.9,207.5,176.5,179.5,194.6,161.8,153.2,80.9,52.2,31.4,6.6
CC7,WEEKDAY,0.2,46.1,204.0,259.6,202.2,144.4,109.5,110.7,143.5,168.6,223.9,231.6,258.3,233.4,205.3,114.0,68.2,52.4,39.7,15.0,5.6,6.6,92.5,377.5,277.4,110.1,80.7,82.7,102.0,154.6,166.8,166.6,160.8,205.0,256.8,204.4,131.8,107.9,70.6,35.4
CC7,WEEKENDS/HOLIDAY,1.0,16.4,69.9,78.6,89.9,125.8,131.4,142.1,125.9,122.5,124.8,139.5,129.5,138.8,127.2,107.9,80.8,58.4,52.0,23.4,5.1,2.6,47.8,76.0,89.9,88.2,88.1,95.1,117.6,133.6,153.8,152.4,160.8,159.8,160.0,146.9,135.6,123.2,82.4,42.1
CC8,WEEKDAY,3.0,38.9,213.9,277.5,221.9,152.4,117.1,134.9,193.5,302.0,472.2,488.0,225.4,237.1,212.0,136.7,100.0,69.9,56.0,23.0,6.7,7.2,324.5,510.2,169.9,125.1,109.5,106.9,127.3,132.1,159.3,143.7,156.1,216.2,241.4,196.6,148.0,109.9,98.6,43.6
CC8,WEEKENDS/HOLIDAY,3.8,10.5,83.2,96.8,102.8,123.1,134.0,141.1,150.2,150.5,157.2,139.6,153.2,144.2,147.9,123.9,113.5,80.4,61.5,32.4,9.1,2.0,35.0,55.4,92.4,106.1,116.2,119.4,128.0,126.0,137.1,138.0,149.0,173.4,159.0,139.6,127.4,105.1,103.6,50.6
