DAY_TYPE,ORIGIN_PT_CODE,DESTINATION_PT_CODE,TOTAL_TRIPS
WEEKDAY,BP10,BP11,3088.0
WEEKDAY,BP10,BP9,733.0
WEEKDAY,BP11,BP10,496.0
WEEKDAY,BP11,BP12,5392.0
WEEKDAY,BP12,BP11,2205.0
WEEKDAY,BP12,BP13,7179.0
WEEKDAY,BP13,BP12,3415.0
WEEKDAY,BP13,DT1,8066.0
WEEKDAY,BP2,BP3,15241.0
WEEKDAY,BP2,NS4,15605.0
WEEKDAY,BP3,BP2,15584.0
WEEKDAY,BP3,BP4,15187.0
WEEKDAY,BP4,BP3,14970.0
WEEKDAY,BP4,BP5,14845.0
WEEKDAY,BP5,BP4,14503.0
WEEKDAY,BP5,DT1,15418.0
WEEKDAY,BP7,BP8,5094.0
WEEKDAY,BP7,DT1,3132.0
WEEKDAY,BP8,BP7,2600.0
WEEKDAY,BP8,BP9,4673.0
WEEKDAY,BP9,BP10,3503.0
WEEKDAY,BP9,BP8,1994.0
WEEKDAY,CC10,CC11,33004.0
WEEKDAY,CC10,DT25,35785.0
WEEKDAY,CC10,DT27,53334.0
WEEKDAY,CC10,EW8,50299.0
WEEKDAY,CC11,CC10,35102.0
WEEKDAY,CC11,CC12,35314.0
WEEKDAY,CC12,CC11,38036.0
WEEKDAY,CC12,NE12,36460.0
WEEKDAY,CC14,NE12,44908.0
WEEKDAY,CC14,NS17,43940.0
WEEKDAY,CC16,CC17,32231.0
WEEKDAY,CC16,NS17,29758.0
WEEKDAY,CC17,CC16,29621.0
WEEKDAY,CC17,CC19,33379.0
WEEKDAY,CC19,CC17,30668.0
WEEKDAY,CC19,CC20,62076.0
WEEKDAY,CC19,DT10,62252.0
WEEKDAY,CC19,DT8,33697.0
WEEKDAY,CC2,CC3,3173.0
WEEKDAY,CC2,NS24,4400.0
WEEKDAY,CC20,CC19,61702.0
WEEKDAY,CC20,CC21,61584.0
WEEKDAY,CC21,CC20,61376.0
WEEKDAY,CC21,EW21,60821.0
WEEKDAY,CC23,CC24,19052.0
WEEKDAY,CC23,EW21,23184.0
WEEKDAY,CC24,CC23,18434.0
WEEKDAY,CC24,CC25,11098.0
WEEKDAY,CC25,CC24,10438.0
WEEKDAY,CC25,CC26,9670.0
WEEKDAY,CC26,CC25,8790.0
WEEKDAY,CC26,CC27,8908.0
WEEKDAY,CC27,CC26,8333.0
WEEKDAY,CC27,CC28,8873.0
WEEKDAY,CC28,CC27,8537.0
WEEKDAY,CC28,NE1,9348.0
WEEKDAY,CC3,CC2,3336.0
WEEKDAY,CC3,CC4,2723.0
