,,,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS
TIME_PER_HOUR,,,0,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
DAY_TYPE,ORIGIN_PT_CODE,DESTINATION_PT_CODE,,,,,,,,,,,,,,,,,,,,
WEEKDAY,BP10,BP11,,139.0,329.0,440.0,293.0,234.0,206.0,193.0,178.0,174.0,148.0,122.0,139.0,174.0,196.0,159.0,105.0,91.0,82.0,29.0
WEEKDAY,BP10,BP9,,66.0,110.0,155.0,134.0,38.0,19.0,17.0,21.0,18.0,14.0,12.0,16.0,56.0,66.0,54.0,17.0,8.0,6.0,2.0
WEEKDAY,BP11,BP10,,36.0,66.0,101.0,101.0,29.0,15.0,13.0,16.0,13.0,9.0,9.0,13.0,42.0,48.0,36.0,13.0,5.0,3.0,1.0
WEEKDAY,BP11,BP12,,280.0,688.0,965.0,623.0,420.0,347.0,339.0,325.0,294.0,243.0,207.0,221.0,275.0,283.0,228.0,145.0,124.0,102.0,33.0
WEEKDAY,BP12,BP11,,23.0,50.0,95.0,120.0,65.0,52.0,60.0,81.0,91.0,87.0,103.0,145.0,305.0,404.0,321.0,209.0,183.0,128.0,35.0
WEEKDAY,BP12,BP13,,363.0,915.0,1382.0,897.0,551.0,436.0,436.0,429.0,378.0,317.0,265.0,296.0,388.0,373.0,304.0,186.0,137.0,118.0,33.0
WEEKDAY,BP13,BP12,,21.0,79.0,176.0,158.0,92.0,82.0,88.0,120.0,144.0,141.0,162.0,225.0,476.0,658.0,514.0,318.0,286.0,205.0,58.0
WEEKDAY,BP13,BP6,,428.0,1079.0,1577.0,1045.0,645.0,501.0,510.0,490.0,435.0,360.0,303.0,333.0,431.0,416.0,333.0,200.0,155.0,124.0,32.0
WEEKDAY,BP2,BP3,,129.0,371.0,924.0,887.0,530.0,408.0,428.0,548.0,583.0,570.0,656.0,803.0,1585.0,1822.0,1083.0,845.0,786.0,552.0,69.0
WEEKDAY,BP2,NS4,,463.0,1570.0,2396.0,1375.0,786.0,674.0,683.0,716.0,672.0,577.0,514.0,553.0,790.0,863.0,645.0,419.0,366.0,297.0,78.0
WEEKDAY,BP3,BP2,,427.0,1429.0,2086.0,1186.0,707.0,614.0,642.0,678.0,650.0,567.0,519.0,576.0,829.0,985.0,780.0,521.0,477.0,397.0,112.0
WEEKDAY,BP3,BP4,,176.0,457.0,1231.0,1131.0,631.0,468.0,473.0,576.0,585.0,553.0,607.0,746.0,1422.0,1599.0,961.0,726.0,671.0,466.0,65.0
WEEKDAY,BP4,BP3,,367.0,1233.0,1660.0,915.0,594.0,515.0,566.0,608.0,597.0,546.0,512.0,587.0,864.0,1095.0,912.0,611.0,571.0,481.0,133.0
WEEKDAY,BP4,BP5,,187.0,484.0,1291.0,1169.0,624.0,478.0,491.0,586.0,589.0,550.0,608.0,749.0,1410.0,1554.0,933.0,698.0,636.0,441.0,61.0
WEEKDAY,BP5,BP4,,344.0,1146.0,1571.0,906.0,573.0,487.0,530.0,580.0,578.0,524.0,494.0,560.0,832.0,1129.0,977.0,656.0,604.0,517.0,147.0
WEEKDAY,BP5,BP6,,197.0,510.0,1344.0,1216.0,665.0,522.0,537.0,631.0,630.0,576.0,632.0,775.0,1432.0,1582.0,970.0,712.0,635.0,448.0,66.0
WEEKDAY,BP6,BP13,,17.0,71.0,169.0,148.0,109.0,102.0,108.0,142.0,167.0,165.0,191.0,268.0,576.0,804.0,620.0,359.0,325.0,237.0,66.0
WEEKDAY,BP6,BP5,,335.0,1099.0,1491.0,882.0,565.0,490.0,539.0,581.0,595.0,545.0,513.0,573.0,840.0,1155.0,1015.0,686.0,630.0,540.0,149.0
WEEKDAY,BP6,BP7,,36.0,136.0,252.0,275.0,217.0,182.0,210.0,264.0,292.0,294.0,333.0,423.0,690.0,843.0,664.0,516.0,465.0,361.0,100.0
WEEKDAY,BP7,BP6,,217.0,442.0,625.0,392.0,221.0,176.0,175.0,179.0,170.0,151.0,126.0,128.0,210.0,255.0,186.0,119.0,73.0,57.0,9.0
WEEKDAY,BP7,BP8,,34.0,135.0,254.0,279.0,213.0,180.0,204.0,249.0,268.0,255.0,291.0,369.0,594.0,720.0,580.0,447.0,392.0,301.0,89.0
WEEKDAY,BP8,BP7,,166.0,329.0,437.0,278.0,191.0,157.0,158.0,165.0,154.0,137.0,111.0,109.0,187.0,225.0,169.0,107.0,66.0,50.0,9.0
WEEKDAY,BP8,BP9,,18.0,85.0,158.0,206.0,180.0,158.0,188.0,218.0,245.0,229.0,273.0,345.0,547.0,669.0,529.0,413.0,370.0,287.0,89.0
WEEKDAY,BP9,BP10,,15.0,65.0,109.0,157.0,156.0,144.0,159.0,168.0,207.0,184.0,201.0,253.0,401.0,491.0,391.0,307.0,270.0,205.0,66.0
WEEKDAY,BP9,BP8,,118.0,249.0,337.0,246.0,146.0,118.0,120.0,119.0,112.0,96.0,75.0,75.0,132.0,144.0,103.0,58.0,35.0,30.0,5.0
WEEKDAY,CC10,CC11,88.0,367.0,2103.0,4325.0,4055.0,2154.0,1595.0,1612.0,2069.0,2219.0,2024.0,2321.0,2803.0,5837.0,8314.0,4503.0,3182.0,3231.0,2584.0,909.0
WEEKDAY,CC10,DT25,12.0,408.0,1822.0,5151.0,6245.0,2933.0,1693.0,1483.0,1456.0,1362.0,1194.0,1138.0,1275.0,2316.0,3272.0,1669.0,928.0,730.0,559.0,214.0
WEEKDAY,CC10,DT27,235.0,186.0,1159.0,2905.0,2657.0,1050.0,730.0,803.0,1186.0,1380.0,1377.0,1642.0,2070.0,4695.0,7208.0,4170.0,2947.0,3020.0,2407.0,1083.0
WEEKDAY,CC10,EW8,12.0,648.0,2874.0,6745.0,7418.0,3961.0,2807.0,2628.0,2995.0,2715.0,2281.0,2253.0,2497.0,4211.0,6173.0,3139.0,1802.0,1684.0,1231.0,365.0
WEEKDAY,CC11,CC10,9.0,704.0,2992.0,7512.0,7679.0,3643.0,2301.0,2077.0,2445.0,2331.0,1917.0,1965.0,2199.0,4051.0,5644.0,3009.0,1772.0,1760.0,1314.0,378.0
WEEKDAY,CC11,CC12,70.0,323.0,2077.0,3857.0,2970.0,1795.0,1506.0,1676.0,2237.0,2263.0,2117.0,2582.0,3129.0,7217.0,10608.0,5534.0,3617.0,3369.0,2623.0,938.0
WEEKDAY,CC12,CC11,9.0,860.0,3627.0,9793.0,10343.0,4543.0,2579.0,2136.0,2353.0,2374.0,1904.0,1854.0,2072.0,3523.0,4508.0,2632.0,1594.0,1724.0,1302.0,344.0
WEEKDAY,CC12,NE12,63.0,323.0,2127.0,4062.0,3265.0,1954.0,1614.0,1785.0,2345.0,2344.0,2160.0,2642.0,3203.0,7289.0,10617.0,5512.0,3586.0,3304.0,2581.0,911.0
WEEKDAY,CC14,NE12,20.0,1898.0,6623.0,15458.0,17409.0,8537.0,5599.0,5056.0,5242.0,4937.0,4127.0,4259.0,4982.0,9288.0,10993.0,5846.0,3609.0,3489.0,2457.0,643.0
