PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
BP10,2620.0,2885.0
BP11,2765.0,2265.0
BP12,2130.0,1663.0
BP13,1217.0,796.0
BP2,2577.0,2077.0
BP3,3280.0,2811.0
BP4,2517.0,2414.0
BP5,1740.0,1345.0
BP6/DT1,24057.0,25561.0
BP7,885.0,974.0
BP8,1652.0,1503.0
BP9,2021.0,1855.0
CC10/DT26,9850.0,9310.0
CC11,8967.0,9081.0
CC12,3499.0,3035.0
CC14,4459.0,4236.0
CC16,5844.0,5788.0
CC17,2325.0,2275.0
CC19/DT9,3892.0,4249.0
CC2,1883.0,2034.0
CC20,3136.0,3193.0
CC21,5315.0,5632.0
CC22/EW21,12904.0,11809.0
CC23,5102.0,4918.0
CC24,10051.0,9738.0
CC25,4197.0,3907.0
CC26,2922.0,3125.0
CC27,1807.0,1972.0
CC28,2460.0,2412.0
CC3,3324.0,2943.0
CC4/DT15,7856.0,8185.0
CC5,2255.0,2338.0
CC6,4254.0,4302.0
CC7,4236.0,4424.0
CC8,5073.0,4519.0
CE1/DT16,13530.0,13618.0
CG1/DT35,6451.0,6525.0
CG2,5925.0,5975.0
DT10,2874.0,2220.0
DT13,5114.0,5495.0
DT17,5128.0,5076.0
DT18,5872.0,6337.0
DT2,1505.0,1219.0
DT20,2482.0,2695.0
DT21,3033.0,2849.0
DT22,3283.0,3615.0
DT23,1804.0,1813.0
DT24,3253.0,3199.0
DT25,2429.0,2553.0
DT27,4634.0,4543.0
DT28,5698.0,5481.0
DT29,4686.0,4297.0
DT3,4594.0,3941.0
DT30,4451.0,4369.0
DT31,4786.0,5130.0
DT33,10849.0,10234.0
DT34,2437.0,2257.0
DT5,7579.0,7774.0
DT6,3316.0,3139.0
DT7,2229.0,2416.0
DT8,2607.0,2433.0
EW1,20038.0,19226.0
EW10,6941.0,7103.0
EW11,10401.0,10478.0
EW12/DT14,26879.0,28396.0
EW13/NS25,20838.0,21411.0
EW14/NS26,17894.0,17396.0
EW15,16776.0,17630.0
EW16/NE3,17672.0,17017.0
EW17,17339.0,18183.0
EW18,10463.0,10948.0
EW19,8600.0,8287.0
EW2/DT32,34018.0,34949.0
EW20,9617.0,9255.0
EW22,4553.0,4776.0
EW23,28109.0,28604.0
EW24/NS1,49291.0,51561.0
EW25,5841.0,5237.0
EW26,23103.0,20323.0
EW27,32158.0,36339.0
EW28,20357.0,15771.0
EW29,10691.0,11227.0
EW3,11562.0,11495.0
EW30,2486.0,2189.0
EW31,2704.0,2275.0
EW32,2431.0,2266.0
EW33,1659.0,1546.0
EW4,9398.0,8380.0
EW5,22085.0,21740.0
EW6,6130.0,7272.0
EW7,8998.0,10389.0
EW8/CC9,28643.0,29161.0
EW9,12587.0,12369.0
NE1/CC29,21874.0,22393.0
NE10,8978.0,9214.0
NE11,3606.0,3369.0
NE12/CC13,17665.0,16162.0
NE13,14096.0,14283.0
NE14,20996.0,20554.0
NE15,10328.0,10173.0
NE16/STC,27736.0,28918.0
NE17/PTC,25360.0,24603.0
NE4/DT19,28448.0,28279.0
NE5,6528.0,6528.0
NE7/DT12,13871.0,14583.0
NE8,13816.0,15447.0
NE9,14999.0,13370.0
NS10,34882.0,30350.0
NS11,28482.0,28524.0
NS12,8055.0,7098.0
NS13,37107.0,38915.0
NS14,22834.0,20858.0
NS15,14848.0,13811.0
NS16,34436.0,36873.0
NS17/CC15,12943.0,8069.0
NS18,10254.0,9405.0
NS19,25061.0,26451.0
NS2,18708.0,19684.0
NS20,22334.0,21877.0
NS21/DT11,32600.0,33568.0
NS22,33014.0,34954.0
NS23,18568.0,19967.0
NS24/NE6/CC1,19941.0,18533.0
NS27/CE2,1487.0,1551.0
NS28,1116.0,988.0
NS3,13761.0,13275.0
NS4/BP1,25625.0,27370.0
NS5,21675.0,20765.0
NS7,3972.0,4251.0
NS8,16757.0,13475.0
NS9/TE2,28493.0,34662.0
PE1,2356.0,2335.0
PE2,3662.0,3499.0
PE3,3722.0,3764.0
PE4,1110.0,1121.0
PE5,3561.0,3407.0
PE6,4413.0,4250.0
PE7,2718.0,2603.0
PW1,551.0,547.0
PW3,223.0,265.0
PW4,513.0,526.0
PW5,1523.0,1454.0
PW6,851.0,807.0
PW7,1422.0,1634.0
SE1,2976.0,2933.0
SE2,3839.0,3598.0
SE3,2061.0,1957.0
SE4,2473.0,2374.0
SE5,1949.0,1980.0
SW1,1475.0,1575.0
SW2,2428.0,2281.0
SW3,1736.0,1685.0
SW4,878.0,907.0
SW5,5229.0,4839.0
SW6,2491.0,2364.0
SW7,1931.0,1764.0
SW8,1475.0,1458.0
TE1,619.0,634.0
TE3,2092.0,1538.0
