,,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME
CC8,WEEKENDS/HOLIDAY,6.6,24.1,100.4,154.8,203.9,233.6,242.9,269.5,301.4,278.4,264.9,236.9,245.4,247.2,275.0,217.6,177.9,146.6,115.6,66.1,18.5,2.8,40.4,94.8,162.1,186.9,216.5,222.6,235.8,243.0,233.1,235.2,258.9,292.1,293.9,252.9,216.6,216.5,185.5,101.9
CE1/DT16,WEEKDAY,24.0,26.8,174.2,355.0,384.5,191.0,203.6,345.0,412.5,427.8,516.3,858.3,822.9,1005.1,1066.6,1001.3,1171.9,1291.6,1062.3,732.7,6.4,0.0,750.1,687.8,638.9,766.3,782.5,801.7,765.3,957.0,1014.1,699.6,593.5,770.8,820.8,828.8,489.0,440.1,419.2,95.9
CE1/DT16,WEEKENDS/HOLIDAY,28.4,12.8,194.5,365.5,372.0,189.1,241.6,403.0,507.4,601.0,778.5,1302.0,1395.0,1439.9,1418.1,1657.8,2057.5,2103.0,1584.6,883.1,6.5,0.0,689.5,602.2,536.4,701.9,1023.4,1150.4,1151.6,1428.0,1542.6,1336.5,1238.9,1329.1,1298.1,1295.8,755.0,523.4,455.1,100.4
CG1/DT35,WEEKDAY,0.5,11.9,31.7,85.5,129.9,85.9,90.5,164.8,262.0,289.0,309.3,389.3,515.6,888.7,1303.7,891.9,652.4,469.0,297.5,73.2,7.3,8.1,380.4,1020.5,1406.0,831.4,408.5,306.5,313.1,313.6,306.7,240.2,257.0,262.6,352.4,324.9,124.6,61.9,34.4,20.4
CG1/DT35,WEEKENDS/HOLIDAY,0.1,9.9,29.0,75.5,102.9,52.1,93.5,157.0,280.4,339.9,381.6,421.0,453.6,463.1,452.6,478.9,479.8,479.0,281.2,70.2,10.6,3.4,134.2,358.2,229.8,254.8,319.8,364.6,392.6,415.1,407.4,403.2,405.0,402.6,431.0,401.5,173.9,86.1,50.4,27.1
CG2,WEEKDAY,0.8,21.5,37.2,124.3,185.5,137.0,92.2,94.9,122.9,183.7,268.4,454.6,464.5,570.4,567.8,423.2,462.4,594.2,575.9,106.9,0.7,14.0,134.0,413.4,534.3,366.9,354.4,369.1,422.5,401.9,479.3,315.5,294.2,276.0,369.6,337.5,219.9,142.7,58.9,17.0
CG2,WEEKENDS/HOLIDAY,1.1,19.5,34.2,104.2,155.1,121.1,91.2,103.2,160.9,271.0,405.0,668.6,680.6,653.4,580.6,587.2,678.8,795.0,842.2,173.6,0.4,11.9,86.8,268.1,274.6,319.1,451.5,551.1,680.4,636.1,794.8,607.2,569.4,517.4,495.8,439.8,255.5,166.4,69.8,27.0
DT10,WEEKDAY,0.5,3.4,129.0,294.9,292.1,183.3,219.0,163.5,171.4,228.5,409.8,215.0,204.5,202.1,214.0,131.1,66.9,51.5,38.9,12.3,2.7,5.4,139.3,519.7,176.1,88.1,68.6,69.4,85.9,98.2,104.7,129.2,135.2,161.2,217.1,159.1,103.8,89.6,80.4,44.8
DT10,WEEKENDS/HOLIDAY,1.0,1.6,66.5,92.2,115.0,128.0,172.0,162.5,161.2,137.8,121.1,115.2,116.4,121.4,125.5,100.5,49.8,46.2,40.6,14.5,4.1,2.2,37.8,79.8,69.6,74.4,72.1,70.6,82.1,89.6,86.1,92.0,99.1,121.5,117.6,112.6,87.4,87.9,78.6,42.4
DT13,WEEKDAY,3.5,9.7,133.7,193.7,191.9,146.4,139.0,176.7,306.2,377.3,323.7,331.6,399.5,563.1,675.5,485.9,393.4,242.2,212.3,93.7,5.4,2.0,61.5,193.5,566.5,679.2,532.0,412.3,457.8,426.6,377.0,322.1,303.6,307.9,389.8,276.8,140.5,126.5,92.9,66.6
DT13,WEEKENDS/HOLIDAY,3.6,3.2,69.0,95.6,118.2,124.1,138.1,176.6,265.0,304.5,338.0,364.2,386.0,400.0,368.8,370.1,352.1,200.4,167.4,87.0,5.4,1.5,38.6,88.1,203.2,263.2,467.6,407.5,425.6,472.0,408.4,410.1,378.0,322.6,271.2,207.2,145.9,132.5,100.6,68.8
DT17,WEEKDAY,3.8,0.9,20.3,93.4,113.7,84.5,138.6,298.4,456.7,218.2,216.5,282.6,408.7,780.0,1314.1,829.6,428.6,277.0,195.2,84.0,0.3,0.0,350.9,702.1,1468.0,1036.6,374.8,270.5,292.6,487.5,280.2,149.8,134.0,155.0,188.1,158.8,60.9,47.0,36.1,9.9
DT17,WEEKENDS/HOLIDAY,2.9,0.6,11.8,62.0,64.0,51.4,78.9,111.9,127.6,127.0,128.9,151.6,173.5,166.4,151.6,193.6,133.9,125.8,123.8,68.0,0.4,0.0,80.4,152.6,132.2,160.9,146.0,138.4,134.6,135.8,121.6,116.6,106.1,119.1,139.9,131.8,60.8,48.9,38.4,13.4
DT18,WEEKDAY,5.1,0.6,21.0,60.9,108.0,104.6,119.9,243.4,361.0,364.1,335.1,336.3,437.0,935.6,1366.1,793.4,461.9,373.5,487.6,163.3,1.3,0.0,316.6,795.5,1640.8,1258.9,615.2,436.6,433.0,388.1,272.3,179.7,196.4,246.4,398.5,285.4,86.8,41.0,22.9,10.4
DT18,WEEKENDS/HOLIDAY,3.0,0.6,13.6,29.1,35.0,39.8,64.5,96.8,155.8,189.0,209.4,217.1,187.9,168.5,151.4,168.1,169.9,187.6,351.2,116.6,1.9,0.0,52.4,149.0,159.0,215.6,226.1,245.1,263.2,199.5,175.1,133.6,146.9,204.5,257.2,213.2,84.9,35.9,22.2,6.8
DT2,WEEKDAY,0.0,8.7,76.2,168.5,133.2,88.8,79.0,87.3,133.0,116.1,192.1,90.3,118.6,179.2,138.4,69.0,24.5,17.0,10.5,4.3,8.5,2.3,61.3,272.9,124.1,48.6,25.1,27.3,40.5,58.7,65.4,65.4,70.3,82.2,119.5,93.1,68.7,58.6,55.0,34.9
DT2,WEEKENDS/HOLIDAY,0.2,5.8,15.2,34.4,71.1,88.4,82.5,75.6,89.4,65.9,55.6,44.2,44.8,57.1,57.0,35.2,18.9,17.2,9.6,6.1,8.9,0.0,6.4,24.0,26.5,20.6,25.9,30.4,32.4,43.9,48.4,52.9,50.2,68.5,78.1,68.8,50.0,57.9,49.8,26.6
DT20,WEEKDAY,2.9,2.5,73.3,140.0,148.3,94.9,66.7,92.5,109.0,95.6,100.4,112.6,159.9,258.9,321.1,209.0,128.4,125.3,238.1,110.9,1.8,0.1,83.6,213.2,349.7,276.8,177.1,135.8,123.3,156.9,137.0,125.5,138.4,174.0,252.6,198.8,102.4,72.5,59.0,24.2
DT20,WEEKENDS/HOLIDAY,2.5,1.0,24.1,53.2,60.0,69.6,84.0,101.2,121.6,113.0,132.9,154.9,147.5,158.9,160.9,154.5,114.9,122.9,275.0,130.8,3.2,0.0,53.9,97.2,130.2,155.8,198.1,186.1,181.8,172.5,163.5,153.1,152.0,173.8,182.8,159.4,91.5,69.0,54.2,21.5
DT21,WEEKDAY,5.2,3.1,69.5,94.2,117.7,65.5,60.9,82.8,112.6,136.1,129.0,160.5,210.3,346.0,430.6,320.3,263.3,241.0,255.4,98.0,2.7,0.0,79.0,241.9,384.5,296.0,210.9,203.4,184.5,193.7,154.3,150.5,121.0,152.7,263.0,164.7,69.5,62.6,38.1,20.3
DT21,WEEKENDS/HOLIDAY,4.5,1.4,29.5,40.4,40.1,33.2,81.6,80.2,151.8,152.5,168.2,178.6,215.6,220.8,253.5,204.0,204.4,212.5,211.2,84.6,1.5,0.0,39.4,93.8,161.4,162.6,215.9,194.8,247.9,221.2,203.8,156.6,155.8,165.5,154.1,112.2,61.2,48.2,37.0,21.4
DT22,WEEKDAY,5.3,9.2,174.6,252.0,244.0,162.9,134.2,124.5,159.7,176.4,155.5,165.1,168.9,256.0,307.7,242.6,199.3,166.5,140.3,72.3,7.3,0.0,59.7,215.2,243.5,243.5,217.4,179.1,194.7,179.9,174.3,175.4,193.3,264.5,380.0,322.2,206.5,141.6,128.5,68.8
DT22,WEEKENDS/HOLIDAY,7.4,2.4,89.2,119.0,133.4,132.0,117.6,152.6,189.2,202.1,199.0,201.8,198.9,217.1,244.2,275.4,236.8,208.1,171.1,93.6,8.8,0.0,39.9,95.5,142.6,203.1,259.1,267.4,269.0,252.2,240.4,220.6,217.2,301.6,322.1,282.8,210.5,133.9,129.4,73.4
DT23,WEEKDAY,1.5,2.1,46.2,94.4,107.5,61.7,52.9,75.2,78.9,69.6,70.5,94.0,133.5,292.5,436.5,228.8,103.9,72.0,59.5,20.3,1.3,0.0,97.4,196.2,396.4,329.7,133.2,79.3,85.6,85.1,84.3,73.3,66.4,97.8,136.0,90.9,46.7,35.6,39.0,23.1
DT23,WEEKENDS/HOLIDAY,1.4,0.9,18.9,44.9,41.2,33.5,39.2,47.6,69.1,73.6,71.0,74.4,75.0,84.8,81.0,67.8,49.5,45.6,48.2,19.1,1.9,0.0,30.0,43.6,74.1,65.9,78.1,67.6,68.0,82.6,72.1,68.5,60.8,62.4,62.1,56.6,40.8,39.2,36.8,21.9
DT24,WEEKDAY,2.0,48.5,334.5,476.7,462.6,254.1,170.5,134.3,141.0,138.6,127.9,129.0,135.9,231.1,281.1,177.0,104.8,67.6,61.6,24.3,10.1,0.0,90.0,223.3,237.4,142.5,88.7,83.7,112.8,127.7,126.1,161.6,196.2,312.8,431.2,317.4,241.1,216.0,197.1,118.1
DT24,WEEKENDS/HOLIDAY,3.4,18.5,127.2,187.1,182.4,183.0,190.6,163.9,167.0,168.1,149.6,138.2,141.8,162.0,167.5,147.5,103.2,80.2,58.1,26.4,11.4,0.1,51.0,87.0,101.8,89.4,91.0,108.8,126.4,137.4,132.5,154.6,168.0,173.5,204.2,210.8,188.9,186.0,210.1,121.8
DT25,WEEKDAY,0.5,24.4,161.3,275.6,253.0,152.6,115.1,87.4,103.4,167.1,101.4,114.4,142.7,269.1,386.6,157.2,82.8,53.0,44.3,18.2,6.4,6.3,143.3,359.5,348.9,173.7,84.2,62.5,81.9,100.1,88.1,95.1,131.3,210.7,279.2,220.2,155.5,128.0,122.3,68.9
DT25,WEEKENDS/HOLIDAY,0.8,6.6,77.6,104.4,105.2,115.4,118.5,104.9,113.2,103.6,94.6,85.8,89.0,106.0,144.9,105.6,64.4,44.9,47.4,21.5,6.4,0.6,18.2,76.5,96.6,64.6,61.8,61.1,84.4,90.5,88.9,88.6,113.6,119.2,147.1,131.1,116.5,128.9,123.5,74.5
DT27,WEEKDAY,0.9,25.0,179.4,325.8,315.3,232.1,221.0,170.2,217.3,350.6,239.8,230.4,281.4,639.2,981.7,412.5,217.4,123.0,91.7,23.3,8.7,9.3,229.4,786.7,994.4,452.2,189.0,146.5,166.1,180.0,175.4,168.1,206.6,269.7,359.8,259.8,204.6,156.5,139.5,78.1
DT27,WEEKENDS/HOLIDAY,1.0,9.4,81.0,117.0,151.9,169.0,201.5,185.5,242.0,239.9,205.6,182.0,211.8,216.4,217.1,179.5,108.2,66.9,58.4,20.0,7.8,1.1,61.5,160.5,256.5,166.8,138.6,129.9,141.9,151.1,155.1,151.5,151.8,173.4,180.5,180.4,177.2,165.2,147.4,92.4
DT28,WEEKDAY,1.7,34.2,340.9,687.7,580.0,353.5,256.5,243.9,226.7,213.4,208.5,243.6,280.3,827.6,1037.2,449.0,168.7,114.0,75.7,78.8,19.4,8.0,265.7,748.6,1054.2,405.1,161.6,125.5,162.7,215.5,259.5,218.3,245.0,353.0,541.4,418.5,300.1,275.5,277.0,132.1
DT28,WEEKENDS/HOLIDAY,1.4,9.5,111.2,199.4,219.0,267.0,263.0,262.1,306.8,309.1,252.9,226.1,241.8,294.0,279.1,206.2,107.9,69.5,58.1,23.8,21.2,1.4,76.0,182.6,238.9,145.2,111.1,123.0,153.9,183.1,183.2,196.2,199.1,244.1,246.1,253.8,254.6,291.8,278.4,155.9
DT29,WEEKDAY,0.6,69.5,504.1,803.5,711.3,400.2,269.9,211.6,197.1,203.1,161.5,175.0,189.7,339.8,403.7,193.3,107.3,69.4,49.9,17.4,20.6,1.9,79.5,257.1,290.3,135.4,86.3,83.8,115.8,161.2,189.6,217.1,261.1,444.0,673.0,496.8,383.7,308.3,286.2,164.3
DT29,WEEKENDS/HOLIDAY,1.0,25.4,177.5,266.8,277.0,281.6,288.8,267.4,267.6,246.2,232.2,192.5,211.2,231.5,231.5,154.2,104.1,72.6,56.9,21.5,19.0,0.8,28.4,78.6,98.8,93.6,87.1,108.0,141.2,179.0,184.8,208.8,217.0,245.0,273.1,272.8,301.8,298.4,301.4,172.2
DT3,WEEKDAY,0.8,33.2,261.7,599.1,530.4,349.6,276.4,278.6,275.8,244.6,322.9,361.7,280.1,308.5,308.7,161.8,85.3,72.5,55.9,19.3,21.2,1.3,54.8,442.0,180.2,112.0,108.4,113.5,140.8,213.5,258.7,244.6,267.3,328.5,479.0,406.2,268.3,226.5,194.5,116.1
DT3,WEEKENDS/HOLIDAY,0.6,13.1,66.6,142.8,237.2,335.5,379.1,377.0,396.6,324.0,270.2,242.4,254.9,269.9,251.5,151.8,85.4,63.2,67.8,25.5,21.4,0.1,31.0,111.8,135.1,128.9,133.8,146.1,164.8,192.4,203.8,221.8,245.6,277.5,268.8,253.4,232.5,230.9,185.5,107.4
DT30,WEEKDAY,0.9,62.6,411.3,757.0,739.5,409.5,273.2,232.6,230.3,220.9,219.9,185.3,171.0,216.4,251.7,149.1,86.6,66.6,46.8,18.9,18.0,3.6,152.5,198.7,138.7,114.0,80.5,89.8,122.4,179.8,199.9,248.1,281.5,463.4,743.0,527.5,376.8,321.7,268.4,165.0
DT30,WEEKENDS/HOLIDAY,0.5,23.5,138.5,197.9,257.2,281.4,308.9,303.1,316.5,253.8,227.8,212.2,219.1,243.2,231.1,160.2,103.6,74.1,54.9,20.1,19.6,1.1,37.5,70.0,106.2,96.8,90.2,128.2,153.1,191.6,200.5,222.9,241.5,272.6,298.0,280.2,306.1,298.6,299.0,163.6
DT31,WEEKDAY,1.6,80.9,394.5,721.0,685.8,366.7,248.7,216.4,232.8,256.4,200.1,219.2,215.8,321.5,384.7,227.7,134.5,112.4,88.0,39.7,33.4,2.6,128.7,313.6,371.4,176.5,123.1,135.4,178.8,219.0,231.6,258.3,302.7,520.4,812.6,574.9,403.2,319.2,288.3,159.6
DT31,WEEKENDS/HOLIDAY,1.8,29.2,147.0,205.1,234.0,274.8,274.5,293.5,291.1,291.5,245.4,206.9,224.2,260.5,247.2,202.1,125.6,101.9,91.2,41.9,27.0,0.9,44.4,94.1,142.1,125.1,144.0,160.1,200.8,216.4,249.4,247.1,256.0,299.1,331.0,315.5,329.1,330.1,286.6,165.9
DT33,WEEKDAY,4.3,215.7,1089.3,1883.2,1756.4,959.4,636.2,531.2,557.0,527.6,504.0,373.2,415.2,596.3,715.2,422.0,203.2,149.4,117.2,45.7,91.7,0.6,260.5,616.0,406.8,208.7,177.2,197.5,276.0,359.1,410.6,510.5,654.9,990.5,1725.2,1276.8,953.6,826.8,718.2,395.7
DT33,WEEKENDS/HOLIDAY,6.2,108.6,357.1,490.0,594.0,637.9,676.4,714.5,681.0,620.0,549.5,492.2,508.0,588.0,545.0,389.9,221.9,153.6,112.5,58.1,83.0,0.9,99.0,179.8,221.9,184.9,191.2,239.6,331.5,428.9,461.9,488.0,545.5,567.9,612.1,650.6,745.9,755.4,743.5,437.2
DT34,WEEKDAY,0.3,51.0,97.1,180.4,204.7,136.7,105.7,132.0,148.0,113.5,98.5,121.3,202.5,296.2,331.9,177.0,109.8,69.7,43.3,20.0,12.4,0.5,98.0,211.4,235.1,131.5,82.4,84.3,105.4,142.3,131.1,111.5,111.9,139.8,204.8,208.8,154.1,127.5,88.0,55.0
DT34,WEEKENDS/HOLIDAY,0.2,22.8,32.9,51.4,86.4,111.2,125.1,152.8,164.2,138.0,114.5,112.8,135.2,170.6,164.8,134.1,70.6,42.6,30.9,19.5,13.0,0.0,28.0,88.5,73.9,54.8,69.5,75.2,107.2,110.8,119.5,103.0,119.4,113.2,120.1,150.5,142.8,130.5,96.1,49.2
DT5,WEEKDAY,3.6,46.6,347.8,655.2,628.5,448.8,345.1,387.4,440.3,470.4,374.9,377.2,426.5,586.9,722.7,459.2,321.5,273.7,168.2,63.0,26.8,11.1,151.1,430.0,531.1,430.5,326.2,330.0,369.6,392.7,454.7,462.5,516.0,642.6,866.7,678.0,402.9,338.0,291.7,183.0
DT5,WEEKENDS/HOLIDAY,4.5,24.9,110.0,174.5,319.2,464.8,561.8,640.2,679.8,680.5,602.2,539.5,525.1,520.5,561.5,417.8,322.2,247.9,196.8,72.9,29.4,7.0,105.2,346.4,493.9,486.1,452.1,476.0,474.1,495.1,442.9,432.6,479.4,597.8,580.8,497.2,359.5,355.8,311.8,182.1
DT6,WEEKDAY,0.3,7.7,118.4,284.2,215.1,170.9,209.5,200.7,200.0,248.2,330.3,205.4,268.9,392.6,354.2,167.6,101.4,70.7,59.5,14.4,8.6,6.7,140.9,452.1,290.4,156.4,115.3,147.9,142.0,171.0,186.8,206.4,188.0,239.3,283.3,231.0,143.8,125.5,93.3,66.8
DT6,WEEKENDS/HOLIDAY,1.1,2.5,35.0,64.9,125.6,179.6,211.8,230.5,240.8,187.9,156.1,167.6,175.0,183.0,176.8,126.4,75.0,61.0,64.1,15.1,8.0,2.1,26.1,89.5,114.2,107.5,107.4,125.8,147.1,160.2,148.1,171.4,179.9,181.0,215.2,178.6,156.5,145.6,109.0,59.9
DT7,WEEKDAY,0.7,8.4,42.2,118.2,103.5,77.3,79.8,95.8,101.4,165.4,224.2,255.7,230.5,270.5,272.8,169.7,76.8,62.3,67.1,20.8,1.7,4.9,88.6,419.5,349.6,146.4,107.9,92.2,98.7,119.8,140.9,156.0,149.1,161.7,198.8,144.7,80.5,59.5,56.0,25.9
DT7,WEEKENDS/HOLIDAY,1.0,4.2,13.6,33.0,80.8,121.1,130.6,132.9,111.9,121.2,99.9,106.2,106.1,134.6,133.2,96.2,62.1,52.5,75.1,24.8,3.5,1.0,37.1,112.0,114.4,125.6,125.6,112.4,99.4,110.2,129.9,124.6,142.0,155.8,151.2,121.9,93.1,67.2,52.8,24.8
DT8,WEEKDAY,0.6,2.3,52.2,171.0,123.0,106.0,151.6,218.3,181.7,247.8,352.9,313.7,305.5,275.2,238.5,129.3,69.3,45.1,44.0,14.2,2.0,9.5,188.2,889.4,254.5,122.0,101.8,85.5,110.5,118.5,126.0,134.0,130.0,121.9,141.4,100.2,56.7,52.4,40.6,20.6
DT8,WEEKENDS/HOLIDAY,0.1,1.8,12.8,31.5,83.8,128.9,138.4,125.8,110.4,98.6,84.9,92.5,97.8,102.1,87.5,66.1,45.4,37.2,45.9,17.5,3.0,2.5,34.2,60.4,70.9,69.1,100.0,75.5,65.4,80.5,93.5,98.9,122.8,118.1,126.0,104.1,73.4,55.6,39.6,16.2
EW1,WEEKDAY,0.2,437.5,1661.0,2680.1,2323.0,1535.9,1247.0,1212.2,1135.5,1122.3,1006.3,966.9,1106.9,1344.0,1379.0,794.6,459.8,387.0,295.5,49.4,135.0,26.0,440.6,1056.4,922.3,507.5,479.3,569.3,685.2,885.3,1047.5,1174.0,1313.8,1773.0,2618.0,2120.5,1533.8,1368.9,1105.9,596.5
EW1,WEEKENDS/HOLIDAY,0.2,184.8,520.5,769.4,1025.1,1326.5,1388.8,1422.5,1461.8,1281.0,1179.2,1088.8,1065.2,1187.1,1062.8,748.4,493.2,412.4,313.5,63.6,154.1,14.0,140.4,384.8,472.9,489.4,520.9,656.6,833.0,925.6,1020.0,1131.6,1179.9,1337.8,1392.9,1288.9,1242.1,1222.1,1081.5,621.9
EW10,WEEKDAY,1.4,149.2,624.1,926.0,707.2,503.7,364.9,305.0,324.5,303.4,260.1,269.3,298.4,479.0,557.5,341.5,209.0,171.8,133.3,55.8,11.3,12.9,142.8,322.0,424.0,283.9,199.4,198.5,240.3,359.0,308.7,337.5,405.6,582.0,867.9,740.9,544.2,509.4,435.9,198.7
EW10,WEEKENDS/HOLIDAY,2.8,45.8,285.6,394.5,383.2,445.9,434.0,444.1,453.9,424.6,408.9,443.1,462.1,540.2,513.2,414.9,269.0,213.0,172.9,68.5,14.8,5.2,86.8,147.1,243.5,261.2,325.8,377.0,450.8,469.2,465.0,457.6,503.9,530.9,577.2,515.6,484.9,477.2,440.1,210.9
EW11,WEEKDAY,2.6,131.2,572.8,704.0,613.7,573.0,533.1,559.1,647.7,630.2,606.0,635.5,653.4,1182.7,1199.5,682.7,410.4,337.7,279.5,122.8,12.5,16.4,280.6,877.5,1282.7,904.4,668.9,553.0,554.7,603.9,607.8,590.2,523.7,682.1,859.0,702.4,447.7,416.0,342.2,174.1
EW11,WEEKENDS/HOLIDAY,5.4,52.5,284.6,399.9,381.5,465.6,496.2,595.4,703.8,661.6,586.4,555.8,577.0,614.0,575.0,501.2,373.1,319.4,254.9,138.6,14.0,3.8,155.6,336.0,504.8,541.4,591.0,594.1,648.1,613.5,573.5,590.5,550.5,602.5,592.1,520.8,413.1,376.9,351.4,195.4
EW12/DT14,WEEKDAY,15.0,82.5,296.5,463.7,493.3,431.5,516.4,747.8,1140.0,1526.2,1623.0,1848.7,2098.1,2638.6,2916.0,2206.0,2064.6,2500.0,1761.3,573.2,14.7,24.0,544.5,1212.4,1934.0,1900.7,1937.0,2047.3,2191.5,2040.5,1886.1,1790.0,1722.4,1917.2,2608.7,1771.1,839.7,509.3,303.6,130.4
EW12/DT14,WEEKENDS/HOLIDAY,19.4,34.0,173.4,231.4,266.2,331.5,534.9,850.2,1350.5,1778.2,2215.2,2591.5,2937.6,2973.8,2758.0,2486.1,2361.4,2806.0,2046.5,708.6,19.9,8.5,277.8,469.4,826.4,1346.1,2155.2,2700.8,3129.1,3117.2,3001.1,2923.2,2705.4,2574.1,2350.9,1716.8,1003.0,544.1,339.2,132.6
EW13/NS25,WEEKDAY,11.4,18.5,115.5,194.5,198.6,205.1,287.8,479.6,725.0,1109.1,1190.9,1298.3,1531.1,1955.3,2394.4,1963.6,1897.5,2114.4,1482.1,533.1,2.7,29.1,521.3,1039.2,1818.7,1991.6,1822.9,1646.2,1640.0,1375.3,1277.9,1143.5,1081.8,1253.0,1838.7,1159.6,378.0,185.1,120.9,41.0
EW13/NS25,WEEKENDS/HOLIDAY,14.8,7.1,76.9,126.5,142.8,193.8,470.2,775.2,1033.0,1296.0,1609.8,2001.0,2427.6,2773.9,2478.2,2078.6,2012.5,2289.4,1581.1,562.4,3.8,10.8,297.8,566.9,869.5,2188.9,2608.4,2298.1,2200.0,2198.2,2072.1,2016.9,1864.5,1744.6,1500.9,992.6,447.1,214.9,140.4,48.5
EW14/NS26,WEEKDAY,8.5,9.9,58.5,188.5,282.0,292.4,434.3,760.5,1083.5,893.6,940.7,1101.3,1535.8,3055.7,4391.0,2730.5,1531.8,993.0,943.1,414.7,2.5,89.6,1104.9,2301.1,4812.6,3637.1,1547.1,988.0,916.0,1257.0,921.6,623.0,558.4,578.2,763.3,558.4,199.0,118.6,67.5,23.2
EW14/NS26,WEEKENDS/HOLIDAY,6.9,5.2,31.6,108.4,145.5,128.6,251.2,370.2,505.2,550.6,545.0,629.1,647.5,644.1,528.6,510.5,481.8,456.9,669.2,352.1,2.1,10.8,271.1,519.2,537.4,611.1,651.1,614.9,552.5,506.1,493.9,418.2,396.4,432.4,513.1,403.1,167.9,119.9,61.5,19.0
EW15,WEEKDAY,4.1,39.2,153.7,329.7,359.9,319.0,384.0,557.8,795.7,897.2,918.5,968.9,1396.7,2530.6,3320.7,2085.5,1416.1,1169.7,1103.7,426.3,4.0,31.0,987.9,2010.5,3739.0,2903.2,1570.5,1112.1,984.7,984.9,805.5,683.0,637.7,837.6,1246.1,861.7,333.5,217.5,164.0,70.4
EW15,WEEKENDS/HOLIDAY,2.6,23.1,88.8,155.4,187.4,215.5,298.0,417.9,614.9,742.8,825.2,843.2,828.8,857.8,816.0,752.0,694.6,651.6,800.8,356.1,6.6,5.0,323.4,553.9,668.4,821.6,824.9,859.9,904.1,842.8,710.8,598.0,610.5,747.5,771.5,564.1,296.4,241.6,175.4,76.1
EW16/NE3,WEEKDAY,0.5,96.0,427.7,654.4,696.7,605.5,740.1,939.7,1179.4,884.5,906.0,1194.6,1647.4,3266.1,3052.3,1425.0,990.9,889.9,570.6,219.3,7.4,7.5,1237.0,3189.7,3289.5,1840.7,1128.0,1022.9,1070.9,1300.8,1012.8,670.8,549.1,634.7,832.0,732.3,422.1,289.4,255.5,117.5
EW16/NE3,WEEKENDS/HOLIDAY,0.1,30.6,196.8,347.4,463.9,443.8,498.2,562.5,763.2,723.0,715.0,692.6,775.0,711.6,666.6,674.1,621.2,649.4,468.6,203.9,11.8,3.8,517.8,764.0,702.0,611.0,607.6,748.4,815.5,647.5,488.1,442.8,512.5,637.9,619.8,603.8,436.0,292.2,279.4,142.9
EW17,WEEKDAY,1.0,218.5,1327.2,1764.1,1463.5,1044.6,786.7,825.6,879.8,1067.6,893.2,832.8,990.7,1367.6,1650.8,1032.0,727.7,703.6,461.7,163.8,16.8,15.7,437.3,1016.6,1455.7,1038.5,881.2,801.1,882.5,932.7,932.5,1035.5,1096.4,1584.8,2127.5,1566.1,1073.1,938.1,805.3,391.6
EW17,WEEKENDS/HOLIDAY,2.5,62.5,466.1,597.1,664.9,869.1,954.4,985.0,1130.6,1089.1,1019.5,994.9,1036.6,1059.2,1036.4,886.4,685.5,681.4,547.2,196.2,23.6,4.2,200.4,434.8,665.1,838.9,944.8,953.4,1038.4,1083.1,1007.8,1062.4,1099.6,1250.4,1165.5,1005.9,887.5,896.5,853.4,439.6
EW18,WEEKDAY,0.5,107.5,685.9,1075.0,851.6,572.2,497.4,502.5,580.0,590.9,559.0,511.4,606.6,1124.1,1386.3,769.6,404.3,273.0,173.2,75.5,12.0,26.4,484.4,1297.6,1612.0,805.6,446.5,419.0,465.6,532.5,538.0,542.9,607.0,764.8,981.0,751.7,543.5,471.0,383.2,201.6
EW18,WEEKENDS/HOLIDAY,1.2,29.4,232.8,341.4,423.8,489.5,581.6,588.9,612.1,593.8,524.0,533.6,539.2,611.9,608.2,465.1,307.9,270.4,186.2,94.8,16.2,5.1,198.0,376.6,518.8,489.0,460.9,485.4,516.4,553.6,514.6,554.4,548.2,551.2,550.5,510.8,458.8,442.9,399.6,217.6
