ORIGIN_PT_CODE,DESTINATION_PT_CODE,TOTAL_TRIPS
BP10,BP11,86.0
BP10,BP12,113.0
BP10,BP13,81.0
BP10,BP2,44.0
BP10,BP3,59.0
BP10,BP4,64.0
BP10,BP5,108.0
BP10,BP6/DT1,802.0
BP10,BP7,56.0
BP10,BP8,138.0
BP10,BP9,63.0
BP10,CC11,0.0
BP10,CC14,0.0
BP10,CC2,0.0
BP10,CC20,0.0
BP10,CC21,0.0
BP10,CC22/EW21,5.0
BP10,CC23,0.0
BP10,CC24,1.0
BP10,CC25,1.0
BP10,CC26,0.0
BP10,CC27,0.0
BP10,CC28,0.0
BP10,CE1/DT16,0.0
BP10,CG1/DT35,0.0
BP10,CG2,0.0
BP10,DT1/PB6,43.0
BP10,DT2,0.0
BP10,DT5,0.0
BP10,DT7,0.0
BP10,EW1,0.0
BP10,EW10,0.0
BP10,EW11,0.0
BP10,EW12/DT14,0.0
BP10,EW13/NS25,1.0
BP10,EW14/NS26,1.0
BP10,EW15,1.0
BP10,EW16/NE3,1.0
BP10,EW17,2.0
BP10,EW18,3.0
BP10,EW19,5.0
BP10,EW2/DT32,0.0
BP10,EW20,9.0
BP10,EW22,14.0
BP10,EW23,27.0
BP10,EW24/NS1,157.0
BP10,EW25,2.0
BP10,EW26,13.0
BP10,EW27,43.0
BP10,EW28,13.0
BP10,EW29,24.0
BP10,EW3,0.0
BP10,EW30,8.0
BP10,EW31,5.0
BP10,EW32,4.0
BP10,EW33,3.0
BP10,EW4,0.0
BP10,EW5,1.0
BP10,EW6,0.0
BP10,EW7,0.0
BP10,EW8/CC9,1.0
BP10,EW9,0.0
BP10,NE1/CC29,0.0
BP10,NE14,0.0
BP10,NE16/STC,0.0
BP10,NE17/PTC,0.0
BP10,NE4/DT19,0.0
BP10,NE7/DT12,0.0
BP10,NE9,0.0
BP10,NS10,14.0
BP10,NS11,15.0
BP10,NS12,2.0
BP10,NS13,14.0
BP10,NS14,6.0
BP10,NS15,14.0
BP10,NS16,7.0
BP10,NS17/CC15,0.0
BP10,NS18,0.0
BP10,NS19,1.0
BP10,NS2,33.0
BP10,NS20,0.0
BP10,NS21/DT11,0.0
BP10,NS22,0.0
BP10,NS23,0.0
BP10,NS24/NE6/CC1,0.0
BP10,NS28,0.0
BP10,NS3,24.0
BP10,NS4/BP1,209.0
BP10,NS5,45.0
BP10,NS7,15.0
BP10,NS8,7.0
BP10,NS9/TE2,24.0
BP10,PE3,0.0
BP10,TE1,1.0
BP10,TE3,0.0
BP11,BP10,28.0
BP11,BP12,49.0
BP11,BP13,60.0
BP11,BP2,44.0
BP11,BP3,60.0
BP11,BP4,65.0
BP11,BP5,111.0
BP11,BP6/DT1,963.0
BP11,BP7,35.0
BP11,BP8,85.0
BP11,BP9,61.0
BP11,CC11,0.0
BP11,CC12,0.0
BP11,CC19/DT9,0.0
BP11,CC2,0.0
BP11,CC20,0.0
BP11,CC21,0.0
BP11,CC22/EW21,4.0
BP11,CC23,1.0
BP11,CC24,1.0
BP11,CC26,0.0
BP11,CC28,0.0
BP11,CC5,0.0
BP11,CC8,0.0
BP11,CG2,0.0
BP11,DT1/PB6,53.0
BP11,DT13,0.0
BP11,DT18,0.0
BP11,DT5,0.0
BP11,EW1,0.0
BP11,EW11,1.0
BP11,EW12/DT14,1.0
BP11,EW13/NS25,1.0
BP11,EW14/NS26,1.0
BP11,EW15,3.0
BP11,EW16/NE3,1.0
BP11,EW17,6.0
BP11,EW18,7.0
BP11,EW19,9.0
BP11,EW2/DT32,0.0
BP11,EW20,9.0
BP11,EW22,21.0
BP11,EW23,49.0
BP11,EW24/NS1,201.0
BP11,EW25,2.0
BP11,EW26,21.0
BP11,EW27,50.0
BP11,EW28,18.0
BP11,EW29,27.0
BP11,EW3,0.0
BP11,EW30,7.0
BP11,EW31,4.0
BP11,EW32,7.0
BP11,EW33,4.0
BP11,EW4,0.0
BP11,EW5,0.0
BP11,EW6,0.0
BP11,EW7,0.0
BP11,EW8/CC9,1.0
BP11,EW9,0.0
BP11,NE1/CC29,1.0
BP11,NE12/CC13,0.0
BP11,NE15,0.0
BP11,NE16/STC,0.0
BP11,NE4/DT19,0.0
BP11,NE5,0.0
BP11,NE7/DT12,0.0
BP11,NE8,0.0
BP11,NE9,0.0
BP11,NS10,21.0
BP11,NS11,16.0
BP11,NS12,3.0
BP11,NS13,18.0
BP11,NS14,8.0
BP11,NS15,18.0
BP11,NS16,12.0
BP11,NS17/CC15,1.0
BP11,NS18,0.0
BP11,NS19,1.0
BP11,NS2,45.0
BP11,NS20,0.0
BP11,NS21/DT11,0.0
BP11,NS22,0.0
BP11,NS23,0.0
BP11,NS24/NE6/CC1,0.0
BP11,NS27/CE2,0.0
BP11,NS28,0.0
BP11,NS3,32.0
BP11,NS4/BP1,227.0
BP11,NS5,46.0
BP11,NS7,14.0
BP11,NS8,9.0
BP11,NS9/TE2,38.0
BP11,PE2,0.0
BP11,PE6,0.0
BP11,TE1,3.0
BP11,TE3,3.0
BP12,BP10,29.0
BP12,BP11,12.0
BP12,BP13,46.0
BP12,BP2,37.0
BP12,BP3,62.0
BP12,BP4,43.0
BP12,BP5,79.0
BP12,BP6/DT1,850.0
BP12,BP7,27.0
BP12,BP8,55.0
BP12,BP9,52.0
BP12,CC16,0.0
BP12,CC19/DT9,0.0
BP12,CC2,0.0
BP12,CC20,0.0
BP12,CC22/EW21,4.0
BP12,CC24,0.0
BP12,CC25,0.0
BP12,CC26,0.0
BP12,CC4/DT15,0.0
BP12,CC8,0.0
BP12,CE1/DT16,0.0
BP12,CG2,0.0
BP12,DT1/PB6,37.0
BP12,DT13,0.0
BP12,DT20,0.0
BP12,DT33,0.0
BP12,DT8,0.0
BP12,EW1,0.0
BP12,EW10,0.0
BP12,EW11,0.0
BP12,EW12/DT14,0.0
BP12,EW13/NS25,1.0
BP12,EW14/NS26,0.0
BP12,EW15,1.0
BP12,EW16/NE3,1.0
BP12,EW17,4.0
BP12,EW18,5.0
BP12,EW19,3.0
BP12,EW2/DT32,0.0
BP12,EW20,6.0
BP12,EW22,13.0
BP12,EW23,25.0
BP12,EW24/NS1,139.0
BP12,EW25,2.0
BP12,EW26,14.0
BP12,EW27,30.0
BP12,EW28,17.0
BP12,EW29,20.0
BP12,EW3,0.0
BP12,EW30,4.0
BP12,EW31,3.0
BP12,EW32,4.0
BP12,EW33,2.0
BP12,EW5,0.0
BP12,EW7,0.0
BP12,EW8/CC9,0.0
BP12,EW9,0.0
BP12,NE1/CC29,0.0
BP12,NE13,0.0
BP12,NE16/STC,0.0
BP12,NE4/DT19,0.0
BP12,NE5,0.0
BP12,NE7/DT12,0.0
BP12,NE9,0.0
BP12,NS10,24.0
BP12,NS11,19.0
BP12,NS12,3.0
BP12,NS13,20.0
BP12,NS14,8.0
BP12,NS15,13.0
BP12,NS16,7.0
BP12,NS17/CC15,0.0
BP12,NS18,1.0
BP12,NS19,0.0
BP12,NS2,26.0
BP12,NS20,0.0
BP12,NS21/DT11,0.0
BP12,NS22,0.0
BP12,NS23,0.0
BP12,NS24/NE6/CC1,0.0
BP12,NS3,25.0
BP12,NS4/BP1,158.0
BP12,NS5,40.0
BP12,NS7,7.0
BP12,NS8,9.0
BP12,NS9/TE2,40.0
BP12,TE1,2.0
BP12,TE3,0.0
BP13,BP10,34.0
BP13,BP11,20.0
BP13,BP12,30.0
BP13,BP2,24.0
BP13,BP3,25.0
BP13,BP4,30.0
BP13,BP5,18.0
BP13,BP6/DT1,303.0
BP13,BP7,7.0
BP13,BP8,29.0
BP13,BP9,62.0
BP13,CC11,0.0
BP13,CC12,0.0
BP13,CC20,0.0
BP13,CC22/EW21,1.0
BP13,CC23,0.0
BP13,CC24,0.0
BP13,CC5,0.0
BP13,CE1/DT16,0.0
BP13,CG2,0.0
BP13,DT1/PB6,18.0
BP13,DT13,0.0
BP13,DT28,0.0
BP13,DT6,0.0
BP13,EW1,0.0
BP13,EW10,0.0
BP13,EW11,0.0
BP13,EW12/DT14,0.0
BP13,EW13/NS25,1.0
BP13,EW14/NS26,0.0
BP13,EW15,0.0
BP13,EW16/NE3,1.0
BP13,EW17,5.0
BP13,EW18,5.0
BP13,EW19,4.0
BP13,EW2/DT32,0.0
BP13,EW20,4.0
BP13,EW22,10.0
BP13,EW23,23.0
BP13,EW24/NS1,137.0
BP13,EW25,2.0
BP13,EW26,7.0
BP13,EW27,21.0
BP13,EW28,8.0
BP13,EW29,14.0
BP13,EW3,0.0
BP13,EW30,2.0
BP13,EW31,2.0
BP13,EW32,2.0
BP13,EW33,3.0
BP13,EW5,0.0
BP13,EW7,0.0
BP13,EW8/CC9,0.0
BP13,EW9,0.0
BP13,NE1/CC29,0.0
BP13,NE12/CC13,0.0
BP13,NE14,0.0
BP13,NE4/DT19,0.0
BP13,NE5,0.0
BP13,NE8,0.0
BP13,NS10,20.0
BP13,NS11,14.0
BP13,NS12,2.0
BP13,NS13,11.0
BP13,NS14,4.0
BP13,NS15,8.0
BP13,NS16,4.0
BP13,NS17/CC15,0.0
BP13,NS18,0.0
BP13,NS19,0.0
BP13,NS2,18.0
BP13,NS20,0.0
BP13,NS21/DT11,0.0
BP13,NS22,0.0
BP13,NS23,0.0
BP13,NS24/NE6/CC1,0.0
BP13,NS27/CE2,0.0
BP13,NS28,0.0
BP13,NS3,18.0
BP13,NS4/BP1,120.0
BP13,NS5,21.0
BP13,NS7,4.0
BP13,NS8,5.0
BP13,NS9/TE2,21.0
BP13,TE1,1.0
BP13,TE3,1.0
BP2,BP10,49.0
BP2,BP11,41.0
BP2,BP12,34.0
BP2,BP13,12.0
