DAY_TYPE,ORIGIN_PT_CODE,DESTINATION_PT_CODE,TOTAL_TRIPS
WEEKDAY,BP10,BP11,55.0
WEEKDAY,BP10,BP12,60.0
WEEKDAY,BP10,BP13,50.0
WEEKDAY,BP10,BP2,18.0
WEEKDAY,BP10,BP3,26.0
WEEKDAY,BP10,BP4,17.0
WEEKDAY,BP10,BP5,47.0
WEEKDAY,BP10,BP7,35.0
WEEKDAY,BP10,BP8,89.0
WEEKDAY,BP10,BP9,44.0
WEEKDAY,BP10,CC22/EW21,4.0
WEEKDAY,BP10,CC24,1.0
WEEKDAY,BP10,DT1/PB6,386.0
WEEKDAY,BP10,EW14/NS26,1.0
WEEKDAY,BP10,EW17,1.0
WEEKDAY,BP10,EW18,3.0
WEEKDAY,BP10,EW19,2.0
WEEKDAY,BP10,EW20,7.0
WEEKDAY,BP10,EW22,1.0
WEEKDAY,BP10,EW23,14.0
WEEKDAY,BP10,EW24/NS1,73.0
WEEKDAY,BP10,EW26,7.0
WEEKDAY,BP10,EW27,22.0
WEEKDAY,BP10,EW28,9.0
WEEKDAY,BP10,EW29,20.0
WEEKDAY,BP10,EW30,8.0
WEEKDAY,BP10,EW31,4.0
WEEKDAY,BP10,EW32,5.0
WEEKDAY,BP10,EW33,1.0
WEEKDAY,BP10,NS10,9.0
WEEKDAY,BP10,NS11,6.0
WEEKDAY,BP10,NS13,7.0
WEEKDAY,BP10,NS14,3.0
WEEKDAY,BP10,NS15,4.0
WEEKDAY,BP10,NS16,5.0
WEEKDAY,BP10,NS17/CC15,1.0
WEEKDAY,BP10,NS2,15.0
WEEKDAY,BP10,NS3,13.0
WEEKDAY,BP10,NS4/BP1,101.0
WEEKDAY,BP10,NS5,18.0
WEEKDAY,BP10,NS7,7.0
WEEKDAY,BP10,NS8,5.0
WEEKDAY,BP10,NS9/TE2,13.0
WEEKDAY,BP10,TE3,1.0
WEEKDAY,BP11,BP10,21.0
WEEKDAY,BP11,BP12,31.0
WEEKDAY,BP11,BP13,26.0
WEEKDAY,BP11,BP2,15.0
WEEKDAY,BP11,BP3,23.0
WEEKDAY,BP11,BP4,15.0
WEEKDAY,BP11,BP5,41.0
WEEKDAY,BP11,BP7,17.0
WEEKDAY,BP11,BP8,46.0
WEEKDAY,BP11,BP9,37.0
WEEKDAY,BP11,CC22/EW21,2.0
WEEKDAY,BP11,CC24,1.0
WEEKDAY,BP11,DT1/PB6,430.0
WEEKDAY,BP11,EW15,2.0
WEEKDAY,BP11,EW17,2.0
WEEKDAY,BP11,EW18,3.0
WEEKDAY,BP11,EW19,4.0
WEEKDAY,BP11,EW20,5.0
WEEKDAY,BP11,EW22,2.0
WEEKDAY,BP11,EW23,31.0
WEEKDAY,BP11,EW24/NS1,106.0
WEEKDAY,BP11,EW25,1.0
WEEKDAY,BP11,EW26,10.0
WEEKDAY,BP11,EW27,33.0
WEEKDAY,BP11,EW28,6.0
WEEKDAY,BP11,EW29,25.0
WEEKDAY,BP11,EW30,7.0
WEEKDAY,BP11,EW31,3.0
WEEKDAY,BP11,EW32,4.0
WEEKDAY,BP11,EW33,2.0
WEEKDAY,BP11,NS10,14.0
WEEKDAY,BP11,NS11,9.0
WEEKDAY,BP11,NS12,2.0
WEEKDAY,BP11,NS13,6.0
WEEKDAY,BP11,NS14,2.0
WEEKDAY,BP11,NS15,2.0
WEEKDAY,BP11,NS16,6.0
WEEKDAY,BP11,NS19,1.0
WEEKDAY,BP11,NS2,20.0
WEEKDAY,BP11,NS3,16.0
WEEKDAY,BP11,NS4/BP1,103.0
WEEKDAY,BP11,NS5,12.0
WEEKDAY,BP11,NS7,10.0
WEEKDAY,BP11,NS8,8.0
WEEKDAY,BP11,NS9/TE2,19.0
WEEKDAY,BP11,TE1,2.0
WEEKDAY,BP12,BP10,24.0
WEEKDAY,BP12,BP11,10.0
WEEKDAY,BP12,BP13,8.0
WEEKDAY,BP12,BP2,12.0
WEEKDAY,BP12,BP3,16.0
WEEKDAY,BP12,BP4,6.0
WEEKDAY,BP12,BP5,27.0
WEEKDAY,BP12,BP7,6.0
WEEKDAY,BP12,BP8,20.0
WEEKDAY,BP12,BP9,34.0
WEEKDAY,BP12,CC22/EW21,1.0
WEEKDAY,BP12,DT1/PB6,304.0
WEEKDAY,BP12,EW17,4.0
WEEKDAY,BP12,EW18,2.0
WEEKDAY,BP12,EW19,2.0
WEEKDAY,BP12,EW20,5.0
WEEKDAY,BP12,EW23,11.0
WEEKDAY,BP12,EW24/NS1,66.0
WEEKDAY,BP12,EW25,1.0
WEEKDAY,BP12,EW26,7.0
WEEKDAY,BP12,EW27,14.0
WEEKDAY,BP12,EW28,8.0
WEEKDAY,BP12,EW29,17.0
WEEKDAY,BP12,EW30,3.0
WEEKDAY,BP12,EW32,1.0
WEEKDAY,BP12,EW33,3.0
WEEKDAY,BP12,NS10,6.0
WEEKDAY,BP12,NS11,6.0
WEEKDAY,BP12,NS12,1.0
WEEKDAY,BP12,NS13,9.0
WEEKDAY,BP12,NS14,1.0
WEEKDAY,BP12,NS15,4.0
WEEKDAY,BP12,NS16,4.0
WEEKDAY,BP12,NS19,1.0
WEEKDAY,BP12,NS2,10.0
WEEKDAY,BP12,NS3,11.0
WEEKDAY,BP12,NS4/BP1,70.0
WEEKDAY,BP12,NS5,11.0
WEEKDAY,BP12,NS7,4.0
WEEKDAY,BP12,NS8,4.0
WEEKDAY,BP12,NS9/TE2,12.0
WEEKDAY,BP13,BP10,24.0
WEEKDAY,BP13,BP11,11.0
WEEKDAY,BP13,BP12,6.0
WEEKDAY,BP13,BP2,8.0
WEEKDAY,BP13,BP3,7.0
WEEKDAY,BP13,BP4,6.0
WEEKDAY,BP13,BP5,6.0
WEEKDAY,BP13,BP7,5.0
WEEKDAY,BP13,BP8,12.0
WEEKDAY,BP13,BP9,36.0
WEEKDAY,BP13,CC24,1.0
WEEKDAY,BP13,DT1/PB6,164.0
WEEKDAY,BP13,EW17,2.0
WEEKDAY,BP13,EW18,2.0
WEEKDAY,BP13,EW20,1.0
WEEKDAY,BP13,EW23,14.0
WEEKDAY,BP13,EW24/NS1,61.0
WEEKDAY,BP13,EW26,4.0
WEEKDAY,BP13,EW27,13.0
WEEKDAY,BP13,EW28,4.0
WEEKDAY,BP13,EW29,12.0
WEEKDAY,BP13,EW30,1.0
WEEKDAY,BP13,EW32,1.0
WEEKDAY,BP13,EW33,2.0
WEEKDAY,BP13,NS10,9.0
WEEKDAY,BP13,NS11,6.0
WEEKDAY,BP13,NS13,2.0
WEEKDAY,BP13,NS14,3.0
WEEKDAY,BP13,NS15,4.0
WEEKDAY,BP13,NS16,2.0
WEEKDAY,BP13,NS2,6.0
WEEKDAY,BP13,NS3,8.0
WEEKDAY,BP13,NS4/BP1,72.0
WEEKDAY,BP13,NS5,9.0
WEEKDAY,BP13,NS7,2.0
WEEKDAY,BP13,NS8,1.0
WEEKDAY,BP13,NS9/TE2,12.0
WEEKDAY,BP2,BP10,17.0
WEEKDAY,BP2,BP11,15.0
WEEKDAY,BP2,BP12,7.0
WEEKDAY,BP2,BP13,5.0
WEEKDAY,BP2,BP3,19.0
WEEKDAY,BP2,BP4,16.0
WEEKDAY,BP2,BP5,26.0
WEEKDAY,BP2,BP7,11.0
WEEKDAY,BP2,BP8,30.0
WEEKDAY,BP2,BP9,20.0
WEEKDAY,BP2,CC11,1.0
WEEKDAY,BP2,CC22/EW21,4.0
WEEKDAY,BP2,CC23,3.0
WEEKDAY,BP2,CC24,8.0
WEEKDAY,BP2,CC25,3.0
WEEKDAY,BP2,CC26,1.0
WEEKDAY,BP2,CC27,1.0
WEEKDAY,BP2,CG2,1.0
WEEKDAY,BP2,DT1/PB6,263.0
WEEKDAY,BP2,DT27,1.0
WEEKDAY,BP2,EW1,1.0
WEEKDAY,BP2,EW10,1.0
WEEKDAY,BP2,EW13/NS25,1.0
WEEKDAY,BP2,EW14/NS26,5.0
WEEKDAY,BP2,EW15,6.0
WEEKDAY,BP2,EW16/NE3,9.0
WEEKDAY,BP2,EW17,6.0
WEEKDAY,BP2,EW18,6.0
