PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
BP10,4180,4273
BP11,4417,3876
BP12,3787,3491
BP13,2221,2004
BP14,79,73
BP2,3861,3277
BP3,4694,4080
BP4,2932,2748
BP5,2681,2038
BP6,13745,16277
BP7,1864,1702
BP8,3177,2977
BP9,3195,3170
CC1-NE6-NS24,39659,37843
CC10,15761,14732
CC11,16993,17090
CC12,5938,5100
CC14,7658,7212
CC16,10388,9776
CC17,3699,3632
CC19,7885,8436
CC2,7077,7766
CC20,5642,5506
CC21,9098,9886
CC23,14887,14572
CC24,20608,20146
CC25,7478,6768
CC26,4728,4884
CC27,6736,6647
CC28,4049,4234
CC3,10760,10108
CC4-DT15,20444,21653
CC5,5972,6267
CC6,11155,11009
CC7,7070,7374
CC8,8560,7859
CE1,34961,34400
CG1,15828,16380
CG2,19838,18754
DT1,31127,29983
DT10,5070,4056
DT11,30524,31941
DT13,10508,10887
DT17,21930,22633
DT18,15361,16318
DT2,2778,2233
DT20,6966,7607
DT21,7873,7822
DT22,7311,7732
DT23,3945,3956
DT24,4817,4601
DT25,3498,3583
DT27,7084,6852
DT28,10128,9478
DT29,6553,6072
DT3,7955,6888
DT30,7247,7031
DT31,7286,7740
DT32,20271,21866
DT33,17609,16437
DT34,4477,4140
DT5,13720,13476
DT6,7197,6108
DT7,4089,4780
DT8,4463,4218
EW1,32703,31213
EW10,12775,13096
EW11,21783,21865
EW12,60140,62164
EW13-NS25,48847,49961
EW14-NS26,56718,55459
EW15,41196,43379
EW16,29398,28788
EW17,27744,28783
EW18,17788,17968
EW19,14806,14014
EW2,34412,34404
EW20,15749,15003
EW21,27916,26866
EW22,8810,8846
EW23,43875,44308
EW24-NS1,77852,81948
EW25,9341,8594
EW26,31098,27028
EW27,47739,54715
EW28,30550,23124
EW29,16304,15573
EW3,18618,18750
EW30,2566,2043
EW31,3053,2414
EW32,2782,2825
EW33,2473,2565
EW4,17785,15675
EW5,35320,34740
EW6,11901,13481
EW7,15331,17555
EW8,39016,39627
EW9,24242,23785
NE1,53364,54394
NE10,13646,13695
NE11,5325,4849
NE12,59215,61086
NE13,22087,21951
NE14,31664,30318
NE15,16848,15728
NE16-STC,42886,43886
NE17-PTC,37906,36617
NE4,58432,58698
NE5,15769,18186
NE7,29023,31171
NE8,29810,32280
NE9,23415,20660
NS10,44579,40102
NS11,41835,40804
NS13,55337,58250
NS14,31017,27030
NS15,23452,21614
NS16,49616,53162
NS17,48644,46744
NS18,15339,14171
NS19,39743,41541
NS2,26006,26571
NS20,39193,38759
NS21,32038,34064
NS22,65033,70131
NS23,36716,39734
NS27,6081,6465
NS28,1820,1826
NS3,16584,16156
NS4,40504,43029
NS5,30764,29210
NS7,21545,19345
NS8,22478,17952
NS9,45152,53087
PE1,3487,3441
PE2,5281,4902
PE3,5689,5608
PE4,1443,1387
PE5,5046,4667
PE6,5618,5367
PE7,3885,3657
PW1,630,658
PW3,416,424
PW4,359,363
PW5,2005,2284
PW6,952,749
PW7,1389,1647
SE1,4268,4306
SE2,5624,5146
SE3,3171,2990
SE4,3677,3438
SE5,2647,2613
SW1,1225,1265
SW2,3805,3492
SW3,1969,1900
SW4,788,706
SW5,7276,6753
SW6,3271,3135
SW7,2906,2630
SW8,1966,1930
