DAY_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
WEEKDAY,BP10,4493,4555
WEEKDAY,BP11,4821,4166
WEEKDAY,BP12,4340,3915
WEEKDAY,BP13,2367,2116
WEEKDAY,BP14,66,58
WEEKDAY,BP2,4306,3558
WEEKDAY,BP3,5150,4385
WEEKDAY,BP4,3546,3308
WEEKDAY,BP5,2946,2214
WEEKDAY,BP6,14715,17830
WEEKDAY,BP7,2046,1844
WEEKDAY,BP8,3517,3268
WEEKDAY,BP9,3395,3380
WEEKDAY,CC1-NE6-NS24,40206,38311
WEEKDAY,CC10,18248,17106
WEEKDAY,CC11,20561,20823
WEEKDAY,CC12,6752,5695
WEEKDAY,CC14,9022,8450
WEEKDAY,CC16,12039,11214
WEEKDAY,CC17,4458,4338
WEEKDAY,CC19,7735,8246
WEEKDAY,CC2,8056,8811
WEEKDAY,CC20,6191,6038
WEEKDAY,CC21,9609,10557
WEEKDAY,CC23,20457,20034
WEEKDAY,CC24,26972,26385
WEEKDAY,CC25,8412,7648
WEEKDAY,CC26,5698,5914
WEEKDAY,CC27,9129,8963
WEEKDAY,CC28,4418,4770
WEEKDAY,CC3,9777,9145
WEEKDAY,CC4-DT15,22846,23775
WEEKDAY,CC5,6163,6488
WEEKDAY,CC6,9463,9781
WEEKDAY,CC7,7842,8042
WEEKDAY,CC8,9452,8463
WEEKDAY,CE1,29535,29320
WEEKDAY,CG1,17496,18041
WEEKDAY,CG2,19382,18586
WEEKDAY,DT1,33398,32218
WEEKDAY,DT10,5829,4614
WEEKDAY,DT11,32341,34314
WEEKDAY,DT13,11088,11411
WEEKDAY,DT17,30354,31389
WEEKDAY,DT18,20836,22020
WEEKDAY,DT2,3293,2667
WEEKDAY,DT20,7630,8308
WEEKDAY,DT21,8739,8729
WEEKDAY,DT22,6720,7051
WEEKDAY,DT23,4761,4757
WEEKDAY,DT24,5368,5056
WEEKDAY,DT25,3861,3985
WEEKDAY,DT27,8018,7805
WEEKDAY,DT28,11166,10417
WEEKDAY,DT29,7278,6732
WEEKDAY,DT3,8682,7525
WEEKDAY,DT30,8004,7792
WEEKDAY,DT31,8077,8616
WEEKDAY,DT32,21920,23956
WEEKDAY,DT33,19846,18450
WEEKDAY,DT34,5201,4761
WEEKDAY,DT5,14128,13985
WEEKDAY,DT6,8444,7004
WEEKDAY,DT7,4526,5384
WEEKDAY,DT8,5286,4939
WEEKDAY,EW1,35386,33610
WEEKDAY,EW10,12457,12728
WEEKDAY,EW11,23359,23426
WEEKDAY,EW12,59860,61384
WEEKDAY,EW13-NS25,47961,49384
WEEKDAY,EW14-NS26,74987,73048
WEEKDAY,EW15,53263,56011
WEEKDAY,EW16,35112,34536
WEEKDAY,EW17,30519,31529
WEEKDAY,EW18,20122,20391
WEEKDAY,EW19,16515,15312
WEEKDAY,EW2,35580,35907
WEEKDAY,EW20,17667,16770
WEEKDAY,EW21,31680,30419
WEEKDAY,EW22,10910,10847
WEEKDAY,EW23,48247,49115
WEEKDAY,EW24-NS1,81602,87194
WEEKDAY,EW25,9915,8760
WEEKDAY,EW26,35007,30251
WEEKDAY,EW27,51066,59214
WEEKDAY,EW28,35076,25609
WEEKDAY,EW29,18689,18587
WEEKDAY,EW3,20173,20358
WEEKDAY,EW30,2979,2508
WEEKDAY,EW31,3472,2849
WEEKDAY,EW32,3039,3151
WEEKDAY,EW33,2580,2633
WEEKDAY,EW4,19670,17178
WEEKDAY,EW5,37284,36778
