,,,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS,TOTAL_TRIPS
TIME_PER_HOUR,,,0.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0
DAY_TYPE,ORIGIN_PT_CODE,DESTINATION_PT_CODE,,,,,,,,,,,,,,,,,,,,
WEEKDAY,BP10,BP11,,132.0,375.0,419.0,216.0,168.0,155.0,131.0,139.0,159.0,127.0,109.0,117.0,150.0,164.0,104.0,71.0,54.0,42.0,11.0
WEEKDAY,BP10,BP9,,57.0,130.0,159.0,100.0,42.0,7.0,10.0,10.0,12.0,10.0,11.0,11.0,47.0,50.0,30.0,9.0,2.0,3.0,1.0
WEEKDAY,BP11,BP10,,30.0,86.0,113.0,80.0,25.0,4.0,7.0,8.0,9.0,7.0,6.0,8.0,40.0,33.0,22.0,6.0,1.0,2.0,1.0
WEEKDAY,BP11,BP12,,268.0,750.0,808.0,409.0,288.0,246.0,213.0,232.0,251.0,190.0,171.0,174.0,220.0,249.0,147.0,98.0,67.0,52.0,14.0
WEEKDAY,BP12,BP11,,23.0,86.0,123.0,113.0,57.0,36.0,42.0,71.0,85.0,97.0,106.0,140.0,256.0,274.0,191.0,132.0,112.0,70.0,19.0
WEEKDAY,BP12,BP13,,349.0,962.0,1045.0,553.0,352.0,294.0,265.0,332.0,380.0,335.0,253.0,248.0,309.0,318.0,175.0,111.0,81.0,55.0,16.0
WEEKDAY,BP13,BP12,,22.0,201.0,278.0,142.0,73.0,49.0,63.0,98.0,124.0,138.0,155.0,206.0,380.0,437.0,307.0,187.0,158.0,106.0,29.0
WEEKDAY,BP13,DT1,,419.0,1122.0,1180.0,632.0,397.0,332.0,309.0,369.0,413.0,359.0,272.0,270.0,341.0,350.0,187.0,116.0,86.0,56.0,17.0
WEEKDAY,BP2,BP3,,279.0,849.0,1342.0,994.0,703.0,493.0,481.0,617.0,636.0,617.0,626.0,772.0,1327.0,1367.0,750.0,608.0,514.0,305.0,47.0
WEEKDAY,BP2,NS4,,480.0,1570.0,1653.0,843.0,551.0,495.0,524.0,614.0,642.0,656.0,691.0,808.0,1092.0,1044.0,635.0,481.0,447.0,328.0,92.0
WEEKDAY,BP3,BP2,,450.0,1469.0,1462.0,757.0,506.0,470.0,502.0,593.0,628.0,683.0,724.0,836.0,1139.0,1117.0,703.0,543.0,521.0,385.0,108.0
WEEKDAY,BP3,BP4,,327.0,995.0,1529.0,1094.0,771.0,523.0,510.0,629.0,621.0,574.0,581.0,719.0,1229.0,1244.0,660.0,534.0,455.0,271.0,46.0
WEEKDAY,BP4,BP3,,393.0,1249.0,1213.0,636.0,440.0,418.0,456.0,553.0,637.0,708.0,747.0,859.0,1169.0,1200.0,775.0,596.0,574.0,420.0,119.0
WEEKDAY,BP4,BP5,,344.0,1038.0,1449.0,1001.0,715.0,527.0,522.0,601.0,615.0,577.0,609.0,770.0,1262.0,1216.0,641.0,515.0,445.0,256.0,44.0
WEEKDAY,BP5,BP4,,374.0,1182.0,1227.0,705.0,450.0,393.0,411.0,507.0,637.0,677.0,668.0,734.0,1064.0,1238.0,814.0,628.0,589.0,444.0,128.0
WEEKDAY,BP5,DT1,,348.0,1112.0,1541.0,1040.0,744.0,561.0,556.0,634.0,642.0,612.0,648.0,799.0,1293.0,1261.0,669.0,528.0,448.0,259.0,47.0
WEEKDAY,BP7,BP8,,32.0,267.0,326.0,217.0,162.0,144.0,147.0,184.0,221.0,259.0,290.0,346.0,497.0,505.0,357.0,276.0,242.0,171.0,45.0
WEEKDAY,BP7,DT1,,204.0,418.0,462.0,223.0,134.0,109.0,108.0,128.0,147.0,179.0,132.0,105.0,158.0,171.0,106.0,59.0,31.0,23.0,3.0
WEEKDAY,BP8,BP7,,150.0,317.0,334.0,171.0,118.0,104.0,101.0,117.0,134.0,166.0,122.0,96.0,142.0,154.0,93.0,55.0,30.0,20.0,3.0
