DAY_TYPE,ORIGIN_PT_CODE,DESTINATION_PT_CODE,TOTAL_TRIPS
WEEKDAY,BP10,BP11,2843.0
WEEKDAY,BP10,BP9,701.0
WEEKDAY,BP11,BP10,488.0
WEEKDAY,BP11,BP12,4847.0
WEEKDAY,BP12,BP11,2033.0
WEEKDAY,BP12,BP13,6433.0
WEEKDAY,BP13,BP12,3153.0
WEEKDAY,BP13,DT1,7227.0
WEEKDAY,BP2,BP3,13327.0
WEEKDAY,BP2,NS4,13646.0
WEEKDAY,BP3,BP2,13596.0
WEEKDAY,BP3,BP4,13312.0
WEEKDAY,BP4,BP3,13162.0
WEEKDAY,BP4,BP5,13147.0
WEEKDAY,BP5,BP4,12870.0
WEEKDAY,BP5,DT1,13742.0
WEEKDAY,BP7,BP8,4688.0
WEEKDAY,BP7,DT1,2900.0
WEEKDAY,BP8,BP7,2427.0
WEEKDAY,BP8,BP9,4304.0
WEEKDAY,BP9,BP10,3272.0
WEEKDAY,BP9,BP8,1864.0
WEEKDAY,CC10,CC11,28236.0
WEEKDAY,CC10,DT25,29449.0
WEEKDAY,CC10,DT27,44581.0
WEEKDAY,CC10,EW8,42542.0
WEEKDAY,CC11,CC10,29741.0
WEEKDAY,CC11,CC12,30336.0
WEEKDAY,CC12,CC11,32305.0
WEEKDAY,CC12,NE12,31313.0
WEEKDAY,CC14,NE12,37866.0
WEEKDAY,CC14,NS17,36944.0
WEEKDAY,CC16,CC17,26148.0
WEEKDAY,CC16,NS17,24515.0
WEEKDAY,CC17,CC16,24162.0
WEEKDAY,CC17,CC19,27086.0
WEEKDAY,CC19,CC17,25044.0
WEEKDAY,CC19,CC20,51427.0
WEEKDAY,CC19,DT10,51147.0
WEEKDAY,CC19,DT8,27653.0
WEEKDAY,CC2,CC3,2522.0
WEEKDAY,CC2,NS24,3296.0
WEEKDAY,CC20,CC19,50836.0
WEEKDAY,CC20,CC21,51023.0
WEEKDAY,CC21,CC20,50513.0
WEEKDAY,CC21,EW21,50206.0
WEEKDAY,CC23,CC24,15506.0
WEEKDAY,CC23,EW21,18593.0
WEEKDAY,CC24,CC23,15253.0
WEEKDAY,CC24,CC25,9243.0
WEEKDAY,CC25,CC24,8745.0
WEEKDAY,CC25,CC26,7927.0
WEEKDAY,CC26,CC25,7345.0
WEEKDAY,CC26,CC27,7254.0
WEEKDAY,CC27,CC26,6911.0
WEEKDAY,CC27,CC28,7177.0
WEEKDAY,CC28,CC27,6971.0
WEEKDAY,CC28,NE1,7632.0
WEEKDAY,CC3,CC2,2648.0
WEEKDAY,CC3,CC4,2078.0
WEEKDAY,CC4,CC3,2073.0
WEEKDAY,CC4,CC5,9117.0
WEEKDAY,CC4,CE1,12852.0
WEEKDAY,CC4,EW12,13009.0
WEEKDAY,CC5,CC4,9106.0
WEEKDAY,CC5,CC6,8525.0
WEEKDAY,CC6,CC5,8615.0
WEEKDAY,CC6,CC7,9101.0
WEEKDAY,CC7,CC6,9252.0
WEEKDAY,CC7,CC8,9923.0
WEEKDAY,CC8,CC7,10145.0
WEEKDAY,CC8,EW8,11394.0
WEEKDAY,CE1,CC4,12517.0
WEEKDAY,CE1,DT17,7450.0
WEEKDAY,CE1,NS27,516.0
WEEKDAY,CG1,CG2,4315.0
WEEKDAY,CG1,DT34,4051.0
WEEKDAY,CG1,EW4,6771.0
WEEKDAY,CG2,CG1,4232.0
WEEKDAY,DT1,BP13,3542.0
WEEKDAY,DT1,BP5,13035.0
WEEKDAY,DT1,BP7,5180.0
WEEKDAY,DT1,DT2,19083.0
WEEKDAY,DT10,CC19,48765.0
WEEKDAY,DT10,NS21,52371.0
WEEKDAY,DT13,EW12,51071.0
WEEKDAY,DT13,NE7,51544.0
WEEKDAY,DT17,CE1,7359.0
WEEKDAY,DT17,DT18,4958.0
WEEKDAY,DT18,DT17,4866.0
WEEKDAY,DT18,NE4,8992.0
WEEKDAY,DT2,DT1,18598.0
WEEKDAY,DT2,DT3,19867.0
WEEKDAY,DT20,DT21,24298.0
WEEKDAY,DT20,NE4,24549.0
WEEKDAY,DT21,DT20,24619.0
WEEKDAY,DT21,DT22,25722.0
WEEKDAY,DT22,DT21,25807.0
WEEKDAY,DT22,DT23,26888.0
WEEKDAY,DT23,DT22,27265.0
WEEKDAY,DT23,DT24,27691.0
WEEKDAY,DT24,DT23,28078.0
WEEKDAY,DT24,DT25,28404.0
WEEKDAY,DT25,CC10,28932.0
WEEKDAY,DT25,DT24,28767.0
WEEKDAY,DT27,CC10,44419.0
WEEKDAY,DT27,DT28,43164.0
WEEKDAY,DT28,DT27,42977.0
WEEKDAY,DT28,DT29,41147.0
WEEKDAY,DT29,DT28,40810.0
WEEKDAY,DT29,DT30,39974.0
WEEKDAY,DT3,DT2,19041.0
WEEKDAY,DT3,DT5,22820.0
WEEKDAY,DT30,DT29,39274.0
WEEKDAY,DT30,DT31,38033.0
WEEKDAY,DT31,DT30,37310.0
WEEKDAY,DT31,EW2,36160.0
WEEKDAY,DT33,DT34,4671.0
WEEKDAY,DT33,EW2,12152.0
WEEKDAY,DT34,CG1,4591.0
WEEKDAY,DT34,DT33,4310.0
WEEKDAY,DT5,DT3,21479.0
WEEKDAY,DT5,DT6,25863.0
WEEKDAY,DT6,DT5,24753.0
WEEKDAY,DT6,DT7,27182.0
WEEKDAY,DT7,DT6,26015.0
WEEKDAY,DT7,DT8,27879.0
WEEKDAY,DT8,CC19,28902.0
WEEKDAY,DT8,DT7,26848.0
WEEKDAY,EW1,EW2,18581.0
WEEKDAY,EW10,EW11,41477.0
WEEKDAY,EW10,EW9,41077.0
WEEKDAY,EW11,EW10,41589.0
WEEKDAY,EW11,EW12,45195.0
WEEKDAY,EW12,CC4,13646.0
WEEKDAY,EW12,DT13,49266.0
WEEKDAY,EW12,EW11,45278.0
WEEKDAY,EW12,NS25,14086.0
WEEKDAY,EW15,EW16,15455.0
WEEKDAY,EW15,NS26,18915.0
WEEKDAY,EW16,EW15,16757.0
WEEKDAY,EW16,EW17,34914.0
WEEKDAY,EW16,NE1,18396.0
WEEKDAY,EW16,NE4,46147.0
WEEKDAY,EW17,EW16,35112.0
WEEKDAY,EW17,EW18,32639.0
WEEKDAY,EW18,EW17,33605.0
WEEKDAY,EW18,EW19,32542.0
WEEKDAY,EW19,EW18,33965.0
WEEKDAY,EW19,EW20,34200.0
WEEKDAY,EW2,DT31,35875.0
WEEKDAY,EW2,DT33,12082.0
WEEKDAY,EW2,EW1,17874.0
WEEKDAY,EW2,EW3,10293.0
WEEKDAY,EW20,EW19,35300.0
WEEKDAY,EW20,EW21,37515.0
WEEKDAY,EW21,CC21,50099.0
WEEKDAY,EW21,CC23,18870.0
WEEKDAY,EW21,EW20,38185.0
WEEKDAY,EW21,EW22,77220.0
WEEKDAY,EW22,EW21,77197.0
WEEKDAY,EW22,EW23,77522.0
WEEKDAY,EW23,EW22,77559.0
WEEKDAY,EW23,NS1,76752.0
WEEKDAY,EW25,EW26,61302.0
WEEKDAY,EW25,NS1,65728.0
WEEKDAY,EW26,EW25,63920.0
WEEKDAY,EW26,EW27,51507.0
WEEKDAY,EW27,EW26,51678.0
WEEKDAY,EW27,EW28,27815.0
WEEKDAY,EW28,EW27,32247.0
WEEKDAY,EW28,EW29,18769.0
WEEKDAY,EW29,EW28,19126.0
WEEKDAY,EW29,EW30,7977.0
WEEKDAY,EW3,EW2,10496.0
WEEKDAY,EW3,EW4,14279.0
WEEKDAY,EW30,EW29,8820.0
WEEKDAY,EW30,EW31,5762.0
WEEKDAY,EW31,EW30,6362.0
WEEKDAY,EW31,EW32,3623.0
WEEKDAY,EW32,EW31,3849.0
WEEKDAY,EW32,EW33,1327.0
WEEKDAY,EW33,EW32,1423.0
WEEKDAY,EW4,CG1,6333.0
WEEKDAY,EW4,EW3,14376.0
WEEKDAY,EW4,EW5,23534.0
WEEKDAY,EW5,EW4,22119.0
WEEKDAY,EW5,EW6,33038.0
WEEKDAY,EW6,EW5,31533.0
WEEKDAY,EW6,EW7,34716.0
WEEKDAY,EW7,EW6,34295.0
WEEKDAY,EW7,EW8,37625.0
WEEKDAY,EW8,CC10,41380.0
WEEKDAY,EW8,CC8,11108.0
WEEKDAY,EW8,EW7,38629.0
WEEKDAY,EW8,EW9,39792.0
WEEKDAY,EW9,EW10,41035.0
WEEKDAY,EW9,EW8,40112.0
WEEKDAY,NE1,CC28,7358.0
WEEKDAY,NE1,EW16,17858.0
WEEKDAY,NE10,NE11,54100.0
WEEKDAY,NE10,NE9,55637.0
WEEKDAY,NE11,NE10,56177.0
WEEKDAY,NE11,NE12,54460.0
WEEKDAY,NE12,CC12,32965.0
WEEKDAY,NE12,CC14,37038.0
WEEKDAY,NE12,NE11,56307.0
WEEKDAY,NE12,NE13,68353.0
WEEKDAY,NE13,NE12,69911.0
WEEKDAY,NE13,NE14,64279.0
WEEKDAY,NE14,NE13,65983.0
WEEKDAY,NE14,NE15,54529.0
WEEKDAY,NE15,NE14,55845.0
WEEKDAY,NE15,NE16,48994.0
WEEKDAY,NE16,NE15,50176.0
WEEKDAY,NE16,NE17,27466.0
WEEKDAY,NE16,SE1,5977.0
WEEKDAY,NE16,SE5,2937.0
WEEKDAY,NE16,SW1,3783.0
WEEKDAY,NE16,SW8,6485.0
WEEKDAY,NE17,NE16,28377.0
WEEKDAY,NE17,PE1,6179.0
WEEKDAY,NE17,PE7,7003.0
WEEKDAY,NE17,PW1,636.0
WEEKDAY,NE17,PW7,2544.0
WEEKDAY,NE4,DT18,9370.0
WEEKDAY,NE4,DT20,24403.0
WEEKDAY,NE4,EW16,47111.0
WEEKDAY,NE4,NE5,39356.0
WEEKDAY,NE5,NE4,40449.0
WEEKDAY,NE5,NS24,42225.0
WEEKDAY,NE7,DT13,53649.0
WEEKDAY,NE7,NE8,54941.0
WEEKDAY,NE7,NS21,77133.0
WEEKDAY,NE7,NS24,87417.0
WEEKDAY,NE8,NE7,56830.0
WEEKDAY,NE8,NE9,53970.0
WEEKDAY,NE9,NE10,53810.0
WEEKDAY,NE9,NE8,57440.0
WEEKDAY,NS1,EW23,77398.0
WEEKDAY,NS1,EW25,62502.0
WEEKDAY,NS1,NS2,62788.0
WEEKDAY,NS10,NS11,56237.0
WEEKDAY,NS10,NS9,51356.0
WEEKDAY,NS11,NS10,55276.0
WEEKDAY,NS11,NS12,62960.0
WEEKDAY,NS12,NS11,62249.0
WEEKDAY,NS12,NS13,65385.0
WEEKDAY,NS13,NS12,63864.0
WEEKDAY,NS13,NS14,71208.0
WEEKDAY,NS14,NS13,71619.0
WEEKDAY,NS14,NS15,76772.0
WEEKDAY,NS15,NS14,75198.0
WEEKDAY,NS15,NS16,78096.0
WEEKDAY,NS16,NS15,75612.0
WEEKDAY,NS16,NS17,85578.0
WEEKDAY,NS17,CC14,37668.0
WEEKDAY,NS17,CC16,26530.0
WEEKDAY,NS17,NS16,85575.0
WEEKDAY,NS17,NS18,67485.0
WEEKDAY,NS18,NS17,65453.0
WEEKDAY,NS18,NS19,69239.0
WEEKDAY,NS19,NS18,66300.0
WEEKDAY,NS19,NS20,70388.0
WEEKDAY,NS2,NS1,62295.0
WEEKDAY,NS2,NS3,58189.0
WEEKDAY,NS20,NS19,68950.0
WEEKDAY,NS20,NS21,64892.0
WEEKDAY,NS21,DT10,49360.0
WEEKDAY,NS21,NE7,80590.0
WEEKDAY,NS21,NS20,63059.0
WEEKDAY,NS21,NS22,24186.0
WEEKDAY,NS22,NS21,23659.0
WEEKDAY,NS22,NS23,18658.0
WEEKDAY,NS23,NS22,20149.0
WEEKDAY,NS23,NS24,17136.0
WEEKDAY,NS24,CC2,3190.0
WEEKDAY,NS24,NE5,43296.0
WEEKDAY,NS24,NE7,84728.0
WEEKDAY,NS24,NS23,20065.0
WEEKDAY,NS24,NS25,25227.0
WEEKDAY,NS25,EW12,14549.0
WEEKDAY,NS25,NS24,25186.0
WEEKDAY,NS25,NS26,27068.0
WEEKDAY,NS26,EW15,18532.0
WEEKDAY,NS26,NS25,28044.0
WEEKDAY,NS26,NS27,1667.0
WEEKDAY,NS27,CE1,607.0
WEEKDAY,NS27,NS26,1716.0
WEEKDAY,NS27,NS28,560.0
WEEKDAY,NS28,NS27,646.0
WEEKDAY,NS3,NS2,58682.0
WEEKDAY,NS3,NS4,53620.0
WEEKDAY,NS4,BP2,12847.0
WEEKDAY,NS4,NS3,53733.0
WEEKDAY,NS4,NS5,49615.0
WEEKDAY,NS5,NS4,50760.0
WEEKDAY,NS5,NS7,41888.0
WEEKDAY,NS7,NS5,42169.0
WEEKDAY,NS7,NS8,42276.0
WEEKDAY,NS8,NS7,42872.0
WEEKDAY,NS8,NS9,47277.0
WEEKDAY,NS9,NS10,48161.0
WEEKDAY,NS9,NS8,44709.0
WEEKDAY,NS9,TE1,745.0
WEEKDAY,NS9,TE3,1532.0
WEEKDAY,PE1,NE17,6262.0
WEEKDAY,PE1,PE2,5221.0
WEEKDAY,PE2,PE1,5297.0
WEEKDAY,PE2,PE3,3642.0
WEEKDAY,PE3,PE2,3581.0
WEEKDAY,PE3,PE4,1720.0
WEEKDAY,PE4,PE3,1717.0
WEEKDAY,PE4,PE5,2401.0
WEEKDAY,PE5,PE4,2400.0
WEEKDAY,PE5,PE6,4315.0
WEEKDAY,PE6,PE5,4190.0
WEEKDAY,PE6,PE7,5932.0
WEEKDAY,PE7,NE17,7303.0
WEEKDAY,PE7,PE6,5712.0
WEEKDAY,PW1,NE17,623.0
WEEKDAY,PW1,PW3,308.0
WEEKDAY,PW3,PW1,304.0
WEEKDAY,PW3,PW4,193.0
WEEKDAY,PW4,PW3,214.0
WEEKDAY,PW4,PW5,85.0
WEEKDAY,PW5,PW4,119.0
WEEKDAY,PW5,PW6,1466.0
WEEKDAY,PW6,PW5,1397.0
WEEKDAY,PW6,PW7,2065.0
WEEKDAY,PW7,NE17,2432.0
WEEKDAY,PW7,PW6,1955.0
WEEKDAY,SE1,NE16,6524.0
WEEKDAY,SE1,SE2,4285.0
WEEKDAY,SE2,SE1,4769.0
WEEKDAY,SE2,SE3,2192.0
WEEKDAY,SE3,SE2,2456.0
WEEKDAY,SE3,SE4,781.0
WEEKDAY,SE4,SE3,924.0
WEEKDAY,SE4,SE5,1825.0
WEEKDAY,SE5,NE16,2854.0
WEEKDAY,SE5,SE4,1852.0
WEEKDAY,SW1,NE16,3875.0
WEEKDAY,SW1,SW2,3129.0
WEEKDAY,SW2,SW1,3343.0
WEEKDAY,SW2,SW3,2257.0
WEEKDAY,SW3,SW2,2291.0
WEEKDAY,SW3,SW4,1518.0
WEEKDAY,SW4,SW3,1507.0
WEEKDAY,SW4,SW5,1143.0
WEEKDAY,SW5,SW4,1170.0
WEEKDAY,SW5,SW6,4344.0
WEEKDAY,SW6,SW5,3946.0
WEEKDAY,SW6,SW7,5801.0
WEEKDAY,SW7,SW6,5322.0
WEEKDAY,SW7,SW8,6682.0
WEEKDAY,SW8,NE16,7133.0
WEEKDAY,SW8,SW7,6049.0
WEEKDAY,TE1,NS9,792.0
WEEKDAY,TE3,NS9,1998.0
WEEKENDS/HOLIDAY,BP10,BP11,2126.0
WEEKENDS/HOLIDAY,BP10,BP9,138.0
WEEKENDS/HOLIDAY,BP11,BP10,105.0
WEEKENDS/HOLIDAY,BP11,BP12,3510.0
WEEKENDS/HOLIDAY,BP12,BP11,1189.0
WEEKENDS/HOLIDAY,BP12,BP13,4280.0
WEEKENDS/HOLIDAY,BP13,BP12,1744.0
WEEKENDS/HOLIDAY,BP13,DT1,4849.0
WEEKENDS/HOLIDAY,BP2,BP3,9752.0
WEEKENDS/HOLIDAY,BP2,NS4,9856.0
WEEKENDS/HOLIDAY,BP3,BP2,9932.0
WEEKENDS/HOLIDAY,BP3,BP4,9839.0
WEEKENDS/HOLIDAY,BP4,BP3,9619.0
WEEKENDS/HOLIDAY,BP4,BP5,9991.0
WEEKENDS/HOLIDAY,BP5,BP4,9669.0
WEEKENDS/HOLIDAY,BP5,DT1,10389.0
WEEKENDS/HOLIDAY,BP7,BP8,3356.0
WEEKENDS/HOLIDAY,BP7,DT1,1669.0
WEEKENDS/HOLIDAY,BP8,BP7,1529.0
WEEKENDS/HOLIDAY,BP8,BP9,2973.0
WEEKENDS/HOLIDAY,BP9,BP10,2447.0
WEEKENDS/HOLIDAY,BP9,BP8,1036.0
WEEKENDS/HOLIDAY,CC10,CC11,18740.0
WEEKENDS/HOLIDAY,CC10,DT25,19612.0
WEEKENDS/HOLIDAY,CC10,DT27,30504.0
WEEKENDS/HOLIDAY,CC10,EW8,35400.0
WEEKENDS/HOLIDAY,CC11,CC10,20191.0
WEEKENDS/HOLIDAY,CC11,CC12,19171.0
WEEKENDS/HOLIDAY,CC12,CC11,20741.0
WEEKENDS/HOLIDAY,CC12,NE12,19360.0
WEEKENDS/HOLIDAY,CC14,NE12,22967.0
WEEKENDS/HOLIDAY,CC14,NS17,22496.0
WEEKENDS/HOLIDAY,CC16,CC17,14447.0
WEEKENDS/HOLIDAY,CC16,NS17,13060.0
WEEKENDS/HOLIDAY,CC17,CC16,13017.0
WEEKENDS/HOLIDAY,CC17,CC19,14931.0
WEEKENDS/HOLIDAY,CC19,CC17,13631.0
WEEKENDS/HOLIDAY,CC19,CC20,35884.0
WEEKENDS/HOLIDAY,CC19,DT10,43806.0
WEEKENDS/HOLIDAY,CC19,DT8,20539.0
